house,country,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,census_tract,lat,long,district
421,south_africa,0.8962669166843893,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
422,south_africa,-0.16671592898222004,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
423,south_africa,-1.660370358492173,6,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
424,south_africa,-0.0626093358266877,6,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
425,south_africa,-0.16671592898222004,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
426,south_africa,2.315911950824161,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
427,south_africa,-1.475914002198287,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
428,south_africa,-2.6476672472811145,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
429,south_africa,-1.615283961019702,7,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
430,south_africa,0.6442414200506893,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
431,south_africa,-2.194077810931096,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
432,south_africa,0.12286756508111485,8,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
433,south_africa,0.9343255497822366,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
434,south_africa,0.960482405343823,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
435,south_africa,1.585137335737125,6,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
436,south_africa,0.7613684696466141,6,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
437,south_africa,3.417143016529594,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
438,south_africa,1.8125376671187696,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
440,south_africa,1.8377532024847298,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
441,south_africa,-1.4556659073190203,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
442,south_africa,0.7213000064420094,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
443,south_africa,0.3750697440649906,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
444,south_africa,0.244799492006788,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
446,south_africa,-0.6175302479536681,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
447,south_africa,-0.6452448518547453,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
448,south_africa,-1.4053544662001605,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
449,south_africa,-1.24367729321564,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
450,south_africa,-1.0895601204329997,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
451,south_africa,-0.7671767787804186,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
452,south_africa,-1.286276105017642,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
453,south_africa,-1.3157684391202664,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
454,south_africa,-1.32073587960696,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
455,south_africa,-0.6130596059977784,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
456,south_africa,-1.0754111243456987,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
457,south_africa,-2.039960638148456,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
458,south_africa,-0.41202520977749113,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
459,south_africa,1.2093531947196932,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
460,south_africa,-0.5168138745358786,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
461,south_africa,-1.6108440299103475,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
462,south_africa,-2.67091114327868,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
463,south_africa,0.37356215473033105,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
464,south_africa,-1.07037297536242,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
465,south_africa,-0.542500069999652,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
466,south_africa,0.4547596976728646,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
467,south_africa,-2.4394025661923573,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
468,south_africa,-2.1551588915135307,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
469,south_africa,0.3840451586202377,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
470,south_africa,-1.1474315617537403,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
471,south_africa,-2.010285957954249,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
472,south_africa,-1.0125015340416796,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
473,south_africa,0.3278363096886574,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
474,south_africa,-2.605973210484979,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
475,south_africa,2.5530966076347075,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
476,south_africa,0.41668441816829427,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
477,south_africa,1.4093339493487882,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
478,south_africa,0.37120206088835095,3,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
479,south_africa,1.292833329976957,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
480,south_africa,1.7714397543767324,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
481,south_africa,1.292910831504207,9,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
482,south_africa,-0.9244345781658854,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
483,south_africa,0.8147491854648224,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
484,south_africa,2.477805505291645,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
485,south_africa,0.03426431563668619,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
486,south_africa,-0.05896421160260268,8,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
487,south_africa,-0.5339726111691544,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
488,south_africa,2.382399636426201,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
489,south_africa,2.485144418281295,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
490,south_africa,-2.1659735808081138,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
491,south_africa,-0.7880893769767237,1,0,1,non-hh,national,NA,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
492,south_africa,0.480445893136638,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
493,south_africa,-1.3015487345363803,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
494,south_africa,1.717568294914069,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
495,south_africa,0.5403803492187759,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
496,south_africa,0.11434010625061741,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
497,south_africa,1.0624016694671117,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
498,south_africa,1.8301510582939284,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
499,south_africa,-1.16661870682432,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
500,south_africa,-1.6918798154762598,9,1,NA,hh,national,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
501,south_africa,-1.2295282971283392,6,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
502,south_africa,0.12161153416484694,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
503,south_africa,-1.0754111243456987,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
504,south_africa,-0.5958325372203287,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
505,south_africa,-0.304825260432498,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
506,south_africa,-0.31124050421552785,1,1,NA,hh,national,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
506,south_africa,-0.31124050421552785,1,1,NA,non-hh,national,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
506,south_africa,-0.31124050421552785,1,1,NA,non-hh,national,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
507,south_africa,-1.0638739249692264,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
508,south_africa,-0.6895818988204642,9,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
509,south_africa,0.19940533236979055,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
510,south_africa,-2.978812670931598,7,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
511,south_africa,-0.6624035884880213,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
512,south_africa,0.006743391925500358,3,1,NA,hh,national,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
513,south_africa,0.9106847685372694,12,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
514,south_africa,0.006743391925500358,3,0,1,non-hh,international,NA,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
515,south_africa,-2.1274442876124535,7,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
516,south_africa,-0.4312278293140609,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
517,south_africa,-0.4312278293140609,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
518,south_africa,-1.9524145166335087,3,1,NA,hh,national,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
520,south_africa,-2.87332270024634,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
521,south_africa,-2.581096196013422,1,0,1,non-hh,international,NA,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
522,south_africa,-1.5831294260092703,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
523,south_africa,-1.292304495313022,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
524,south_africa,-2.0010417187308907,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
525,south_africa,-2.7192055274637,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
526,south_africa,-1.0446867798986466,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
527,south_africa,-3.580998973855522,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
528,south_africa,-2.7192055274637,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
529,south_africa,-1.0125015340416796,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
531,south_africa,1.7743245044587652,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
532,south_africa,0.7421497439017493,7,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
533,south_africa,-0.1473737808571398,7,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
534,south_africa,1.7714397543767324,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
535,south_africa,0.8885610580452574,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
536,south_africa,2.533909462564128,9,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
537,south_africa,2.126484407573045,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
538,south_africa,3.40173129925133,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
539,south_africa,2.739399026274315,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
540,south_africa,1.585137335737125,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
541,south_africa,2.4594582228175215,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
542,south_africa,2.5145673144390472,3,1,1,hh,international,NA,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
543,south_africa,2.662340439882995,4,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
544,south_africa,2.688026635346768,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
545,south_africa,1.8163905964383356,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
546,south_africa,3.273300321932463,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
547,south_africa,2.364892216548533,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
548,south_africa,2.5861217160881305,2,1,1,hh,international,NA,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
549,south_africa,1.6621959221284455,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
550,south_africa,1.822812145304279,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
551,south_africa,1.822812145304279,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
553,south_africa,2.435164662567111,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
554,south_africa,1.8413134363608343,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
555,south_africa,3.017385093079307,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
556,south_africa,3.4479664510861223,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
557,south_africa,3.4402605924469905,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
558,south_africa,2.5108306137450676,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
559,south_africa,1.369969417895527,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
560,south_africa,2.7137128308105414,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
561,south_africa,2.590773950218421,1,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
562,south_africa,2.7137128308105414,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
563,south_africa,3.40173129925133,4,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
564,south_africa,2.4594582228175215,5,0,1,non-hh,national,NA,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
565,south_africa,3.3760451037875567,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
566,south_africa,3.3760451037875567,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
567,south_africa,1.6814605687262751,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
568,south_africa,2.8396447395942914,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
569,south_africa,1.6814605687262751,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
570,south_africa,2.485144418281295,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
571,south_africa,2.3989794348520674,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
572,south_africa,3.2860659181370995,3,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
573,south_africa,0.07095888058493383,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
574,south_africa,2.7137128308105414,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
575,south_africa,2.5108306137450676,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
576,south_africa,2.610968048955448,4,1,1,hh,international,NA,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
577,south_africa,1.7971259498405054,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
578,south_africa,3.4127396687358047,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
579,south_africa,2.726555928542428,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
580,south_africa,1.636509726664672,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
581,south_africa,0.9461317182772768,2,1,1,hh,national,NA,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
582,south_africa,2.7137128308105414,3,1,1,hh,national,NA,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
583,south_africa,3.2668012715392694,3,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
584,south_africa,1.8241893060516523,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
585,south_africa,2.5530966076347075,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
586,south_africa,3.1126840987566293,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
587,south_africa,2.5548132765691385,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
588,south_africa,3.4209959458491603,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
589,south_africa,1.7971259498405054,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
590,south_africa,2.5068614557999154,4,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
591,south_africa,2.5402535099028207,7,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
592,south_africa,2.948888571842578,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
593,south_africa,2.5378939699562144,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
594,south_africa,2.703438352625032,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
595,south_africa,1.8513830908500852,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
596,south_africa,2.703438352625032,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
597,south_africa,2.739399026274315,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
598,south_africa,2.718850069903296,3,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
599,south_africa,2.707291281944598,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
600,south_africa,2.703438352625032,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
601,south_africa,1.8719320472211038,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
602,south_africa,3.3053305647349296,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
603,south_africa,1.8356552430361657,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
604,south_africa,2.703438352625032,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
605,south_africa,2.726555928542428,2,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
606,south_africa,1.9927775320259264,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
607,south_africa,2.696588700501359,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
608,south_africa,2.7137128308105414,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
609,south_africa,3.3760451037875567,4,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
610,south_africa,2.5723612542325376,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
611,south_africa,2.5650877547546473,2,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
612,south_africa,2.688026635346768,4,1,NA,hh,international,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
613,south_africa,3.368706190797907,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
614,south_africa,1.3809777873800015,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
615,south_africa,1.6814605687262751,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
616,south_africa,2.3566359394351775,5,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
617,south_africa,2.865330935058065,3,0,NA,NA,NA,NA,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
