house,country,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,census_tract,lat,long,district
1542,south_africa,-1.7982973438508687,1,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1543,south_africa,0.1500613498795478,8,1,1,hh,national,NA,1,polokwane,-23.9058,29.4614,capricorn district municipality
1544,south_africa,2.125537681788468,6,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1545,south_africa,0.7726723973695562,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1546,south_africa,-9.624667136316212e-4,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1547,south_africa,-1.6115792417239712,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1548,south_africa,2.721051743800191,2,4,1,hh,national,NA,1,polokwane,-23.9058,29.4614,capricorn district municipality
1548,south_africa,2.721051743800191,2,4,1,hh,national,NA,1,polokwane,-23.9058,29.4614,capricorn district municipality
1548,south_africa,2.721051743800191,2,4,1,hh,national,NA,1,polokwane,-23.9058,29.4614,capricorn district municipality
1548,south_africa,2.721051743800191,2,4,1,hh,national,NA,1,polokwane,-23.9058,29.4614,capricorn district municipality
1549,south_africa,2.298841999641687,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1550,south_africa,3.0356255123653098,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1551,south_africa,1.8125376671187696,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1552,south_africa,2.331027245498654,5,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1553,south_africa,0.07095888058493383,1,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1554,south_africa,2.364892216548533,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1555,south_africa,-0.5339726111691544,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1556,south_africa,-1.4343832201222713,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1557,south_africa,-0.20931474078422174,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1558,south_africa,-3.03191051498487,1,0,1,non-hh,national,NA,1,polokwane,-23.9058,29.4614,capricorn district municipality
1559,south_africa,-2.341461310153138,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1560,south_africa,-2.9997252691279033,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1561,south_africa,3.410293364405921,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1562,south_africa,-1.6766299686410056,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1563,south_africa,-0.5918440524898947,1,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1564,south_africa,-0.49413741961808033,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1565,south_africa,3.2475366249414392,5,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1566,south_africa,3.299826379992693,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1567,south_africa,-0.2052452221778801,5,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1568,south_africa,-1.1474315617537403,6,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1569,south_africa,-0.5586758735383208,4,1,1,hh,national,NA,1,polokwane,-23.9058,29.4614,capricorn district municipality
1570,south_africa,-0.36832788623951007,3,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1571,south_africa,1.8256968953863117,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1572,south_africa,0.43110191064639514,5,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1573,south_africa,-2.292048995518721,3,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1574,south_africa,1.4888916042752254,5,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1575,south_africa,0.2609923709973827,6,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1576,south_africa,0.8819162296178432,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1577,south_africa,2.4594582228175215,5,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1578,south_africa,0.6764266659076563,6,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1579,south_africa,0.9723259528972126,4,1,1,hh,national,NA,1,polokwane,-23.9058,29.4614,capricorn district municipality
1580,south_africa,-0.9087738190919793,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1581,south_africa,-1.7088152144979725,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1582,south_africa,0.5469887349223422,7,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1583,south_africa,-2.271800900639455,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1584,south_africa,-0.11534353805467334,2,2,1,hh,national,NA,1,polokwane,-23.9058,29.4614,capricorn district municipality
1584,south_africa,-0.11534353805467334,2,2,1,hh,national,NA,1,polokwane,-23.9058,29.4614,capricorn district municipality
1585,south_africa,0.09150783695595244,1,4,NA,hh,national,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1585,south_africa,0.09150783695595244,1,4,NA,hh,national,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1585,south_africa,0.09150783695595244,1,4,NA,hh,national,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1585,south_africa,0.09150783695595244,1,4,NA,hh,national,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1586,south_africa,1.0829506258381303,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1587,south_africa,1.7728169151241053,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1588,south_africa,-0.26296166044411995,5,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1589,south_africa,0.42747226088830004,1,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1590,south_africa,0.22796790954446747,1,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1591,south_africa,0.7176305499471847,6,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1592,south_africa,1.698050624480237,8,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1593,south_africa,1.2806998597143615,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1594,south_africa,1.7874947411034048,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1595,south_africa,2.5082232671003544,5,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1596,south_africa,1.7084310739632371,1,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1597,south_africa,1.5134250680383308,6,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1598,south_africa,0.8613672732468246,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1599,south_africa,-1.1896963956019555,1,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1600,south_africa,2.331027245498654,5,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1601,south_africa,1.6621959221284455,3,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1602,south_africa,1.0894496762313237,6,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1603,south_africa,1.9242464044651035,5,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1604,south_africa,-2.463393237078811,3,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1605,south_africa,-2.463393237078811,3,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1606,south_africa,-2.2387165282980446,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1607,south_africa,-1.44819939829721,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1608,south_africa,-1.32073587960696,3,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1609,south_africa,-2.862835165122713,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1610,south_africa,-2.1835902758074686,3,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1611,south_africa,-2.103786500585984,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1612,south_africa,0.0195864896573871,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1613,south_africa,-2.7087179923400724,1,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1614,south_africa,-2.0294731030248285,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1615,south_africa,-3.580998973855522,2,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1616,south_africa,1.9572715129185265,3,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1617,south_africa,2.6726149180685037,3,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1618,south_africa,2.404325753544593,6,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1619,south_africa,2.559595658027901,4,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1620,south_africa,-0.5468157089010411,3,0,NA,NA,NA,NA,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1622,south_africa,0.6824550562030369,6,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1623,south_africa,-0.36723805220571337,4,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1624,south_africa,-2.230189069467547,2,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1625,south_africa,-0.2052452221778801,5,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1626,south_africa,-0.7202750298087616,6,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1627,south_africa,-2.519236269962248,5,1,1,hh,national,NA,1,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1628,south_africa,0.06068440239942441,2,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1629,south_africa,0.1999261514724349,6,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1630,south_africa,0.0195864896573871,4,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1631,south_africa,0.44525090673369594,7,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1632,south_africa,-2.2987497421614447,1,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1633,south_africa,1.197331697179172,4,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1634,south_africa,0.08380197831682046,1,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1635,south_africa,0.8921907078033524,3,1,1,hh,national,NA,1,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1635,south_africa,0.8921907078033524,3,1,1,non-hh,national,NA,1,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1635,south_africa,0.8921907078033524,3,1,1,non-hh,national,NA,1,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1636,south_africa,0.18451443419417093,8,1,1,hh,national,NA,1,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1637,south_africa,-0.749949710002969,3,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1638,south_africa,-0.5236981329836451,3,1,1,hh,national,NA,1,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1639,south_africa,-0.9267948324810998,7,0,NA,NA,NA,NA,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1640,south_africa,0.031139163499849576,3,0,1,non-hh,national,NA,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1641,south_africa,-1.7212387574595482,5,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1642,south_africa,-1.2017982187612726,8,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1643,south_africa,-0.304825260432498,5,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1644,south_africa,-1.6917464233569237,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1645,south_africa,-2.5546008195574323,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1646,south_africa,-2.6267546490848095,5,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1647,south_africa,-1.7649612026929875,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1648,south_africa,-2.5546008195574323,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1649,south_africa,-2.843648020052133,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1650,south_africa,-2.0010417187308907,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1651,south_africa,-0.2781561318741177,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1652,south_africa,-0.304825260432498,7,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1653,south_africa,-0.4312278293140609,4,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1654,south_africa,-0.8583843612590395,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1655,south_africa,-3.2727646282902416,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1656,south_africa,-1.6543419681967928,5,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1657,south_africa,1.4755989498326534,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1658,south_africa,-1.1733823089333242,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1659,south_africa,-0.3400202468354401,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1660,south_africa,-2.7439129787430145,8,1,NA,hh,national,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1661,south_africa,-2.313746706252061,1,0,1,non-hh,national,NA,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1661,south_africa,-2.313746706252061,1,0,1,non-hh,national,NA,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1662,south_africa,-0.03178590127015965,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1663,south_africa,0.695613810978236,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1664,south_africa,-3.2727646282902416,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1665,south_africa,-1.8563511312631913,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1666,south_africa,-0.43975528814455844,8,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1667,south_africa,-1.8858434653658163,6,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1668,south_africa,-0.43975528814455844,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1669,south_africa,-2.6895308472694928,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1670,south_africa,-2.906557610356152,5,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1671,south_africa,-1.7132743593262194,3,1,NA,hh,national,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1672,south_africa,-1.8563511312631913,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1673,south_africa,-2.5546008195574323,4,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1674,south_africa,-0.8583843612590395,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1675,south_africa,-3.7159290015675825,4,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1676,south_africa,-2.281561460395094,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1677,south_africa,-2.281561460395094,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1678,south_africa,-3.3411945248029955,7,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1679,south_africa,0.08463721657442158,4,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1680,south_africa,-2.9997252691279033,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1681,south_africa,-1.2940822255145699,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1682,south_africa,-1.167679656633007,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1683,south_africa,-2.6895308472694928,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1684,south_africa,-0.14467969735447717,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1685,south_africa,-1.1060104123811867,5,1,1,hh,national,NA,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1685,south_africa,-1.1060104123811867,5,1,1,non-hh,national,NA,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1686,south_africa,0.8360359354170429,5,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1687,south_africa,-0.7405231246880282,4,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1688,south_africa,-0.8583843612590395,8,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1689,south_africa,-1.8858434653658163,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1690,south_africa,-3.2727646282902416,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1691,south_africa,-1.4556659073190203,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1692,south_africa,-2.5546008195574323,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1693,south_africa,-2.5546008195574323,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1694,south_africa,-1.881058582542506,4,1,NA,hh,national,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1695,south_africa,-1.573885186785912,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1696,south_africa,-2.1274442876124535,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1697,south_africa,-1.4514169662916048,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1698,south_africa,-1.138187322530382,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1699,south_africa,-1.573885186785912,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1700,south_africa,-3.2727646282902416,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1701,south_africa,-2.4099102320897328,4,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1702,south_africa,-2.0010417187308907,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1703,south_africa,-0.8583843612590395,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1704,south_africa,-1.573885186785912,2,1,NA,hh,national,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1705,south_africa,-2.0010417187308907,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1706,south_africa,-1.0754111243456987,5,0,1,non-hh,national,NA,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1707,south_africa,-2.1835902758074686,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1708,south_africa,-1.9180174256669413,6,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1709,south_africa,-2.4623322872701245,5,0,1,non-hh,national,NA,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1709,south_africa,-2.4623322872701245,5,0,1,non-hh,national,NA,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1710,south_africa,-1.5723147367146877,7,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1711,south_africa,-0.43975528814455844,11,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1712,south_africa,-0.7115554468254561,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1713,south_africa,-2.845608096345263,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1714,south_africa,-3.407694656002302,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1715,south_africa,-3.407694656002302,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1716,south_africa,0.5860754250737642,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1717,south_africa,-2.6002833410840016,2,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1718,south_africa,1.2712091434325203,3,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1719,south_africa,-2.135971746442951,6,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1720,south_africa,-0.8583843612590395,6,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1721,south_africa,-0.43975528814455844,4,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1722,south_africa,-1.2731173502424424,11,0,NA,non-hh,national,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1722,south_africa,-1.2731173502424424,11,0,NA,non-hh,national,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1723,south_africa,0.2739493757600039,4,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1724,south_africa,-1.215770565161755,1,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1725,south_africa,-2.3290078386431565,4,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1726,south_africa,-3.2289409520087333,7,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1727,south_africa,-4.095772547383835,10,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1728,south_africa,-2.9463928019072263,5,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1729,south_africa,-3.4706042463063214,4,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1730,south_africa,-3.460116711182694,5,0,NA,NA,NA,NA,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1731,south_africa,2.8674368450226186,3,0,NA,NA,NA,NA,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1732,south_africa,3.18974268514795,2,0,NA,NA,NA,NA,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1733,south_africa,3.2668012715392694,4,0,NA,NA,NA,NA,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1734,south_africa,2.512207774492441,3,0,1,non-hh,national,NA,1,lephalale,-23.6763,27.7974,waterberg district municipality
1735,south_africa,1.654332197439602,2,0,NA,NA,NA,NA,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1736,south_africa,-1.601063497118355,3,0,NA,NA,NA,NA,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1737,south_africa,-0.7405076502220382,3,0,NA,NA,NA,NA,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1738,south_africa,-1.16661870682432,2,0,NA,NA,NA,NA,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1739,south_africa,-1.32073587960696,3,0,NA,NA,NA,NA,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1740,south_africa,-1.475914002198287,2,0,NA,NA,NA,NA,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1741,south_africa,-0.9097567521865862,1,0,NA,non-hh,international,NA,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1742,south_africa,0.9230141423598808,2,0,NA,NA,NA,NA,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1743,south_africa,0.3569280743371078,4,0,NA,NA,NA,NA,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1744,south_africa,3.2557929020547958,4,0,1,non-hh,national,NA,1,mookgopong,-24.5508,28.8586,waterberg district municipality
1745,south_africa,2.492943127894611,5,0,NA,NA,NA,NA,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1746,south_africa,0.40338730674531786,3,0,NA,NA,NA,NA,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1747,south_africa,-2.010285957954249,2,0,NA,NA,NA,NA,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1748,south_africa,1.80813431932498,3,0,NA,NA,NA,NA,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1749,south_africa,-2.0781003051222107,1,0,NA,NA,NA,NA,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1750,south_africa,2.8019370465899964,4,0,1,non-hh,national,NA,1,mookgopong,-24.5508,28.8586,waterberg district municipality
1751,south_africa,-2.747636911757638,2,0,NA,NA,NA,NA,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1752,south_africa,3.4402605924469905,2,0,NA,NA,NA,NA,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
