,house,date,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,NDVI_lat,NDVI_lon,sev_lat,sev_lon,pop_cent_lat,pop_cent_long,annual_frequency,severity,autocorrelation,avg_area,NDVI_mean,SVI_severity
10,11,2/19/2010,kampala,ssebalijja zone b,uganda,3,2,3.584183526,0.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
11,12,2/19/2010,kampala,ssebalijja zone b,uganda,4,0,3.132630998,,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
12,13,2/19/2010,kampala,ssebalijja zone b,uganda,2,1,2.611955767,0.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
13,14,2/19/2010,kampala,ssebalijja zone b,uganda,2,1,3.613795203,0.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
14,15,2/19/2010,kampala,ssebalijja zone b,uganda,5,0,3.433976224,,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
15,17,2/19/2010,kampala,ssebalijja zone b,uganda,3,4,3.837264717,0.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
16,18,2/19/2010,kampala,ssebalijja zone b,uganda,4,2,3.579891889,0.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
17,19,2/19/2010,kampala,ssebalijja zone b,uganda,4,1,3.075409169,0.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
18,20,1/19/2010,kampala,ssebalijja zone b,uganda,2,5,2.89528581,1.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
19,21,2/18/2010,kampala,kizungu zone a,uganda,5,0,1.247404026,1.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.6,-0.6777921181458694,-0.05531914893617021,464352135.4381391,0.246718831689187,-0.11279879351589764
20,22,2/15/2010,kampala,kizungu zone a,uganda,2,1,3.908792003,0.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.6,-0.6777921181458694,-0.05531914893617021,464352135.4381391,0.246718831689187,-0.11279879351589764
21,23,2/18/2010,kampala,kizungu zone a,uganda,15,1,2.714656166,1.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.6,-0.6777921181458694,-0.05531914893617021,464352135.4381391,0.246718831689187,-0.11279879351589764
22,24,2/18/2010,kampala,kizungu zone a,uganda,4,1,2.434387135,0.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.6,-0.6777921181458694,-0.05531914893617021,464352135.4381391,0.246718831689187,-0.11279879351589764
23,25,2/18/2010,kampala,kizungu zone a,uganda,5,0,3.577030797,,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.6,-0.6777921181458694,-0.05531914893617021,464352135.4381391,0.246718831689187,-0.11279879351589764
24,26,2/18/2010,kampala,kizungu zone a,uganda,6,2,-0.728916392,0.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.6,-0.6777921181458694,-0.05531914893617021,464352135.4381391,0.246718831689187,-0.11279879351589764
25,27,2/18/2010,kampala,kizungu zone a,uganda,5,0,3.587248981,,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.6,-0.6777921181458694,-0.05531914893617021,464352135.4381391,0.246718831689187,-0.11279879351589764
26,28,2/18/2010,kampala,kizungu zone a,uganda,3,0,3.118325541,,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.6,-0.6777921181458694,-0.05531914893617021,464352135.4381391,0.246718831689187,-0.11279879351589764
27,29,2/18/2010,kampala,kizungu zone a,uganda,5,2,3.577030797,0.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.6,-0.6777921181458694,-0.05531914893617021,464352135.4381391,0.246718831689187,-0.11279879351589764
28,30,2/18/2010,kampala,kizungu zone a,uganda,5,1,3.536850112,0.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.6,-0.6777921181458694,-0.05531914893617021,464352135.4381391,0.246718831689187,-0.11279879351589764
29,31,2/15/2010,manafwa,kaboole/butinga,uganda,4,1,-0.163884678,1.0,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,0.4,-0.17640990018844604,-0.02413793103448277,862347995.4509518,0.1938809884203178,1.1446643211452383
30,32,2/15/2010,manafwa,kaboole/butinga,uganda,3,0,-1.063620677,,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,0.4,-0.17640990018844604,-0.02413793103448277,862347995.4509518,0.1938809884203178,1.1446643211452383
31,33,2/15/2010,manafwa,kaboole/butinga,uganda,3,0,-1.962127085,1.0,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,0.4,-0.17640990018844604,-0.02413793103448277,862347995.4509518,0.1938809884203178,1.1446643211452383
32,34,2/15/2010,manafwa,kaboole/butinga,uganda,3,1,-1.00753681,0.0,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,0.4,-0.17640990018844604,-0.02413793103448277,862347995.4509518,0.1938809884203178,1.1446643211452383
33,35,2/15/2010,manafwa,kaboole/butinga,uganda,5,1,-1.811112302,0.0,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,0.4,-0.17640990018844604,-0.02413793103448277,862347995.4509518,0.1938809884203178,1.1446643211452383
34,36,2/15/2010,manafwa,kaboole/butinga,uganda,6,0,-1.48643915,,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,0.4,-0.17640990018844604,-0.02413793103448277,862347995.4509518,0.1938809884203178,1.1446643211452383
35,37,2/15/2010,manafwa,kaboole/butinga,uganda,5,0,-0.940519505,,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,0.4,-0.17640990018844604,-0.02413793103448277,862347995.4509518,0.1938809884203178,1.1446643211452383
36,38,2/15/2010,manafwa,kaboole/butinga,uganda,6,0,-2.537288459,,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,0.4,-0.17640990018844604,-0.02413793103448277,862347995.4509518,0.1938809884203178,1.1446643211452383
37,39,2/15/2010,manafwa,kaboole/butinga,uganda,2,1,-1.117706145,1.0,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,0.4,-0.17640990018844604,-0.02413793103448277,862347995.4509518,0.1938809884203178,1.1446643211452383
38,40,2/15/2010,manafwa,kaboole/butinga,uganda,10,0,-2.62585689,1.0,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,0.4,-0.17640990018844604,-0.02413793103448277,862347995.4509518,0.1938809884203178,1.1446643211452383
39,41,2/16/2010,kamuli,bugaga/bunangwe,uganda,6,0,-1.308870518,,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,4.4,-0.5966587066650391,0.013397129186602895,332622857.52630275,0.2921561167006678,0.28209350513861503
40,42,2/16/2010,kamuli,bugaga/bunangwe,uganda,8,0,-0.107189452,,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,4.4,-0.5966587066650391,0.013397129186602895,332622857.52630275,0.2921561167006678,0.28209350513861503
41,43,2/16/2010,kamuli,bugaga/bunangwe,uganda,6,0,-2.537288459,,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,4.4,-0.5966587066650391,0.013397129186602895,332622857.52630275,0.2921561167006678,0.28209350513861503
42,44,2/16/2010,kamuli,bugaga/bunangwe,uganda,9,6,-1.985216848,0.0,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,4.4,-0.5966587066650391,0.013397129186602895,332622857.52630275,0.2921561167006678,0.28209350513861503
43,45,2/16/2010,kamuli,bugaga/bunangwe,uganda,2,8,-1.710974101,0.0,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,4.4,-0.5966587066650391,0.013397129186602895,332622857.52630275,0.2921561167006678,0.28209350513861503
44,46,2/16/2010,kamuli,bugaga/bunangwe,uganda,8,3,-0.389320905,1.0,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,4.4,-0.5966587066650391,0.013397129186602895,332622857.52630275,0.2921561167006678,0.28209350513861503
45,47,2/16/2010,kamuli,bugaga/bunangwe,uganda,8,0,-0.145116187,1.0,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,4.4,-0.5966587066650391,0.013397129186602895,332622857.52630275,0.2921561167006678,0.28209350513861503
46,48,2/16/2010,kamuli,bugaga/bunangwe,uganda,8,0,-2.562956294,,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,4.4,-0.5966587066650391,0.013397129186602895,332622857.52630275,0.2921561167006678,0.28209350513861503
47,49,2/16/2010,kamuli,bugaga/bunangwe,uganda,5,1,-1.353833447,0.0,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,4.4,-0.5966587066650391,0.013397129186602895,332622857.52630275,0.2921561167006678,0.28209350513861503
48,50,2/16/2010,kamuli,bugaga/bunangwe,uganda,5,0,-0.989403835,,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,4.4,-0.5966587066650391,0.013397129186602895,332622857.52630275,0.2921561167006678,0.28209350513861503
49,51,2/12/2010,nebbi,paila west/central,uganda,12,1,-2.219625317,0.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,4.6,-0.44892488355221954,-0.05851938895417156,350420572.01416886,0.2842630679753229,-0.017618155147672745
50,52,2/12/2010,nebbi,paila west/central,uganda,6,1,-1.607034774,1.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,4.6,-0.44892488355221954,-0.05851938895417156,350420572.01416886,0.2842630679753229,-0.017618155147672745
51,53,2/12/2010,nebbi,paila west/central,uganda,5,1,-0.643083648,1.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,4.6,-0.44892488355221954,-0.05851938895417156,350420572.01416886,0.2842630679753229,-0.017618155147672745
52,54,2/12/2010,nebbi,paila west/central,uganda,10,1,-1.362297679,0.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,4.6,-0.44892488355221954,-0.05851938895417156,350420572.01416886,0.2842630679753229,-0.017618155147672745
53,55,2/12/2010,nebbi,paila west/central,uganda,13,1,-1.190441587,0.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,4.6,-0.44892488355221954,-0.05851938895417156,350420572.01416886,0.2842630679753229,-0.017618155147672745
54,56,2/12/2010,nebbi,paila west/central,uganda,8,1,-2.511413231,0.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,4.6,-0.44892488355221954,-0.05851938895417156,350420572.01416886,0.2842630679753229,-0.017618155147672745
55,57,2/12/2010,nebbi,paila west/central,uganda,6,1,-1.083150657,0.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,4.6,-0.44892488355221954,-0.05851938895417156,350420572.01416886,0.2842630679753229,-0.017618155147672745
56,58,2/12/2010,nebbi,paila west/central,uganda,7,0,-2.640162347,,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,4.6,-0.44892488355221954,-0.05851938895417156,350420572.01416886,0.2842630679753229,-0.017618155147672745
57,59,2/12/2010,nebbi,paila west/central,uganda,3,0,-2.468496859,,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,4.6,-0.44892488355221954,-0.05851938895417156,350420572.01416886,0.2842630679753229,-0.017618155147672745
58,60,2/12/2010,nebbi,paila west/central,uganda,2,0,-1.739391733,,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,4.6,-0.44892488355221954,-0.05851938895417156,350420572.01416886,0.2842630679753229,-0.017618155147672745
59,61,2/19/2010,kaliro,bubbumbi,uganda,2,3,-2.425580487,0.0,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,3.4,-0.5707816446528715,0.09740082079343365,424181166.8705171,0.29451410832897346,0.31473817401940446
60,62,2/19/2010,kaliro,bubbumbi,uganda,6,6,-2.047959829,1.0,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,3.4,-0.5707816446528715,0.09740082079343365,424181166.8705171,0.29451410832897346,0.31473817401940446
61,63,2/19/2010,kaliro,bubbumbi,uganda,10,3,-0.728916392,0.0,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,3.4,-0.5707816446528715,0.09740082079343365,424181166.8705171,0.29451410832897346,0.31473817401940446
62,64,2/19/2010,kaliro,bubbumbi,uganda,8,0,-2.683078719,,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,3.4,-0.5707816446528715,0.09740082079343365,424181166.8705171,0.29451410832897346,0.31473817401940446
63,65,2/19/2010,kaliro,bubbumbi,uganda,7,0,-0.853808922,,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,3.4,-0.5707816446528715,0.09740082079343365,424181166.8705171,0.29451410832897346,0.31473817401940446
64,66,2/19/2010,kaliro,bubbumbi,uganda,5,0,-0.374385497,,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,3.4,-0.5707816446528715,0.09740082079343365,424181166.8705171,0.29451410832897346,0.31473817401940446
65,67,2/19/2010,kaliro,bubbumbi,uganda,5,0,-1.163319532,,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,3.4,-0.5707816446528715,0.09740082079343365,424181166.8705171,0.29451410832897346,0.31473817401940446
66,68,2/19/2010,kaliro,bubbumbi,uganda,12,5,-0.763249489,0.0,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,3.4,-0.5707816446528715,0.09740082079343365,424181166.8705171,0.29451410832897346,0.31473817401940446
67,69,2/19/2010,kaliro,bubbumbi,uganda,5,0,-2.482802316,,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,3.4,-0.5707816446528715,0.09740082079343365,424181166.8705171,0.29451410832897346,0.31473817401940446
68,70,2/19/2010,kaliro,bubbumbi,uganda,5,0,-1.693428934,,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,3.4,-0.5707816446528715,0.09740082079343365,424181166.8705171,0.29451410832897346,0.31473817401940446
69,71,2/23/2010,masaka,lwayebele,uganda,4,3,-0.625917099,0.0,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,3.0,-0.4592149178187052,-0.04444444444444443,500797122.5057289,0.2788685115378827,0.06914023849569612
70,72,2/23/2010,masaka,lwayebele,uganda,8,2,-0.728916392,0.0,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,3.0,-0.4592149178187052,-0.04444444444444443,500797122.5057289,0.2788685115378827,0.06914023849569612
71,73,2/23/2010,masaka,lwayebele,uganda,5,6,-1.679753428,0.0,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,3.0,-0.4592149178187052,-0.04444444444444443,500797122.5057289,0.2788685115378827,0.06914023849569612
72,74,2/23/2010,masaka,lwayebele,uganda,6,0,-2.051695319,,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,3.0,-0.4592149178187052,-0.04444444444444443,500797122.5057289,0.2788685115378827,0.06914023849569612
73,75,2/23/2010,masaka,lwayebele,uganda,5,0,-0.324946347,,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,3.0,-0.4592149178187052,-0.04444444444444443,500797122.5057289,0.2788685115378827,0.06914023849569612
74,76,2/23/2010,masaka,lwayebele,uganda,5,0,-0.664541834,,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,3.0,-0.4592149178187052,-0.04444444444444443,500797122.5057289,0.2788685115378827,0.06914023849569612
75,77,2/23/2010,masaka,lwayebele,uganda,4,1,-2.454191402,0.0,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,3.0,-0.4592149178187052,-0.04444444444444443,500797122.5057289,0.2788685115378827,0.06914023849569612
76,78,2/23/2010,masaka,lwayebele,uganda,4,0,-2.22851297,,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,3.0,-0.4592149178187052,-0.04444444444444443,500797122.5057289,0.2788685115378827,0.06914023849569612
77,79,2/23/2010,masaka,lwayebele,uganda,9,0,-0.839606812,,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,3.0,-0.4592149178187052,-0.04444444444444443,500797122.5057289,0.2788685115378827,0.06914023849569612
78,80,2/23/2010,masaka,lwayebele,uganda,1,0,-1.246107466,,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,3.0,-0.4592149178187052,-0.04444444444444443,500797122.5057289,0.2788685115378827,0.06914023849569612
79,81,2/22/2010,masaka,maida,uganda,2,2,-0.678407943,0.0,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,4.6,-0.22270626607148544,-0.15605170387779088,328945234.96692,0.19898226666245447,-0.20743705183859926
80,82,2/22/2010,masaka,maida,uganda,6,0,3.014957121,,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,4.6,-0.22270626607148544,-0.15605170387779088,328945234.96692,0.19898226666245447,-0.20743705183859926
81,83,2/22/2010,masaka,maida,uganda,5,0,2.817910936,,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,4.6,-0.22270626607148544,-0.15605170387779088,328945234.96692,0.19898226666245447,-0.20743705183859926
82,84,2/22/2010,masaka,maida,uganda,3,0,0.526385118,,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,4.6,-0.22270626607148544,-0.15605170387779088,328945234.96692,0.19898226666245447,-0.20743705183859926
83,85,2/22/2010,masaka,maida,uganda,6,2,1.290668193,1.0,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,4.6,-0.22270626607148544,-0.15605170387779088,328945234.96692,0.19898226666245447,-0.20743705183859926
84,86,2/20/2010,masaka,maida,uganda,7,0,0.454857831,,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,4.6,-0.22270626607148544,-0.15605170387779088,328945234.96692,0.19898226666245447,-0.20743705183859926
85,87,2/22/2010,masaka,maida,uganda,3,2,-0.381728829,1.0,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,4.6,-0.22270626607148544,-0.15605170387779088,328945234.96692,0.19898226666245447,-0.20743705183859926
86,88,2/22/2010,masaka,maida,uganda,6,3,1.777191288,1.0,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,4.6,-0.22270626607148544,-0.15605170387779088,328945234.96692,0.19898226666245447,-0.20743705183859926
87,89,2/22/2010,masaka,maida,uganda,6,4,1.97746769,0.0,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,4.6,-0.22270626607148544,-0.15605170387779088,328945234.96692,0.19898226666245447,-0.20743705183859926
88,90,2/22/2010,masaka,maida,uganda,10,3,1.179085626,1.0,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,4.6,-0.22270626607148544,-0.15605170387779088,328945234.96692,0.19898226666245447,-0.20743705183859926
89,91,2/21/2010,kampala,zone iv c,uganda,1,1,4.16308135,1.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
90,92,2/21/2010,kampala,zone iv c,uganda,1,1,1.901859362,0.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
91,93,2/21/2010,kampala,zone iv c,uganda,4,1,2.792508908,0.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
92,94,2/21/2010,kampala,zone iv c,uganda,2,0,3.56272534,,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
93,95,2/21/2010,kampala,zone iv c,uganda,2,1,3.075409169,0.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
94,96,2/21/2010,kampala,zone iv c,uganda,4,1,2.829539172,0.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
95,97,2/21/2010,kampala,zone iv c,uganda,1,0,3.161241913,,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
96,98,2/21/2010,kampala,zone iv c,uganda,1,1,2.697788511,0.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
97,99,2/21/2010,kampala,zone iv c,uganda,2,0,3.075409169,,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
98,100,2/21/2010,kampala,zone iv c,uganda,3,1,2.83542528,0.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,3.2,-0.5734503790736198,-0.03295454545454548,469428938.5668138,0.22691358473435866,-0.5785731657603859
99,101,2/17/2010,kanungu,market lc1,uganda,2,0,1.255298296,,1.18778,30.78382,1.2,30.8,1.2,30.8,1.2,30.8,1.082416365,30.67016585,3.4,-0.7632306463578168,0.09740082079343367,349961767.122725,0.2711962970314029,0.12174983470674959
