house,district,census_tract,country,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,lat,long
97,akwa ibom,afaha offot,nigeria,1.3126919011189764,11,5,1,hh,national,24,NA,5.03333,7.88333
98,akwa ibom,afaha offot,nigeria,1.6744320795241014,6,0,NA,NA,NA,NA,NA,5.03333,7.88333
99,akwa ibom,afaha offot,nigeria,0.860974490859009,6,0,NA,NA,NA,NA,NA,5.03333,7.88333
100,akwa ibom,afaha offot,nigeria,1.4891486232157853,9,2,1,hh,national,48,NA,5.03333,7.88333
100,akwa ibom,afaha offot,nigeria,1.4891486232157853,9,2,1,hh,national,72,NA,5.03333,7.88333
100,akwa ibom,afaha offot,nigeria,1.4891486232157853,9,2,1,non-hh,national,NA,1,5.03333,7.88333
101,akwa ibom,afaha offot,nigeria,1.0197650596055956,3,1,1,hh,national,12,NA,5.03333,7.88333
101,akwa ibom,afaha offot,nigeria,1.0197650596055956,3,1,1,non-hh,national,NA,1,5.03333,7.88333
102,akwa ibom,afaha offot,nigeria,1.3350564998937298,6,0,NA,NA,NA,NA,NA,5.03333,7.88333
103,akwa ibom,afaha offot,nigeria,-0.05295164156621765,5,0,NA,NA,NA,NA,NA,5.03333,7.88333
104,akwa ibom,afaha offot,nigeria,1.3181499451661622,4,2,1,hh,international,84,1,5.03333,7.88333
104,akwa ibom,afaha offot,nigeria,1.3181499451661622,4,2,1,hh,international,12,1,5.03333,7.88333
104,akwa ibom,afaha offot,nigeria,1.3181499451661622,4,2,1,non-hh,national,NA,1,5.03333,7.88333
105,akwa ibom,afaha offot,nigeria,0.681909608687325,3,1,1,hh,national,24,NA,5.03333,7.88333
105,akwa ibom,afaha offot,nigeria,0.681909608687325,3,1,1,non-hh,national,NA,1,5.03333,7.88333
106,akwa ibom,afaha offot,nigeria,0.5242671068604814,3,4,1,hh,national,144,1,5.03333,7.88333
106,akwa ibom,afaha offot,nigeria,0.5242671068604814,3,4,1,hh,national,60,1,5.03333,7.88333
106,akwa ibom,afaha offot,nigeria,0.5242671068604814,3,4,1,hh,national,60,1,5.03333,7.88333
106,akwa ibom,afaha offot,nigeria,0.5242671068604814,3,4,1,hh,national,144,1,5.03333,7.88333
107,akwa ibom,afaha offot,nigeria,-0.11279199583304937,6,1,NA,hh,national,60,NA,5.03333,7.88333
108,akwa ibom,afaha offot,nigeria,1.3010000890110995,4,3,1,hh,national,24,1,5.03333,7.88333
108,akwa ibom,afaha offot,nigeria,1.3010000890110995,4,3,1,hh,national,108,1,5.03333,7.88333
108,akwa ibom,afaha offot,nigeria,1.3010000890110995,4,3,1,hh,national,48,1,5.03333,7.88333
109,akwa ibom,afaha offot,nigeria,0.2663261402402013,2,5,1,hh,national,36,1,5.03333,7.88333
109,akwa ibom,afaha offot,nigeria,0.2663261402402013,2,5,1,hh,national,36,1,5.03333,7.88333
109,akwa ibom,afaha offot,nigeria,0.2663261402402013,2,5,1,hh,national,36,1,5.03333,7.88333
109,akwa ibom,afaha offot,nigeria,0.2663261402402013,2,5,1,hh,national,36,1,5.03333,7.88333
109,akwa ibom,afaha offot,nigeria,0.2663261402402013,2,5,1,hh,national,36,1,5.03333,7.88333
110,rivers,afam nta,nigeria,-3.176756727084632,4,1,1,hh,national,36,1,4.8060600000000004,7.3447
111,rivers,afam nta,nigeria,-0.7395209883310554,7,1,1,hh,national,24,1,4.8060600000000004,7.3447
112,rivers,afam nta,nigeria,1.6982496389974253,11,3,1,hh,national,60,NA,4.8060600000000004,7.3447
112,rivers,afam nta,nigeria,1.6982496389974253,11,3,1,hh,national,24,NA,4.8060600000000004,7.3447
112,rivers,afam nta,nigeria,1.6982496389974253,11,3,1,hh,national,48,1,4.8060600000000004,7.3447
113,rivers,afam nta,nigeria,-1.5190263388189729,8,1,1,hh,national,36,1,4.8060600000000004,7.3447
114,rivers,afam nta,nigeria,1.1313863352177655,6,1,1,hh,national,36,1,4.8060600000000004,7.3447
115,rivers,afam nta,nigeria,0.23211530895651517,11,1,1,hh,national,72,1,4.8060600000000004,7.3447
