,house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,NDVI_lat,NDVI_lon,sev_lat,sev_lon,pop_cent_lat,pop_cent_long,annual_frequency,severity,autocorrelation,avg_area,NDVI_mean,SVI_severity
545,567,garissa,town centre,kenya,2009-11-10,1,1,-1.6096570495198408,1.0,-0.448509961,39.65421677,-0.45,39.65,-0.45,39.65,-0.45,39.65,-0.451382315,39.65039504,5.2,-0.2979719363726102,-0.010407239819004571,243092792.25639418,0.14000224023104896,-0.9290908693458042
546,568,garissa,town centre,kenya,2009-11-10,4,1,-0.7803544868067989,0.0,-0.448509961,39.65421677,-0.45,39.65,-0.45,39.65,-0.45,39.65,-0.451382315,39.65039504,5.2,-0.2979719363726102,-0.010407239819004571,243092792.25639418,0.14000224023104896,-0.9290908693458042
547,569,garissa,town centre,kenya,2009-11-09,1,3,-1.458694595817686,0.0,-0.448509961,39.65421677,-0.45,39.65,-0.45,39.65,-0.45,39.65,-0.451382315,39.65039504,5.2,-0.2979719363726102,-0.010407239819004571,243092792.25639418,0.14000224023104896,-0.9290908693458042
548,570,garissa,town centre,kenya,2009-11-10,7,1,0.5305651952367658,1.0,-0.448509961,39.65421677,-0.45,39.65,-0.45,39.65,-0.45,39.65,-0.451382315,39.65039504,5.2,-0.2979719363726102,-0.010407239819004571,243092792.25639418,0.14000224023104896,-0.9290908693458042
549,571,garissa,jaribu,kenya,2009-11-13,7,1,-1.455279941113434,1.0,-0.44980003,39.63990781,-0.45,39.65,-0.45,39.65,-0.45,39.65,-0.451382315,39.63920071,5.2,-0.2979719363726102,-0.010407239819004571,243092792.25639418,0.14000224023104896,-0.9290908693458042
550,572,garissa,jaribu,kenya,2009-11-14,4,0,-1.7256544643486091,,-0.44980003,39.63990781,-0.45,39.65,-0.45,39.65,-0.45,39.65,-0.451382315,39.63920071,5.2,-0.2979719363726102,-0.010407239819004571,243092792.25639418,0.14000224023104896,-0.9290908693458042
551,573,garissa,jaribu,kenya,2009-11-13,8,2,-2.805397629666931,1.0,-0.44980003,39.63990781,-0.45,39.65,-0.45,39.65,-0.45,39.65,-0.451382315,39.63920071,5.2,-0.2979719363726102,-0.010407239819004571,243092792.25639418,0.14000224023104896,-0.9290908693458042
552,574,rachuonyo,kamanga,kenya,2009-11-19,2,3,1.4298372822879553,0.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
553,575,rachuonyo,kamanga,kenya,2009-11-19,3,0,3.667844296620608,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
554,576,rachuonyo,kamanga,kenya,2009-11-19,9,0,3.6436837313433794,,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
555,577,rachuonyo,kamanga,kenya,2009-11-19,2,0,3.667844296620608,,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
556,578,rachuonyo,kamanga,kenya,2009-11-19,3,0,3.6979237190171736,,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
557,579,rachuonyo,kamanga,kenya,2009-11-19,4,0,3.628644020145096,,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
558,580,rachuonyo,kamanga,kenya,2009-11-19,6,0,1.501916238932432,,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
559,581,rachuonyo,kamanga,kenya,2009-11-19,8,1,0.888505288907959,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
560,582,rachuonyo,kamanga,kenya,2009-11-19,2,1,1.489884469973806,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
561,583,rachuonyo,kamanga,kenya,2009-11-19,4,1,1.489884469973806,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
562,584,rachuonyo,kamanga,kenya,2009-11-19,3,1,-0.5120312409959719,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
563,585,rachuonyo,kamanga,kenya,2009-11-19,1,1,0.2422358799754225,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
564,586,rachuonyo,kamanga,kenya,2009-11-19,1,1,-1.9169652208316343,0.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
565,587,rachuonyo,kamanga,kenya,2009-11-19,10,1,2.506326356799069,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
566,588,rachuonyo,kamanga,kenya,2009-11-19,3,1,0.1632537203177935,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
567,589,rachuonyo,kamanga,kenya,2009-11-19,3,1,-1.898702714376577,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
568,590,rachuonyo,kamanga,kenya,2009-11-19,5,2,1.103688635969626,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
569,591,rachuonyo,kamanga,kenya,2009-11-19,8,1,3.153363399597819,0.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
570,592,rachuonyo,kamanga,kenya,2009-11-19,10,2,3.1433369254656305,0.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
571,593,rachuonyo,kamanga,kenya,2009-11-19,3,3,1.5892435912424487,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
572,594,rachuonyo,kamanga,kenya,2009-11-19,5,1,0.0896111696249571,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
573,595,rachuonyo,kamanga,kenya,2009-11-19,3,1,3.6979237190171736,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
574,596,rachuonyo,kamanga,kenya,2009-11-19,4,4,3.172510727808954,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.4,34.65,-0.4,34.65,-0.408333038,34.69940774,1.2,-0.2837686538696289,-0.0777777777777778,700261152.4223269,0.31735538028967075,0.2582653514372237
575,597,nakuru,ngondu,kenya,2009-11-12,6,1,3.022232868966468,1.0,-0.369182194,35.94336408,-0.35,35.95,-0.35,35.95,-0.35,35.95,-0.369517322,35.94966981,2.0,-0.2343292474746704,0.15999999999999998,385703500.0948963,0.1904876720566518,-0.36899879640705546
576,598,nakuru,ngondu,kenya,2009-11-12,7,2,-0.9282976173174968,0.0,-0.369182194,35.94336408,-0.35,35.95,-0.35,35.95,-0.35,35.95,-0.369517322,35.94966981,2.0,-0.2343292474746704,0.15999999999999998,385703500.0948963,0.1904876720566518,-0.36899879640705546
577,599,nakuru,ngondu,kenya,2009-11-12,6,0,3.212616624337708,,-0.369182194,35.94336408,-0.35,35.95,-0.35,35.95,-0.35,35.95,-0.369517322,35.94966981,2.0,-0.2343292474746704,0.15999999999999998,385703500.0948963,0.1904876720566518,-0.36899879640705546
578,600,nakuru,ngondu,kenya,2009-11-13,2,1,-0.9684035138462508,1.0,-0.369182194,35.94336408,-0.35,35.95,-0.35,35.95,-0.35,35.95,-0.369517322,35.94966981,2.0,-0.2343292474746704,0.15999999999999998,385703500.0948963,0.1904876720566518,-0.36899879640705546
579,601,nakuru,ngondu,kenya,2009-11-13,3,2,2.238170207941776,1.0,-0.369182194,35.94336408,-0.35,35.95,-0.35,35.95,-0.35,35.95,-0.369517322,35.94966981,2.0,-0.2343292474746704,0.15999999999999998,385703500.0948963,0.1904876720566518,-0.36899879640705546
580,602,nakuru,london,kenya,2009-11-10,4,1,-3.0957402812300066,0.0,-0.275922368,36.07027959,-0.3,36.05,-0.3,36.05,-0.3,36.05,-0.286043974,36.04925906,0.8,-0.2505568563938141,-0.01428571428571427,549590892.2098417,0.17611157607727643,-0.5174729817301427
581,603,nakuru,london,kenya,2009-11-10,2,2,-2.096813723997036,0.0,-0.275922368,36.07027959,-0.3,36.05,-0.3,36.05,-0.3,36.05,-0.286043974,36.04925906,0.8,-0.2505568563938141,-0.01428571428571427,549590892.2098417,0.17611157607727643,-0.5174729817301427
582,604,nakuru,morop,kenya,2009-11-12,3,3,0.6685139119511028,1.0,-0.110336674,35.94205931,-0.1,35.95,-0.1,35.95,-0.1,35.95,-0.111271378,35.94966981,1.0,-0.2534719228744507,0.1818181818181817,548610770.8731788,0.20828249906071444,-0.23845311983966927
583,605,nakuru,morop,kenya,2009-11-10,4,2,0.7286727567442337,0.0,-0.110336674,35.94205931,-0.1,35.95,-0.1,35.95,-0.1,35.95,-0.111271378,35.94966981,1.0,-0.2534719228744507,0.1818181818181817,548610770.8731788,0.20828249906071444,-0.23845311983966927
584,606,nakuru,morop,kenya,2009-11-10,5,6,1.480198274175532,1.0,-0.110336674,35.94205931,-0.1,35.95,-0.1,35.95,-0.1,35.95,-0.111271378,35.94966981,1.0,-0.2534719228744507,0.1818181818181817,548610770.8731788,0.20828249906071444,-0.23845311983966927
585,607,nakuru,section 58,kenya,2009-11-11,3,0,-0.6374322372418848,,-0.283812727,36.09431466,-0.3,36.1,-0.3,36.1,-0.3,36.1,-0.286043974,36.09710657,0.8,-0.2571321427822113,-0.03214285714285721,373874764.0059435,0.17600434303837206,0.2066966270702184
586,608,nakuru,section 58,kenya,2009-11-10,4,0,-2.992455390244965,,-0.283812727,36.09431466,-0.3,36.1,-0.3,36.1,-0.3,36.1,-0.286043974,36.09710657,0.8,-0.2571321427822113,-0.03214285714285721,373874764.0059435,0.17600434303837206,0.2066966270702184
587,609,nakuru,section 58,kenya,2009-11-10,5,0,-1.7680693415036293,,-0.283812727,36.09431466,-0.3,36.1,-0.3,36.1,-0.3,36.1,-0.286043974,36.09710657,0.8,-0.2571321427822113,-0.03214285714285721,373874764.0059435,0.17600434303837206,0.2066966270702184
588,610,nakuru,section 58,kenya,2009-11-10,2,7,-1.2257848546804515,1.0,-0.283812727,36.09431466,-0.3,36.1,-0.3,36.1,-0.3,36.1,-0.286043974,36.09710657,0.8,-0.2571321427822113,-0.03214285714285721,373874764.0059435,0.17600434303837206,0.2066966270702184
589,611,nakuru,section 58,kenya,2009-11-10,3,2,-2.6002705071612557,0.0,-0.283812727,36.09431466,-0.3,36.1,-0.3,36.1,-0.3,36.1,-0.286043974,36.09710657,0.8,-0.2571321427822113,-0.03214285714285721,373874764.0059435,0.17600434303837206,0.2066966270702184
590,612,nakuru,section 58,kenya,2009-11-11,4,1,-3.649200562837551,1.0,-0.283812727,36.09431466,-0.3,36.1,-0.3,36.1,-0.3,36.1,-0.286043974,36.09710657,0.8,-0.2571321427822113,-0.03214285714285721,373874764.0059435,0.17600434303837206,0.2066966270702184
591,613,nakuru,section 58,kenya,2009-11-11,2,1,-2.693183742504952,0.0,-0.283812727,36.09431466,-0.3,36.1,-0.3,36.1,-0.3,36.1,-0.286043974,36.09710657,0.8,-0.2571321427822113,-0.03214285714285721,373874764.0059435,0.17600434303837206,0.2066966270702184
592,614,nakuru,section 58,kenya,2009-11-11,4,1,-3.2467027349321613,1.0,-0.283812727,36.09431466,-0.3,36.1,-0.3,36.1,-0.3,36.1,-0.286043974,36.09710657,0.8,-0.2571321427822113,-0.03214285714285721,373874764.0059435,0.17600434303837206,0.2066966270702184
593,615,nakuru,section 58,kenya,2009-11-11,2,1,-1.0984090344707609,0.0,-0.283812727,36.09431466,-0.3,36.1,-0.3,36.1,-0.3,36.1,-0.286043974,36.09710657,0.8,-0.2571321427822113,-0.03214285714285721,373874764.0059435,0.17600434303837206,0.2066966270702184
594,616,nakuru,section 58,kenya,2009-11-14,12,1,-3.2601206493534742,1.0,-0.283812727,36.09431466,-0.3,36.1,-0.3,36.1,-0.3,36.1,-0.286043974,36.09710657,0.8,-0.2571321427822113,-0.03214285714285721,373874764.0059435,0.17600434303837206,0.2066966270702184
595,618,nakuru,london,kenya,2009-11-10,3,2,-2.527181577604514,0.0,-0.275922368,36.07027959,-0.3,36.05,-0.3,36.05,-0.3,36.05,-0.286043974,36.04925906,0.8,-0.2505568563938141,-0.01428571428571427,549590892.2098417,0.17611157607727643,-0.5174729817301427
596,619,nakuru,london,kenya,2009-11-10,2,3,-1.7071387883361218,0.0,-0.275922368,36.07027959,-0.3,36.05,-0.3,36.05,-0.3,36.05,-0.286043974,36.04925906,0.8,-0.2505568563938141,-0.01428571428571427,549590892.2098417,0.17611157607727643,-0.5174729817301427
597,620,lugari,pan paper,kenya,2009-11-22,5,5,2.858823851894884,1.0,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
598,621,lugari,pan paper,kenya,2009-11-22,8,3,3.0345561468636637,0.0,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
599,622,lugari,pan paper,kenya,2009-11-22,6,3,2.9944502503349093,0.0,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
600,623,lugari,pan paper,kenya,2009-11-22,3,0,3.214692402909141,,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
601,624,lugari,pan paper,kenya,2009-11-22,11,1,3.455327782081665,0.0,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
602,625,lugari,pan paper,kenya,2009-11-22,5,1,2.858823851894884,1.0,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
603,626,lugari,pan paper,kenya,2009-11-22,5,2,2.78362529590347,0.0,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
604,627,lugari,pan paper,kenya,2009-11-22,4,1,2.1672064036393404,1.0,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
605,628,lugari,pan paper,kenya,2009-11-22,7,2,2.158085549560394,0.0,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
606,629,lugari,pan paper,kenya,2009-11-22,4,1,3.244771825305707,1.0,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
607,630,lugari,pan paper,kenya,2009-11-22,8,0,2.8497029978159376,,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
608,631,lugari,pan paper,kenya,2009-11-22,5,0,3.2748512477022724,,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
609,632,lugari,pan paper,kenya,2009-11-22,1,0,3.243866205252465,,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
610,633,lugari,pan paper,kenya,2009-11-22,5,0,2.78362529590347,,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
611,634,lugari,pan paper,kenya,2009-11-22,8,0,2.7978786401888525,,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
612,635,lugari,pan paper,kenya,2009-11-22,5,0,3.0245296727314748,,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
613,636,lugari,pan paper,kenya,2009-11-22,7,0,2.333189835493091,,0.686881781,34.99065085,0.7,35.0,0.7,35.0,0.7,35.0,0.638666972,34.98956548,1.4,-0.23789215087890625,0.0975741239892183,521803506.17220247,0.26205310705162327,0.27041091145470314
614,637,lugari,bendera,kenya,2009-11-23,6,0,3.244771825305707,,0.651269818,34.87616289,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
615,638,lugari,bendera,kenya,2009-11-23,4,0,3.113257503069065,,0.651269818,34.87616289,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
616,639,lugari,bendera,kenya,2009-11-23,2,0,2.382809581589868,,0.651269818,34.87616289,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
617,640,lugari,bendera,kenya,2009-11-23,5,0,2.7093323599652988,,0.651269818,34.87616289,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
618,641,lugari,bendera,kenya,2009-11-23,5,0,3.0245296727314748,,0.651269818,34.87616289,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
619,642,lugari,bendera,kenya,2009-11-23,4,0,2.418904888465747,,0.651269818,34.87616289,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
620,643,lugari,bendera,kenya,2009-11-23,11,0,2.3559797171669232,1.0,0.651269818,34.87616289,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
621,656,lugari,mlimani,kenya,2009-11-20,5,0,0.7794367796038242,,0.651451675,34.87612009,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
622,657,lugari,mlimani,kenya,2009-11-20,4,0,2.062815312257916,,0.651451675,34.87612009,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
623,658,lugari,mlimani,kenya,2009-11-20,6,0,2.6970090820681034,,0.651451675,34.87612009,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
624,659,lugari,mlimani,kenya,2009-11-20,5,0,3.33320331157945,,0.651451675,34.87612009,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
625,660,lugari,mlimani,kenya,2009-11-20,3,0,3.3140515241777844,,0.651451675,34.87612009,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
626,661,lugari,mlimani,kenya,2009-11-20,9,0,3.78816198620687,,0.651451675,34.87612009,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
627,662,lugari,mlimani,kenya,2009-11-20,6,0,3.244771825305707,,0.651451675,34.87612009,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
628,663,lugari,mlimani,kenya,2009-11-20,4,0,1.5772118222838227,1.0,0.651451675,34.87612009,0.65,34.9,0.65,34.9,0.65,34.9,0.638666972,34.88647103,1.2,-0.25643473863601685,0.12592592592592589,485743812.5345571,0.27111150362265946,0.44811154952946036
629,678,lugari,mwamba,kenya,2009-11-21,4,0,1.2816505020744997,,0.633755504,35.0218391,0.65,35.0,0.65,35.0,0.65,35.0,0.638666972,35.03039249,1.4,-0.23436955043247767,0.0975741239892183,521803506.17220247,0.2680918429839069,0.364144523318752
630,679,lugari,mwamba,kenya,2009-11-21,5,0,1.4649120960062731,,0.633755504,35.0218391,0.65,35.0,0.65,35.0,0.65,35.0,0.638666972,35.03039249,1.4,-0.23436955043247767,0.0975741239892183,521803506.17220247,0.2680918429839069,0.364144523318752
631,680,lugari,mwamba,kenya,2009-11-21,3,0,2.798665007101753,,0.633755504,35.0218391,0.65,35.0,0.65,35.0,0.65,35.0,0.638666972,35.03039249,1.4,-0.23436955043247767,0.0975741239892183,521803506.17220247,0.2680918429839069,0.364144523318752
632,681,lugari,mwamba,kenya,2009-11-21,5,0,2.0227281487758493,,0.633755504,35.0218391,0.65,35.0,0.65,35.0,0.65,35.0,0.638666972,35.03039249,1.4,-0.23436955043247767,0.0975741239892183,521803506.17220247,0.2680918429839069,0.364144523318752
633,682,lugari,mwamba,kenya,2009-11-21,2,0,1.0149876410318193,,0.633755504,35.0218391,0.65,35.0,0.65,35.0,0.65,35.0,0.638666972,35.03039249,1.4,-0.23436955043247767,0.0975741239892183,521803506.17220247,0.2680918429839069,0.364144523318752
634,683,lugari,mwamba,kenya,2009-11-21,5,0,0.0185396324762032,,0.633755504,35.0218391,0.65,35.0,0.65,35.0,0.65,35.0,0.638666972,35.03039249,1.4,-0.23436955043247767,0.0975741239892183,521803506.17220247,0.2680918429839069,0.364144523318752
635,697,nairobi,kilimani,kenya,2009-11-21,5,0,-3.637168793878924,,-1.283550951,36.79040057,-1.3,36.8,-1.3,36.8,-1.3,36.8,-1.281479551,36.79015585,2.4,-0.5978598296642303,-0.09166666666666667,423620692.310611,0.16243310424865468,-0.9204210367315885
636,698,nairobi,kilimani,kenya,2009-11-23,1,0,-3.127479816943853,,-1.283550951,36.79040057,-1.3,36.8,-1.3,36.8,-1.3,36.8,-1.281479551,36.79015585,2.4,-0.5978598296642303,-0.09166666666666667,423620692.310611,0.16243310424865468,-0.9204210367315885
637,699,nairobi,kilimani,kenya,2009-11-23,3,0,-3.75156762634585,,-1.283550951,36.79040057,-1.3,36.8,-1.3,36.8,-1.3,36.8,-1.281479551,36.79015585,2.4,-0.5978598296642303,-0.09166666666666667,423620692.310611,0.16243310424865468,-0.9204210367315885
638,700,nairobi,kilimani,kenya,2009-12-23,4,0,-2.173313726845439,,-1.283550951,36.79040057,-1.3,36.8,-1.3,36.8,-1.3,36.8,-1.281479551,36.79015585,2.4,-0.5978598296642303,-0.09166666666666667,423620692.310611,0.16243310424865468,-0.9204210367315885
639,701,nairobi,kilimani,kenya,2009-11-21,4,0,-3.6171158456145474,1.0,-1.283550951,36.79040057,-1.3,36.8,-1.3,36.8,-1.3,36.8,-1.281479551,36.79015585,2.4,-0.5978598296642303,-0.09166666666666667,423620692.310611,0.16243310424865468,-0.9204210367315885
640,702,nairobi,kilimani,kenya,2009-11-23,5,0,-2.9733030543469923,,-1.283550951,36.79040057,-1.3,36.8,-1.3,36.8,-1.3,36.8,-1.281479551,36.79015585,2.4,-0.5978598296642303,-0.09166666666666667,423620692.310611,0.16243310424865468,-0.9204210367315885
641,703,nairobi,kilimani,kenya,2009-11-23,6,2,-3.607089371482359,0.0,-1.283550951,36.79040057,-1.3,36.8,-1.3,36.8,-1.3,36.8,-1.281479551,36.79015585,2.4,-0.5978598296642303,-0.09166666666666667,423620692.310611,0.16243310424865468,-0.9204210367315885
642,704,nairobi,kilimani,kenya,2009-11-21,1,2,-3.776633811676321,0.0,-1.283550951,36.79040057,-1.3,36.8,-1.3,36.8,-1.3,36.8,-1.281479551,36.79015585,2.4,-0.5978598296642303,-0.09166666666666667,423620692.310611,0.16243310424865468,-0.9204210367315885
