,house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,NDVI_lat,NDVI_lon,sev_lat,sev_lon,pop_cent_lat,pop_cent_long,annual_frequency,severity,autocorrelation,avg_area,NDVI_mean,SVI_severity
1105,1176,malindi,majengo,kenya,2009-11-26,12,0,-1.4184033038027128,,-1.280655187,36.84627548,-1.3,36.85,-1.3,36.85,-1.3,36.85,-1.281479551,36.83912583,2.2,-0.7036458145488392,-0.06530612244897965,462130948.84215754,0.160031510671841,-0.8017982423862406
1106,1177,malindi,majengo,kenya,2009-11-26,5,0,-2.169278051306308,,-1.280655187,36.84627548,-1.3,36.85,-1.3,36.85,-1.3,36.85,-1.281479551,36.83912583,2.2,-0.7036458145488392,-0.06530612244897965,462130948.84215754,0.160031510671841,-0.8017982423862406
1107,1178,embu,kairuri,kenya,2009-11-20,4,1,3.5885381236163423,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1108,1179,embu,kairuri,kenya,2009-11-20,6,1,-1.107211544211354,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1109,1180,embu,kairuri,kenya,2009-11-20,9,1,3.5343694166209825,0.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1110,1181,embu,kairuri,kenya,2009-11-21,2,1,-0.0630811547778384,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1111,1182,embu,kairuri,kenya,2009-11-20,5,1,1.2228120461507723,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1112,1183,embu,kiangucu,kenya,2009-11-26,5,4,-3.079984393307996,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1113,1184,embu,kiangucu,kenya,2009-11-27,1,1,1.928071730803241,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1114,1185,embu,kiangucu,kenya,2009-11-26,5,2,0.639929808050725,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1115,1187,embu,kiangucu,kenya,2009-11-26,1,1,0.2359108535840205,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1116,1188,embu,kairuri,kenya,2009-11-20,4,1,0.6449430451168192,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1117,1189,embu,kiangucu,kenya,2009-11-27,3,4,-2.440284226740131,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1118,1190,embu,kiangucu,kenya,2009-11-27,4,1,-1.1192433131699804,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1119,1191,embu,kiangucu,kenya,2009-11-27,2,1,-3.110063815704561,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1120,1192,embu,kiangucu,kenya,2009-11-26,6,1,1.2127855720185838,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1121,1193,embu,manyatta,kenya,2009-11-21,2,0,3.132183806086626,,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1122,1194,embu,manyatta,kenya,2009-11-21,2,0,1.8141647530844305,,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1123,1195,embu,manyatta,kenya,2009-11-21,2,0,0.5041297199252783,,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1124,1196,embu,manyatta,kenya,2009-11-21,4,0,-2.093307786940517,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1125,1197,embu,kau,kenya,2009-11-25,2,1,1.5500433147669368,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1126,1198,embu,kau,kenya,2009-11-25,4,3,3.073151606540311,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1127,1199,embu,kau,kenya,2009-11-25,4,1,2.0253239353142143,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1128,1200,embu,kau,kenya,2009-11-25,1,1,1.9651650905210831,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1129,1201,embu,kau,kenya,2009-11-24,4,2,3.073151606540311,0.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1130,1202,embu,kau,kenya,2009-11-24,2,1,0.490688591088838,0.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1131,1203,embu,kau,kenya,2009-11-24,4,2,-1.1192433131699804,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1132,1204,embu,kau,kenya,2009-11-24,10,0,3.113257503069065,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1133,1205,embu,kau,kenya,2009-11-25,4,5,1.093477132032499,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1134,1206,embu,kau,kenya,2009-11-25,6,2,1.519963892370371,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1135,1207,embu,kau,kenya,2009-11-24,6,2,-0.4045715765973616,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1136,1208,embu,kiangucu,kenya,2009-11-26,6,1,2.389710114953593,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1137,1209,embu,kiangucu,kenya,2009-11-27,3,1,-1.8824681739705549,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1138,1210,embu,kiangucu,kenya,2009-11-26,4,1,-0.9383240914496852,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1139,1211,embu,kiangucu,kenya,2009-11-26,6,1,2.5068463518904367,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1140,1212,embu,matakare,kenya,2009-11-22,3,0,0.0786377904669446,1.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1141,1213,embu,manyatta,kenya,2009-11-21,2,1,-1.6262953430799665,0.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1142,1214,embu,manyatta,kenya,2009-11-21,4,1,2.10290023761784,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1143,1215,embu,manyatta,kenya,2009-11-21,2,1,-1.6262953430799665,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1144,1216,embu,manyatta,kenya,2009-11-21,6,4,2.5068463518904367,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1145,1217,embu,manyatta,kenya,2009-11-21,4,1,2.6970090820681034,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1146,1218,embu,matakare,kenya,2009-11-23,4,1,0.409682163931176,1.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1147,1219,embu,kau,kenya,2009-11-25,6,1,-1.107211544211354,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1148,1220,embu,kau,kenya,2009-11-24,7,1,0.3612417802363767,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1149,1221,embu,kau,kenya,2009-11-24,5,0,3.0681383694742164,,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1150,1222,embu,kau,kenya,2009-11-25,4,0,1.2428649944151493,,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1151,1223,embu,kau,kenya,2009-11-24,7,0,3.232669572602085,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1152,1224,embu,manyatta,kenya,2009-11-21,4,1,1.2378330243023674,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1153,1225,embu,kairuri,kenya,2009-11-20,5,1,0.8866547714445965,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1154,1226,embu,matakare,kenya,2009-11-23,1,2,0.895775625523543,0.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1155,1227,embu,matakare,kenya,2009-11-22,2,2,1.3371921455710103,1.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1156,1228,embu,matakare,kenya,2009-11-22,6,1,-1.1192433131699804,0.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1157,1229,embu,matakare,kenya,2009-11-23,1,1,-3.208791284774557,1.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1158,1230,embu,kiangucu,kenya,2009-11-27,4,1,2.411613580681333,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1159,1231,embu,kiangucu,kenya,2009-11-26,3,1,2.3596306925570274,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1160,1232,embu,kiangucu,kenya,2009-11-26,5,0,0.2960696983771516,,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1161,1233,embu,kiangucu,kenya,2009-11-27,3,0,1.368780413474643,,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1162,1234,embu,kiangucu,kenya,2009-11-27,6,0,-1.0590844683768494,,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1163,1235,embu,kairuri,kenya,2009-11-20,3,1,-1.692099077137839,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1164,1236,embu,kairuri,kenya,2009-11-20,3,2,-1.1342830243682631,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1165,1237,embu,kairuri,kenya,2009-11-20,3,1,3.5985645977485308,0.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1166,1238,embu,kairuri,kenya,2009-11-20,6,0,-0.3203491938869782,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1167,1239,embu,kairuri,kenya,2009-11-02,4,0,2.962074024173337,,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1168,1240,embu,kairuri,kenya,2009-11-20,2,0,0.4960832053858816,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1169,1241,embu,kairuri,kenya,2009-11-20,7,0,2.4667404553616827,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1170,1242,embu,kairuri,kenya,2009-11-20,4,0,-1.1312750821286064,,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1171,1243,embu,kairuri,kenya,2009-11-20,2,0,2.901915179380205,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1172,1244,embu,kairuri,kenya,2009-11-20,5,1,1.9903519226142763,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1173,1245,embu,kairuri,kenya,2009-11-20,4,0,3.073151606540311,,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1174,1246,embu,kairuri,kenya,2009-11-20,4,0,-1.947433889174731,,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1175,1247,embu,kairuri,kenya,2009-11-20,5,0,3.0915125678385453,,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1176,1248,embu,kairuri,kenya,2009-11-20,3,0,1.1776741795092365,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1177,1249,embu,kiangucu,kenya,2009-11-26,5,0,2.3997365890857814,,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1178,1250,embu,kairuri,kenya,2009-11-20,2,1,0.7663370818583345,1.0,-0.424974285,37.46462153,-0.4,37.45,-0.4,37.45,-0.4,37.45,-0.416666365,37.46731236,2.8,-0.42188661439078196,-0.06086956521739131,301239762.70691776,0.2806811038673931,1.021833309925079
1179,1251,embu,kiangucu,kenya,2009-11-26,2,3,1.1466108427461394,1.0,-0.523215993,37.45247101,-0.5,37.45,-0.5,37.45,-0.5,37.45,-0.520748006,37.4612314,3.0,-0.42315922578175863,-0.06666666666666667,337979702.4872853,0.2719414557571675,0.852726865942101
1180,1252,embu,matakare,kenya,2009-11-23,3,0,1.912737507440173,1.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1181,1253,embu,matakare,kenya,2009-11-23,7,1,1.2836266640294751,1.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1182,1254,embu,matakare,kenya,2009-11-22,1,1,-0.8439969402938243,1.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1183,1255,embu,matakare,kenya,2009-11-22,1,1,-2.564077881140597,1.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1184,1256,embu,matakare,kenya,2009-11-22,5,1,0.6210244876200357,0.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1185,1257,embu,matakare,kenya,2009-11-22,4,2,-1.0590844683768494,1.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1186,1258,embu,matakare,kenya,2009-11-23,3,1,-2.533998458744032,1.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1187,1259,embu,matakare,kenya,2009-11-23,2,1,1.64940243603558,0.0,-0.540014726,37.45160569,-0.55,37.45,-0.55,37.45,-0.55,37.45,-0.520748006,37.4612314,3.2,-0.4441065266728401,-0.010227272727272795,371378291.799922,0.26882481586448864,0.6521753910411275
1188,1260,embu,kau,kenya,2009-11-25,12,0,3.4986401347605605,,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1189,1261,embu,kau,kenya,2009-11-25,5,0,2.842882979833889,,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1190,1262,embu,kau,kenya,2009-11-25,5,0,2.37467040375531,,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1191,1263,embu,kau,kenya,2009-11-25,8,0,1.2829708909439033,,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1192,1264,embu,kau,kenya,2009-11-24,5,0,1.297104982088944,1.0,-2.486505577,40.43775301,-2.5,40.45,-2.5,40.45,-2.5,40.45,-2.682183622,40.36518507,0.0,0.0,,0.0,0.26600109168982017,0.0
1193,1265,embu,manyatta,kenya,2009-11-21,2,2,-0.9597253471082065,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1194,1266,embu,manyatta,kenya,2009-11-21,3,1,-1.1498880772858733,0.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1195,1267,embu,manyatta,kenya,2009-11-21,1,1,-1.0249161620141194,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1196,1268,embu,manyatta,kenya,2009-11-21,3,3,-0.3955477498783919,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1197,1269,embu,manyatta,kenya,2009-11-21,3,2,3.1823161767475683,0.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1198,1270,embu,manyatta,kenya,2009-11-21,1,0,0.229205629551783,,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1199,1271,embu,manyatta,kenya,2009-11-21,1,0,-0.8439969402938243,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1200,1272,embu,manyatta,kenya,2009-11-21,2,0,0.5161361536502587,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1201,1273,embu,manyatta,kenya,2009-11-21,4,0,0.409682163931176,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1202,1274,embu,manyatta,kenya,2009-11-21,3,0,-1.1192433131699804,,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1203,1275,embu,manyatta,kenya,2009-11-21,5,0,-0.2460749909954942,1.0,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
1204,1276,embu,manyatta,kenya,2009-11-21,1,0,-1.0771574570484346,,-0.430576281,37.47760539,-0.45,37.5,-0.45,37.5,-0.45,37.5,-0.416666365,37.46731236,2.8,-0.39815528052193777,-0.06086956521739131,301239762.70691776,0.2690941896215511,0.9479803310884112
