,house,date,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,NDVI_lat,NDVI_lon,sev_lat,sev_lon,pop_cent_lat,pop_cent_long,annual_frequency,severity,autocorrelation,avg_area,NDVI_mean,SVI_severity
84,86,2/20/2010,masaka,maida,uganda,7,0,0.454857831,,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,2.6,-0.491400461930495,-0.09402618657937806,482857200.91941416,0.19898226666245447,-0.5594252152029209
85,87,2/22/2010,masaka,maida,uganda,3,2,-0.381728829,1.0,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,2.6,-0.491400461930495,-0.09402618657937806,482857200.91941416,0.19898226666245447,-0.5594252152029209
86,88,2/22/2010,masaka,maida,uganda,6,3,1.777191288,1.0,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,2.6,-0.491400461930495,-0.09402618657937806,482857200.91941416,0.19898226666245447,-0.5594252152029209
87,89,2/22/2010,masaka,maida,uganda,6,4,1.97746769,0.0,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,2.6,-0.491400461930495,-0.09402618657937806,482857200.91941416,0.19898226666245447,-0.5594252152029209
88,90,2/22/2010,masaka,maida,uganda,10,3,1.179085626,1.0,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,2.6,-0.491400461930495,-0.09402618657937806,482857200.91941416,0.19898226666245447,-0.5594252152029209
89,91,2/21/2010,kampala,zone iv c,uganda,1,1,4.16308135,1.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
90,92,2/21/2010,kampala,zone iv c,uganda,1,1,1.901859362,0.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
91,93,2/21/2010,kampala,zone iv c,uganda,4,1,2.792508908,0.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
92,94,2/21/2010,kampala,zone iv c,uganda,2,0,3.56272534,,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
93,95,2/21/2010,kampala,zone iv c,uganda,2,1,3.075409169,0.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
94,96,2/21/2010,kampala,zone iv c,uganda,4,1,2.829539172,0.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
95,97,2/21/2010,kampala,zone iv c,uganda,1,0,3.161241913,,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
96,98,2/21/2010,kampala,zone iv c,uganda,1,1,2.697788511,0.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
97,99,2/21/2010,kampala,zone iv c,uganda,2,0,3.075409169,,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
98,100,2/21/2010,kampala,zone iv c,uganda,3,1,2.83542528,0.0,0.323160174,32.55801405,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.52700846,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
99,101,2/17/2010,kanungu,market lc1,uganda,2,0,1.255298296,,1.18778,30.78382,1.2,30.8,1.2,30.8,1.2,30.8,1.082416365,30.67016585,2.0,-0.40471460819244387,-0.09000000000000004,430169063.0977109,0.2711962970314029,0.08036393566906133
