,house,date,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,NDVI_lat,NDVI_lon,sev_lat,sev_lon,pop_cent_lat,pop_cent_long,annual_frequency,severity,autocorrelation,avg_area,NDVI_mean,SVI_severity
0,1,2/22/2010,kampala,busabala road d,uganda,2,1,3.001766076,0.0,0.276867,32.57624,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
1,2,2/22/2010,kampala,busabala road d,uganda,1,0,3.204158285,,0.276867,32.57624,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
2,3,2/22/2010,kampala,busabala road d,uganda,3,2,3.267929571,1.0,0.276867,32.57624,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
3,4,2/22/2010,kampala,busabala road d,uganda,3,1,3.880181089,1.0,0.276867,32.57624,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
4,5,2/22/2010,kampala,busabala road d,uganda,1,1,2.697788511,1.0,0.276867,32.57624,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
5,6,2/22/2010,kampala,busabala road d,uganda,1,1,3.161241913,0.0,0.276867,32.57624,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
6,7,2/22/2010,kampala,busabala road d,uganda,2,0,2.817889604,,0.276867,32.57624,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
7,8,2/22/2010,kampala,busabala road d,uganda,3,0,2.83542528,,0.276867,32.57624,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
8,9,2/22/2010,kampala,busabala road d,uganda,2,1,4.191692264,0.0,0.276867,32.57624,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
9,10,2/22/2010,kampala,busabala road d,uganda,2,1,3.161241913,0.0,0.276867,32.57624,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
10,11,2/19/2010,kampala,ssebalijja zone b,uganda,3,2,3.584183526,0.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
11,12,2/19/2010,kampala,ssebalijja zone b,uganda,4,0,3.132630998,,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
12,13,2/19/2010,kampala,ssebalijja zone b,uganda,2,1,2.611955767,0.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
13,14,2/19/2010,kampala,ssebalijja zone b,uganda,2,1,3.613795203,0.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
14,15,2/19/2010,kampala,ssebalijja zone b,uganda,5,0,3.433976224,,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
15,17,2/19/2010,kampala,ssebalijja zone b,uganda,3,4,3.837264717,0.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
16,18,2/19/2010,kampala,ssebalijja zone b,uganda,4,2,3.579891889,0.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
17,19,2/19/2010,kampala,ssebalijja zone b,uganda,4,1,3.075409169,0.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
18,20,1/19/2010,kampala,ssebalijja zone b,uganda,2,5,2.89528581,1.0,0.31136,32.56829,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,2.4,-0.4064615070819855,-0.033333333333333354,421164082.9339347,0.22691358473435866,-0.6349241868844397
19,21,2/18/2010,kampala,kizungu zone a,uganda,5,0,1.247404026,1.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
20,22,2/15/2010,kampala,kizungu zone a,uganda,2,1,3.908792003,0.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
21,23,2/18/2010,kampala,kizungu zone a,uganda,15,1,2.714656166,1.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
22,24,2/18/2010,kampala,kizungu zone a,uganda,4,1,2.434387135,0.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
23,25,2/18/2010,kampala,kizungu zone a,uganda,5,0,3.577030797,,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
24,26,2/18/2010,kampala,kizungu zone a,uganda,6,2,-0.728916392,0.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
25,27,2/18/2010,kampala,kizungu zone a,uganda,5,0,3.587248981,,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
26,28,2/18/2010,kampala,kizungu zone a,uganda,3,0,3.118325541,,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
27,29,2/18/2010,kampala,kizungu zone a,uganda,5,2,3.577030797,0.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
28,30,2/18/2010,kampala,kizungu zone a,uganda,5,1,3.536850112,0.0,0.27584,32.59018,0.3,32.6,0.3,32.6,0.3,32.6,0.255971561,32.59039133,2.0,-0.4320534825325012,0.029999999999999954,477258598.1480411,0.246718831689187,-0.09514350168672817
29,31,2/15/2010,manafwa,kaboole/butinga,uganda,4,1,-0.163884678,1.0,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,1.2,-0.3283034364382426,-0.11666666666666665,357750561.465875,0.1938809884203178,0.5453309566859211
30,32,2/15/2010,manafwa,kaboole/butinga,uganda,3,0,-1.063620677,,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,1.2,-0.3283034364382426,-0.11666666666666665,357750561.465875,0.1938809884203178,0.5453309566859211
31,33,2/15/2010,manafwa,kaboole/butinga,uganda,3,0,-1.962127085,1.0,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,1.2,-0.3283034364382426,-0.11666666666666665,357750561.465875,0.1938809884203178,0.5453309566859211
32,34,2/15/2010,manafwa,kaboole/butinga,uganda,3,1,-1.00753681,0.0,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,1.2,-0.3283034364382426,-0.11666666666666665,357750561.465875,0.1938809884203178,0.5453309566859211
33,35,2/15/2010,manafwa,kaboole/butinga,uganda,5,1,-1.811112302,0.0,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,1.2,-0.3283034364382426,-0.11666666666666665,357750561.465875,0.1938809884203178,0.5453309566859211
34,36,2/15/2010,manafwa,kaboole/butinga,uganda,6,0,-1.48643915,,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,1.2,-0.3283034364382426,-0.11666666666666665,357750561.465875,0.1938809884203178,0.5453309566859211
35,37,2/15/2010,manafwa,kaboole/butinga,uganda,5,0,-0.940519505,,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,1.2,-0.3283034364382426,-0.11666666666666665,357750561.465875,0.1938809884203178,0.5453309566859211
36,38,2/15/2010,manafwa,kaboole/butinga,uganda,6,0,-2.537288459,,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,1.2,-0.3283034364382426,-0.11666666666666665,357750561.465875,0.1938809884203178,0.5453309566859211
37,39,2/15/2010,manafwa,kaboole/butinga,uganda,2,1,-1.117706145,1.0,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,1.2,-0.3283034364382426,-0.11666666666666665,357750561.465875,0.1938809884203178,0.5453309566859211
38,40,2/15/2010,manafwa,kaboole/butinga,uganda,10,0,-2.62585689,1.0,0.88334,34.42642,0.9,34.45,0.9,34.45,0.9,34.45,0.935776158,34.21127757,1.2,-0.3283034364382426,-0.11666666666666665,357750561.465875,0.1938809884203178,0.5453309566859211
39,41,2/16/2010,kamuli,bugaga/bunangwe,uganda,6,0,-1.308870518,,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,3.4,-0.5244329115923714,0.018536251709986382,347237447.31075454,0.2921561167006678,0.3062583894835353
40,42,2/16/2010,kamuli,bugaga/bunangwe,uganda,8,0,-0.107189452,,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,3.4,-0.5244329115923714,0.018536251709986382,347237447.31075454,0.2921561167006678,0.3062583894835353
41,43,2/16/2010,kamuli,bugaga/bunangwe,uganda,6,0,-2.537288459,,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,3.4,-0.5244329115923714,0.018536251709986382,347237447.31075454,0.2921561167006678,0.3062583894835353
42,44,2/16/2010,kamuli,bugaga/bunangwe,uganda,9,6,-1.985216848,0.0,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,3.4,-0.5244329115923714,0.018536251709986382,347237447.31075454,0.2921561167006678,0.3062583894835353
43,45,2/16/2010,kamuli,bugaga/bunangwe,uganda,2,8,-1.710974101,0.0,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,3.4,-0.5244329115923714,0.018536251709986382,347237447.31075454,0.2921561167006678,0.3062583894835353
44,46,2/16/2010,kamuli,bugaga/bunangwe,uganda,8,3,-0.389320905,1.0,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,3.4,-0.5244329115923714,0.018536251709986382,347237447.31075454,0.2921561167006678,0.3062583894835353
45,47,2/16/2010,kamuli,bugaga/bunangwe,uganda,8,0,-0.145116187,1.0,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,3.4,-0.5244329115923714,0.018536251709986382,347237447.31075454,0.2921561167006678,0.3062583894835353
46,48,2/16/2010,kamuli,bugaga/bunangwe,uganda,8,0,-2.562956294,,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,3.4,-0.5244329115923714,0.018536251709986382,347237447.31075454,0.2921561167006678,0.3062583894835353
47,49,2/16/2010,kamuli,bugaga/bunangwe,uganda,5,1,-1.353833447,0.0,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,3.4,-0.5244329115923714,0.018536251709986382,347237447.31075454,0.2921561167006678,0.3062583894835353
48,50,2/16/2010,kamuli,bugaga/bunangwe,uganda,5,0,-0.989403835,,0.96222,33.25307,0.95,33.25,0.95,33.25,0.95,33.25,0.935776158,33.25420097,3.4,-0.5244329115923714,0.018536251709986382,347237447.31075454,0.2921561167006678,0.3062583894835353
49,51,2/12/2010,nebbi,paila west/central,uganda,12,1,-2.219625317,0.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,3.8,-0.38747248524113703,0.10134788189987164,361139681.87100947,0.2842630679753229,0.4584348522660872
50,52,2/12/2010,nebbi,paila west/central,uganda,6,1,-1.607034774,1.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,3.8,-0.38747248524113703,0.10134788189987164,361139681.87100947,0.2842630679753229,0.4584348522660872
51,53,2/12/2010,nebbi,paila west/central,uganda,5,1,-0.643083648,1.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,3.8,-0.38747248524113703,0.10134788189987164,361139681.87100947,0.2842630679753229,0.4584348522660872
52,54,2/12/2010,nebbi,paila west/central,uganda,10,1,-1.362297679,0.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,3.8,-0.38747248524113703,0.10134788189987164,361139681.87100947,0.2842630679753229,0.4584348522660872
53,55,2/12/2010,nebbi,paila west/central,uganda,13,1,-1.190441587,0.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,3.8,-0.38747248524113703,0.10134788189987164,361139681.87100947,0.2842630679753229,0.4584348522660872
54,56,2/12/2010,nebbi,paila west/central,uganda,8,1,-2.511413231,0.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,3.8,-0.38747248524113703,0.10134788189987164,361139681.87100947,0.2842630679753229,0.4584348522660872
55,57,2/12/2010,nebbi,paila west/central,uganda,6,1,-1.083150657,0.0,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,3.8,-0.38747248524113703,0.10134788189987164,361139681.87100947,0.2842630679753229,0.4584348522660872
56,58,2/12/2010,nebbi,paila west/central,uganda,7,0,-2.640162347,,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,3.8,-0.38747248524113703,0.10134788189987164,361139681.87100947,0.2842630679753229,0.4584348522660872
57,59,2/12/2010,nebbi,paila west/central,uganda,3,0,-2.468496859,,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,3.8,-0.38747248524113703,0.10134788189987164,361139681.87100947,0.2842630679753229,0.4584348522660872
58,60,2/12/2010,nebbi,paila west/central,uganda,2,0,-1.739391733,,2.46547,31.31556,2.45,31.3,2.45,31.3,2.45,31.3,2.334114878,31.31153159,3.8,-0.38747248524113703,0.10134788189987164,361139681.87100947,0.2842630679753229,0.4584348522660872
59,61,2/19/2010,kaliro,bubbumbi,uganda,2,3,-2.425580487,0.0,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,2.8,-0.39708002124513897,-0.018322981366459594,373969881.12080735,0.29451410832897346,0.4746102993312653
60,62,2/19/2010,kaliro,bubbumbi,uganda,6,6,-2.047959829,1.0,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,2.8,-0.39708002124513897,-0.018322981366459594,373969881.12080735,0.29451410832897346,0.4746102993312653
61,63,2/19/2010,kaliro,bubbumbi,uganda,10,3,-0.728916392,0.0,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,2.8,-0.39708002124513897,-0.018322981366459594,373969881.12080735,0.29451410832897346,0.4746102993312653
62,64,2/19/2010,kaliro,bubbumbi,uganda,8,0,-2.683078719,,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,2.8,-0.39708002124513897,-0.018322981366459594,373969881.12080735,0.29451410832897346,0.4746102993312653
63,65,2/19/2010,kaliro,bubbumbi,uganda,7,0,-0.853808922,,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,2.8,-0.39708002124513897,-0.018322981366459594,373969881.12080735,0.29451410832897346,0.4746102993312653
64,66,2/19/2010,kaliro,bubbumbi,uganda,5,0,-0.374385497,,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,2.8,-0.39708002124513897,-0.018322981366459594,373969881.12080735,0.29451410832897346,0.4746102993312653
65,67,2/19/2010,kaliro,bubbumbi,uganda,5,0,-1.163319532,,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,2.8,-0.39708002124513897,-0.018322981366459594,373969881.12080735,0.29451410832897346,0.4746102993312653
66,68,2/19/2010,kaliro,bubbumbi,uganda,12,5,-0.763249489,0.0,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,2.8,-0.39708002124513897,-0.018322981366459594,373969881.12080735,0.29451410832897346,0.4746102993312653
67,69,2/19/2010,kaliro,bubbumbi,uganda,5,0,-2.482802316,,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,2.8,-0.39708002124513897,-0.018322981366459594,373969881.12080735,0.29451410832897346,0.4746102993312653
68,70,2/19/2010,kaliro,bubbumbi,uganda,5,0,-1.693428934,,0.97722,33.49732,1.0,33.5,1.0,33.5,1.0,33.5,0.935776158,33.47551566,2.8,-0.39708002124513897,-0.018322981366459594,373969881.12080735,0.29451410832897346,0.4746102993312653
69,71,2/23/2010,masaka,lwayebele,uganda,4,3,-0.625917099,0.0,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,2.6,-0.5126758080262405,0.02545008183306057,463718363.1755375,0.2788685115378827,0.05591704464757932
70,72,2/23/2010,masaka,lwayebele,uganda,8,2,-0.728916392,0.0,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,2.6,-0.5126758080262405,0.02545008183306057,463718363.1755375,0.2788685115378827,0.05591704464757932
71,73,2/23/2010,masaka,lwayebele,uganda,5,6,-1.679753428,0.0,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,2.6,-0.5126758080262405,0.02545008183306057,463718363.1755375,0.2788685115378827,0.05591704464757932
72,74,2/23/2010,masaka,lwayebele,uganda,6,0,-2.051695319,,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,2.6,-0.5126758080262405,0.02545008183306057,463718363.1755375,0.2788685115378827,0.05591704464757932
73,75,2/23/2010,masaka,lwayebele,uganda,5,0,-0.324946347,,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,2.6,-0.5126758080262405,0.02545008183306057,463718363.1755375,0.2788685115378827,0.05591704464757932
74,76,2/23/2010,masaka,lwayebele,uganda,5,0,-0.664541834,,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,2.6,-0.5126758080262405,0.02545008183306057,463718363.1755375,0.2788685115378827,0.05591704464757932
75,77,2/23/2010,masaka,lwayebele,uganda,4,1,-2.454191402,0.0,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,2.6,-0.5126758080262405,0.02545008183306057,463718363.1755375,0.2788685115378827,0.05591704464757932
76,78,2/23/2010,masaka,lwayebele,uganda,4,0,-2.22851297,,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,2.6,-0.5126758080262405,0.02545008183306057,463718363.1755375,0.2788685115378827,0.05591704464757932
77,79,2/23/2010,masaka,lwayebele,uganda,9,0,-0.839606812,,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,2.6,-0.5126758080262405,0.02545008183306057,463718363.1755375,0.2788685115378827,0.05591704464757932
78,80,2/23/2010,masaka,lwayebele,uganda,1,0,-1.246107466,,0.77240684,32.26219094,0.75,32.25,0.75,32.25,0.75,32.25,0.716666979,32.29741899,2.6,-0.5126758080262405,0.02545008183306057,463718363.1755375,0.2788685115378827,0.05591704464757932
79,81,2/22/2010,masaka,maida,uganda,2,2,-0.678407943,0.0,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,2.6,-0.491400461930495,-0.09402618657937806,482857200.91941416,0.19898226666245447,-0.5594252152029209
80,82,2/22/2010,masaka,maida,uganda,6,0,3.014957121,,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,2.6,-0.491400461930495,-0.09402618657937806,482857200.91941416,0.19898226666245447,-0.5594252152029209
81,83,2/22/2010,masaka,maida,uganda,5,0,2.817910936,,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,2.6,-0.491400461930495,-0.09402618657937806,482857200.91941416,0.19898226666245447,-0.5594252152029209
82,84,2/22/2010,masaka,maida,uganda,3,0,0.526385118,,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,2.6,-0.491400461930495,-0.09402618657937806,482857200.91941416,0.19898226666245447,-0.5594252152029209
83,85,2/22/2010,masaka,maida,uganda,6,2,1.290668193,1.0,-0.3857,31.3233,-0.4,31.3,-0.4,31.3,-0.4,31.3,-0.399080159,31.31153159,2.6,-0.491400461930495,-0.09402618657937806,482857200.91941416,0.19898226666245447,-0.5594252152029209
