house,district,census_tract,country,date,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,lat,long
501,nakuru,section 58,kenya,2009-11-12,-2.4827664133098937,1,8,1,hh,international,96,1,-0.283812727,36.09431466
501,nakuru,section 58,kenya,2009-11-12,-2.4827664133098937,1,8,1,hh,national,36,1,-0.283812727,36.09431466
501,nakuru,section 58,kenya,2009-11-12,-2.4827664133098937,1,8,1,hh,national,60,1,-0.283812727,36.09431466
501,nakuru,section 58,kenya,2009-11-12,-2.4827664133098937,1,8,1,hh,national,24,NA,-0.283812727,36.09431466
502,nakuru,section 58,kenya,2009-11-10,-3.3868472189081262,3,7,1,hh,national,12,NA,-0.283812727,36.09431466
502,nakuru,section 58,kenya,2009-11-10,-3.3868472189081262,3,7,1,hh,national,8,NA,-0.283812727,36.09431466
502,nakuru,section 58,kenya,2009-11-10,-3.3868472189081262,3,7,1,hh,national,336,1,-0.283812727,36.09431466
502,nakuru,section 58,kenya,2009-11-10,-3.3868472189081262,3,7,1,hh,national,342,NA,-0.283812727,36.09431466
502,nakuru,section 58,kenya,2009-11-10,-3.3868472189081262,3,7,1,hh,national,78,1,-0.283812727,36.09431466
502,nakuru,section 58,kenya,2009-11-10,-3.3868472189081262,3,7,1,hh,national,NA,1,-0.283812727,36.09431466
502,nakuru,section 58,kenya,2009-11-10,-3.3868472189081262,3,7,1,hh,national,NA,1,-0.283812727,36.09431466
503,nakuru,section 58,kenya,2009-11-11,-1.0549955844106849,1,0,NA,NA,NA,NA,NA,-0.283812727,36.09431466
504,nakuru,section 58,kenya,2009-11-11,-0.16985445166200536,3,0,NA,NA,NA,NA,NA,-0.283812727,36.09431466
505,nakuru,section 58,kenya,2009-11-15,-0.1397750292654399,2,0,NA,NA,NA,NA,NA,-0.283812727,36.09431466
506,nairobi,kileleshwa,kenya,2009-11-23,-3.5223016470526476,2,0,NA,NA,NA,NA,NA,-1.277725066,36.79054034
507,garissa,kamour,kenya,2009-11-15,2.353242783757468,8,2,NA,hh,national,22,NA,-0.448509961,39.65421677
507,garissa,kamour,kenya,2009-11-15,2.353242783757468,8,2,NA,hh,national,34,NA,-0.448509961,39.65421677
508,garissa,kamour,kenya,2009-11-15,-1.0390315201124725,7,1,1,hh,national,82,1,-0.448509961,39.65421677
509,garissa,kamour,kenya,2009-11-15,2.7694912047584297,8,2,NA,hh,national,34,NA,-0.448509961,39.65421677
509,garissa,kamour,kenya,2009-11-15,2.7694912047584297,8,2,NA,hh,,22,NA,-0.448509961,39.65421677
510,garissa,kamour,kenya,2009-11-14,-2.2836768837732335,4,2,1,hh,international,58,1,-0.448509961,39.65421677
510,garissa,kamour,kenya,2009-11-14,-2.2836768837732335,4,2,1,hh,,22,NA,-0.448509961,39.65421677
511,garissa,kamour,kenya,2009-11-14,2.7694912047584297,8,1,NA,hh,international,34,NA,-0.448509961,39.65421677
512,garissa,hidaya,kenya,2009-11-10,-0.28939753266347695,8,1,NA,hh,international,58,NA,-0.448244644,39.65445633
513,garissa,hidaya,kenya,2009-11-10,0.709816802397832,4,1,1,hh,international,226,1,-0.448244644,39.65445633
514,garissa,hidaya,kenya,2009-11-13,-1.5505314453692247,3,1,1,hh,international,57,1,-0.448244644,39.65445633
515,garissa,hidaya,kenya,2009-11-13,-2.29570865273186,4,1,1,hh,international,58,1,-0.448244644,39.65445633
516,garissa,hidaya,kenya,2009-11-11,0.46663612191318865,1,2,NA,hh,national,106,NA,-0.448244644,39.65445633
516,garissa,hidaya,kenya,2009-11-11,0.46663612191318865,1,2,NA,hh,national,34,NA,-0.448244644,39.65445633
517,garissa,hidaya,kenya,2009-11-11,0.46663612191318865,1,3,NA,hh,national,19,NA,-0.448244644,39.65445633
517,garissa,hidaya,kenya,2009-11-11,0.46663612191318865,1,3,NA,hh,national,84,NA,-0.448244644,39.65445633
517,garissa,hidaya,kenya,2009-11-11,0.46663612191318865,1,3,NA,hh,national,NA,NA,-0.448244644,39.65445633
518,garissa,hidaya,kenya,2009-11-11,0.46663612191318865,1,2,NA,hh,national,131,NA,-0.448244644,39.65445633
518,garissa,hidaya,kenya,2009-11-11,0.46663612191318865,1,2,NA,hh,national,35,NA,-0.448244644,39.65445633
519,garissa,hidaya,kenya,2009-11-11,0.709816802397832,4,2,1,hh,national,34,1,-0.448244644,39.65445633
519,garissa,hidaya,kenya,2009-11-11,0.709816802397832,4,2,1,hh,national,22,NA,-0.448244644,39.65445633
520,garissa,town centre,kenya,2009-11-08,-2.268637172574951,5,2,1,hh,national,175,1,-0.448509961,39.65421677
520,garissa,town centre,kenya,2009-11-08,-2.268637172574951,5,2,1,hh,national,35,NA,-0.448509961,39.65421677
521,garissa,town centre,kenya,2009-11-09,2.2138894230673514,5,1,NA,hh,national,24,NA,-0.448509961,39.65421677
522,garissa,town centre,kenya,2009-11-08,0.7699756471909629,7,1,NA,hh,national,27,NA,-0.448509961,39.65421677
523,garissa,town centre,kenya,2009-11-09,2.293083938964337,5,1,NA,hh,national,34,NA,-0.448509961,39.65421677
524,garissa,town centre,kenya,2009-11-08,2.293083938964337,5,2,1,hh,national,30,1,-0.448509961,39.65421677
524,garissa,town centre,kenya,2009-11-08,2.293083938964337,5,2,1,hh,national,20,1,-0.448509961,39.65421677
525,garissa,kamour,kenya,2009-11-14,-2.2435709872444796,5,2,1,hh,international,58,1,-0.448509961,39.65421677
525,garissa,kamour,kenya,2009-11-14,-2.2435709872444796,5,2,1,hh,,46,1,-0.448509961,39.65421677
526,garissa,kamour,kenya,2009-11-14,2.313136887228714,4,0,NA,NA,NA,NA,NA,-0.448509961,39.65421677
527,garissa,kamour,kenya,2009-11-14,2.819623575419372,7,0,NA,NA,NA,NA,NA,-0.448509961,39.65421677
528,garissa,kamour,kenya,2009-11-14,-0.0194573396791779,4,1,NA,NA,NA,NA,NA,-0.448509961,39.65421677
529,garissa,kamour,kenya,2009-11-16,2.3432163096252796,5,0,NA,NA,NA,NA,NA,-0.448509961,39.65421677
530,garissa,kamour,kenya,2009-11-16,2.7895441530228067,9,0,NA,NA,NA,NA,NA,-0.448509961,39.65421677
531,garissa,kamour,kenya,2009-11-16,-0.07961618447230884,3,0,NA,NA,NA,NA,NA,-0.448509961,39.65421677
532,garissa,kamour,kenya,2009-11-16,0.8100815437197169,9,0,NA,NA,NA,NA,NA,-0.448509961,39.65421677
533,garissa,town centre,kenya,2009-11-08,2.252978042435583,3,2,NA,hh,national,34,NA,-0.448509961,39.65421677
533,garissa,town centre,kenya,2009-11-08,2.252978042435583,3,2,NA,hh,national,22,NA,-0.448509961,39.65421677
534,garissa,hidaya,kenya,2009-11-13,-2.313756306169799,2,3,1,hh,international,58,1,-0.448244644,39.65445633
534,garissa,hidaya,kenya,2009-11-13,-2.313756306169799,2,3,1,hh,international,34,1,-0.448244644,39.65445633
534,garissa,hidaya,kenya,2009-11-13,-2.313756306169799,2,3,1,hh,international,34,1,-0.448244644,39.65445633
535,garissa,hidaya,kenya,2009-11-12,-0.19993387405857094,1,0,NA,NA,NA,NA,NA,-0.448244644,39.65445633
536,garissa,hidaya,kenya,2009-11-10,-0.17807728172077064,1,0,NA,NA,NA,NA,NA,-0.448244644,39.65445633
537,garissa,hidaya,kenya,2009-11-10,2.27303099069996,4,0,NA,NA,NA,NA,NA,-0.448244644,39.65445633
538,garissa,hidaya,kenya,2009-11-12,0.709816802397832,4,0,NA,NA,NA,NA,NA,-0.448244644,39.65445633
539,garissa,town centre,kenya,2009-11-12,-1.7556222296378945,2,1,NA,hh,national,15,NA,-0.448509961,39.65421677
540,garissa,town centre,kenya,2009-11-11,-2.911337977134215,8,3,1,hh,international,24,1,-0.448509961,39.65421677
540,garissa,town centre,kenya,2009-11-11,-2.911337977134215,8,3,1,hh,international,48,1,-0.448509961,39.65421677
540,garissa,town centre,kenya,2009-11-11,-2.911337977134215,8,3,1,hh,international,24,1,-0.448509961,39.65421677
541,garissa,town centre,kenya,2009-11-09,-2.1506910571276636,4,6,NA,hh,international,240,NA,-0.448509961,39.65421677
541,garissa,town centre,kenya,2009-11-09,-2.1506910571276636,4,6,NA,hh,national,60,NA,-0.448509961,39.65421677
541,garissa,town centre,kenya,2009-11-09,-2.1506910571276636,4,6,NA,hh,national,60,NA,-0.448509961,39.65421677
541,garissa,town centre,kenya,2009-11-09,-2.1506910571276636,4,6,NA,hh,national,60,NA,-0.448509961,39.65421677
541,garissa,town centre,kenya,2009-11-09,-2.1506910571276636,4,6,NA,hh,national,60,NA,-0.448509961,39.65421677
541,garissa,town centre,kenya,2009-11-09,-2.1506910571276636,4,6,NA,hh,national,NA,NA,-0.448509961,39.65421677
542,garissa,town centre,kenya,2009-11-09,-0.7633222145239762,7,1,1,hh,national,24,1,-0.448509961,39.65421677
543,garissa,town centre,kenya,2009-11-10,-2.94477673703859,10,3,1,hh,international,60,1,-0.448509961,39.65421677
543,garissa,town centre,kenya,2009-11-10,-2.94477673703859,10,3,1,hh,international,60,1,-0.448509961,39.65421677
543,garissa,town centre,kenya,2009-11-10,-2.94477673703859,10,3,1,hh,international,60,1,-0.448509961,39.65421677
544,garissa,jaribu,kenya,2009-11-13,-0.002922309984707383,3,0,NA,NA,NA,NA,NA,-0.44980003,39.63990781
545,rachuonyo,kamanga,kenya,2009-11-19,2.8497029978159376,8,0,NA,NA,NA,NA,NA,-0.400624514,34.66554334
546,garissa,jaribu,kenya,2009-11-13,-1.98267629315253,7,0,NA,NA,NA,NA,NA,-0.44980003,39.63990781
547,garissa,jaribu,kenya,2009-11-13,-1.5661364982868353,3,0,1,non-hh,national,NA,1,-0.44980003,39.63990781
548,garissa,jaribu,kenya,2009-11-13,-1.8024061254281858,9,2,1,hh,national,12,NA,-0.44980003,39.63990781
548,garissa,jaribu,kenya,2009-11-13,-1.8024061254281858,9,2,1,hh,national,48,1,-0.44980003,39.63990781
548,garissa,jaribu,kenya,2009-11-13,-1.8024061254281858,9,2,1,non-hh,international,NA,1,-0.44980003,39.63990781
549,garissa,town centre,kenya,2009-11-09,-2.184609136369324,5,3,1,hh,international,30,1,-0.448509961,39.65421677
549,garissa,town centre,kenya,2009-11-09,-2.184609136369324,5,3,1,hh,international,48,1,-0.448509961,39.65421677
549,garissa,town centre,kenya,2009-11-09,-2.184609136369324,5,3,1,hh,international,30,NA,-0.448509961,39.65421677
549,garissa,town centre,kenya,2009-11-09,-2.184609136369324,5,3,1,non-hh,international,NA,1,-0.448509961,39.65421677
550,garissa,town centre,kenya,2009-11-09,-1.0249161620141194,1,1,1,hh,national,120,1,-0.448509961,39.65421677
551,garissa,town centre,kenya,2009-11-10,-0.05871540274666537,12,1,NA,hh,national,12,NA,-0.448509961,39.65421677
552,garissa,town centre,kenya,2009-11-11,-2.911337977134215,4,0,NA,NA,NA,NA,NA,-0.448509961,39.65421677
553,garissa,town centre,kenya,2009-11-09,-0.9045984724278573,3,0,NA,NA,NA,NA,NA,-0.448509961,39.65421677
554,garissa,town centre,kenya,2009-11-10,-0.7903077360625115,4,1,1,hh,national,NA,1,-0.448509961,39.65421677
555,garissa,jaribu,kenya,2009-11-12,-2.124450291576193,12,5,1,hh,national,72,1,-0.44980003,39.63990781
555,garissa,jaribu,kenya,2009-11-12,-2.124450291576193,12,5,1,hh,international,48,NA,-0.44980003,39.63990781
555,garissa,jaribu,kenya,2009-11-12,-2.124450291576193,12,5,1,hh,international,48,NA,-0.44980003,39.63990781
555,garissa,jaribu,kenya,2009-11-12,-2.124450291576193,12,5,1,hh,international,120,1,-0.44980003,39.63990781
555,garissa,jaribu,kenya,2009-11-12,-2.124450291576193,12,5,1,hh,international,48,NA,-0.44980003,39.63990781
556,garissa,jaribu,kenya,2009-11-12,-1.6262953430799663,2,1,1,hh,national,26,1,-0.44980003,39.63990781
557,garissa,jaribu,kenya,2009-11-12,-1.445818808700573,5,0,NA,NA,NA,NA,NA,-0.44980003,39.63990781
558,garissa,jaribu,kenya,2009-11-13,-2.6910958245599823,7,3,1,hh,international,132,1,-0.44980003,39.63990781
558,garissa,jaribu,kenya,2009-11-13,-2.6910958245599823,7,3,1,hh,international,132,NA,-0.44980003,39.63990781
558,garissa,jaribu,kenya,2009-11-13,-2.6910958245599823,7,3,1,hh,international,120,NA,-0.44980003,39.63990781
559,garissa,jaribu,kenya,2009-11-12,-1.5661364982868353,3,1,1,hh,international,84,1,-0.44980003,39.63990781
560,garissa,town centre,kenya,2009-11-09,-1.475332889377811,4,1,1,hh,international,24,1,-0.448509961,39.65421677
561,garissa,town centre,kenya,2009-11-09,-1.4452534669812456,5,1,1,hh,international,60,1,-0.448509961,39.65421677
562,garissa,town centre,kenya,2009-11-09,-0.6623823703808893,9,2,NA,hh,international,31,NA,-0.448509961,39.65421677
562,garissa,town centre,kenya,2009-11-09,-0.6623823703808893,9,2,NA,hh,international,18,NA,-0.448509961,39.65421677
563,garissa,town centre,kenya,2009-11-09,-2.8414929365428097,3,0,NA,NA,NA,NA,NA,-0.448509961,39.65421677
564,garissa,town centre,kenya,2009-11-09,-1.5059776534937044,4,1,NA,hh,national,14,NA,-0.448509961,39.65421677
565,garissa,town centre,kenya,2009-11-09,-2.8414929365428097,2,1,NA,hh,national,15,NA,-0.448509961,39.65421677
566,garissa,town centre,kenya,2009-11-09,-0.861471899917549,1,1,NA,hh,national,9,NA,-0.448509961,39.65421677
567,garissa,town centre,kenya,2009-11-10,-1.6096570495198408,1,1,1,hh,national,10,1,-0.448509961,39.65421677
568,garissa,town centre,kenya,2009-11-10,-0.7803544868067989,4,1,NA,hh,national,7,NA,-0.448509961,39.65421677
569,garissa,town centre,kenya,2009-11-09,-1.458694595817686,1,3,NA,hh,international,63,NA,-0.448509961,39.65421677
569,garissa,town centre,kenya,2009-11-09,-1.458694595817686,1,3,NA,hh,international,43,NA,-0.448509961,39.65421677
569,garissa,town centre,kenya,2009-11-09,-1.458694595817686,1,3,NA,hh,international,14,NA,-0.448509961,39.65421677
570,garissa,town centre,kenya,2009-11-10,0.5305651952367658,7,1,1,hh,national,15,1,-0.448509961,39.65421677
571,garissa,jaribu,kenya,2009-11-13,-1.455279941113434,7,1,1,hh,national,31,1,-0.44980003,39.63990781
572,garissa,jaribu,kenya,2009-11-14,-1.7256544643486091,4,0,NA,NA,NA,NA,NA,-0.44980003,39.63990781
573,garissa,jaribu,kenya,2009-11-13,-2.805397629666931,8,2,1,hh,international,26,1,-0.44980003,39.63990781
573,garissa,jaribu,kenya,2009-11-13,-2.805397629666931,8,2,1,hh,international,16,NA,-0.44980003,39.63990781
574,rachuonyo,kamanga,kenya,2009-11-19,1.4298372822879553,2,3,NA,hh,national,28,NA,-0.400624514,34.66554334
574,rachuonyo,kamanga,kenya,2009-11-19,1.4298372822879553,2,3,NA,hh,national,43,NA,-0.400624514,34.66554334
574,rachuonyo,kamanga,kenya,2009-11-19,1.4298372822879553,2,3,NA,hh,national,34,NA,-0.400624514,34.66554334
575,rachuonyo,kamanga,kenya,2009-11-19,3.667844296620608,3,0,1,non-hh,national,NA,1,-0.400624514,34.66554334
576,rachuonyo,kamanga,kenya,2009-11-19,3.6436837313433794,9,0,NA,NA,NA,NA,NA,-0.400624514,34.66554334
577,rachuonyo,kamanga,kenya,2009-11-19,3.667844296620608,2,0,NA,NA,NA,NA,NA,-0.400624514,34.66554334
578,rachuonyo,kamanga,kenya,2009-11-19,3.6979237190171736,3,0,NA,NA,NA,NA,NA,-0.400624514,34.66554334
579,rachuonyo,kamanga,kenya,2009-11-19,3.6286440201450962,4,0,NA,NA,NA,NA,NA,-0.400624514,34.66554334
580,rachuonyo,kamanga,kenya,2009-11-19,1.501916238932432,6,0,NA,NA,NA,NA,NA,-0.400624514,34.66554334
581,rachuonyo,kamanga,kenya,2009-11-19,0.888505288907959,8,1,1,hh,international,36,1,-0.400624514,34.66554334
582,rachuonyo,kamanga,kenya,2009-11-19,1.4898844699738059,2,1,1,hh,international,190,1,-0.400624514,34.66554334
582,rachuonyo,kamanga,kenya,2009-11-19,1.4898844699738059,2,1,1,non-hh,national,NA,1,-0.400624514,34.66554334
583,rachuonyo,kamanga,kenya,2009-11-19,1.4898844699738059,4,1,1,hh,international,156,1,-0.400624514,34.66554334
583,rachuonyo,kamanga,kenya,2009-11-19,1.4898844699738059,4,1,1,non-hh,national,NA,1,-0.400624514,34.66554334
584,rachuonyo,kamanga,kenya,2009-11-19,-0.5120312409959719,3,1,1,hh,international,60,1,-0.400624514,34.66554334
585,rachuonyo,kamanga,kenya,2009-11-19,0.24223587997542256,1,1,1,hh,international,60,1,-0.400624514,34.66554334
586,rachuonyo,kamanga,kenya,2009-11-19,-1.9169652208316346,1,1,NA,hh,international,24,NA,-0.400624514,34.66554334
587,rachuonyo,kamanga,kenya,2009-11-19,2.5063263567990686,10,1,1,hh,international,24,1,-0.400624514,34.66554334
588,rachuonyo,kamanga,kenya,2009-11-19,0.1632537203177935,3,1,1,hh,international,48,1,-0.400624514,34.66554334
589,rachuonyo,kamanga,kenya,2009-11-19,-1.8987027143765771,3,1,1,hh,international,34,1,-0.400624514,34.66554334
590,rachuonyo,kamanga,kenya,2009-11-19,1.1036886359696259,5,2,1,hh,national,144,1,-0.400624514,34.66554334
590,rachuonyo,kamanga,kenya,2009-11-19,1.1036886359696259,5,2,1,hh,national,84,1,-0.400624514,34.66554334
591,rachuonyo,kamanga,kenya,2009-11-19,3.153363399597819,8,1,NA,hh,national,67,NA,-0.400624514,34.66554334
592,rachuonyo,kamanga,kenya,2009-11-19,3.1433369254656305,10,2,NA,hh,national,18,NA,-0.400624514,34.66554334
592,rachuonyo,kamanga,kenya,2009-11-19,3.1433369254656305,10,2,NA,hh,national,22,NA,-0.400624514,34.66554334
593,rachuonyo,kamanga,kenya,2009-11-19,1.5892435912424487,3,3,1,hh,national,72,1,-0.400624514,34.66554334
593,rachuonyo,kamanga,kenya,2009-11-19,1.5892435912424487,3,3,1,hh,national,36,1,-0.400624514,34.66554334
593,rachuonyo,kamanga,kenya,2009-11-19,1.5892435912424487,3,3,1,hh,national,72,1,-0.400624514,34.66554334
594,rachuonyo,kamanga,kenya,2009-11-19,0.08961116962495713,5,1,1,hh,international,24,1,-0.400624514,34.66554334
595,rachuonyo,kamanga,kenya,2009-11-19,3.6979237190171736,3,1,1,hh,national,18,1,-0.400624514,34.66554334
595,rachuonyo,kamanga,kenya,2009-11-19,3.6979237190171736,3,1,1,non-hh,national,NA,1,-0.400624514,34.66554334
596,rachuonyo,kamanga,kenya,2009-11-19,3.172510727808954,4,4,1,hh,national,70,1,-0.400624514,34.66554334
596,rachuonyo,kamanga,kenya,2009-11-19,3.172510727808954,4,4,1,hh,national,37,NA,-0.400624514,34.66554334
596,rachuonyo,kamanga,kenya,2009-11-19,3.172510727808954,4,4,1,hh,national,29,NA,-0.400624514,34.66554334
596,rachuonyo,kamanga,kenya,2009-11-19,3.172510727808954,4,4,1,hh,national,42,NA,-0.400624514,34.66554334
597,nakuru,ngondu,kenya,2009-11-12,3.022232868966468,6,1,1,hh,international,60,1,-0.369182194,35.94336408
598,nakuru,ngondu,kenya,2009-11-12,-0.9282976173174968,7,2,NA,hh,national,36,NA,-0.369182194,35.94336408
598,nakuru,ngondu,kenya,2009-11-12,-0.9282976173174968,7,2,NA,hh,international,12,NA,-0.369182194,35.94336408
599,nakuru,ngondu,kenya,2009-11-12,3.212616624337708,6,0,NA,NA,NA,NA,NA,-0.369182194,35.94336408
600,nakuru,ngondu,kenya,2009-11-13,-0.9684035138462508,2,1,1,hh,international,108,1,-0.369182194,35.94336408
601,nakuru,ngondu,kenya,2009-11-13,2.2381702079417756,3,2,1,hh,national,228,1,-0.369182194,35.94336408
601,nakuru,ngondu,kenya,2009-11-13,2.2381702079417756,3,2,1,hh,international,120,1,-0.369182194,35.94336408
602,nakuru,london,kenya,2009-11-10,-3.0957402812300066,4,1,NA,hh,international,27,NA,-0.275922368,36.07027959
603,nakuru,london,kenya,2009-11-10,-2.0968137239970357,2,2,NA,hh,international,33,NA,-0.275922368,36.07027959
603,nakuru,london,kenya,2009-11-10,-2.0968137239970357,2,2,NA,hh,international,24,NA,-0.275922368,36.07027959
604,nakuru,morop,kenya,2009-11-12,0.6685139119511028,3,3,1,hh,international,60,1,-0.110336674,35.94205931
604,nakuru,morop,kenya,2009-11-12,0.6685139119511028,3,3,1,hh,national,84,1,-0.110336674,35.94205931
604,nakuru,morop,kenya,2009-11-12,0.6685139119511028,3,3,1,hh,national,24,1,-0.110336674,35.94205931
605,nakuru,morop,kenya,2009-11-10,0.7286727567442337,4,2,NA,hh,international,24,NA,-0.110336674,35.94205931
605,nakuru,morop,kenya,2009-11-10,0.7286727567442337,4,2,NA,hh,national,48,NA,-0.110336674,35.94205931
606,nakuru,morop,kenya,2009-11-10,1.480198274175532,5,6,1,hh,national,228,1,-0.110336674,35.94205931
606,nakuru,morop,kenya,2009-11-10,1.480198274175532,5,6,1,hh,international,60,1,-0.110336674,35.94205931
606,nakuru,morop,kenya,2009-11-10,1.480198274175532,5,6,1,hh,national,240,NA,-0.110336674,35.94205931
606,nakuru,morop,kenya,2009-11-10,1.480198274175532,5,6,1,hh,national,240,NA,-0.110336674,35.94205931
606,nakuru,morop,kenya,2009-11-10,1.480198274175532,5,6,1,hh,national,216,NA,-0.110336674,35.94205931
606,nakuru,morop,kenya,2009-11-10,1.480198274175532,5,6,1,hh,national,120,NA,-0.110336674,35.94205931
607,nakuru,section 58,kenya,2009-11-11,-0.6374322372418848,3,0,NA,NA,NA,NA,NA,-0.283812727,36.09431466
608,nakuru,section 58,kenya,2009-11-10,-2.992455390244965,4,0,NA,NA,NA,NA,NA,-0.283812727,36.09431466
609,nakuru,section 58,kenya,2009-11-10,-1.7680693415036293,5,0,NA,NA,NA,NA,NA,-0.283812727,36.09431466
610,nakuru,section 58,kenya,2009-11-10,-1.2257848546804517,2,7,1,hh,national,120,1,-0.283812727,36.09431466
610,nakuru,section 58,kenya,2009-11-10,-1.2257848546804517,2,7,1,hh,national,6,1,-0.283812727,36.09431466
610,nakuru,section 58,kenya,2009-11-10,-1.2257848546804517,2,7,1,hh,national,72,1,-0.283812727,36.09431466
610,nakuru,section 58,kenya,2009-11-10,-1.2257848546804517,2,7,1,hh,national,72,1,-0.283812727,36.09431466
610,nakuru,section 58,kenya,2009-11-10,-1.2257848546804517,2,7,1,hh,national,72,1,-0.283812727,36.09431466
610,nakuru,section 58,kenya,2009-11-10,-1.2257848546804517,2,7,1,hh,national,36,1,-0.283812727,36.09431466
610,nakuru,section 58,kenya,2009-11-10,-1.2257848546804517,2,7,1,hh,national,NA,NA,-0.283812727,36.09431466
611,nakuru,section 58,kenya,2009-11-10,-2.6002705071612553,3,2,NA,hh,national,48,NA,-0.283812727,36.09431466
611,nakuru,section 58,kenya,2009-11-10,-2.6002705071612553,3,2,NA,hh,national,48,NA,-0.283812727,36.09431466
612,nakuru,section 58,kenya,2009-11-11,-3.649200562837551,4,1,1,hh,national,48,1,-0.283812727,36.09431466
613,nakuru,section 58,kenya,2009-11-11,-2.6931837425049516,2,1,NA,hh,national,24,NA,-0.283812727,36.09431466
614,nakuru,section 58,kenya,2009-11-11,-3.2467027349321613,4,1,1,hh,national,18,1,-0.283812727,36.09431466
614,nakuru,section 58,kenya,2009-11-11,-3.2467027349321613,4,1,1,non-hh,national,NA,1,-0.283812727,36.09431466
614,nakuru,section 58,kenya,2009-11-11,-3.2467027349321613,4,1,1,non-hh,national,NA,1,-0.283812727,36.09431466
614,nakuru,section 58,kenya,2009-11-11,-3.2467027349321613,4,1,1,non-hh,national,NA,1,-0.283812727,36.09431466
615,nakuru,section 58,kenya,2009-11-11,-1.0984090344707607,2,1,NA,hh,national,24,NA,-0.283812727,36.09431466
616,nakuru,section 58,kenya,2009-11-14,-3.2601206493534742,12,1,1,hh,international,108,1,-0.283812727,36.09431466
618,nakuru,london,kenya,2009-11-10,-2.527181577604514,3,2,NA,hh,national,36,NA,-0.275922368,36.07027959
618,nakuru,london,kenya,2009-11-10,-2.527181577604514,3,2,NA,hh,international,24,NA,-0.275922368,36.07027959
619,nakuru,london,kenya,2009-11-10,-1.7071387883361218,2,3,NA,hh,national,96,NA,-0.275922368,36.07027959
619,nakuru,london,kenya,2009-11-10,-1.7071387883361218,2,3,NA,hh,national,72,NA,-0.275922368,36.07027959
619,nakuru,london,kenya,2009-11-10,-1.7071387883361218,2,3,NA,hh,international,12,NA,-0.275922368,36.07027959
620,lugari,pan paper,kenya,2009-11-22,2.858823851894884,5,5,1,hh,national,60,NA,0.686881781,34.99065085
620,lugari,pan paper,kenya,2009-11-22,2.858823851894884,5,5,1,hh,national,24,NA,0.686881781,34.99065085
620,lugari,pan paper,kenya,2009-11-22,2.858823851894884,5,5,1,hh,national,12,NA,0.686881781,34.99065085
620,lugari,pan paper,kenya,2009-11-22,2.858823851894884,5,5,1,hh,national,6,NA,0.686881781,34.99065085
620,lugari,pan paper,kenya,2009-11-22,2.858823851894884,5,5,1,hh,international,24,1,0.686881781,34.99065085
621,lugari,pan paper,kenya,2009-11-22,3.0345561468636633,8,3,NA,hh,national,2,NA,0.686881781,34.99065085
621,lugari,pan paper,kenya,2009-11-22,3.0345561468636633,8,3,NA,hh,national,12,NA,0.686881781,34.99065085
621,lugari,pan paper,kenya,2009-11-22,3.0345561468636633,8,3,NA,hh,national,72,NA,0.686881781,34.99065085
622,lugari,pan paper,kenya,2009-11-22,2.9944502503349093,6,3,NA,hh,national,1,NA,0.686881781,34.99065085
622,lugari,pan paper,kenya,2009-11-22,2.9944502503349093,6,3,NA,hh,national,36,NA,0.686881781,34.99065085
622,lugari,pan paper,kenya,2009-11-22,2.9944502503349093,6,3,NA,hh,national,5,NA,0.686881781,34.99065085
623,lugari,pan paper,kenya,2009-11-22,3.2146924029091415,3,0,NA,NA,NA,NA,NA,0.686881781,34.99065085
624,lugari,pan paper,kenya,2009-11-22,3.4553277820816652,11,1,NA,hh,national,23,NA,0.686881781,34.99065085
625,lugari,pan paper,kenya,2009-11-22,2.858823851894884,5,1,1,hh,national,40,1,0.686881781,34.99065085
626,lugari,pan paper,kenya,2009-11-22,2.78362529590347,5,2,NA,hh,national,12,NA,0.686881781,34.99065085
626,lugari,pan paper,kenya,2009-11-22,2.78362529590347,5,2,NA,hh,national,48,NA,0.686881781,34.99065085
627,lugari,pan paper,kenya,2009-11-22,2.1672064036393404,4,1,1,hh,national,204,1,0.686881781,34.99065085
628,lugari,pan paper,kenya,2009-11-22,2.158085549560394,7,2,NA,hh,national,9,NA,0.686881781,34.99065085
628,lugari,pan paper,kenya,2009-11-22,2.158085549560394,7,2,NA,hh,national,9,NA,0.686881781,34.99065085
629,lugari,pan paper,kenya,2009-11-22,3.244771825305707,4,1,1,hh,national,84,1,0.686881781,34.99065085
630,lugari,pan paper,kenya,2009-11-22,2.8497029978159376,8,0,NA,NA,NA,NA,NA,0.686881781,34.99065085
631,lugari,pan paper,kenya,2009-11-22,3.2748512477022724,5,0,NA,NA,NA,NA,NA,0.686881781,34.99065085
632,lugari,pan paper,kenya,2009-11-22,3.243866205252465,1,0,NA,NA,NA,NA,NA,0.686881781,34.99065085
633,lugari,pan paper,kenya,2009-11-22,2.78362529590347,5,0,NA,NA,NA,NA,NA,0.686881781,34.99065085
634,lugari,pan paper,kenya,2009-11-22,2.7978786401888525,8,0,NA,NA,NA,NA,NA,0.686881781,34.99065085
635,lugari,pan paper,kenya,2009-11-22,3.0245296727314748,5,0,NA,NA,NA,NA,NA,0.686881781,34.99065085
636,lugari,pan paper,kenya,2009-11-22,2.333189835493091,7,0,NA,NA,NA,NA,NA,0.686881781,34.99065085
637,lugari,bendera,kenya,2009-11-23,3.244771825305707,6,0,NA,NA,NA,NA,NA,0.651269818,34.87616289
