house,district,census_tract,country,date,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,lat,long
1489,kilifi,mtondia,kenya,2009-12-12,-3.3653986277414534,1,0,1,non-hh,international,NA,1,-3.575678316,39.86724913
1490,kilifi,mtondia,kenya,2009-12-09,-3.106053226051686,2,1,1,hh,international,36,1,-3.575678316,39.86724913
1491,kilifi,mtondia,kenya,2009-12-08,-2.3237827803019875,2,0,1,non-hh,international,NA,1,-3.575678316,39.86724913
1492,kilifi,mtondia,kenya,2009-12-10,-2.2235180389801026,2,1,NA,hh,national,24,NA,-3.575678316,39.86724913
1493,kilifi,mtondia,kenya,2009-12-10,-2.3311675915070564,1,1,NA,hh,national,48,NA,-3.575678316,39.86724913
1494,kilifi,mtondia,kenya,2009-12-10,-2.5339984587440316,1,3,1,hh,national,60,1,-3.575678316,39.86724913
1494,kilifi,mtondia,kenya,2009-12-10,-2.5339984587440316,1,3,1,hh,national,60,NA,-3.575678316,39.86724913
1494,kilifi,mtondia,kenya,2009-12-10,-2.5339984587440316,1,3,1,hh,national,55,NA,-3.575678316,39.86724913
1495,kilifi,mtondia,kenya,2009-12-10,-1.626793083599748,5,1,1,hh,national,50,1,-3.575678316,39.86724913
1496,kilifi,mtondia,kenya,2009-12-10,2.313136887228714,2,0,NA,NA,NA,NA,NA,-3.575678316,39.86724913
1497,kilifi,mtondia,kenya,2009-12-09,0.6320892100815765,8,1,1,hh,national,36,1,-3.575678316,39.86724913
1498,kilifi,mtondia,kenya,2009-12-08,-1.417691963975283,1,1,1,hh,national,12,1,-3.575678316,39.86724913
1500,kilifi,mtondia,kenya,2009-12-10,-0.85710904809679,1,0,NA,NA,NA,NA,NA,-3.575678316,39.86724913
1501,kilifi,mtondia,kenya,2009-12-08,-0.07961618447230884,3,0,NA,NA,NA,NA,NA,-3.575678316,39.86724913
1502,kilifi,mtondia,kenya,2009-12-10,0.5388014004313,1,0,NA,NA,NA,NA,NA,-3.575678316,39.86724913
1503,kilifi,mtondia,kenya,2009-12-08,-0.40723263831614503,6,0,NA,NA,NA,NA,NA,-3.575678316,39.86724913
1504,kilifi,mtondia,kenya,2009-12-08,-1.6654956195554782,6,0,NA,NA,NA,NA,NA,-3.575678316,39.86724913
1505,kilifi,mtondia,kenya,2009-12-08,-0.48835005142689514,6,0,NA,NA,NA,NA,NA,-3.575678316,39.86724913
1506,kilifi,makiwo,kenya,2009-12-08,-0.7803544868067989,4,1,1,hh,international,48,1,-3.579764276,39.89489589
1507,kilifi,makiwo,kenya,2009-12-09,-2.296911645954625,1,1,NA,hh,international,12,NA,-3.579764276,39.89489589
1508,kilifi,makiwo,kenya,2009-12-09,0.6591190900175621,3,1,1,hh,international,60,1,-3.579764276,39.89489589
1509,kilifi,makiwo,kenya,2009-12-08,-3.0900108674401845,4,1,NA,hh,international,36,NA,-3.579764276,39.89489589
1511,kilifi,makiwo,kenya,2009-12-09,-2.7813340917496787,2,1,1,hh,national,60,1,-3.579764276,39.89489589
1512,kilifi,makiwo,kenya,2009-12-09,-3.426047495383638,2,1,NA,hh,national,84,NA,-3.579764276,39.89489589
1513,kilifi,makiwo,kenya,2009-12-09,-2.173313726845439,1,1,NA,hh,national,24,NA,-3.579764276,39.89489589
1514,kilifi,makiwo,kenya,2009-12-09,-0.680552678197254,1,1,NA,hh,national,12,NA,-3.579764276,39.89489589
1515,kilifi,makiwo,kenya,2009-12-09,-1.4056601950166565,2,1,1,hh,national,12,1,-3.579764276,39.89489589
1516,kilifi,makiwo,kenya,2009-12-08,0.42472022847144314,2,1,1,hh,national,48,1,-3.579764276,39.89489589
1517,kilifi,makiwo,kenya,2009-12-09,-0.5300329118360011,4,0,NA,NA,NA,NA,NA,-3.579764276,39.89489589
1518,kilifi,makiwo,kenya,2009-12-08,2.1409244913442067,4,0,NA,NA,NA,NA,NA,-3.579764276,39.89489589
1519,kilifi,makiwo,kenya,2009-12-08,-3.0677509735963553,7,0,NA,NA,NA,NA,NA,-3.579764276,39.89489589
1520,kilifi,makiwo,kenya,2009-12-08,1.1355263558116548,4,0,NA,NA,NA,NA,NA,-3.579764276,39.89489589
1521,kilifi,makiwo,kenya,2009-12-09,2.1020155887334275,1,0,NA,NA,NA,NA,NA,-3.579764276,39.89489589
1522,kilifi,makiwo,kenya,2009-12-09,0.11690809016559617,9,0,NA,NA,NA,NA,NA,-3.579764276,39.89489589
1523,kilifi,makiwo,kenya,2009-12-08,-2.6394707836367672,8,0,NA,NA,NA,NA,NA,-3.579764276,39.89489589
1524,kilifi,makiwo,kenya,2009-12-08,-0.38506463412345604,2,0,NA,NA,NA,NA,NA,-3.579764276,39.89489589
1525,kilifi,makiwo,kenya,2009-12-08,0.40936285676609163,1,0,NA,NA,NA,NA,NA,-3.579764276,39.89489589
1526,kilifi,mtwapa,kenya,2009-12-09,-0.9574195944972621,7,0,NA,NA,NA,NA,NA,-3.946691482,39.74501658
1527,kilifi,mtwapa,kenya,2009-12-09,-3.3503589165431706,3,0,1,non-hh,international,NA,1,-3.946691482,39.74501658
1528,kilifi,mtwapa,kenya,2009-12-08,-2.6047037727607187,1,1,1,hh,international,24,1,-3.946691482,39.74501658
1529,kilifi,mtwapa,kenya,2009-11-09,-3.6763690703544363,2,0,NA,NA,NA,NA,NA,-3.946691482,39.74501658
1530,kilifi,mtwapa,kenya,2009-12-09,-2.7910202875479526,6,2,NA,hh,international,48,NA,-3.946691482,39.74501658
1530,kilifi,mtwapa,kenya,2009-12-09,-2.7910202875479526,6,2,NA,hh,international,48,NA,-3.946691482,39.74501658
1531,kilifi,mtwapa,kenya,2009-12-08,-3.6763690703544363,6,1,NA,hh,international,48,NA,-3.946691482,39.74501658
1532,kilifi,mtwapa,kenya,2009-12-09,-3.526312236705523,1,1,1,hh,international,36,1,-3.946691482,39.74501658
1533,kilifi,mtwapa,kenya,2009-12-09,-3.31541600159565,8,1,NA,hh,national,48,NA,-3.946691482,39.74501658
1534,kilifi,mtwapa,kenya,2009-12-09,-3.7666073375441327,1,1,NA,hh,national,12,NA,-3.946691482,39.74501658
1535,kilifi,mtwapa,kenya,2009-12-09,-1.1543547056793277,1,1,1,hh,national,24,1,-3.946691482,39.74501658
1536,kilifi,mtwapa,kenya,2009-12-08,-3.7666073375441327,1,1,NA,hh,international,12,NA,-3.946691482,39.74501658
1537,kilifi,mtwapa,kenya,2009-12-08,-2.810590517211534,1,0,1,non-hh,international,NA,1,-3.946691482,39.74501658
1538,kilifi,mtwapa,kenya,2009-12-08,-3.435733691181912,6,1,1,hh,international,48,1,-3.946691482,39.74501658
1539,kilifi,mtwapa,kenya,2009-12-08,-2.503919036347466,3,1,1,hh,international,24,1,-3.946691482,39.74501658
1540,kilifi,mtwapa,kenya,2009-12-09,-3.3704118648075476,1,1,NA,hh,international,12,NA,-3.946691482,39.74501658
1541,kilifi,mtwapa,kenya,2009-12-09,-2.928390287407193,2,1,1,hh,international,12,1,-3.946691482,39.74501658
1542,kilifi,mtwapa,kenya,2009-12-10,-3.7666073375441327,3,0,NA,NA,NA,NA,NA,-3.946691482,39.74501658
1543,kilifi,mtwapa,kenya,2009-12-08,-1.1693944168776105,1,0,NA,NA,NA,NA,NA,-3.946691482,39.74501658
1544,kilifi,mtwapa,kenya,2009-12-08,-3.0918145115136078,6,0,NA,NA,NA,NA,NA,-3.946691482,39.74501658
1545,kilifi,mtwapa,kenya,2009-12-08,-3.0918145115136078,3,1,1,hh,international,8,1,-3.946691482,39.74501658
1546,kilifi,mtwapa,kenya,2009-12-08,-2.762463441377029,5,0,1,non-hh,international,NA,1,-3.946691482,39.74501658
1547,kilifi,mtwapa,kenya,2009-12-09,-3.100037341572373,1,0,NA,NA,NA,NA,NA,-3.946691482,39.74501658
1548,kilifi,mtondia,kenya,2009-12-09,-0.25918709879845986,5,0,NA,NA,NA,NA,NA,-3.575678316,39.86724913
1550,kakamega,mayakolo,kenya,2009-12-13,2.2250684446674645,7,4,1,hh,national,192,1,0.275181264,34.76077413
1550,kakamega,mayakolo,kenya,2009-12-13,2.2250684446674645,7,4,1,hh,national,192,1,0.275181264,34.76077413
1550,kakamega,mayakolo,kenya,2009-12-13,2.2250684446674645,7,4,1,hh,national,144,NA,0.275181264,34.76077413
1550,kakamega,mayakolo,kenya,2009-12-13,2.2250684446674645,7,4,1,hh,national,156,NA,0.275181264,34.76077413
1551,kakamega,mayakolo,kenya,2009-12-13,2.6548005715681318,8,5,NA,hh,national,59,NA,0.275181264,34.76077413
1551,kakamega,mayakolo,kenya,2009-12-13,2.6548005715681318,8,5,NA,hh,national,59,NA,0.275181264,34.76077413
1551,kakamega,mayakolo,kenya,2009-12-13,2.6548005715681318,8,5,NA,hh,national,83,NA,0.275181264,34.76077413
1551,kakamega,mayakolo,kenya,2009-12-13,2.6548005715681318,8,5,NA,hh,national,59,NA,0.275181264,34.76077413
1551,kakamega,mayakolo,kenya,2009-12-13,2.6548005715681318,8,5,NA,hh,national,59,NA,0.275181264,34.76077413
1552,kakamega,mayakolo,kenya,2009-12-13,2.403592401375582,6,1,1,hh,national,12,1,0.275181264,34.76077413
1553,kakamega,mayakolo,kenya,2009-12-13,2.6713962880649915,4,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1554,kakamega,mayakolo,kenya,2009-12-13,3.152457779544577,1,4,1,hh,national,62,1,0.275181264,34.76077413
1554,kakamega,mayakolo,kenya,2009-12-13,3.152457779544577,1,4,1,hh,national,62,1,0.275181264,34.76077413
1554,kakamega,mayakolo,kenya,2009-12-13,3.152457779544577,1,4,1,hh,national,62,NA,0.275181264,34.76077413
1554,kakamega,mayakolo,kenya,2009-12-13,3.152457779544577,1,4,1,hh,national,62,NA,0.275181264,34.76077413
1555,kakamega,mayakolo,kenya,2009-12-14,2.413722505054706,3,1,1,hh,national,36,1,0.275181264,34.76077413
1556,kakamega,mayakolo,kenya,2009-12-13,2.452410382471911,8,1,1,hh,national,36,1,0.275181264,34.76077413
1557,kakamega,mayakolo,kenya,2009-12-13,0.8403782130734543,6,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1558,kakamega,mayakolo,kenya,2009-12-12,2.1692724516950928,5,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1559,kakamega,mayakolo,kenya,2009-12-13,2.0053916338125592,6,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1560,kakamega,mayakolo,kenya,2009-12-13,2.8173267716543653,8,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1561,kakamega,mayakolo,kenya,2009-12-13,2.9021362045737784,1,1,NA,hh,international,18,NA,0.275181264,34.76077413
1562,kakamega,mayakolo,kenya,2009-12-13,-2.3760177649341476,1,1,1,hh,international,105,1,0.275181264,34.76077413
1563,kakamega,mayakolo,kenya,2009-12-13,1.2119040728522659,4,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1564,kakamega,mayakolo,kenya,2009-12-13,-0.39601426939286166,11,2,NA,hh,national,71,NA,0.275181264,34.76077413
1564,kakamega,mayakolo,kenya,2009-12-13,-0.39601426939286166,11,2,NA,hh,national,35,NA,0.275181264,34.76077413
1565,kakamega,mayakolo,kenya,2009-12-13,1.6193230136390142,3,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1566,kakamega,mayakolo,kenya,2009-12-13,1.399080861064782,2,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1567,kakamega,mayakolo,kenya,2009-12-13,2.7872473492578,7,6,1,hh,national,131,1,0.275181264,34.76077413
1567,kakamega,mayakolo,kenya,2009-12-13,2.7872473492578,7,6,1,hh,national,23,1,0.275181264,34.76077413
1567,kakamega,mayakolo,kenya,2009-12-13,2.7872473492578,7,6,1,hh,national,71,1,0.275181264,34.76077413
1567,kakamega,mayakolo,kenya,2009-12-13,2.7872473492578,7,6,1,hh,national,23,1,0.275181264,34.76077413
1567,kakamega,mayakolo,kenya,2009-12-13,2.7872473492578,7,6,1,hh,national,12,NA,0.275181264,34.76077413
1567,kakamega,mayakolo,kenya,2009-12-13,2.7872473492578,7,6,1,hh,national,12,NA,0.275181264,34.76077413
1568,kakamega,likwilo,kenya,2009-12-12,-0.7226385343187998,6,0,1,non-hh,national,NA,1,0.275181264,34.76077413
1569,kakamega,likwilo,kenya,2009-12-12,0.5438333705440819,1,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1570,kakamega,likwilo,kenya,2009-12-12,0.35030968605094626,2,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1571,kakamega,likwilo,kenya,2009-12-12,0.28102998717886873,2,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1572,kakamega,likwilo,kenya,2009-12-12,1.669455384299957,7,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1573,kakamega,likwilo,kenya,2009-12-12,-0.7650412346125608,4,0,1,non-hh,national,NA,1,0.275181264,34.76077413
1574,kakamega,likwilo,kenya,2009-12-12,0.5007067980337738,3,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1575,kakamega,likwilo,kenya,2009-12-12,-1.0167661701563828,8,1,1,hh,national,47,NA,0.275181264,34.76077413
1575,kakamega,likwilo,kenya,2009-12-12,-1.0167661701563828,8,1,1,non-hh,national,NA,1,0.275181264,34.76077413
1576,kakamega,likwilo,kenya,2009-12-12,0.2605039172130636,5,1,1,hh,national,59,1,0.275181264,34.76077413
1577,kakamega,likwilo,kenya,2009-12-12,3.113257503069065,4,1,NA,hh,national,6,NA,0.275181264,34.76077413
1578,kakamega,likwilo,kenya,2009-12-12,-1.0198841919013375,5,4,1,hh,national,18,NA,0.275181264,34.76077413
1578,kakamega,likwilo,kenya,2009-12-12,-1.0198841919013375,5,4,1,hh,national,19,NA,0.275181264,34.76077413
1578,kakamega,likwilo,kenya,2009-12-12,-1.0198841919013375,5,4,1,hh,national,7,NA,0.275181264,34.76077413
1578,kakamega,likwilo,kenya,2009-12-12,-1.0198841919013375,5,4,1,hh,national,7,NA,0.275181264,34.76077413
1578,kakamega,likwilo,kenya,2009-12-12,-1.0198841919013375,5,4,1,non-hh,national,NA,1,0.275181264,34.76077413
1579,kakamega,likwilo,kenya,2009-12-12,3.133310451333442,7,1,NA,hh,national,12,NA,0.275181264,34.76077413
1580,kakamega,likwilo,kenya,2009-12-12,-0.7788061253879113,6,1,1,hh,national,83,1,0.275181264,34.76077413
1581,kakamega,likwilo,kenya,2009-12-12,-0.37749349425349427,7,1,1,hh,national,10,1,0.275181264,34.76077413
1582,kakamega,likwilo,kenya,2009-12-12,1.9445089168028808,8,3,NA,hh,national,2,NA,0.275181264,34.76077413
1582,kakamega,likwilo,kenya,2009-12-12,1.9445089168028808,8,3,NA,hh,national,2,NA,0.275181264,34.76077413
1582,kakamega,likwilo,kenya,2009-12-12,1.9445089168028808,8,3,NA,hh,national,24,NA,0.275181264,34.76077413
1583,kakamega,likwilo,kenya,2009-12-12,2.4216400548135213,6,1,NA,hh,national,35,NA,0.275181264,34.76077413
1584,kakamega,likwilo,kenya,2009-12-12,1.7722374274601045,4,3,1,hh,international,23,1,0.275181264,34.76077413
1584,kakamega,likwilo,kenya,2009-12-12,1.7722374274601045,4,3,1,hh,national,24,NA,0.275181264,34.76077413
1584,kakamega,likwilo,kenya,2009-12-12,1.7722374274601045,4,3,1,hh,national,12,NA,0.275181264,34.76077413
1584,kakamega,likwilo,kenya,2009-12-12,1.7722374274601045,4,3,1,non-hh,national,NA,1,0.275181264,34.76077413
1585,kakamega,likwilo,kenya,2009-12-12,-1.6846505437996737,4,1,1,hh,international,12,1,0.275181264,34.76077413
1585,kakamega,likwilo,kenya,2009-12-12,-1.6846505437996737,4,1,1,non-hh,national,NA,1,0.275181264,34.76077413
1586,kakamega,likwilo,kenya,2009-12-11,-0.27420807695005517,4,2,1,hh,international,47,1,0.275181264,34.76077413
1586,kakamega,likwilo,kenya,2009-12-11,-0.27420807695005517,4,2,1,hh,international,83,NA,0.275181264,34.76077413
1587,kakamega,shipalo,kenya,2009-12-14,3.21352224439095,11,1,1,hh,international,6,1,0.208604266,34.75376078
1587,kakamega,shipalo,kenya,2009-12-14,3.21352224439095,11,1,1,non-hh,national,NA,1,0.208604266,34.75376078
1588,kakamega,shipalo,kenya,2009-12-14,-1.3378868833823703,1,1,1,hh,international,12,1,0.208604266,34.75376078
1588,kakamega,shipalo,kenya,2009-12-14,-1.3378868833823703,1,1,1,non-hh,national,NA,1,0.208604266,34.75376078
1589,kakamega,shipalo,kenya,2009-12-15,3.4375756699141866,4,1,NA,hh,international,96,NA,0.208604266,34.75376078
1590,kakamega,shipalo,kenya,2009-12-15,0.4647323136372585,2,2,1,hh,international,132,1,0.208604266,34.75376078
1590,kakamega,shipalo,kenya,2009-12-15,0.4647323136372585,2,2,1,hh,international,18,1,0.208604266,34.75376078
1590,kakamega,shipalo,kenya,2009-12-15,0.4647323136372585,2,2,1,non-hh,national,NA,1,0.208604266,34.75376078
1591,kakamega,shipalo,kenya,2009-12-14,3.3974697733854327,2,1,NA,hh,international,128,NA,0.208604266,34.75376078
1592,kakamega,shipalo,kenya,2009-12-15,3.001274300648848,1,0,NA,NA,NA,NA,NA,0.208604266,34.75376078
1593,kakamega,shipalo,kenya,2009-12-15,2.8829888763626443,7,0,NA,NA,NA,NA,NA,0.208604266,34.75376078
1594,kakamega,shipalo,kenya,2009-12-15,2.8428829798338895,5,0,NA,NA,NA,NA,NA,0.208604266,34.75376078
1595,kakamega,shipalo,kenya,2009-12-14,2.847896216899984,7,0,NA,NA,NA,NA,NA,0.208604266,34.75376078
1596,kakamega,shipalo,kenya,2009-12-14,3.278057703852413,1,0,1,non-hh,national,NA,1,0.208604266,34.75376078
1597,kakamega,shipalo,kenya,2009-12-15,2.141239057446158,3,0,NA,NA,NA,NA,NA,0.208604266,34.75376078
1598,kakamega,shipalo,kenya,2009-12-15,3.0145031985992863,7,0,NA,NA,NA,NA,NA,0.208604266,34.75376078
1599,kakamega,shipalo,kenya,2009-12-15,0.34464963759800193,5,1,1,hh,national,28,NA,0.208604266,34.75376078
1599,kakamega,shipalo,kenya,2009-12-15,0.34464963759800193,5,1,1,non-hh,national,NA,1,0.208604266,34.75376078
1600,kakamega,shipalo,kenya,2009-12-15,0.7982670217182626,3,2,NA,hh,national,6,NA,0.208604266,34.75376078
1600,kakamega,shipalo,kenya,2009-12-15,0.7982670217182626,3,2,NA,hh,national,36,NA,0.208604266,34.75376078
1601,kakamega,shipalo,kenya,2009-12-15,2.7827241350407586,2,3,1,hh,national,60,1,0.208604266,34.75376078
1601,kakamega,shipalo,kenya,2009-12-15,2.7827241350407586,2,3,1,hh,national,60,1,0.208604266,34.75376078
1601,kakamega,shipalo,kenya,2009-12-15,2.7827241350407586,2,3,1,hh,national,60,1,0.208604266,34.75376078
1602,kakamega,shipalo,kenya,2009-12-15,2.8027770833051355,4,2,NA,hh,national,60,NA,0.208604266,34.75376078
1602,kakamega,shipalo,kenya,2009-12-15,2.8027770833051355,4,2,NA,hh,national,96,NA,0.208604266,34.75376078
1603,kakamega,shipalo,kenya,2009-12-15,2.942021075908959,5,3,1,hh,national,108,1,0.208604266,34.75376078
1603,kakamega,shipalo,kenya,2009-12-15,2.942021075908959,5,3,1,hh,national,24,1,0.208604266,34.75376078
1603,kakamega,shipalo,kenya,2009-12-15,2.942021075908959,5,3,1,hh,national,6,NA,0.208604266,34.75376078
1604,kakamega,shipalo,kenya,2009-12-14,3.3181636003811668,3,2,1,hh,national,132,1,0.208604266,34.75376078
1604,kakamega,shipalo,kenya,2009-12-14,3.3181636003811668,3,2,1,hh,national,24,1,0.208604266,34.75376078
1605,kakamega,shipalo,kenya,2009-12-14,2.8820832563094014,2,2,1,hh,national,NA,1,0.208604266,34.75376078
1605,kakamega,shipalo,kenya,2009-12-14,2.8820832563094014,2,2,1,hh,national,12,NA,0.208604266,34.75376078
1605,kakamega,shipalo,kenya,2009-12-14,2.8820832563094014,2,2,1,non-hh,national,NA,1,0.208604266,34.75376078
1606,kakamega,shipalo,kenya,2009-12-15,1.2696423173995735,6,1,1,hh,national,84,NA,0.208604266,34.75376078
1606,kakamega,shipalo,kenya,2009-12-15,1.2696423173995735,6,1,1,non-hh,national,NA,1,0.208604266,34.75376078
1606,kakamega,shipalo,kenya,2009-12-15,1.2696423173995735,6,1,1,non-hh,national,NA,1,0.208604266,34.75376078
1606,kakamega,shipalo,kenya,2009-12-15,1.2696423173995735,6,1,1,non-hh,national,NA,1,0.208604266,34.75376078
1607,kakamega,shipalo,kenya,2009-12-14,2.1562787686444405,5,3,1,hh,national,120,NA,0.208604266,34.75376078
1607,kakamega,shipalo,kenya,2009-12-14,2.1562787686444405,5,3,1,hh,national,60,1,0.208604266,34.75376078
1607,kakamega,shipalo,kenya,2009-12-14,2.1562787686444405,5,3,1,hh,national,108,NA,0.208604266,34.75376078
1607,kakamega,shipalo,kenya,2009-12-14,2.1562787686444405,5,3,1,non-hh,national,NA,1,0.208604266,34.75376078
1608,kakamega,shipalo,kenya,2009-12-14,-0.3862147812473333,4,5,1,hh,international,40,1,0.208604266,34.75376078
1608,kakamega,shipalo,kenya,2009-12-14,-0.3862147812473333,4,5,1,hh,national,144,NA,0.208604266,34.75376078
1608,kakamega,shipalo,kenya,2009-12-14,-0.3862147812473333,4,5,1,hh,national,72,NA,0.208604266,34.75376078
1608,kakamega,shipalo,kenya,2009-12-14,-0.3862147812473333,4,5,1,hh,national,72,NA,0.208604266,34.75376078
1608,kakamega,shipalo,kenya,2009-12-14,-0.3862147812473333,4,5,1,hh,national,89,NA,0.208604266,34.75376078
1609,kakamega,musakhwe,kenya,2009-12-15,3.6286440201450962,4,1,1,hh,national,36,1,0.275181264,34.76077413
1610,kakamega,musakhwe,kenya,2009-12-12,1.8738504761761337,5,1,NA,hh,international,120,NA,0.275181264,34.76077413
1611,kakamega,musakhwe,kenya,2009-12-12,2.1715692554600996,6,3,NA,hh,international,34,NA,0.275181264,34.76077413
1611,kakamega,musakhwe,kenya,2009-12-12,2.1715692554600996,6,3,NA,hh,international,34,NA,0.275181264,34.76077413
1611,kakamega,musakhwe,kenya,2009-12-12,2.1715692554600996,6,3,NA,hh,international,34,NA,0.275181264,34.76077413
1612,kakamega,musakhwe,kenya,2009-12-12,2.141489833063534,3,3,1,hh,international,120,1,0.275181264,34.76077413
1612,kakamega,musakhwe,kenya,2009-12-12,2.141489833063534,3,3,1,hh,international,120,1,0.275181264,34.76077413
1612,kakamega,musakhwe,kenya,2009-12-12,2.141489833063534,3,3,1,hh,international,120,NA,0.275181264,34.76077413
1612,kakamega,musakhwe,kenya,2009-12-12,2.141489833063534,3,3,1,non-hh,international,NA,1,0.275181264,34.76077413
1613,kakamega,musakhwe,kenya,2009-12-12,-2.4613398224177265,2,3,1,hh,international,672,1,0.275181264,34.76077413
1613,kakamega,musakhwe,kenya,2009-12-12,-2.4613398224177265,2,3,1,hh,international,348,NA,0.275181264,34.76077413
1613,kakamega,musakhwe,kenya,2009-12-12,-2.4613398224177265,2,3,1,hh,international,324,NA,0.275181264,34.76077413
1614,kakamega,musakhwe,kenya,2009-12-15,-0.9487506758595108,5,2,1,hh,international,3,1,0.275181264,34.76077413
1614,kakamega,musakhwe,kenya,2009-12-15,-0.9487506758595108,5,2,1,hh,national,48,NA,0.275181264,34.76077413
1615,kakamega,matere,kenya,2009-12-14,3.053098658275934,2,0,NA,NA,NA,NA,NA,0.285207843,34.75153374
1616,kakamega,matere,kenya,2009-12-14,3.6979237190171736,3,0,NA,NA,NA,NA,NA,0.285207843,34.75153374
1617,kakamega,matere,kenya,2009-12-14,3.038058947077651,3,0,NA,NA,NA,NA,NA,0.285207843,34.75153374
1618,kakamega,matere,kenya,2009-12-14,3.3329343139239698,4,0,NA,NA,NA,NA,NA,0.285207843,34.75153374
1619,kakamega,matere,kenya,2009-12-14,0.7375428352058042,4,0,NA,NA,NA,NA,NA,0.285207843,34.75153374
1620,kakamega,matere,kenya,2009-12-14,1.7607109286501759,6,0,NA,NA,NA,NA,NA,0.285207843,34.75153374
1621,kakamega,matere,kenya,2009-12-14,0.38201860071730076,1,0,NA,NA,NA,NA,NA,0.285207843,34.75153374
1622,kakamega,matere,kenya,2009-12-14,3.1825372019411424,3,0,NA,NA,NA,NA,NA,0.285207843,34.75153374
1623,kakamega,matere,kenya,2009-12-14,-1.0574858860150071,6,2,1,hh,national,48,NA,0.285207843,34.75153374
1623,kakamega,matere,kenya,2009-12-14,-1.0574858860150071,6,2,1,hh,national,36,NA,0.285207843,34.75153374
1623,kakamega,matere,kenya,2009-12-14,-1.0574858860150071,6,2,1,non-hh,national,NA,1,0.285207843,34.75153374
1623,kakamega,matere,kenya,2009-12-14,-1.0574858860150071,6,2,1,non-hh,national,NA,1,0.285207843,34.75153374
1624,kakamega,matere,kenya,2009-12-14,2.9520662830878357,7,3,1,hh,national,120,1,0.285207843,34.75153374
1624,kakamega,matere,kenya,2009-12-14,2.9520662830878357,7,3,1,hh,national,35,NA,0.285207843,34.75153374
1624,kakamega,matere,kenya,2009-12-14,2.9520662830878357,7,3,1,hh,national,71,NA,0.285207843,34.75153374
1625,kakamega,matere,kenya,2009-12-14,1.9751915646532716,2,2,NA,hh,national,360,NA,0.285207843,34.75153374
1625,kakamega,matere,kenya,2009-12-14,1.9751915646532716,2,2,NA,hh,national,96,NA,0.285207843,34.75153374
1626,kakamega,matere,kenya,2009-12-14,3.968638520586263,6,2,1,hh,national,12,1,0.285207843,34.75153374
1626,kakamega,matere,kenya,2009-12-14,3.968638520586263,6,2,1,hh,national,12,NA,0.285207843,34.75153374
1627,kakamega,matere,kenya,2009-12-14,-1.0424461748167244,5,1,1,hh,national,120,1,0.285207843,34.75153374
1628,kakamega,matere,kenya,2009-12-14,3.173416347862196,9,1,1,hh,national,36,1,0.285207843,34.75153374
1629,kakamega,matere,kenya,2009-12-14,3.748961709731358,8,1,1,hh,national,120,1,0.285207843,34.75153374
1629,kakamega,matere,kenya,2009-12-14,3.748961709731358,8,1,1,non-hh,national,NA,1,0.285207843,34.75153374
1630,kakamega,matere,kenya,2009-12-14,3.212616624337708,4,1,1,hh,national,35,1,0.285207843,34.75153374
1630,kakamega,matere,kenya,2009-12-14,3.212616624337708,4,1,1,non-hh,national,NA,1,0.285207843,34.75153374
1630,kakamega,matere,kenya,2009-12-14,3.212616624337708,4,1,1,non-hh,national,NA,1,0.285207843,34.75153374
1630,kakamega,matere,kenya,2009-12-14,3.212616624337708,4,1,1,non-hh,national,NA,1,0.285207843,34.75153374
1631,kakamega,matere,kenya,2009-12-14,3.6085910718807193,5,4,NA,hh,national,120,NA,0.285207843,34.75153374
1631,kakamega,matere,kenya,2009-12-14,3.6085910718807193,5,4,NA,hh,national,84,NA,0.285207843,34.75153374
1631,kakamega,matere,kenya,2009-12-14,3.6085910718807193,5,4,NA,hh,national,36,NA,0.285207843,34.75153374
1631,kakamega,matere,kenya,2009-12-14,3.6085910718807193,5,4,NA,hh,national,144,NA,0.285207843,34.75153374
1632,kakamega,matere,kenya,2009-12-14,0.8384765477939518,4,1,NA,hh,international,NA,NA,0.285207843,34.75153374
1633,kakamega,matere,kenya,2009-12-14,0.43444777514325034,5,1,1,hh,international,120,1,0.285207843,34.75153374
1633,kakamega,matere,kenya,2009-12-14,0.43444777514325034,5,1,1,non-hh,national,NA,1,0.285207843,34.75153374
1634,kakamega,matere,kenya,2009-12-14,-0.6886534023739006,2,1,1,hh,international,36,1,0.285207843,34.75153374
1635,kakamega,musakhwe,kenya,2009-12-15,3.0831780806724995,3,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
1636,kakamega,musakhwe,kenya,2009-12-15,3.2636546150518924,9,0,NA,NA,NA,NA,NA,0.275181264,34.76077413
