house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long
873,nairobi,loresho,kenya,2009-11-20,7,1,-3.128616225317997,1,-1.253745825,36.75036738
875,nairobi,loresho,kenya,2009-11-21,2,2,-2.9351418390080486,0,-1.253745825,36.75036738
876,nairobi,loresho,kenya,2009-11-20,3,2,-3.5083271202876993,1,-1.253745825,36.75036738
877,nairobi,loresho,kenya,2009-11-21,2,3,-2.9351418390080486,0,-1.253745825,36.75036738
878,nairobi,loresho,kenya,2009-11-20,2,3,-3.7765941370225953,1,-1.253745825,36.75036738
879,nairobi,loresho,kenya,2009-11-19,1,1,-3.5262773515896875,1,-1.253745825,36.75036738
880,nairobi,loresho,kenya,2009-11-24,4,2,-3.498354769564373,1,-1.253745825,36.75036738
881,nairobi,loresho,kenya,2009-11-23,6,3,-3.466443247249729,1,-1.253745825,36.75036738
882,nairobi,loresho,kenya,2009-11-21,2,2,-3.7865664877459215,0,-1.253745825,36.75036738
883,nairobi,loresho,kenya,2009-11-23,8,4,-1.0439944507516088,1,-1.253745825,36.75036738
884,nairobi,loresho,kenya,2009-11-22,5,2,-2.3239097555211052,1,-1.253745825,36.75036738
885,nairobi,loresho,kenya,2009-11-23,7,2,-3.0343175044781345,1,-1.253745825,36.75036738
886,nairobi,loresho,kenya,2009-11-23,2,2,-2.841444976035407,1,-1.253745825,36.75036738
887,machakos,mbondoni,kenya,2009-11-09,6,1,-0.1454715415766293,1,-0.971685469,37.99497116
888,machakos,mbondoni,kenya,2009-11-09,5,2,-0.8580082901463625,1,-0.971685469,37.99497116
889,machakos,mbondoni,kenya,2009-11-09,6,2,-1.6735160326693581,1,-0.971685469,37.99497116
890,machakos,mbondoni,kenya,2009-11-10,4,1,0.4316371196909493,0,-0.971685469,37.99497116
891,machakos,mususye,kenya,2009-11-13,5,1,0.9454812947072949,1,-1.521255838,37.26570298
892,machakos,mususye,kenya,2009-11-13,2,4,0.915564242537316,1,-1.521255838,37.26570298
893,machakos,mususye,kenya,2009-11-13,4,2,0.9554536454306214,1,-1.521255838,37.26570298
894,machakos,mususye,kenya,2009-11-13,1,2,0.6998139413455847,1,-1.521255838,37.26570298
895,machakos,mususye,kenya,2009-11-13,3,1,-0.1993222354825914,1,-1.521255838,37.26570298
896,machakos,mususye,kenya,2009-11-13,4,2,-0.18735541461459984,1,-1.521255838,37.26570298
897,machakos,mususye,kenya,2009-11-13,5,1,-0.0976781177332692,0,-1.521255838,37.26570298
898,machakos,mususye,kenya,2009-11-13,3,2,1.6120796696483248,1,-1.521255838,37.26570298
899,machakos,mususye,kenya,2009-11-13,5,2,1.65196907254163,1,-1.521255838,37.26570298
900,machakos,mususye,kenya,2009-11-13,4,2,0.2061429463752019,1,-1.521255838,37.26570298
901,machakos,mususye,kenya,2009-11-13,5,1,1.27043753241982,0,-1.521255838,37.26570298
902,machakos,mususye,kenya,2009-11-13,3,1,0.481237430471095,0,-1.521255838,37.26570298
903,machakos,mususye,kenya,2009-11-13,4,1,1.2305481295265146,1,-1.521255838,37.26570298
904,machakos,mususye,kenya,2009-11-13,4,2,1.210603428079862,1,-1.521255838,37.26570298
905,machakos,mususye,kenya,2009-11-13,5,0,1.4151052204326358,NA,-1.521255838,37.26570298
906,machakos,mususye,kenya,2009-11-13,8,0,-0.16684086455518568,NA,-1.521255838,37.26570298
907,machakos,mususye,kenya,2009-11-13,8,0,0.5011821319177477,NA,-1.521255838,37.26570298
908,nairobi,loresho,kenya,2009-11-23,8,2,-2.911873020653621,1,-1.253745825,36.75036738
909,machakos,kanzia,kenya,2009-11-14,5,0,1.65196907254163,NA,-1.522119854,37.26569689
910,machakos,mbondoni,kenya,2009-11-09,5,1,1.65196907254163,1,-0.971685469,37.99497116
911,machakos,mbondoni,kenya,2009-11-09,5,1,-0.28482300886671175,1,-0.971685469,37.99497116
912,machakos,mbondoni,kenya,2009-11-09,10,1,-0.15012767157722248,1,-0.971685469,37.99497116
913,machakos,mbondoni,kenya,2009-11-09,5,1,0.4116924182442967,1,-0.971685469,37.99497116
914,machakos,mbondoni,kenya,2009-11-09,7,1,0.3957366570869746,1,-0.971685469,37.99497116
915,machakos,mbondoni,kenya,2009-11-09,4,4,1.6120796696483248,1,-0.971685469,37.99497116
916,machakos,mbondoni,kenya,2009-11-09,8,2,0.6337562096487691,0,-0.971685469,37.99497116
917,machakos,mbondoni,kenya,2009-11-09,5,0,-0.8679806408696892,NA,-0.971685469,37.99497116
918,machakos,mbondoni,kenya,2009-11-09,2,1,0.35185831390433886,0,-0.971685469,37.99497116
919,machakos,mbondoni,kenya,2009-11-09,3,1,-0.8879253423163417,1,-0.971685469,37.99497116
920,machakos,mbondoni,kenya,2009-11-11,2,1,-2.407324763119147,1,-0.971685469,37.99497116
921,machakos,mbondoni,kenya,2009-11-09,2,2,0.43070848714320087,1,-0.971685469,37.99497116
922,machakos,mbondoni,kenya,2009-11-09,3,2,-2.4013413526851513,1,-0.971685469,37.99497116
923,machakos,mbondoni,kenya,2009-11-09,7,1,0.41667859360595993,1,-0.971685469,37.99497116
924,machakos,mbondoni,kenya,2009-11-09,7,2,-0.8340746484103795,0,-0.971685469,37.99497116
925,machakos,mbondoni,kenya,2009-11-09,5,1,-0.2449336059734065,1,-0.971685469,37.99497116
926,machakos,mbondoni,kenya,2009-11-09,3,1,-0.29978153495170135,1,-0.971685469,37.99497116
927,machakos,mususye,kenya,2009-11-13,3,0,-1.0099908374207587,1,-1.521255838,37.26570298
928,machakos,mususye,kenya,2009-11-13,5,0,1.7966367605544458,NA,-1.521255838,37.26570298
929,machakos,mususye,kenya,2009-11-13,4,0,1.6120796696483248,NA,-1.521255838,37.26570298
930,machakos,mususye,kenya,2009-11-14,6,0,0.49147122403090726,NA,-1.521255838,37.26570298
931,machakos,makadara,kenya,2009-11-12,2,2,0.6828009386115009,0,-1.296292895,36.87271104
932,machakos,makadara,kenya,2009-11-12,2,1,-1.3136138821022492,1,-1.296292895,36.87271104
933,machakos,makadara,kenya,2009-11-12,4,2,-2.371424300515172,1,-1.296292895,36.87271104
934,machakos,makadara,kenya,2009-11-12,5,1,-1.5519638466671657,0,-1.296292895,36.87271104
935,machakos,makadara,kenya,2009-11-12,3,1,1.4450222726026147,1,-1.296292895,36.87271104
936,machakos,makadara,kenya,2009-11-11,1,1,-1.6417150031771026,0,-1.296292895,36.87271104
938,machakos,makadara,kenya,2009-11-12,3,1,-2.840335904611865,1,-1.296292895,36.87271104
939,machakos,makadara,kenya,2009-11-12,3,1,-0.07034886579061181,1,-1.296292895,36.87271104
940,machakos,makadara,kenya,2009-11-12,3,3,-0.6435341470702626,1,-1.296292895,36.87271104
941,machakos,makadara,kenya,2009-11-12,3,3,-3.0977451719023112,1,-1.296292895,36.87271104
942,thika,juja,kenya,2009-11-21,4,1,-3.3125568719363567,1,-1.097205267,37.02491062
943,thika,majengo,kenya,2009-11-20,1,2,-1.034133707922131,1,-1.280655187,36.84627548
944,thika,majengo,kenya,2009-11-20,3,1,-0.8196595648460313,1,-1.280655187,36.84627548
945,thika,mabanda,kenya,2009-11-18,5,3,1.65196907254163,1,-1.041188884,37.0787284
946,thika,muirini,kenya,2009-11-19,6,1,1.0152877497705792,1,-0.923809304,37.00615886
947,thika,muirini,kenya,2009-11-19,3,6,0.3718030153509915,1,-0.923809304,37.00615886
948,thika,muirini,kenya,2009-11-19,3,1,1.343812652913429,1,-0.923809304,37.00615886
949,thika,muirini,kenya,2009-11-20,3,3,0.17622589420522292,1,-0.923809304,37.00615886
950,thika,muirini,kenya,2009-11-19,3,1,0.10353599861609561,1,-0.923809304,37.00615886
951,thika,muirini,kenya,2009-11-19,4,1,0.6144466553046622,1,-0.923809304,37.00615886
952,thika,mabanda,kenya,2009-11-18,5,1,-0.6308161743543345,0,-1.041188884,37.0787284
953,thika,juja,kenya,2009-11-21,5,2,-0.7218767401107512,0,-1.097205267,37.02491062
954,thika,juja,kenya,2009-11-21,4,2,-2.3145805578633913,1,-1.097205267,37.02491062
955,thika,juja,kenya,2009-11-21,3,1,-2.2846635056934126,1,-1.097205267,37.02491062
956,thika,majengo,kenya,2009-11-20,2,1,-0.9252548746194414,0,-1.280655187,36.84627548
957,thika,majengo,kenya,2009-11-20,2,1,-0.9252548746194414,1,-1.280655187,36.84627548
958,thika,majengo,kenya,2009-11-20,2,1,-1.4682539208383913,1,-1.280655187,36.84627548
959,thika,mabanda,kenya,2009-11-18,5,1,0.14342540150940083,0,-1.041188884,37.0787284
960,thika,mabanda,kenya,2009-11-18,3,1,-0.9551719267894204,0,-1.041188884,37.0787284
961,thika,guthunguri,kenya,2009-11-19,2,1,-1.5818808988371447,1,-1.058419348,36.773918020000004
962,thika,guthunguri,kenya,2009-11-19,4,1,-0.5509687660431396,1,-1.058419348,36.773918020000004
963,thika,mabanda,kenya,2009-11-18,3,7,-0.19034711983159772,1,-1.041188884,37.0787284
964,thika,juja,kenya,2009-11-20,2,4,-1.4537737145474396,0,-1.097205267,37.02491062
965,thika,juja,kenya,2009-11-21,4,2,-0.8794936691859893,1,-1.097205267,37.02491062
966,thika,muirini,kenya,2009-11-19,8,1,2.0457542168715586,1,-0.923809304,37.00615886
967,thika,muirini,kenya,2009-11-19,2,5,-0.1953332951932609,0,-0.923809304,37.00615886
968,thika,majengo,kenya,2009-11-20,5,1,-1.2126495681470901,1,-1.280655187,36.84627548
969,thika,majengo,kenya,2009-11-20,2,1,-2.825489214878085,1,-1.280655187,36.84627548
970,thika,majengo,kenya,2009-11-20,3,2,-3.173491803572966,1,-1.280655187,36.84627548
971,thika,mabanda,kenya,2009-11-18,4,1,0.4692706096031035,1,-1.041188884,37.0787284
972,thika,mabanda,kenya,2009-11-18,3,1,-0.7725075167622423,0,-1.041188884,37.0787284
973,thika,githuguchu,kenya,2009-11-19,2,1,-3.0801903178054353,0,-1.016283022,36.91457325
974,thika,githuguchu,kenya,2009-11-19,4,1,-1.7069992626084198,1,-1.016283022,36.91457325
975,thika,muirini,kenya,2009-11-19,4,4,-0.17538859374660823,1,-0.923809304,37.00615886
976,thika,majengo,kenya,2009-11-20,1,0,-1.6417150031771026,NA,-1.280655187,36.84627548
977,thika,majengo,kenya,2009-11-20,5,2,-1.6136819283294002,1,-1.280655187,36.84627548
978,thika,majengo,kenya,2009-11-20,8,3,-1.576292865608261,1,-1.280655187,36.84627548
979,thika,githuguchu,kenya,2009-11-19,1,1,-0.9792171764192524,0,-1.016283022,36.91457325
980,thika,githuguchu,kenya,2009-11-19,6,1,-2.964442446890266,0,-1.016283022,36.91457325
981,thika,githuguchu,kenya,2009-11-19,4,1,-1.6834883833926844,1,-1.016283022,36.91457325
982,thika,mabanda,kenya,2009-11-18,3,1,-0.10451630108640725,0,-1.041188884,37.0787284
983,thika,juja,kenya,2009-11-21,1,3,-0.9793833079533035,1,-1.097205267,37.02491062
984,thika,mabanda,kenya,2009-11-18,5,1,-1.0191751818371417,1,-1.041188884,37.0787284
985,thika,githuguchu,kenya,2009-11-19,1,6,3.186307363935628,1,-1.016283022,36.91457325
986,thika,muirini,kenya,2009-11-19,4,1,-0.7286291735796064,1,-0.923809304,37.00615886
987,thika,muirini,kenya,2009-11-19,2,1,-1.0740231108154366,0,-0.923809304,37.00615886
988,thika,muirini,kenya,2009-11-19,7,3,-1.7882666685121948,1,-0.923809304,37.00615886
989,thika,muirini,kenya,2009-11-19,3,1,-0.17538859374660823,1,-0.923809304,37.00615886
990,thika,muirini,kenya,2009-11-19,3,1,-1.0490922340071207,1,-0.923809304,37.00615886
991,thika,githuguchu,kenya,2009-11-19,4,0,-0.30476771031336447,NA,-1.016283022,36.91457325
992,thika,githuguchu,kenya,2009-11-19,3,0,-1.7219577886934094,NA,-1.016283022,36.91457325
993,thika,majengo,kenya,2009-11-20,4,0,-1.9118659972342746,NA,-1.280655187,36.84627548
994,thika,majengo,kenya,2009-11-20,5,0,-0.8495766170160103,NA,-1.280655187,36.84627548
995,thika,majengo,kenya,2009-11-20,5,0,-2.7705294495485804,NA,-1.280655187,36.84627548
996,thika,githuguchu,kenya,2009-11-19,4,0,0.5281271654971808,1,-1.016283022,36.91457325
997,thika,githuguchu,kenya,2009-11-19,3,0,0.8110253385371251,NA,-1.016283022,36.91457325
998,thika,mabanda,kenya,2009-11-18,2,0,-1.2075947902608428,1,-1.041188884,37.0787284
999,thika,juja,kenya,2009-11-21,2,5,2.040836644034479,0,-1.097205267,37.02491062
1000,thika,mabanda,kenya,2009-11-18,4,0,0.4316371196909493,NA,-1.041188884,37.0787284
1001,thika,muirini,kenya,2009-11-19,3,0,0.3195007414832334,NA,-0.923809304,37.00615886
1002,thika,githuguchu,kenya,2009-11-19,2,0,-1.0540784093687838,NA,-1.016283022,36.91457325
1003,thika,githuguchu,kenya,2009-11-19,4,0,-0.26487830742005924,NA,-1.016283022,36.91457325
1004,thika,mabanda,kenya,2009-11-18,2,1,-1.06405076009211,1,-1.041188884,37.0787284
1005,thika,juja,kenya,2009-11-20,4,1,-1.7233777862859896,1,-1.097205267,37.02491062
1006,thika,juja,kenya,2009-11-20,4,1,-2.2965630675656405,1,-1.097205267,37.02491062
1007,thika,juja,kenya,2009-11-21,5,1,-2.8155168641547585,0,-1.097205267,37.02491062
1008,thika,majengo,kenya,2009-11-20,4,1,-1.9154321750033578,1,-1.280655187,36.84627548
1009,thika,majengo,kenya,2009-11-20,1,1,-1.2375118424308218,0,-1.280655187,36.84627548
1010,thika,mabanda,kenya,2009-11-18,4,1,1.7925143287462364,1,-1.041188884,37.0787284
1011,thika,mabanda,kenya,2009-11-18,5,2,-1.302400724657027,1,-1.041188884,37.0787284
1012,thika,githuguchu,kenya,2009-11-19,3,1,-0.9542862996109366,0,-1.016283022,36.91457325
1013,thika,githuguchu,kenya,2009-11-19,2,1,-1.7393335474433118,0,-1.016283022,36.91457325
1014,thika,mabanda,kenya,2009-11-18,3,1,0.1911844202902124,0,-1.041188884,37.0787284
1015,thika,mabanda,kenya,2009-11-18,4,1,2.8646099281537762,1,-1.041188884,37.0787284
1016,thika,juja,kenya,2009-11-20,7,1,-2.447170932185827,1,-1.097205267,37.02491062
1017,thika,juja,kenya,2009-11-20,2,1,1.3253540639226988,0,-1.097205267,37.02491062
1018,thika,juja,kenya,2009-11-21,5,1,-3.029331329116471,1,-1.097205267,37.02491062
1019,thika,muirini,kenya,2009-11-19,2,1,1.305409362476046,1,-0.923809304,37.00615886
1020,thika,muirini,kenya,2009-11-19,4,1,-1.6192858100697738,1,-0.923809304,37.00615886
1021,thika,majengo,kenya,2009-11-20,2,0,-1.6417150031771026,NA,-1.280655187,36.84627548
1022,thika,majengo,kenya,2009-11-20,5,0,-1.7084878627255844,NA,-1.280655187,36.84627548
1023,thika,mabanda,kenya,2009-11-18,7,0,1.3103269353131253,NA,-1.041188884,37.0787284
1024,thika,muirini,kenya,2009-11-19,3,0,-0.038131765458983,NA,-0.923809304,37.00615886
1025,thika,majengo,kenya,2009-11-20,4,2,-1.462212690157229,0,-1.280655187,36.84627548
1026,thika,majengo,kenya,2009-11-20,5,1,0.779430403725004,1,-1.280655187,36.84627548
1027,thika,majengo,kenya,2009-11-20,4,1,-1.6435989804993791,1,-1.280655187,36.84627548
1028,thika,mabanda,kenya,2009-11-18,6,1,-0.16342177287861667,1,-1.041188884,37.0787284
1029,thika,githuguchu,kenya,2009-11-19,1,1,-1.0790092861770997,0,-1.016283022,36.91457325
1030,thika,githuguchu,kenya,2009-11-19,2,2,-1.06405076009211,0,-1.016283022,36.91457325
1031,thika,juja,kenya,2009-11-21,1,6,-0.7168219622245039,0,-1.097205267,37.02491062
1032,thika,majengo,kenya,2009-11-20,1,1,0.5891387153279041,0,-1.280655187,36.84627548
1033,thika,majengo,kenya,2009-11-20,2,5,-0.9252548746194414,0,-1.280655187,36.84627548
1034,thika,muirini,kenya,2009-11-19,5,0,1.3202992860364515,NA,-0.923809304,37.00615886
1035,thika,muirini,kenya,2009-11-19,3,0,-1.0490922340071207,NA,-0.923809304,37.00615886
1036,thika,mabanda,kenya,2009-11-19,4,0,1.3637573543600818,NA,-1.041188884,37.0787284
1037,thika,mabanda,kenya,2009-11-18,2,0,1.0011929672390434,NA,-1.041188884,37.0787284
1038,thika,mabanda,kenya,2009-11-18,4,0,-0.29678982973470347,NA,-1.041188884,37.0787284
1039,thika,juja,kenya,2009-11-20,6,0,1.0109020596863547,NA,-1.097205267,37.02491062
1040,thika,juja,kenya,2009-11-20,3,0,-0.6633016803216639,NA,-1.097205267,37.02491062
1041,thika,juja,kenya,2009-11-20,3,0,-1.6417150031771026,NA,-1.097205267,37.02491062
1042,thika,juja,kenya,2009-11-20,1,0,-1.6417150031771026,NA,-1.097205267,37.02491062
1043,thika,majengo,kenya,2009-11-20,5,0,-1.555011109157954,NA,-1.280655187,36.84627548
1044,malindi,gongoni,kenya,2009-11-27,9,2,2.929498810379982,0,-3.826004893,39.76446172
1045,malindi,gongoni,kenya,2009-11-27,5,1,1.0969764500811083,0,-3.826004893,39.76446172
1046,thika,githuguchu,kenya,2009-11-19,4,0,1.1840006874132272,NA,-1.016283022,36.91457325
1047,thika,mabanda,kenya,2009-11-18,4,0,-0.17538859374660823,NA,-1.041188884,37.0787284
1048,thika,mabanda,kenya,2009-11-18,6,0,1.4090728941005077,NA,-1.041188884,37.0787284
1049,thika,juja,kenya,2009-11-20,3,0,-0.14130239086886584,NA,-1.097205267,37.02491062
1050,thika,juja,kenya,2009-11-20,2,0,-0.06650976044391851,NA,-1.097205267,37.02491062
1051,thika,juja,kenya,2009-11-20,3,0,-1.6117979510071236,NA,-1.097205267,37.02491062
1052,thika,juja,kenya,2009-11-20,5,0,-0.899438370632642,NA,-1.097205267,37.02491062
1053,thika,juja,kenya,2009-11-20,4,0,-0.3488496760853197,NA,-1.097205267,37.02491062
1054,thika,githuguchu,kenya,2009-11-19,4,0,-1.8102058401035128,NA,-1.016283022,36.91457325
1055,malindi,musufini,kenya,2009-11-27,3,1,-2.2473177582367714,0,-3.223163803,40.08609972
1056,malindi,musufini,kenya,2009-11-27,6,2,-0.7817108444507092,0,-3.223163803,40.08609972
1057,malindi,majengo,kenya,2009-11-26,5,2,-3.044289855201461,0,-1.280655187,36.84627548
1058,malindi,majengo,kenya,2009-11-26,1,4,-0.41739708659773334,0,-1.280655187,36.84627548
1059,malindi,majengo,kenya,2009-11-26,5,1,-2.7656551105381273,0,-1.280655187,36.84627548
1060,malindi,barani,kenya,2009-11-29,8,1,-0.5982974335245196,1,-3.22414082,40.08627707
1061,malindi,gongoni,kenya,2009-11-27,2,1,2.3407385587275793,1,-3.826004893,39.76446172
1062,malindi,gongoni,kenya,2009-11-29,11,1,2.8765767490217677,0,-3.826004893,39.76446172
1063,malindi,gongoni,kenya,2009-11-27,4,1,-0.7829698890015796,1,-3.826004893,39.76446172
1064,malindi,musufini,kenya,2009-11-28,3,2,3.0427633337668962,1,-3.223163803,40.08609972
1065,malindi,musufini,kenya,2009-11-28,5,1,-0.9771240517694585,1,-3.223163803,40.08609972
1066,malindi,musufini,kenya,2009-11-28,6,1,2.6331100179292557,1,-3.223163803,40.08609972
1067,malindi,majengo,kenya,2009-11-26,3,1,-2.279789166682959,1,-1.280655187,36.84627548
1068,malindi,majengo,kenya,2009-11-26,4,1,-2.396243340972278,1,-1.280655187,36.84627548
1069,malindi,majengo,kenya,2009-11-26,1,1,-3.103728582336307,1,-1.280655187,36.84627548
1070,malindi,kwa haidari,kenya,2009-11-29,1,1,-0.8515172995139934,1,-3.219793069,40.11219331
1071,malindi,kwa haidari,kenya,2009-11-29,4,1,0.4865536511938282,1,-3.219793069,40.11219331
1072,malindi,kwa haidari,kenya,2009-11-29,4,1,0.3718030153509915,1,-3.219793069,40.11219331
1073,malindi,musufini,kenya,2009-11-28,2,1,2.918040347200733,1,-3.223163803,40.08609972
1074,malindi,gongoni,kenya,2009-11-27,6,2,-0.6869049100545249,0,-3.826004893,39.76446172
1075,malindi,gongoni,kenya,2009-11-27,4,1,2.919526459656655,1,-3.826004893,39.76446172
1076,malindi,kwa haidari,kenya,2009-11-28,7,1,0.45158182113760204,1,-3.219793069,40.11219331
1077,malindi,kwa haidari,kenya,2009-11-28,3,1,-1.7683219670655421,1,-3.219793069,40.11219331
1078,malindi,gongoni,kenya,2009-11-27,7,1,-0.8355037181095047,1,-3.826004893,39.76446172
1079,malindi,kwa haidari,kenya,2009-11-28,3,1,0.22324263533060387,0,-3.219793069,40.11219331
1080,malindi,kwa haidari,kenya,2009-11-28,4,1,0.8024691472914168,0,-3.219793069,40.11219331
1081,malindi,gongoni,kenya,2009-11-27,7,1,2.182167399949273,0,-3.826004893,39.76446172
1082,malindi,gongoni,kenya,2009-11-27,7,1,2.3227345397789096,0,-3.826004893,39.76446172
1083,malindi,gongoni,kenya,2009-11-27,4,1,-1.0566870608278347,1,-3.826004893,39.76446172
1084,malindi,barani,kenya,2009-11-26,5,1,-0.952610435791285,0,-3.22414082,40.08627707
1085,malindi,barani,kenya,2009-11-26,8,1,2.6160332589385518,1,-3.22414082,40.08627707
1086,malindi,barani,kenya,2009-11-30,9,1,-0.16098564947903257,0,-3.22414082,40.08627707
1087,malindi,barani,kenya,2009-11-30,2,0,-1.5818808988371447,NA,-3.22414082,40.08627707
1088,malindi,barani,kenya,2009-11-30,6,1,-1.7683219670655421,1,-3.22414082,40.08627707
1089,malindi,majengo,kenya,2009-11-26,16,1,-1.8054558281508684,1,-1.280655187,36.84627548
1090,malindi,majengo,kenya,2009-11-26,4,2,-0.9393277735259472,0,-1.280655187,36.84627548
1091,malindi,barani,kenya,2009-11-28,11,1,2.090698397651111,1,-3.22414082,40.08627707
1092,malindi,barani,kenya,2009-11-28,5,1,-0.7457525615995678,0,-3.22414082,40.08627707
1093,malindi,gongoni,kenya,2009-11-27,5,3,-0.4232670276486987,1,-3.826004893,39.76446172
1094,malindi,gongoni,kenya,2009-11-27,4,6,2.171551340984579,1,-3.826004893,39.76446172
1095,malindi,gongoni,kenya,2009-11-27,11,1,2.2771466507579894,0,-3.826004893,39.76446172
1096,malindi,kwa haidari,kenya,2009-11-29,2,1,1.6665505354581773,0,-3.219793069,40.11219331
1097,malindi,majengo,kenya,2009-11-26,1,2,-0.3548169849595006,0,-1.280655187,36.84627548
1098,malindi,majengo,kenya,2009-11-26,3,2,-1.6073189892017818,1,-1.280655187,36.84627548
1099,malindi,majengo,kenya,2009-11-26,5,2,-2.599801914356763,1,-1.280655187,36.84627548
1100,malindi,musufini,kenya,2009-11-28,2,1,2.9068271897555102,1,-3.223163803,40.08609972
1101,malindi,gongoni,kenya,2009-11-28,4,0,-1.5949005120512592,NA,-3.826004893,39.76446172
1102,malindi,gongoni,kenya,2009-11-27,4,0,0.2595458383189776,NA,-3.826004893,39.76446172
1103,malindi,gongoni,kenya,2009-11-29,1,0,2.1023885941626625,NA,-3.826004893,39.76446172
1104,malindi,gongoni,kenya,2009-11-27,8,0,2.257028632898804,NA,-3.826004893,39.76446172
1105,malindi,kwa haidari,kenya,2009-11-29,3,0,1.4581176230632396,NA,-3.219793069,40.11219331
1106,malindi,kwa haidari,kenya,2009-11-20,6,0,1.6665505354581773,NA,-3.219793069,40.11219331
1107,malindi,musufini,kenya,2009-11-27,4,0,-0.20233463414254568,NA,-3.223163803,40.08609972
1108,malindi,majengo,kenya,2009-11-26,9,0,-2.954143321486412,NA,-1.280655187,36.84627548
1109,malindi,majengo,kenya,2009-11-26,2,0,-2.280184543888071,NA,-1.280655187,36.84627548
1110,malindi,musufini,kenya,2009-11-27,3,1,-0.8265864227056777,1,-3.223163803,40.08609972
1111,malindi,majengo,kenya,2009-11-26,12,1,0.7067345803474842,1,-1.280655187,36.84627548
1112,malindi,majengo,kenya,2009-11-26,7,1,-1.423378342583423,0,-1.280655187,36.84627548
1113,malindi,barani,kenya,2009-11-30,3,1,-0.640376817855373,1,-3.22414082,40.08627707
1114,malindi,barani,kenya,2009-11-26,3,1,-1.6117979510071236,1,-3.22414082,40.08627707
1115,malindi,barani,kenya,2009-11-30,3,1,-2.2323592321517816,1,-3.22414082,40.08627707
1116,malindi,kwa haidari,kenya,2009-11-28,4,1,-2.0776234340332804,0,-3.219793069,40.11219331
1117,malindi,musufini,kenya,2009-11-27,5,3,0.3718030153509915,0,-3.223163803,40.08609972
1118,malindi,musufini,kenya,2009-11-27,8,1,-1.3284084943602197,0,-3.223163803,40.08609972
1119,malindi,musufini,kenya,2009-11-27,4,6,-0.0336591899461601,0,-3.223163803,40.08609972
1120,malindi,kwa haidari,kenya,2009-11-28,6,1,0.5862771584270914,1,-3.219793069,40.11219331
1121,malindi,kwa haidari,kenya,2009-11-28,8,2,0.8562620209502125,0,-3.219793069,40.11219331
1122,malindi,kwa haidari,kenya,2009-11-28,4,1,-1.798239019235521,0,-3.219793069,40.11219331
1123,malindi,gongoni,kenya,2009-11-27,5,2,0.21557210239603472,1,-3.826004893,39.76446172
1124,malindi,gongoni,kenya,2009-11-27,11,1,2.9643334353870396,1,-3.826004893,39.76446172
1125,malindi,barani,kenya,2009-11-26,3,2,2.3168627372387625,0,-3.22414082,40.08627707
1126,malindi,barani,kenya,2009-11-26,8,3,-0.9982332453181565,1,-3.22414082,40.08627707
1127,malindi,barani,kenya,2009-11-26,10,2,-0.5683803813545408,1,-3.22414082,40.08627707
1128,malindi,barani,kenya,2009-11-26,7,1,0.1846774706475197,0,-3.22414082,40.08627707
1129,malindi,majengo,kenya,2009-11-26,2,1,-2.4257650159371456,1,-1.280655187,36.84627548
1130,malindi,majengo,kenya,2009-11-26,2,1,-1.776410340466592,1,-1.280655187,36.84627548
1131,malindi,majengo,kenya,2009-11-26,1,1,-2.416188042418931,1,-1.280655187,36.84627548
1132,malindi,majengo,kenya,2009-11-26,9,2,-2.19640094930064,1,-1.280655187,36.84627548
1133,malindi,musufini,kenya,2009-11-28,3,1,-1.6117979510071236,1,-3.223163803,40.08609972
1134,malindi,musufini,kenya,2009-11-27,1,1,-1.4183235646971755,1,-3.223163803,40.08609972
1135,malindi,musufini,kenya,2009-11-26,3,3,-1.7183916109243265,1,-3.223163803,40.08609972
1136,malindi,musufini,kenya,2009-11-30,7,2,-2.1508497653866994,0,-3.223163803,40.08609972
1137,malindi,barani,kenya,2009-11-26,7,2,-2.0468156884507454,1,-3.22414082,40.08627707
1138,malindi,barani,kenya,2009-11-30,4,1,-0.8055866659395258,1,-3.22414082,40.08627707
1139,malindi,barani,kenya,2009-11-26,8,1,-2.4837217210213076,1,-3.22414082,40.08627707
1140,malindi,kwa haidari,kenya,2009-11-28,6,1,0.8849323417835886,1,-3.219793069,40.11219331
1141,malindi,kwa haidari,kenya,2009-11-28,2,1,-0.5805427135154151,0,-3.219793069,40.11219331
1142,thika,githuguchu,kenya,2009-11-19,3,0,-0.7332853035801997,NA,-1.016283022,36.91457325
1143,malindi,musufini,kenya,2009-11-27,2,2,-0.7517937922807302,1,-3.223163803,40.08609972
1144,malindi,gongoni,kenya,2009-11-27,4,1,0.8562620209502125,1,-3.826004893,39.76446172
1145,malindi,gongoni,kenya,2009-11-27,4,0,-2.226318001470619,NA,-3.826004893,39.76446172
1146,malindi,musufini,kenya,2009-11-29,9,0,-0.5064161442397362,NA,-3.223163803,40.08609972
1147,malindi,barani,kenya,2009-11-30,5,1,-0.8953378224494625,1,-3.22414082,40.08627707
1148,malindi,kwa haidari,kenya,2009-11-28,1,2,-0.9850889789593994,0,-3.219793069,40.11219331
1149,malindi,kwa haidari,kenya,2009-11-28,6,1,2.7509829501550223,0,-3.219793069,40.11219331
1150,malindi,musufini,kenya,2009-11-29,5,1,-2.5085621577296617,0,-3.223163803,40.08609972
1151,malindi,musufini,kenya,2009-11-29,1,1,-0.8565034748756565,0,-3.223163803,40.08609972
