house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long
273,kiambu,sigona/nyathuwa,kenya,2009-11-09,1,4,-1.252636500049862,1,-1.213613261,36.66018801
274,kiambu,sigona/nyathuwa,kenya,2009-11-11,1,0,-1.06405076009211,NA,-1.213613261,36.66018801
275,kiambu,sigona/nyathuwa,kenya,2009-11-10,5,0,-0.5180729620448828,NA,-1.213613261,36.66018801
276,kiambu,sigona/nyathuwa,kenya,2009-11-12,2,5,2.7848311223671653,1,-1.213613261,36.66018801
277,kiambu,sigona/nyathuwa,kenya,2009-11-11,3,0,-0.17538859374660823,NA,-1.213613261,36.66018801
278,kiambu,sigona/nyathuwa,kenya,2009-11-10,2,3,-0.3974523851510806,0,-1.213613261,36.66018801
279,kiambu,sigona/nyathuwa,kenya,2009-11-09,4,1,-0.17538859374660823,1,-1.213613261,36.66018801
280,kiambu,sigona/nyathuwa,kenya,2009-11-09,4,4,-1.512679186339649,1,-1.213613261,36.66018801
281,kiambu,sigona/nyathuwa,kenya,2009-11-11,4,3,-0.15544389229995562,1,-1.213613261,36.66018801
282,kiambu,sigona/nyathuwa,kenya,2009-11-10,8,2,-0.40688850397112886,0,-1.213613261,36.66018801
283,kiambu,sigona/nyathuwa,kenya,2009-11-11,4,1,-0.11555448940665033,0,-1.213613261,36.66018801
284,kiambu,sigona/nyathuwa,kenya,2009-11-11,2,1,-1.0540784093687838,1,-1.213613261,36.66018801
285,kiambu,sigona/nyathuwa,kenya,2009-11-11,3,1,-1.5220467944971867,1,-1.213613261,36.66018801
286,kiambu,sigona/nyathuwa,kenya,2009-11-08,3,5,-1.5276377124246385,1,-1.213613261,36.66018801
287,kiambu,sigona/nyathuwa,kenya,2009-11-11,3,1,-0.17538859374660823,1,-1.213613261,36.66018801
288,kiambu,sigona/nyathuwa,kenya,2009-11-12,2,1,-0.8845773735571193,0,-1.213613261,36.66018801
289,kiambu,mbwa kali,kenya,2009-11-08,3,0,-1.6119640825411747,1,-1.170804963,36.83215946
290,kiambu,mbwa kali,kenya,2009-11-08,2,0,-0.06650976044391851,NA,-1.170804963,36.83215946
291,kiambu,mbwa kali,kenya,2009-11-06,4,0,-0.603467575981706,NA,-1.170804963,36.83215946
292,kiambu,mbwa kali,kenya,2009-11-08,4,4,-2.20548944247259,1,-1.170804963,36.83215946
293,kiambu,mbwa kali,kenya,2009-11-06,2,2,-0.7231357846616219,0,-1.170804963,36.83215946
294,kiambu,mbwa kali,kenya,2009-11-08,4,3,-0.603467575981706,0,-1.170804963,36.83215946
295,kiambu,mbwa kali,kenya,2009-11-07,1,3,-0.6028379431931566,1,-1.170804963,36.83215946
296,kiambu,mbwa kali,kenya,2009-11-07,4,4,-0.7349896250459824,1,-1.170804963,36.83215946
297,kiambu,mbwa kali,kenya,2009-11-08,1,1,0.30094888077138604,0,-1.170804963,36.83215946
298,kiambu,mbwa kali,kenya,2009-11-08,5,0,-0.5180729620448828,NA,-1.170804963,36.83215946
299,kiambu,mbwa kali,kenya,2009-11-09,3,2,-0.25789431871103696,1,-1.170804963,36.83215946
300,kiambu,mbwa kali,kenya,2009-11-06,6,0,-0.34160424453981164,NA,-1.170804963,36.83215946
301,kiambu,mbwa kali,kenya,2009-11-06,7,0,-0.025803332896713493,NA,-1.170804963,36.83215946
302,kiambu,mbwa kali,kenya,2009-11-11,3,0,-0.3950346635867682,NA,-1.170804963,36.83215946
303,kiambu,mbwa kali,kenya,2009-11-08,1,0,-0.12634386478387635,NA,-1.170804963,36.83215946
304,kiambu,mbwa kali,kenya,2009-11-12,4,2,-0.5266696931346756,0,-1.170804963,36.83215946
305,kiambu,mbwa kali,kenya,2009-11-08,8,1,-0.8796598007200404,0,-1.170804963,36.83215946
306,kiambu,mbwa kali,kenya,2009-11-08,1,0,-0.8128869411715586,1,-1.170804963,36.83215946
307,kiambu,mbwa kali,kenya,2009-11-08,3,1,0.0796986051618713,0,-1.170804963,36.83215946
308,kiambu,mbwa kali,kenya,2009-11-08,5,1,-1.0316875814949347,1,-1.170804963,36.83215946
309,kisii,nyokabaria,kenya,2009-11-09,5,5,-0.5750578233210333,1,-0.674091366,34.77188889
310,kisii,nyokabaria,kenya,2009-11-10,11,2,-0.4861614397302386,1,-0.674091366,34.77188889
311,kisii,nyokabaria,kenya,2009-11-08,3,6,-0.2621681833067482,1,-0.674091366,34.77188889
312,kisii,nyokabaria,kenya,2009-11-10,3,0,2.002876451963949,NA,-0.674091366,34.77188889
313,kisii,bomakombi,kenya,2009-11-09,7,0,0.4505341416212808,NA,-0.70441522,34.69546123
314,rachuonyo,atandi,kenya,2009-11-17,7,5,1.2544817712624978,1,-1.298984456,36.8069776
315,rachuonyo,atandi,kenya,2009-11-17,5,2,-0.5945502805778787,0,-1.298984456,36.8069776
316,rachuonyo,atandi,kenya,2009-11-17,6,6,-2.441187521751831,0,-1.298984456,36.8069776
317,rachuonyo,atandi,kenya,2009-11-17,4,4,0.2750450714452183,1,-1.298984456,36.8069776
318,rachuonyo,atandi,kenya,2009-11-17,11,3,-0.39353241402838657,1,-1.298984456,36.8069776
319,rachuonyo,nyabola,kenya,2009-11-17,4,1,0.5938668067554639,1,-0.425136583,34.68950586
320,rachuonyo,nyabola,kenya,2009-11-17,3,1,-0.2429357926260475,1,-0.425136583,34.68950586
321,rachuonyo,nyabola,kenya,2009-11-17,6,3,-1.2457864457094663,1,-0.425136583,34.68950586
322,rachuonyo,nyabola,kenya,2009-11-17,1,1,0.38875935478334,1,-0.425136583,34.68950586
323,rachuonyo,atandi,kenya,2009-11-17,3,2,0.25218737410078074,1,-1.298984456,36.8069776
324,rachuonyo,atandi,kenya,2009-11-17,3,1,-0.2621681833067482,0,-1.298984456,36.8069776
325,rachuonyo,nyabola,kenya,2009-11-17,4,1,2.8247205252604703,1,-0.425136583,34.68950586
326,rachuonyo,atandi,kenya,2009-11-17,5,1,0.3579379726200933,1,-1.298984456,36.8069776
327,rachuonyo,atandi,kenya,2009-11-17,6,1,-0.7186568228562801,0,-1.298984456,36.8069776
328,rachuonyo,atandi,kenya,2009-11-17,4,3,2.573275913589298,1,-1.298984456,36.8069776
329,rachuonyo,nyabola,kenya,2009-11-17,8,2,1.8800941478957685,1,-0.425136583,34.68950586
330,rachuonyo,nyabola,kenya,2009-11-17,6,1,3.4007815070117284,1,-0.425136583,34.68950586
331,rachuonyo,nyabola,kenya,2009-11-17,8,1,2.9044993310470812,1,-0.425136583,34.68950586
332,rachuonyo,atandi,kenya,2009-11-17,8,1,2.8076515242854243,1,-1.298984456,36.8069776
333,rachuonyo,nyabola,kenya,2009-11-17,7,1,1.6120796696483248,1,-0.425136583,34.68950586
334,rachuonyo,nyabola,kenya,2009-11-17,2,2,3.1663626624889756,1,-0.425136583,34.68950586
335,rachuonyo,atandi,kenya,2009-11-17,3,1,0.10353599861609561,0,-1.298984456,36.8069776
336,rachuonyo,atandi,kenya,2009-11-17,3,2,-1.3173592507420167,0,-1.298984456,36.8069776
337,rachuonyo,atandi,kenya,2009-11-17,3,1,1.2436434799871394,1,-1.298984456,36.8069776
338,rachuonyo,atandi,kenya,2009-11-17,1,2,1.3253540639226988,1,-1.298984456,36.8069776
339,rachuonyo,atandi,kenya,2009-11-17,1,0,-0.45828409120542346,NA,-1.298984456,36.8069776
340,rachuonyo,atandi,kenya,2009-11-17,1,0,1.3253540639226988,NA,-1.298984456,36.8069776
341,rachuonyo,atandi,kenya,2009-11-17,8,0,-1.676686833233329,NA,-1.298984456,36.8069776
342,rachuonyo,atandi,kenya,2009-11-17,4,0,0.8024691472914168,NA,-1.298984456,36.8069776
343,rachuonyo,atandi,kenya,2009-11-17,5,2,-1.2874421985720377,1,-1.298984456,36.8069776
344,rachuonyo,nyabola,kenya,2009-11-17,3,0,2.804775823813818,NA,-0.425136583,34.68950586
345,rachuonyo,nyabola,kenya,2009-11-17,3,0,2.804775823813818,NA,-0.425136583,34.68950586
346,rachuonyo,nyabola,kenya,2009-11-17,8,0,1.711803176881588,NA,-0.425136583,34.68950586
347,rachuonyo,nyabola,kenya,2009-11-17,4,0,2.8247205252604703,1,-0.425136583,34.68950586
348,rachuonyo,nyabola,kenya,2009-11-17,7,0,1.3103269353131253,NA,-0.425136583,34.68950586
349,rachuonyo,nyabola,kenya,2009-11-17,8,0,1.6479801322522996,NA,-0.425136583,34.68950586
350,rachuonyo,nyabola,kenya,2009-11-17,7,0,1.825246218917474,NA,-0.425136583,34.68950586
351,rachuonyo,atandi,kenya,2009-11-17,5,2,-0.45176408222609726,1,-1.298984456,36.8069776
352,rachuonyo,atandi,kenya,2009-11-18,6,1,-0.224988904526754,0,-1.298984456,36.8069776
353,rachuonyo,atandi,kenya,2009-11-18,1,1,-0.9393277735259472,1,-1.298984456,36.8069776
354,rachuonyo,atandi,kenya,2009-11-18,6,0,1.504932114189083,NA,-1.298984456,36.8069776
356,rachuonyo,atandi,kenya,2009-11-18,5,0,2.8446652267071237,NA,-1.298984456,36.8069776
357,rachuonyo,atandi,kenya,2009-11-18,9,0,-0.9078661520566171,NA,-1.298984456,36.8069776
358,rachuonyo,karianya,kenya,2009-11-18,6,1,0.2360599985451808,1,-0.502554,34.73417442
359,rachuonyo,karianya,kenya,2009-11-20,6,1,1.6719137739882828,0,-0.502554,34.73417442
360,rachuonyo,karianya,kenya,2009-11-20,3,1,-1.6312526309377653,1,-0.502554,34.73417442
361,rachuonyo,karianya,kenya,2009-11-18,4,1,3.2062520653822806,1,-0.502554,34.73417442
362,rachuonyo,karianya,kenya,2009-11-18,5,1,3.2760585204455652,1,-0.502554,34.73417442
363,rachuonyo,karianya,kenya,2009-11-18,3,2,2.804775823813818,0,-0.502554,34.73417442
364,rachuonyo,nyabola,kenya,2009-11-18,6,1,3.2461414682755865,1,-0.425136583,34.68950586
365,rachuonyo,nyabola,kenya,2009-11-18,7,1,3.266086169722239,0,-0.425136583,34.68950586
366,rachuonyo,karianya,kenya,2009-11-18,11,0,3.4555608334654386,NA,-0.502554,34.73417442
367,rachuonyo,karianya,kenya,2009-11-18,9,0,2.511789295305156,NA,-0.502554,34.73417442
368,rachuonyo,karianya,kenya,2009-11-18,5,0,3.0527356844902225,1,-0.502554,34.73417442
369,rachuonyo,karianya,kenya,2009-11-18,5,0,2.957929750094038,1,-0.502554,34.73417442
370,rachuonyo,karianya,kenya,2009-11-18,6,0,3.305975572615544,NA,-0.502554,34.73417442
371,rachuonyo,karianya,kenya,2009-11-18,7,0,1.4235914587000398,NA,-0.502554,34.73417442
372,rachuonyo,ayuang,kenya,2009-11-20,2,4,3.2811132983318125,0,-0.495313912,34.73284732
373,rachuonyo,ayuang,kenya,2009-11-20,4,2,3.2461414682755865,1,-0.495313912,34.73284732
374,rachuonyo,ayuang,kenya,2009-11-19,6,1,3.34094740267177,1,-0.495313912,34.73284732
375,rachuonyo,ayuang,kenya,2009-11-19,4,6,0.38226836415097054,1,-0.495313912,34.73284732
376,rachuonyo,ayuang,kenya,2009-11-19,2,3,-0.6928426098544279,1,-0.495313912,34.73284732
377,rachuonyo,ayuang,kenya,2009-11-10,5,1,1.3837020558067343,1,-0.495313912,34.73284732
378,rachuonyo,ayuang,kenya,2009-11-19,4,6,1.3637573543600818,1,-0.495313912,34.73284732
379,rachuonyo,ayuang,kenya,2009-11-19,6,5,1.403646757253387,1,-0.495313912,34.73284732
380,rachuonyo,ayuang,kenya,2009-11-19,9,3,0.012668560065253631,1,-0.495313912,34.73284732
381,rachuonyo,ayuang,kenya,2009-11-20,3,1,-1.8339302530741064,1,-0.495313912,34.73284732
382,rachuonyo,ayuang,kenya,2009-11-20,4,0,1.8803266642473717,NA,-0.495313912,34.73284732
383,rachuonyo,ayuang,kenya,2009-11-20,6,0,3.4007815070117284,NA,-0.495313912,34.73284732
384,rachuonyo,ayuang,kenya,2009-11-20,8,0,2.6634224473043457,1,-0.495313912,34.73284732
385,rachuonyo,ayuang,kenya,2009-11-19,3,0,3.3110303505017913,NA,-0.495313912,34.73284732
386,rachuonyo,ayuang,kenya,2009-11-20,5,0,0.32061361465890503,1,-0.495313912,34.73284732
387,rachuonyo,ayuang,kenya,2009-11-20,9,0,0.9844850704221165,NA,-0.495313912,34.73284732
388,rachuonyo,ayuang,kenya,2009-11-20,6,0,2.3810825316629454,1,-0.495313912,34.73284732
389,rachuonyo,ayuang,kenya,2009-11-20,7,1,3.266086169722239,1,-0.495313912,34.73284732
390,rachuonyo,ayuang,kenya,2009-11-20,5,1,3.42564378129546,1,-0.495313912,34.73284732
400,rachuonyo,ayuang,kenya,2009-11-19,7,5,1.0003292236855899,1,-0.495313912,34.73284732
401,rachuonyo,ayuang,kenya,2009-11-19,6,2,3.2461414682755865,1,-0.495313912,34.73284732
402,rachuonyo,ayuang,kenya,2009-11-19,3,2,3.186307363935628,1,-0.495313912,34.73284732
403,rachuonyo,ayuang,kenya,2009-11-19,4,3,3.301057999778465,1,-0.495313912,34.73284732
404,rachuonyo,ayuang,kenya,2009-11-18,3,1,3.0427633337668962,1,-0.495313912,34.73284732
405,rachuonyo,karianya,kenya,2009-11-18,7,1,2.997819152987343,1,-0.502554,34.73417442
406,rachuonyo,karianya,kenya,2009-11-18,6,1,-1.612359459746287,1,-0.502554,34.73417442
407,rachuonyo,karianya,kenya,2009-11-18,3,1,-2.227428614063908,1,-0.502554,34.73417442
408,nakuru,morop,kenya,2009-11-10,6,1,1.5297186512263041,0,-0.110336674,35.94205931
409,nakuru,morop,kenya,2009-11-12,2,1,2.2914246468741255,1,-0.110336674,35.94205931
410,nakuru,morop,kenya,2009-11-12,5,1,1.4698845468863462,1,-0.110336674,35.94205931
411,nakuru,london,kenya,2009-11-10,4,2,-3.0642345566481133,1,-0.275922368,36.07027959
412,nakuru,london,kenya,2009-11-10,1,1,-0.6756917526093028,0,-0.275922368,36.07027959
413,nakuru,london,kenya,2009-11-12,1,3,-1.6551862726737483,0,-0.275922368,36.07027959
414,nakuru,london,kenya,2009-11-12,1,4,-3.094151608818092,0,-0.275922368,36.07027959
415,nakuru,london,kenya,2009-11-14,2,4,-2.675591779854043,0,-0.275922368,36.07027959
416,nakuru,london,kenya,2009-11-10,5,2,-3.029331329116471,0,-0.275922368,36.07027959
418,nakuru,plant breeding,kenya,2009-11-12,2,1,-0.2707501099602062,0,-0.275922368,36.07027959
419,nakuru,plant breeding,kenya,2009-11-14,1,2,-0.9872102385178675,0,-0.275922368,36.07027959
420,nakuru,plant breeding,kenya,2009-11-14,2,1,-1.676686833233329,0,-0.275922368,36.07027959
421,rachuonyo,karianya,kenya,2009-11-18,7,0,2.704266079900719,NA,-0.502554,34.73417442
422,nakuru,plant breeding,kenya,2009-11-14,3,3,-1.616852728893371,1,-0.275922368,36.07027959
423,nakuru,plant breeding,kenya,2009-11-14,1,1,-1.7365209375732868,0,-0.275922368,36.07027959
424,nakuru,plant breeding,kenya,2009-11-14,3,1,-0.2357782799039799,1,-0.275922368,36.07027959
425,nakuru,plant breeding,kenya,2009-11-14,6,1,-2.110215970559786,0,-0.275922368,36.07027959
426,nakuru,ngondu,kenya,2009-11-14,3,3,-2.4056152172808623,1,-0.369182194,35.94336408
427,nakuru,ngondu,kenya,2009-11-11,2,2,0.33590255274701686,1,-0.369182194,35.94336408
428,nakuru,ngondu,kenya,2009-11-12,1,4,2.425572142400437,0,-0.369182194,35.94336408
429,nakuru,morop,kenya,2009-11-13,4,1,2.984278136833692,1,-0.110336674,35.94205931
430,nakuru,morop,kenya,2009-11-10,2,1,0.044331397900532976,1,-0.110336674,35.94205931
431,nakuru,plant breeding,kenya,2009-11-14,6,0,-0.031413692600374604,NA,-0.275922368,36.07027959
432,nakuru,plant breeding,kenya,2009-11-14,6,0,-0.688039716818078,NA,-0.275922368,36.07027959
433,nakuru,london,kenya,2009-11-10,6,0,-2.6277244963820765,NA,-0.275922368,36.07027959
434,nakuru,london,kenya,2009-11-10,4,0,-2.969428622251929,NA,-0.275922368,36.07027959
435,nakuru,london,kenya,2009-11-10,5,0,-3.044289855201461,NA,-0.275922368,36.07027959
436,nakuru,london,kenya,2009-11-10,2,0,-0.6457747004393238,NA,-0.275922368,36.07027959
437,nakuru,london,kenya,2009-11-10,3,0,-1.0948534394405731,NA,-0.275922368,36.07027959
438,nakuru,ngondu,kenya,2009-11-12,2,0,3.2811132983318125,NA,-0.369182194,35.94336408
439,nakuru,ngondu,kenya,2009-11-12,1,0,1.5106514521711645,NA,-0.369182194,35.94336408
440,nakuru,ngondu,kenya,2009-11-13,4,0,1.4689069984404657,NA,-0.369182194,35.94336408
441,nakuru,ngondu,kenya,2009-11-13,5,0,-0.14602712339404297,NA,-0.369182194,35.94336408
442,nakuru,ngondu,kenya,2009-11-12,1,0,-0.2656953320739589,NA,-0.369182194,35.94336408
443,nakuru,ngondu,kenya,2009-11-11,2,0,-0.2357782799039799,NA,-0.369182194,35.94336408
444,nakuru,ngondu,kenya,2009-11-13,5,0,1.3292940883138973,NA,-0.369182194,35.94336408
445,nakuru,plant breeding,kenya,2009-11-14,2,0,-0.2707501099602062,NA,-0.275922368,36.07027959
446,nakuru,plant breeding,kenya,2009-11-14,1,0,-0.2357782799039799,1,-0.275922368,36.07027959
447,nakuru,morop,kenya,2009-11-10,1,0,-1.7664379897432658,NA,-0.110336674,35.94205931
448,nakuru,plant breeding,kenya,2009-11-14,1,0,-1.7365209375732868,NA,-0.275922368,36.07027959
449,nakuru,morop,kenya,2009-11-10,11,0,-1.0331472551272163,NA,-0.110336674,35.94205931
450,nakuru,morop,kenya,2009-11-11,6,1,1.5297186512263041,1,-0.110336674,35.94205931
451,nakuru,morop,kenya,2009-11-11,8,1,2.7894943412772633,1,-0.110336674,35.94205931
452,nakuru,london,kenya,2009-11-10,5,0,-1.7072684454991423,NA,-0.275922368,36.07027959
453,nakuru,plant breeding,kenya,2009-11-14,4,1,-2.922737669199268,0,-0.275922368,36.07027959
454,nakuru,plant breeding,kenya,2009-11-14,6,1,-2.8743212818731756,0,-0.275922368,36.07027959
455,nakuru,plant breeding,kenya,2009-11-14,4,1,-3.1136576992330074,0,-0.275922368,36.07027959
456,nakuru,plant breeding,kenya,2009-11-14,4,4,-0.9436156646464948,0,-0.275922368,36.07027959
457,nakuru,plant breeding,kenya,2009-11-14,5,1,-2.170050074899744,1,-0.275922368,36.07027959
458,nakuru,london,kenya,2009-11-10,5,1,-2.90522478683807,1,-0.275922368,36.07027959
459,nakuru,london,kenya,2009-11-10,5,1,-3.029331329116471,1,-0.275922368,36.07027959
460,nakuru,london,kenya,2009-11-10,3,2,-3.0784807719671505,0,-0.275922368,36.07027959
461,nakuru,section 58,kenya,2009-11-14,7,0,-3.1938172958041893,NA,-0.283812727,36.09431466
462,nakuru,section 58,kenya,2009-11-11,4,3,-2.961450741673268,1,-0.283812727,36.09431466
463,nakuru,section 58,kenya,2009-11-13,5,2,-2.9494839208052763,1,-0.283812727,36.09431466
464,nakuru,section 58,kenya,2009-11-10,7,1,-2.335072181628666,1,-0.283812727,36.09431466
465,nakuru,section 58,kenya,2009-11-12,2,1,-2.312518828722963,1,-0.283812727,36.09431466
466,nakuru,section 58,kenya,2009-11-13,4,3,-2.975127108379544,1,-0.283812727,36.09431466
467,nakuru,section 58,kenya,2009-11-11,4,2,-3.6638379713244236,0,-0.283812727,36.09431466
468,nakuru,morop,kenya,2009-11-10,6,1,1.5297186512263041,0,-0.110336674,35.94205931
469,nakuru,section 58,kenya,2009-11-11,4,3,-2.961450741673268,1,-0.283812727,36.09431466
470,nairobi,kileleshwa,kenya,2009-11-24,4,0,-2.90522478683807,NA,-1.277725066,36.79054034
471,nairobi,kileleshwa,kenya,2009-11-24,1,0,-3.7945443683245825,NA,-1.277725066,36.79054034
472,nairobi,kileleshwa,kenya,2009-11-23,4,1,-3.5040532556919883,0,-1.277725066,36.79054034
473,nairobi,kileleshwa,kenya,2009-11-24,2,2,-3.782577547456591,1,-1.277725066,36.79054034
474,nairobi,kileleshwa,kenya,2009-11-24,5,1,-3.7637725432354614,1,-1.277725066,36.79054034
475,nairobi,kileleshwa,kenya,2009-11-23,1,4,-3.7865664877459215,0,-1.277725066,36.79054034
476,nairobi,kileleshwa,kenya,2009-11-24,1,0,-3.1137009330596332,NA,-1.277725066,36.79054034
477,nairobi,kileleshwa,kenya,2009-11-23,2,1,-3.766621786299269,0,-1.277725066,36.79054034
478,nairobi,kileleshwa,kenya,2009-11-23,1,1,-3.1265531526487473,1,-1.277725066,36.79054034
479,nairobi,kileleshwa,kenya,2009-11-23,2,1,-3.6877716130604066,0,-1.277725066,36.79054034
480,nairobi,kileleshwa,kenya,2009-11-23,5,1,-3.383604133721536,0,-1.277725066,36.79054034
481,nairobi,kileleshwa,kenya,2009-11-23,1,0,-3.0742069073714395,NA,-1.277725066,36.79054034
482,nairobi,kileleshwa,kenya,2009-11-23,3,0,-3.4784100681177206,NA,-1.277725066,36.79054034
484,machakos,makadara,kenya,2009-12-11,5,1,-3.1778615346468673,0,-1.296292895,36.87271104
485,machakos,makadara,kenya,2009-11-12,3,2,-1.5220467944971867,0,-1.296292895,36.87271104
486,machakos,makadara,kenya,2009-11-12,6,0,1.1904043727062286,NA,-1.296292895,36.87271104
487,machakos,makadara,kenya,2009-11-12,4,0,-1.676686833233329,NA,-1.296292895,36.87271104
488,machakos,makadara,kenya,2009-11-12,4,0,-1.7165762361266343,NA,-1.296292895,36.87271104
489,machakos,makadara,kenya,2009-11-12,2,0,-0.7231357846616219,NA,-1.296292895,36.87271104
490,machakos,makadara,kenya,2009-11-12,2,0,-1.9864794367885379,NA,-1.296292895,36.87271104
491,machakos,makadara,kenya,2009-11-12,3,0,-1.2537797777622912,NA,-1.296292895,36.87271104
492,machakos,makadara,kenya,2009-11-12,2,0,1.3851881682626568,NA,-1.296292895,36.87271104
493,machakos,makadara,kenya,2009-11-12,1,0,0.6229668342715431,NA,-1.296292895,36.87271104
494,thika,mabanda,kenya,2009-11-18,8,2,-0.7033682514102205,1,-1.041188884,37.0787284
495,thika,mabanda,kenya,2009-11-18,4,1,1.2305481295265146,0,-1.041188884,37.0787284
496,thika,mabanda,kenya,2009-11-18,5,1,1.3202992860364515,1,-1.041188884,37.0787284
497,thika,muirini,kenya,2009-11-21,1,1,-0.5147028722666839,0,-0.923809304,37.00615886
498,thika,githuguchu,kenya,2009-11-19,4,1,-0.9592724749725997,0,-1.016283022,36.91457325
499,thika,githuguchu,kenya,2009-11-19,2,1,-1.0540784093687838,1,-1.016283022,36.91457325
500,thika,githuguchu,kenya,2009-11-19,5,5,-0.2449336059734065,1,-1.016283022,36.91457325
501,nakuru,section 58,kenya,2009-11-12,1,8,-2.453687597962459,1,-0.283812727,36.09431466
502,nakuru,section 58,kenya,2009-11-10,3,7,-3.383604133721536,1,-0.283812727,36.09431466
503,nakuru,section 58,kenya,2009-11-11,1,0,-1.0150060311293783,NA,-0.283812727,36.09431466
504,nakuru,section 58,kenya,2009-11-11,3,0,-0.09642681261389738,NA,-0.283812727,36.09431466
505,nakuru,section 58,kenya,2009-11-15,2,0,-0.06650976044391851,NA,-0.283812727,36.09431466
506,nairobi,kileleshwa,kenya,2009-11-23,2,0,-3.514310530721695,NA,-1.277725066,36.79054034
507,garissa,kamour,kenya,2009-11-15,8,2,2.4703791181308214,0,-0.448509961,39.65421677
508,garissa,kamour,kenya,2009-11-15,7,1,-0.9543549021355208,1,-0.448509961,39.65421677
509,garissa,kamour,kenya,2009-11-15,8,2,2.9044993310470812,0,-0.448509961,39.65421677
510,garissa,kamour,kenya,2009-11-14,4,2,-2.2323592321517816,1,-0.448509961,39.65421677
511,garissa,kamour,kenya,2009-11-14,8,1,2.9044993310470812,0,-0.448509961,39.65421677
512,garissa,hidaya,kenya,2009-11-10,8,1,-0.19067007628316282,0,-0.448244644,39.65445633
513,garissa,hidaya,kenya,2009-11-10,4,1,0.8163726180569072,1,-0.448244644,39.65445633
514,garissa,hidaya,kenya,2009-11-13,3,1,-1.483212446923381,1,-0.448244644,39.65445633
515,garissa,hidaya,kenya,2009-11-13,4,1,-2.244326053019773,1,-0.448244644,39.65445633
516,garissa,hidaya,kenya,2009-11-11,1,2,0.5760433648672793,0,-0.448244644,39.65445633
517,garissa,hidaya,kenya,2009-11-11,1,3,0.5760433648672793,0,-0.448244644,39.65445633
518,garissa,hidaya,kenya,2009-11-11,1,2,0.5760433648672793,0,-0.448244644,39.65445633
519,garissa,hidaya,kenya,2009-11-11,4,2,0.8163726180569072,1,-0.448244644,39.65445633
520,garissa,town centre,kenya,2009-11-08,5,2,-2.217400706066792,1,-0.448509961,39.65421677
521,garissa,town centre,kenya,2009-11-09,5,1,1.7875412127212067,0,-0.448509961,39.65421677
522,garissa,town centre,kenya,2009-11-08,7,1,0.8762067223968651,0,-0.448509961,39.65421677
523,garissa,town centre,kenya,2009-11-09,5,1,2.410545013790863,0,-0.448509961,39.65421677
524,garissa,town centre,kenya,2009-11-08,5,2,2.410545013790863,1,-0.448509961,39.65421677
525,garissa,kamour,kenya,2009-11-14,5,2,-2.1924698292584766,1,-0.448509961,39.65421677
526,garissa,kamour,kenya,2009-11-14,4,0,2.430489715237516,NA,-0.448509961,39.65421677
527,garissa,kamour,kenya,2009-11-14,7,0,2.9543610846637134,NA,-0.448509961,39.65421677
528,garissa,kamour,kenya,2009-11-14,4,1,0.05315844823599733,0,-0.448509961,39.65421677
529,garissa,kamour,kenya,2009-11-16,5,0,2.460406767407495,NA,-0.448509961,39.65421677
530,garissa,kamour,kenya,2009-11-16,9,0,2.9244440324937346,NA,-0.448509961,39.65421677
531,garissa,kamour,kenya,2009-11-16,3,0,-0.006675656103960564,NA,-0.448509961,39.65421677
532,garissa,kamour,kenya,2009-11-16,9,0,0.9160961252901704,NA,-0.448509961,39.65421677
533,garissa,town centre,kenya,2009-11-08,3,2,2.370655610897558,0,-0.448509961,39.65421677
534,garissa,hidaya,kenya,2009-11-13,2,3,-2.2622762843217603,1,-0.448244644,39.65445633
535,garissa,hidaya,kenya,2009-11-12,1,0,-0.12634386478387635,NA,-0.448244644,39.65445633
536,garissa,hidaya,kenya,2009-11-10,1,0,-0.09682218981900936,NA,-0.448244644,39.65445633
537,garissa,hidaya,kenya,2009-11-10,4,0,2.3906003123442106,NA,-0.448244644,39.65445633
538,garissa,hidaya,kenya,2009-11-12,4,0,0.8163726180569072,NA,-0.448244644,39.65445633
539,garissa,town centre,kenya,2009-11-12,2,1,-2.2547464535234334,0,-0.448509961,39.65421677
540,garissa,town centre,kenya,2009-11-11,8,3,-2.894309217146454,1,-0.448509961,39.65421677
541,garissa,town centre,kenya,2009-11-09,4,6,-2.135078244843518,0,-0.448509961,39.65421677
542,garissa,town centre,kenya,2009-11-09,7,1,-0.7208902873158362,1,-0.448509961,39.65421677
543,garissa,town centre,kenya,2009-11-10,10,3,-2.9399031290580995,1,-0.448509961,39.65421677
544,garissa,jaribu,kenya,2009-11-13,3,0,0.05218089979011656,NA,-0.44980003,39.63990781
545,rachuonyo,kamanga,kenya,2009-11-19,8,0,2.984278136833692,NA,-0.400624514,34.66554334
546,garissa,jaribu,kenya,2009-11-13,7,0,-1.9507015928131903,NA,-0.44980003,39.63990781
547,garissa,jaribu,kenya,2009-11-13,3,0,-1.5220467944971867,1,-0.44980003,39.63990781
548,garissa,jaribu,kenya,2009-11-13,9,2,-1.753686397432118,1,-0.44980003,39.63990781
549,garissa,town centre,kenya,2009-11-09,5,3,-2.1320878831553407,1,-0.448509961,39.65421677
550,garissa,town centre,kenya,2009-11-09,1,1,-0.9850889789593994,1,-0.448509961,39.65421677
551,garissa,town centre,kenya,2009-11-10,12,1,4.360987505944158e-5,0,-0.448509961,39.65421677
552,garissa,town centre,kenya,2009-11-11,4,0,-2.894309217146454,NA,-0.448509961,39.65421677
