,house,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion
961,1010,akwa ibom,ikot ebekpo,nigeria,6,3,-1.1597726376450972,1.0,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
962,1011,akwa ibom,ikot ebekpo,nigeria,8,1,1.0652504715034103,1.0,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
963,1012,akwa ibom,ikot ebekpo,nigeria,4,1,1.7781663321614951,1.0,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
964,1013,akwa ibom,ikot ebekpo,nigeria,8,1,-0.3772611115337997,1.0,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
965,1014,akwa ibom,ikot ebekpo,nigeria,5,1,1.3014187425313022,1.0,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
966,1015,akwa ibom,ikot ebekpo,nigeria,8,1,1.125373983971006,1.0,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
967,1016,akwa ibom,ikot ebekpo,nigeria,5,3,0.4611322382430459,1.0,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
968,1017,akwa ibom,ikot ebekpo,nigeria,5,1,1.110343105854107,1.0,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
969,1018,akwa ibom,ikot ebekpo,nigeria,3,1,-0.3727518480987301,1.0,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
970,1019,akwa ibom,ikot ebekpo,nigeria,5,1,1.1404048620879048,1.0,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
971,1020,akwa ibom,ikot ebekpo,nigeria,7,0,1.2387010179768396,,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
972,1021,akwa ibom,ikot ebekpo,nigeria,4,5,-1.2003558695518382,1.0,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
973,1022,akwa ibom,ikot ebekpo,nigeria,5,1,2.4938939603519423,1.0,4.617210321,7.867450273,4.6,7.85,-0.8992180228233337,-0.9283530116081238,1.5,0.3333333333333333,-1.3723945617675781,-0.33333333333333326
974,1023,akwa ibom,ikot obio inyang,nigeria,15,1,1.940177803361703,0.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
975,1024,akwa ibom,ikot obio inyang,nigeria,5,8,-1.9385442995766249,1.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
976,1025,akwa ibom,ikot obio inyang,nigeria,5,0,0.0233094568611954,,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
977,1026,akwa ibom,ikot obio inyang,nigeria,2,6,-0.1418443844117527,1.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
978,1027,akwa ibom,ikot obio inyang,nigeria,3,0,0.5098172162074096,,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
979,1028,akwa ibom,ikot obio inyang,nigeria,10,0,-1.1899997697944529,,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
980,1029,akwa ibom,ikot obio inyang,nigeria,3,1,0.1163725981104655,0.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
981,1030,akwa ibom,ikot obio inyang,nigeria,6,1,0.0970471833887383,0.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
982,1031,akwa ibom,ikot obio inyang,nigeria,5,3,0.775514581620192,1.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
983,1032,akwa ibom,ikot obio inyang,nigeria,4,6,0.7836563072668457,1.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
984,1033,akwa ibom,ikot obio inyang,nigeria,4,3,0.7736357218555796,1.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
985,1034,akwa ibom,ikot obio inyang,nigeria,5,1,0.9238249778276242,0.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
986,1035,akwa ibom,ikot obio inyang,nigeria,7,0,-1.1223608182684075,,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
987,1036,akwa ibom,ikot obio inyang,nigeria,3,0,1.5502704001905387,,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
988,1037,akwa ibom,ikot obio inyang,nigeria,3,0,0.6446924358617918,,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
989,1038,akwa ibom,ikot obio inyang,nigeria,5,0,0.2328696485395048,,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
990,1039,akwa ibom,ikot obio inyang,nigeria,4,0,0.4647245818567128,1.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
991,1040,akwa ibom,ikot obio inyang,nigeria,4,0,0.4814239237008594,,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
992,1041,akwa ibom,ikot obio inyang,nigeria,4,2,-2.0185835865402253,1.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
993,1042,akwa ibom,ikot obio inyang,nigeria,4,5,0.942075975623376,1.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
994,1043,akwa ibom,ikot obio inyang,nigeria,5,0,-1.1171851496472167,,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
995,1044,akwa ibom,ikot obio inyang,nigeria,7,0,-0.757633608410301,,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
996,1045,akwa ibom,ikot obio inyang,nigeria,8,0,-0.3226805548532269,,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
997,1046,akwa ibom,ikot obio inyang,nigeria,5,5,-3.99498444407302,0.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
998,1047,akwa ibom,ikot obio inyang,nigeria,5,1,1.982765291359583,1.0,4.961651183,7.835716093,4.95,7.85,-1.4413147568702698,-1.4489733576774597,1.5,0.6666666666666666,-2.250086009502411,-0.6666666666666666
999,1048,lagos,immam,nigeria,6,1,2.381162374475201,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1000,1049,lagos,immam,nigeria,1,2,2.2620455545975178,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1001,1050,lagos,immam,nigeria,3,1,1.6436094992456542,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1002,1051,lagos,immam,nigeria,6,1,2.942014924792638,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1003,1052,lagos,immam,nigeria,4,1,1.6661558164210022,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1004,1053,lagos,immam,nigeria,4,1,1.508331596193564,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1005,1054,lagos,immam,nigeria,2,1,1.6774289750086764,1.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1006,1055,lagos,immam,nigeria,5,1,2.811419969157228,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1007,1056,lagos,immam,nigeria,2,1,2.216952920246821,1.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1008,1057,lagos,immam,nigeria,4,1,1.508331596193564,1.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1009,1058,lagos,immam,nigeria,3,1,1.8864380055178511,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1010,1059,lagos,immam,nigeria,3,2,1.621063182070306,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1011,1060,lagos,immam,nigeria,5,1,1.23794019393219,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1012,1061,lagos,immam,nigeria,3,1,1.2961848466351729,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1013,1062,lagos,immam,nigeria,3,2,2.2416688917697285,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1014,1063,lagos,immam,nigeria,1,1,1.6436094992456542,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1015,1064,lagos,immam,nigeria,3,1,1.9146209019870364,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1016,1065,lagos,immam,nigeria,2,1,1.2229093158152908,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1017,1066,lagos,immam,nigeria,3,0,2.565597421292981,,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1018,1067,lagos,immam,nigeria,11,2,1.2375310739000347,1.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1019,1068,lagos,immam,nigeria,6,0,1.5534242305442607,,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1020,1069,lagos,immam,nigeria,8,1,0.7509240287646735,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1021,1070,lagos,immam,nigeria,4,0,0.0177212031822777,,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1022,1071,lagos,immam,nigeria,8,0,1.2911437154704275,,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1023,1072,lagos,immam,nigeria,7,0,0.9974461440618076,,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1024,1073,lagos,immam,nigeria,5,0,1.6216586301993976,,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1025,1074,lagos,immam,nigeria,6,0,2.641727142213024,,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1026,1075,lagos,immam,nigeria,7,0,1.6892975817254428,,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1027,1076,lagos,immam,nigeria,6,1,1.5534242305442607,0.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1028,1077,lagos,immam,nigeria,4,2,0.8403321309363795,1.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1029,1078,lagos,immam,nigeria,4,2,1.2229093158152908,1.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1030,1079,lagos,immam,nigeria,2,0,0.5857324308365538,,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1031,1080,lagos,immam,nigeria,5,1,2.240094685551261,1.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1032,1081,lagos,immam,nigeria,7,2,1.7935616591448993,1.0,6.468928394,3.342581199,6.45,3.35,0.0,0.0,0.0,0.0,0.0,0.0
1033,1082,delta,isaba,nigeria,6,0,-1.8071173203145403,,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1034,1083,delta,isaba,nigeria,7,0,-5.059810979205714,,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1035,1084,delta,isaba,nigeria,15,5,1.042311376780944,1.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1036,1085,delta,isaba,nigeria,12,2,2.103408558867464,1.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1037,1086,delta,isaba,nigeria,14,3,2.5940641044426225,1.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1038,1087,delta,isaba,nigeria,10,7,1.4410498132417089,0.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1039,1088,delta,isaba,nigeria,10,6,2.237380806688451,0.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1040,1089,delta,isaba,nigeria,10,3,3.122385462195425,1.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1041,1091,delta,isaba,nigeria,3,4,-0.8502164121867828,1.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1042,1092,delta,isaba,nigeria,10,4,-4.409692718354005,1.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1043,1093,delta,isaba,nigeria,14,6,2.8384876837989754,1.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1044,1094,delta,isaba,nigeria,4,8,-3.457332269521751,1.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1045,1095,delta,isaba,nigeria,9,2,-2.59251348421834,1.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1046,1096,delta,isaba,nigeria,7,6,-2.181118741404551,1.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1047,1097,delta,isaba,nigeria,7,3,-5.059810979205714,1.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1048,1098,delta,isaba,nigeria,8,0,-4.2352129943671,,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1049,1099,delta,isaba,nigeria,3,0,-3.778258585433381,,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1050,1100,delta,isaba,nigeria,15,1,0.4566281553344365,1.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1051,1101,delta,isaba,nigeria,5,4,-2.5828649512732333,0.0,5.41059,5.72247,5.4,5.7,-1.5422419706980388,-1.6668343146642048,1.6666666666666667,0.5,-2.6889856259028115,-0.5
1052,1102,abia,isieke amaba,nigeria,5,0,-3.1281403245816723,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1053,1103,abia,isieke amaba,nigeria,7,0,-3.7259160116005368,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1054,1104,abia,isieke amaba,nigeria,3,0,-3.182196434897684,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1055,1105,abia,isieke amaba,nigeria,5,3,-1.626151334782662,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1056,1106,abia,isieke amaba,nigeria,5,3,-1.96672719604581,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1057,1107,abia,isieke amaba,nigeria,4,2,-1.6712439691333585,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1058,1108,abia,isieke amaba,nigeria,4,0,-3.892614796952691,,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1059,1109,abia,isieke amaba,nigeria,4,2,-2.9171125828159963,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1060,1110,abia,isieke amaba,nigeria,8,7,-3.419159626100412,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1061,1111,abia,isieke amaba,nigeria,4,2,-3.0645748642870214,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1062,1112,abia,isieke amaba,nigeria,2,5,-1.9404231593412369,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1063,1113,abia,isieke amaba,nigeria,4,3,-4.085933390711587,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1064,1114,abia,isieke amaba,nigeria,1,0,-0.9874672623798904,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1065,1115,abia,isieke amaba,nigeria,2,3,0.3597543403917645,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1066,1116,abia,isieke amaba,nigeria,11,0,-0.4551889640523021,,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1067,1117,abia,isieke amaba,nigeria,4,6,-1.9304025739299715,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1068,1118,abia,isieke amaba,nigeria,1,1,0.9816065044065596,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1069,1119,abia,isieke amaba,nigeria,1,2,0.5031431306313958,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1070,1120,abia,isieke amaba,nigeria,6,0,-2.012571235293465,1.0,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1071,1121,abia,isieke amaba,nigeria,4,0,-2.871256270528125,,5.592,7.374,5.6,7.35,-1.5332353115081787,-1.5332353115081787,1.0,0.3333333333333333,-1.5332353115081787,-0.33333333333333326
1072,1122,ondo,isua,nigeria,3,2,1.3555612237728625,1.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1073,1123,ondo,isua,nigeria,6,1,1.162365805392198,1.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1074,1124,ondo,isua,nigeria,5,2,2.6445095314067,1.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1075,1125,ondo,isua,nigeria,3,1,0.0384458391886716,1.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1076,1126,ondo,isua,nigeria,5,2,1.976510066149516,1.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1077,1127,ondo,isua,nigeria,4,1,0.7584221532653331,0.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1078,1128,ondo,isua,nigeria,5,2,1.6644301632344027,1.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1079,1129,ondo,isua,nigeria,4,1,1.5009815330506724,0.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1080,1131,ondo,isua,nigeria,2,2,0.3533840725415377,0.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1081,1132,ondo,isua,nigeria,3,1,1.5160124111675717,1.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1082,1133,ondo,isua,nigeria,3,0,-0.0509622629830348,,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1083,1134,ondo,isua,nigeria,4,1,0.3205721136799072,0.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1084,1135,ondo,isua,nigeria,2,1,2.3595550170031743,0.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1085,1136,ondo,isua,nigeria,6,1,3.41009209652742,0.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1086,1137,ondo,isua,nigeria,2,2,3.274218745346237,0.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1087,1138,ondo,isua,nigeria,3,2,0.6050831742269194,0.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1088,1139,ondo,isua,nigeria,4,2,2.831924314139362,0.0,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1089,1140,ondo,isua,nigeria,4,0,2.3110235906317835,,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1090,1141,ondo,isua,nigeria,4,0,3.4176075355858693,,7.452825459,5.909324879,7.45,5.9,-1.5095075567563374,-1.6334862907727559,2.3333333333333335,0.8333333333333334,-3.56772110859553,-0.03333333333333344
1091,1142,lagos,iyesi,nigeria,4,2,1.3813289841718213,1.0,6.3582,2.798,6.35,2.8,0.0,0.0,0.0,0.0,0.0,0.0
1092,1143,lagos,iyesi,nigeria,8,3,1.5915182703361137,0.0,6.3582,2.798,6.35,2.8,0.0,0.0,0.0,0.0,0.0,0.0
1093,1144,lagos,iyesi,nigeria,5,1,-1.3414088435258027,0.0,6.3582,2.798,6.35,2.8,0.0,0.0,0.0,0.0,0.0,0.0
1094,1145,lagos,iyesi,nigeria,2,2,-1.0921212634539403,0.0,6.3582,2.798,6.35,2.8,0.0,0.0,0.0,0.0,0.0,0.0
1095,1146,lagos,iyesi,nigeria,1,3,1.6120908291797515,1.0,6.3582,2.798,6.35,2.8,0.0,0.0,0.0,0.0,0.0,0.0
1096,1147,lagos,iyesi,nigeria,2,4,-0.2182252320795843,1.0,6.3582,2.798,6.35,2.8,0.0,0.0,0.0,0.0,0.0,0.0
1097,1148,lagos,iyesi,nigeria,6,3,-0.3084105007809777,0.0,6.3582,2.798,6.35,2.8,0.0,0.0,0.0,0.0,0.0,0.0
1098,1149,lagos,iyesi,nigeria,2,1,0.4046815988269033,1.0,6.3582,2.798,6.35,2.8,0.0,0.0,0.0,0.0,0.0,0.0
1099,1150,lagos,iyesi,nigeria,5,2,1.8460457423999848,1.0,6.3582,2.798,6.35,2.8,0.0,0.0,0.0,0.0,0.0,0.0
