,house,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion
489,514,yobe,diyi,nigeria,11,0,-4.032561639365267,1.0,12.6833,11.0167,12.7,11.0,-1.5005088448524475,-1.5138481259346008,2.0,0.3333333333333333,-3.097124934196472,-0.33333333333333304
490,515,yobe,diyi,nigeria,6,0,-3.937707431303388,,12.6833,11.0167,12.7,11.0,-1.5005088448524475,-1.5138481259346008,2.0,0.3333333333333333,-3.097124934196472,-0.33333333333333304
491,516,yobe,diyi,nigeria,12,0,-2.8351821630475675,,12.6833,11.0167,12.7,11.0,-1.5005088448524475,-1.5138481259346008,2.0,0.3333333333333333,-3.097124934196472,-0.33333333333333304
492,517,yobe,diyi,nigeria,7,0,-4.013021497813298,1.0,12.6833,11.0167,12.7,11.0,-1.5005088448524475,-1.5138481259346008,2.0,0.3333333333333333,-3.097124934196472,-0.33333333333333304
493,518,yobe,diyi,nigeria,4,0,-3.620865240697803,,12.6833,11.0167,12.7,11.0,-1.5005088448524475,-1.5138481259346008,2.0,0.3333333333333333,-3.097124934196472,-0.33333333333333304
494,519,lagos,durowoju,nigeria,3,1,0.9756100339884696,0.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
495,520,lagos,durowoju,nigeria,2,1,0.6287060871490869,1.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
496,521,lagos,durowoju,nigeria,6,2,0.3745393131553197,0.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
497,523,lagos,durowoju,nigeria,6,2,2.189989872213314,1.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
498,524,lagos,durowoju,nigeria,6,3,1.6686556487383748,1.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
499,526,lagos,durowoju,nigeria,4,1,0.8403321309363795,1.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
500,527,lagos,durowoju,nigeria,5,3,1.5885120947127338,1.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
501,528,lagos,durowoju,nigeria,2,2,0.4273127624800236,0.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
502,529,lagos,durowoju,nigeria,5,3,1.575970547719609,0.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
503,530,lagos,durowoju,nigeria,2,1,1.5985168648949577,0.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
504,532,lagos,durowoju,nigeria,4,2,2.981115649993957,0.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
505,533,lagos,durowoju,nigeria,6,1,1.4690287477147177,1.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
506,538,lagos,durowoju,nigeria,4,2,1.508331596193564,0.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
507,539,lagos,durowoju,nigeria,6,1,2.171860285896124,1.0,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
508,540,lagos,durowoju,nigeria,2,0,2.013632410198225,,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
509,542,lagos,durowoju,nigeria,5,0,1.4940615421213153,,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
510,543,lagos,durowoju,nigeria,7,0,2.459834366315369,,6.52167665,3.334772259,6.5,3.35,0.0,0.0,0.0,0.0,0.0,0.0
511,544,edo,efandion,nigeria,6,6,1.9354160415521169,0.0,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
512,545,edo,efandion,nigeria,7,4,1.582355781720551,0.0,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
513,546,edo,efandion,nigeria,6,2,1.2762782132690869,1.0,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
514,549,edo,efandion,nigeria,5,3,1.156576019520348,0.0,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
515,550,edo,efandion,nigeria,10,4,0.9245399511536604,1.0,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
516,551,edo,efandion,nigeria,10,2,0.6469162680346002,1.0,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
517,552,edo,efandion,nigeria,11,5,0.1396664299097073,0.0,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
518,553,edo,efandion,nigeria,5,1,2.3448430663948057,1.0,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
519,554,edo,efandion,nigeria,3,2,1.3168615841847138,1.0,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
520,555,edo,efandion,nigeria,5,3,0.7753318911468444,0.0,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
521,556,edo,efandion,nigeria,13,2,0.920245414548832,1.0,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
522,557,edo,efandion,nigeria,7,2,1.2650050546814129,1.0,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
523,558,edo,efandion,nigeria,7,0,1.463596130417057,,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
524,559,edo,efandion,nigeria,3,0,1.4264216185225176,,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
525,561,edo,efandion,nigeria,4,0,2.3410853468655817,,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
526,562,edo,efandion,nigeria,8,0,-1.2875500582567927,,6.690256099,6.347366173,6.7,6.35,-1.6231244405110676,-1.6231244405110676,1.0,0.8333333333333334,-1.6231244405110676,0.3666666666666665
527,563,akwa ibom,effiat offot,nigeria,4,0,1.4086863884963998,,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
528,564,akwa ibom,effiat offot,nigeria,5,6,1.6832187608805262,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
529,565,akwa ibom,effiat offot,nigeria,5,1,-0.1719729658554002,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
530,566,akwa ibom,effiat offot,nigeria,3,4,1.064486793566236,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
531,567,akwa ibom,effiat offot,nigeria,5,1,1.3925152310639566,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
532,568,akwa ibom,effiat offot,nigeria,7,1,1.52954020147278,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
533,569,akwa ibom,effiat offot,nigeria,10,0,0.4611322382430459,,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
534,570,akwa ibom,effiat offot,nigeria,5,2,1.2710610743350776,0.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
535,571,akwa ibom,effiat offot,nigeria,6,1,1.1465885638959143,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
536,572,akwa ibom,effiat offot,nigeria,3,6,0.0146873099598273,0.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
537,573,akwa ibom,effiat offot,nigeria,10,1,2.05077405382614,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
538,574,akwa ibom,effiat offot,nigeria,8,2,0.5857324308365538,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
539,575,akwa ibom,effiat offot,nigeria,6,0,-0.2947377766575928,,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
540,576,akwa ibom,effiat offot,nigeria,7,1,0.1883099128319517,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
541,577,akwa ibom,effiat offot,nigeria,5,4,1.157314599969416,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
542,578,akwa ibom,effiat offot,nigeria,8,0,2.8559737191264003,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
543,579,akwa ibom,effiat offot,nigeria,7,0,2.3370086998278263,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
544,580,akwa ibom,effiat offot,nigeria,3,0,-0.2339176270980962,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
545,581,akwa ibom,effiat offot,nigeria,5,0,0.1642362391569188,,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
546,582,akwa ibom,effiat offot,nigeria,5,4,1.8983751225654837,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
547,583,akwa ibom,effiat offot,nigeria,8,2,1.1404048620879048,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
548,584,akwa ibom,effiat offot,nigeria,2,6,2.0971550491582858,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
549,585,akwa ibom,effiat offot,nigeria,7,1,0.314661706041068,0.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
550,586,akwa ibom,effiat offot,nigeria,4,0,-0.1514131733707102,,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
551,587,akwa ibom,effiat offot,nigeria,4,3,0.860974490859009,1.0,5.018928827,7.908680826,5.0,7.9,-1.4163641333580017,-1.4171150922775269,1.25,0.6666666666666666,-1.8626211285591125,-0.6666666666666666
552,588,ebonyi,egeburu,nigeria,6,0,0.6510870284088773,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
553,589,ebonyi,egeburu,nigeria,5,5,1.1693929841704955,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
554,590,ebonyi,egeburu,nigeria,2,3,0.2788524482776332,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
555,591,ebonyi,egeburu,nigeria,5,1,0.4949517140060685,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
556,592,ebonyi,egeburu,nigeria,14,1,0.3070657375448326,0.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
557,593,ebonyi,egeburu,nigeria,5,1,1.1479203011463543,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
558,594,ebonyi,egeburu,nigeria,4,3,0.2470861868226604,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
559,595,ebonyi,egeburu,nigeria,6,3,0.860974490859009,0.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
560,596,ebonyi,egeburu,nigeria,2,2,-0.5695123896846818,0.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
561,597,ebonyi,egeburu,nigeria,9,4,0.449859079655372,0.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
562,598,ebonyi,egeburu,nigeria,6,3,-1.2350924041451494,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
563,599,ebonyi,egeburu,nigeria,5,2,0.4611322382430459,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
564,600,ebonyi,egeburu,nigeria,3,2,1.5417796307965408,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
565,601,ebonyi,egeburu,nigeria,10,3,-1.464755362663835,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
566,602,ebonyi,egeburu,nigeria,8,2,-0.3502055309233817,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
567,603,ebonyi,egeburu,nigeria,5,1,0.1704287084264762,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
568,604,ebonyi,egeburu,nigeria,9,5,0.5774561677334545,1.0,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
569,605,ebonyi,egeburu,nigeria,3,0,0.7187259799349223,,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
570,606,ebonyi,egeburu,nigeria,5,0,-0.1445943714041615,,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
571,607,ebonyi,egeburu,nigeria,3,0,0.8835208080343574,,5.885960202,7.943136024,5.9,7.95,-1.3417955040931702,-1.4036712050437927,1.5,0.3333333333333333,-1.9886944890022278,-0.33333333333333326
572,608,akwa ibom,ekom iman,nigeria,7,1,0.4543683430904416,0.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
573,609,akwa ibom,ekom iman,nigeria,5,4,0.7714884535531656,1.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
574,610,akwa ibom,ekom iman,nigeria,6,0,-0.0251537971887595,1.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
575,611,akwa ibom,ekom iman,nigeria,8,0,1.306250096211734,,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
576,612,akwa ibom,ekom iman,nigeria,5,3,-0.3241028957994895,1.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
577,613,akwa ibom,ekom iman,nigeria,7,0,0.152091843605971,,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
578,614,akwa ibom,ekom iman,nigeria,10,0,1.725502709663357,,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
579,615,akwa ibom,ekom iman,nigeria,10,1,1.6894816267625674,1.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
580,616,akwa ibom,ekom iman,nigeria,5,2,-1.3952555457315186,0.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
581,617,akwa ibom,ekom iman,nigeria,4,2,1.3413872138876015,1.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
582,618,akwa ibom,ekom iman,nigeria,5,1,1.160446032910437,1.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
583,619,akwa ibom,ekom iman,nigeria,19,5,2.3980114383556104,0.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
584,620,akwa ibom,ekom iman,nigeria,4,2,-2.69992470209286,0.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
585,621,akwa ibom,ekom iman,nigeria,12,1,1.8983751225654837,1.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
586,622,akwa ibom,ekom iman,nigeria,8,1,1.159730276809632,1.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
587,623,akwa ibom,ekom iman,nigeria,6,0,0.9743015248648424,,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
588,624,akwa ibom,ekom iman,nigeria,3,0,-2.6536868965339404,,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
589,625,akwa ibom,ekom iman,nigeria,7,11,1.7588409174397683,0.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
590,626,akwa ibom,ekom iman,nigeria,6,3,-2.293558759687494,0.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
591,627,akwa ibom,ekom iman,nigeria,2,4,0.7441134827727902,1.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
592,628,akwa ibom,ekom iman,nigeria,3,8,1.728311395231223,1.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
593,629,akwa ibom,ekom iman,nigeria,5,2,0.775514581620192,1.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
594,630,akwa ibom,ekom iman,nigeria,3,3,-1.9763710751435537,0.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
595,631,akwa ibom,ekom iman,nigeria,3,5,0.4554422928742937,1.0,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
596,632,akwa ibom,ekom iman,nigeria,3,0,0.6510870284088773,,4.844939628,7.855063554,4.85,7.85,-1.4683187901973724,-1.5159368216991425,1.75,0.6666666666666666,-2.66765034198761,-0.6666666666666666
597,633,delta,emore rd 1,nigeria,5,3,2.2627095130574757,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
598,634,delta,emore rd 1,nigeria,7,8,3.162082607598588,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
599,635,delta,emore rd 1,nigeria,12,17,3.0630227737724787,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
600,636,delta,emore rd 1,nigeria,6,5,2.3935021749205414,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
601,638,delta,emore rd 1,nigeria,4,2,0.7043710793849011,0.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
602,639,delta,emore rd 1,nigeria,14,11,2.378471296803642,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
603,640,delta,emore rd 1,nigeria,9,4,-0.3386438945995975,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
604,641,delta,emore rd 1,nigeria,6,6,2.4717185435666496,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
605,642,delta,emore rd 1,nigeria,7,3,3.0232113888600787,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
606,643,delta,emore rd 1,nigeria,9,0,-2.358175747340141,,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
607,644,delta,emore rd 1,nigeria,12,0,-1.8477006912301672,,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
608,645,delta,emore rd 1,nigeria,20,6,1.8760147367088773,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
609,646,delta,emore rd 1,nigeria,2,15,0.1206671347152937,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
610,647,delta,emore rd 1,nigeria,6,4,2.909884354854245,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
611,648,delta,emore rd 1,nigeria,4,1,2.883580318149672,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
612,649,delta,emore rd 1,nigeria,20,2,0.6533886969203884,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
613,650,delta,emore rd 1,nigeria,3,3,2.291448299502381,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
614,651,delta,emore rd 1,nigeria,4,10,1.6353174409619635,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
615,652,delta,emore rd 2,nigeria,6,1,1.9292235722825597,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
616,653,delta,emore rd 2,nigeria,4,0,0.901993633978312,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
617,654,delta,emore rd 2,nigeria,6,0,2.9277438986476363,,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
618,655,delta,emore rd 2,nigeria,11,3,2.0519704295351224,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
619,656,delta,emore rd 2,nigeria,6,1,1.3809263007741133,0.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
620,657,delta,emore rd 2,nigeria,6,6,1.4485652523001584,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
621,658,delta,emore rd 2,nigeria,7,8,0.8989874583549322,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
622,659,delta,emore rd 2,nigeria,6,7,2.076051154542885,1.0,5.3821,6.2142,5.4,6.2,-1.546358545621236,-1.5881369908650715,1.3333333333333333,0.5,-2.0086726744969687,-0.5
