,house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion
49,51,kisii,bonyanchaire,kenya,2009-11-08,5,0,0.4941411295275874,,-0.678288351,34.70904985,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
50,52,kisii,bonyanchaire,kenya,2009-11-08,4,0,1.64940243603558,,-0.678288351,34.70904985,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
51,53,kisii,bonyanchaire,kenya,2009-11-08,5,0,3.1433369254656305,,-0.678288351,34.70904985,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
52,54,kisii,bomakombi,kenya,2009-11-09,2,0,0.149770014418088,1.0,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
53,55,kisii,bomakombi,kenya,2009-11-10,5,0,0.8408221209543043,1.0,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
54,56,kisii,bomakombi,kenya,2009-11-08,4,0,3.073151606540311,,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
55,57,kisii,bomakombi,kenya,2009-11-09,2,0,3.5484322270875883,1.0,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
56,58,kisii,bomakombi,kenya,2009-11-09,5,0,2.43166652894571,,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
57,59,kisii,bomakombi,kenya,2009-11-08,6,0,3.212616624337708,,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
58,60,kisii,nyokabaria,kenya,2009-11-08,6,3,0.168593329282586,1.0,-0.674091366,34.77188889,-0.65,34.75,-1.6695180833339691,-1.81062850356102,2.25,0.6666666666666666,-3.9392954111099243,-0.6666666666666666
59,61,kisii,nyokabaria,kenya,2009-11-08,2,0,-0.5167999815536716,,-0.674091366,34.77188889,-0.65,34.75,-1.6695180833339691,-1.81062850356102,2.25,0.6666666666666666,-3.9392954111099243,-0.6666666666666666
60,62,kisii,nyokabaria,kenya,2009-11-08,3,0,-0.628616663462888,,-0.674091366,34.77188889,-0.65,34.75,-1.6695180833339691,-1.81062850356102,2.25,0.6666666666666666,-3.9392954111099243,-0.6666666666666666
61,63,kisii,nyokabaria,kenya,2009-11-11,1,0,0.7110432989551809,,-0.674091366,34.77188889,-0.65,34.75,-1.6695180833339691,-1.81062850356102,2.25,0.6666666666666666,-3.9392954111099243,-0.6666666666666666
62,64,kisii,nyokabaria,kenya,2009-11-10,4,0,3.172510727808954,,-0.674091366,34.77188889,-0.65,34.75,-1.6695180833339691,-1.81062850356102,2.25,0.6666666666666666,-3.9392954111099243,-0.6666666666666666
63,65,kisii,nyokabaria,kenya,2009-11-10,6,0,0.987864410176602,,-0.674091366,34.77188889,-0.65,34.75,-1.6695180833339691,-1.81062850356102,2.25,0.6666666666666666,-3.9392954111099243,-0.6666666666666666
64,66,kisii,nyokabaria,kenya,2009-11-08,6,0,0.8584258665113935,,-0.674091366,34.77188889,-0.65,34.75,-1.6695180833339691,-1.81062850356102,2.25,0.6666666666666666,-3.9392954111099243,-0.6666666666666666
65,67,kisii,kerera,kenya,2009-11-09,9,3,0.0786731978443878,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
66,68,kisii,irianyi,kenya,2009-11-08,4,9,3.053098658275934,1.0,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
67,69,kisii,irianyi,kenya,2009-11-08,7,7,0.8734655777096763,1.0,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
68,70,kisii,irianyi,kenya,2009-11-08,6,6,1.489884469973806,1.0,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
69,71,kisii,kerera,kenya,2009-11-09,6,1,1.5892435912424487,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
70,72,kisii,kerera,kenya,2009-11-09,4,2,-0.480236652103245,0.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
71,73,kisii,kerera,kenya,2009-11-09,7,4,0.7230830954741525,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
72,74,kisii,kerera,kenya,2009-11-09,4,4,1.0725906946937882,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
73,75,kisii,bonyanchaire,kenya,2009-11-08,3,3,-0.5551022340090022,1.0,-0.678288351,34.70904985,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
74,76,kisii,bonyanchaire,kenya,2009-11-09,5,6,-0.5400625228107194,1.0,-0.678288351,34.70904985,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
75,77,kisii,bonyanchaire,kenya,2009-11-09,7,1,3.133310451333442,1.0,-0.678288351,34.70904985,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
76,78,kisii,bonyanchaire,kenya,2009-11-09,3,5,2.0052709870498373,1.0,-0.678288351,34.70904985,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
77,79,kisii,kerera,kenya,2009-11-09,4,1,3.073151606540311,0.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
78,80,kisii,kerera,kenya,2009-11-09,9,1,0.9035450001062416,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
79,81,kisii,kerera,kenya,2009-11-10,5,2,0.868452340643582,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
80,82,kisii,kerera,kenya,2009-11-09,2,1,1.9691756801739584,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
81,83,kisii,kerera,kenya,2009-11-10,10,1,3.193469296126573,0.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
82,84,kisii,kerera,kenya,2009-11-10,9,1,3.2636546150518924,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
83,85,kisii,irianyi,kenya,2009-11-09,4,6,1.259615843267385,1.0,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
84,86,kisii,irianyi,kenya,2009-11-09,3,2,2.8027770833051355,1.0,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
85,87,kisii,irianyi,kenya,2009-11-09,3,5,3.3181636003811668,1.0,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
86,88,kisii,bomakombi,kenya,2009-11-10,3,3,0.1889702908936,1.0,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
87,89,kisii,nyokabaria,kenya,2009-11-08,3,2,-0.5851816564055679,1.0,-0.674091366,34.77188889,-0.65,34.75,-1.6695180833339691,-1.81062850356102,2.25,0.6666666666666666,-3.9392954111099243,-0.6666666666666666
88,90,kisii,nyokabaria,kenya,2009-11-08,5,3,0.828346444114828,1.0,-0.674091366,34.77188889,-0.65,34.75,-1.6695180833339691,-1.81062850356102,2.25,0.6666666666666666,-3.9392954111099243,-0.6666666666666666
89,91,kisii,irianyi,kenya,2009-11-08,5,2,2.535388502035112,1.0,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
90,92,kisii,irianyi,kenya,2009-11-09,4,1,3.073151606540311,1.0,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
91,93,kisii,bomakombi,kenya,2009-11-10,4,2,2.33441633205044,1.0,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
92,94,kisii,bomakombi,kenya,2009-11-10,4,1,1.769720125621842,1.0,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
93,95,kisii,bomakombi,kenya,2009-11-10,6,1,0.3092879804798621,1.0,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
94,98,kisii,bonyanchaire,kenya,2009-11-08,2,3,3.053098658275934,1.0,-0.678288351,34.70904985,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
95,99,kisii,bonyanchaire,kenya,2009-11-09,6,1,0.8584258665113935,1.0,-0.678288351,34.70904985,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
96,100,kisii,bomakombi,kenya,2009-11-10,4,3,0.249129135686731,1.0,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
97,101,kisii,bomakombi,kenya,2009-11-10,4,1,3.848320831000001,1.0,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
98,102,kisii,bomakombi,kenya,2009-11-10,4,2,0.0561895891843287,1.0,-0.70441522,34.69546123,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
99,103,kisii,bonyanchaire,kenya,2009-11-09,5,1,-0.7449882863481838,1.0,-0.678288351,34.70904985,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
100,104,kisii,bonyanchaire,kenya,2009-11-08,5,1,1.5049241811720886,0.0,-0.678288351,34.70904985,-0.7,34.7,-1.7325636545817058,-1.9054208596547444,2.6666666666666665,0.5,-4.709439913431804,-0.5
101,105,kisii,kerera,kenya,2009-11-09,5,5,3.192563676073331,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
102,106,kisii,kerera,kenya,2009-11-09,5,1,0.9185847113045248,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
103,107,kisii,kerera,kenya,2009-11-09,4,1,0.7712021437483119,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
104,108,kisii,kerera,kenya,2009-11-10,6,1,1.0867111323869385,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
105,109,kisii,irianyi,kenya,2009-11-08,5,0,3.3582694969099207,,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
106,110,kisii,irianyi,kenya,2009-11-09,4,0,3.338216548645544,,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
107,111,kisii,irianyi,kenya,2009-11-09,7,0,1.8000685456738874,,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
108,112,kisii,irianyi,kenya,2009-11-08,8,0,3.4184283417030525,1.0,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
109,113,kisii,kerera,kenya,2009-11-10,5,0,1.073636048972844,,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
110,114,kisii,kerera,kenya,2009-11-10,6,0,3.113257503069065,,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
111,115,kisii,kerera,kenya,2009-11-10,5,0,2.354469280314817,,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
112,116,kisii,kerera,kenya,2009-11-10,6,0,2.4517194772100868,,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
113,117,kisii,kerera,kenya,2009-11-09,1,0,0.7210697730873694,,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
114,118,kisii,kerera,kenya,2009-11-10,2,0,3.033045710011557,1.0,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
115,119,kisii,kerera,kenya,2009-11-09,6,0,3.628644020145096,,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
116,120,kisii,kerera,kenya,2009-11-09,5,0,3.707950193149362,,-0.754425695,34.82872552,-0.75,34.85,-1.575954685608546,-1.7262663344542186,2.75,1.1666666666666667,-4.547221253315608,-0.8809523809523809
117,121,kisii,irianyi,kenya,2009-11-08,3,4,3.053098658275934,1.0,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
118,122,kisii,irianyi,kenya,2009-11-08,4,4,0.802564082060629,0.0,-0.662238252,34.85472107,-0.65,34.85,-1.6704678773880004,-1.8042995929718018,2.4,0.8333333333333334,-4.115526437759399,-0.8333333333333333
119,123,kisii,nyokabaria,kenya,2009-11-08,5,1,-1.86110343638087,0.0,-0.674091366,34.77188889,-0.65,34.75,-1.6695180833339691,-1.81062850356102,2.25,0.6666666666666666,-3.9392954111099243,-0.6666666666666666
120,124,kisii,nyokabaria,kenya,2009-11-08,6,1,-1.553358182964716,0.0,-0.674091366,34.77188889,-0.65,34.75,-1.6695180833339691,-1.81062850356102,2.25,0.6666666666666666,-3.9392954111099243,-0.6666666666666666
