,house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion
501,523,garissa,town centre,kenya,2009-11-09,5,1,2.293083938964337,0.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
502,524,garissa,town centre,kenya,2009-11-08,5,2,2.293083938964337,1.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
503,525,garissa,kamour,kenya,2009-11-14,5,2,-2.24357098724448,1.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
504,526,garissa,kamour,kenya,2009-11-14,4,0,2.313136887228714,,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
505,527,garissa,kamour,kenya,2009-11-14,7,0,2.819623575419372,,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
506,528,garissa,kamour,kenya,2009-11-14,4,1,-0.0194573396791779,0.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
507,529,garissa,kamour,kenya,2009-11-16,5,0,2.34321630962528,,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
508,530,garissa,kamour,kenya,2009-11-16,9,0,2.7895441530228067,,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
509,531,garissa,kamour,kenya,2009-11-16,3,0,-0.0796161844723088,,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
510,532,garissa,kamour,kenya,2009-11-16,9,0,0.8100815437197169,,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
511,533,garissa,town centre,kenya,2009-11-08,3,2,2.252978042435583,0.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
512,534,garissa,hidaya,kenya,2009-11-13,2,3,-2.313756306169799,1.0,-0.448244644,39.65445633,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
513,535,garissa,hidaya,kenya,2009-11-12,1,0,-0.1999338740585709,,-0.448244644,39.65445633,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
514,536,garissa,hidaya,kenya,2009-11-10,1,0,-0.1780772817207706,,-0.448244644,39.65445633,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
515,537,garissa,hidaya,kenya,2009-11-10,4,0,2.27303099069996,,-0.448244644,39.65445633,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
516,538,garissa,hidaya,kenya,2009-11-12,4,0,0.709816802397832,,-0.448244644,39.65445633,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
517,539,garissa,town centre,kenya,2009-11-12,2,1,-1.7556222296378945,0.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
518,540,garissa,town centre,kenya,2009-11-11,8,3,-2.911337977134215,1.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
519,541,garissa,town centre,kenya,2009-11-09,4,6,-2.150691057127664,0.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
520,542,garissa,town centre,kenya,2009-11-09,7,1,-0.7633222145239762,1.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
521,543,garissa,town centre,kenya,2009-11-10,10,3,-2.94477673703859,1.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
522,544,garissa,jaribu,kenya,2009-11-13,3,0,-0.0029223099847073,,-0.44980003,39.63990781,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
523,545,rachuonyo,kamanga,kenya,2009-11-19,8,0,2.8497029978159376,,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
524,546,garissa,jaribu,kenya,2009-11-13,7,0,-1.98267629315253,,-0.44980003,39.63990781,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
525,547,garissa,jaribu,kenya,2009-11-13,3,0,-1.566136498286835,1.0,-0.44980003,39.63990781,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
526,548,garissa,jaribu,kenya,2009-11-13,9,2,-1.8024061254281856,1.0,-0.44980003,39.63990781,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
527,549,garissa,town centre,kenya,2009-11-09,5,3,-2.184609136369324,1.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
528,550,garissa,town centre,kenya,2009-11-09,1,1,-1.0249161620141194,1.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
529,551,garissa,town centre,kenya,2009-11-10,12,1,-0.0587154027466653,0.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
530,552,garissa,town centre,kenya,2009-11-11,4,0,-2.911337977134215,,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
531,553,garissa,town centre,kenya,2009-11-09,3,0,-0.9045984724278572,,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
532,554,garissa,town centre,kenya,2009-11-10,4,1,-0.7903077360625115,1.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
533,555,garissa,jaribu,kenya,2009-11-12,12,5,-2.124450291576193,1.0,-0.44980003,39.63990781,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
534,556,garissa,jaribu,kenya,2009-11-12,2,1,-1.6262953430799665,1.0,-0.44980003,39.63990781,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
535,557,garissa,jaribu,kenya,2009-11-12,5,0,-1.445818808700573,,-0.44980003,39.63990781,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
536,558,garissa,jaribu,kenya,2009-11-13,7,3,-2.6910958245599823,1.0,-0.44980003,39.63990781,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
537,559,garissa,jaribu,kenya,2009-11-12,3,1,-1.566136498286835,1.0,-0.44980003,39.63990781,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
538,560,garissa,town centre,kenya,2009-11-09,4,1,-1.475332889377811,1.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
539,561,garissa,town centre,kenya,2009-11-09,5,1,-1.4452534669812456,1.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
540,562,garissa,town centre,kenya,2009-11-09,9,2,-0.6623823703808893,0.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
541,563,garissa,town centre,kenya,2009-11-09,3,0,-2.8414929365428097,,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
542,564,garissa,town centre,kenya,2009-11-09,4,1,-1.5059776534937044,0.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
543,565,garissa,town centre,kenya,2009-11-09,2,1,-2.8414929365428097,0.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
544,566,garissa,town centre,kenya,2009-11-09,1,1,-0.861471899917549,0.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
545,567,garissa,town centre,kenya,2009-11-10,1,1,-1.6096570495198408,1.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
546,568,garissa,town centre,kenya,2009-11-10,4,1,-0.7803544868067989,0.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
547,569,garissa,town centre,kenya,2009-11-09,1,3,-1.458694595817686,0.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
548,570,garissa,town centre,kenya,2009-11-10,7,1,0.5305651952367658,1.0,-0.448509961,39.65421677,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
549,571,garissa,jaribu,kenya,2009-11-13,7,1,-1.455279941113434,1.0,-0.44980003,39.63990781,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
550,572,garissa,jaribu,kenya,2009-11-14,4,0,-1.7256544643486091,,-0.44980003,39.63990781,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
551,573,garissa,jaribu,kenya,2009-11-13,8,2,-2.805397629666931,1.0,-0.44980003,39.63990781,-0.45,39.65,-1.2150005102157593,-1.2883011976877847,2.033333333333333,1.5,-2.5880228996276857,-0.38888888888888895
552,574,rachuonyo,kamanga,kenya,2009-11-19,2,3,1.4298372822879553,0.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
553,575,rachuonyo,kamanga,kenya,2009-11-19,3,0,3.667844296620608,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
554,576,rachuonyo,kamanga,kenya,2009-11-19,9,0,3.6436837313433794,,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
555,577,rachuonyo,kamanga,kenya,2009-11-19,2,0,3.667844296620608,,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
556,578,rachuonyo,kamanga,kenya,2009-11-19,3,0,3.6979237190171736,,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
557,579,rachuonyo,kamanga,kenya,2009-11-19,4,0,3.628644020145096,,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
558,580,rachuonyo,kamanga,kenya,2009-11-19,6,0,1.501916238932432,,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
559,581,rachuonyo,kamanga,kenya,2009-11-19,8,1,0.888505288907959,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
560,582,rachuonyo,kamanga,kenya,2009-11-19,2,1,1.489884469973806,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
561,583,rachuonyo,kamanga,kenya,2009-11-19,4,1,1.489884469973806,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
562,584,rachuonyo,kamanga,kenya,2009-11-19,3,1,-0.5120312409959719,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
563,585,rachuonyo,kamanga,kenya,2009-11-19,1,1,0.2422358799754225,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
564,586,rachuonyo,kamanga,kenya,2009-11-19,1,1,-1.9169652208316343,0.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
565,587,rachuonyo,kamanga,kenya,2009-11-19,10,1,2.506326356799069,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
566,588,rachuonyo,kamanga,kenya,2009-11-19,3,1,0.1632537203177935,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
567,589,rachuonyo,kamanga,kenya,2009-11-19,3,1,-1.898702714376577,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
568,590,rachuonyo,kamanga,kenya,2009-11-19,5,2,1.103688635969626,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
569,591,rachuonyo,kamanga,kenya,2009-11-19,8,1,3.153363399597819,0.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
570,592,rachuonyo,kamanga,kenya,2009-11-19,10,2,3.1433369254656305,0.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
571,593,rachuonyo,kamanga,kenya,2009-11-19,3,3,1.5892435912424487,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
572,594,rachuonyo,kamanga,kenya,2009-11-19,5,1,0.0896111696249571,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
573,595,rachuonyo,kamanga,kenya,2009-11-19,3,1,3.6979237190171736,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
574,596,rachuonyo,kamanga,kenya,2009-11-19,4,4,3.172510727808954,1.0,-0.400624514,34.66554334,-0.4,34.65,-1.6406383514404297,-1.835027128458023,2.5,0.6666666666666666,-4.225405782461166,-0.6666666666666666
575,597,nakuru,ngondu,kenya,2009-11-12,6,1,3.022232868966468,1.0,-0.369182194,35.94336408,-0.35,35.95,-1.6653705000877381,-1.763828194141388,2.2,1.0,-3.6438067078590395,-0.6666666666666667
576,598,nakuru,ngondu,kenya,2009-11-12,7,2,-0.9282976173174968,0.0,-0.369182194,35.94336408,-0.35,35.95,-1.6653705000877381,-1.763828194141388,2.2,1.0,-3.6438067078590395,-0.6666666666666667
577,599,nakuru,ngondu,kenya,2009-11-12,6,0,3.212616624337708,,-0.369182194,35.94336408,-0.35,35.95,-1.6653705000877381,-1.763828194141388,2.2,1.0,-3.6438067078590395,-0.6666666666666667
578,600,nakuru,ngondu,kenya,2009-11-13,2,1,-0.9684035138462508,1.0,-0.369182194,35.94336408,-0.35,35.95,-1.6653705000877381,-1.763828194141388,2.2,1.0,-3.6438067078590395,-0.6666666666666667
579,601,nakuru,ngondu,kenya,2009-11-13,3,2,2.238170207941776,1.0,-0.369182194,35.94336408,-0.35,35.95,-1.6653705000877381,-1.763828194141388,2.2,1.0,-3.6438067078590395,-0.6666666666666667
580,602,nakuru,london,kenya,2009-11-10,4,1,-3.0957402812300066,0.0,-0.275922368,36.07027959,-0.3,36.05,-1.6457332074642181,-1.7481461018323898,2.25,0.8333333333333334,-3.6892187148332596,-0.43333333333333346
581,603,nakuru,london,kenya,2009-11-10,2,2,-2.096813723997036,0.0,-0.275922368,36.07027959,-0.3,36.05,-1.6457332074642181,-1.7481461018323898,2.25,0.8333333333333334,-3.6892187148332596,-0.43333333333333346
582,604,nakuru,morop,kenya,2009-11-12,3,3,0.6685139119511028,1.0,-0.110336674,35.94205931,-0.1,35.95,-1.5891467034816742,-1.68627467751503,2.0,0.8333333333333334,-3.2177706956863403,-0.43333333333333346
583,605,nakuru,morop,kenya,2009-11-10,4,2,0.7286727567442337,0.0,-0.110336674,35.94205931,-0.1,35.95,-1.5891467034816742,-1.68627467751503,2.0,0.8333333333333334,-3.2177706956863403,-0.43333333333333346
584,606,nakuru,morop,kenya,2009-11-10,5,6,1.480198274175532,1.0,-0.110336674,35.94205931,-0.1,35.95,-1.5891467034816742,-1.68627467751503,2.0,0.8333333333333334,-3.2177706956863403,-0.43333333333333346
585,607,nakuru,section 58,kenya,2009-11-11,3,0,-0.6374322372418848,,-0.283812727,36.09431466,-0.3,36.1,-1.6351221203804016,-1.7225322872400284,2.0,0.8333333333333334,-3.3181073516607285,-0.43333333333333346
586,608,nakuru,section 58,kenya,2009-11-10,4,0,-2.992455390244965,,-0.283812727,36.09431466,-0.3,36.1,-1.6351221203804016,-1.7225322872400284,2.0,0.8333333333333334,-3.3181073516607285,-0.43333333333333346
587,609,nakuru,section 58,kenya,2009-11-10,5,0,-1.7680693415036293,,-0.283812727,36.09431466,-0.3,36.1,-1.6351221203804016,-1.7225322872400284,2.0,0.8333333333333334,-3.3181073516607285,-0.43333333333333346
588,610,nakuru,section 58,kenya,2009-11-10,2,7,-1.2257848546804515,1.0,-0.283812727,36.09431466,-0.3,36.1,-1.6351221203804016,-1.7225322872400284,2.0,0.8333333333333334,-3.3181073516607285,-0.43333333333333346
589,611,nakuru,section 58,kenya,2009-11-10,3,2,-2.6002705071612557,0.0,-0.283812727,36.09431466,-0.3,36.1,-1.6351221203804016,-1.7225322872400284,2.0,0.8333333333333334,-3.3181073516607285,-0.43333333333333346
590,612,nakuru,section 58,kenya,2009-11-11,4,1,-3.649200562837551,1.0,-0.283812727,36.09431466,-0.3,36.1,-1.6351221203804016,-1.7225322872400284,2.0,0.8333333333333334,-3.3181073516607285,-0.43333333333333346
591,613,nakuru,section 58,kenya,2009-11-11,2,1,-2.693183742504952,0.0,-0.283812727,36.09431466,-0.3,36.1,-1.6351221203804016,-1.7225322872400284,2.0,0.8333333333333334,-3.3181073516607285,-0.43333333333333346
592,614,nakuru,section 58,kenya,2009-11-11,4,1,-3.2467027349321613,1.0,-0.283812727,36.09431466,-0.3,36.1,-1.6351221203804016,-1.7225322872400284,2.0,0.8333333333333334,-3.3181073516607285,-0.43333333333333346
593,615,nakuru,section 58,kenya,2009-11-11,2,1,-1.0984090344707609,0.0,-0.283812727,36.09431466,-0.3,36.1,-1.6351221203804016,-1.7225322872400284,2.0,0.8333333333333334,-3.3181073516607285,-0.43333333333333346
594,616,nakuru,section 58,kenya,2009-11-14,12,1,-3.2601206493534742,1.0,-0.283812727,36.09431466,-0.3,36.1,-1.6351221203804016,-1.7225322872400284,2.0,0.8333333333333334,-3.3181073516607285,-0.43333333333333346
595,618,nakuru,london,kenya,2009-11-10,3,2,-2.527181577604514,0.0,-0.275922368,36.07027959,-0.3,36.05,-1.6457332074642181,-1.7481461018323898,2.25,0.8333333333333334,-3.6892187148332596,-0.43333333333333346
596,619,nakuru,london,kenya,2009-11-10,2,3,-1.7071387883361218,0.0,-0.275922368,36.07027959,-0.3,36.05,-1.6457332074642181,-1.7481461018323898,2.25,0.8333333333333334,-3.6892187148332596,-0.43333333333333346
597,620,lugari,pan paper,kenya,2009-11-22,5,5,2.858823851894884,1.0,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
598,621,lugari,pan paper,kenya,2009-11-22,8,3,3.0345561468636637,0.0,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
599,622,lugari,pan paper,kenya,2009-11-22,6,3,2.9944502503349093,0.0,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
600,623,lugari,pan paper,kenya,2009-11-22,3,0,3.214692402909141,,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
601,624,lugari,pan paper,kenya,2009-11-22,11,1,3.455327782081665,0.0,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
602,625,lugari,pan paper,kenya,2009-11-22,5,1,2.858823851894884,1.0,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
603,626,lugari,pan paper,kenya,2009-11-22,5,2,2.78362529590347,0.0,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
604,627,lugari,pan paper,kenya,2009-11-22,4,1,2.1672064036393404,1.0,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
605,628,lugari,pan paper,kenya,2009-11-22,7,2,2.158085549560394,0.0,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
606,629,lugari,pan paper,kenya,2009-11-22,4,1,3.244771825305707,1.0,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
607,630,lugari,pan paper,kenya,2009-11-22,8,0,2.8497029978159376,,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
608,631,lugari,pan paper,kenya,2009-11-22,5,0,3.2748512477022724,,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
609,632,lugari,pan paper,kenya,2009-11-22,1,0,3.243866205252465,,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
610,633,lugari,pan paper,kenya,2009-11-22,5,0,2.78362529590347,,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
611,634,lugari,pan paper,kenya,2009-11-22,8,0,2.7978786401888525,,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
612,635,lugari,pan paper,kenya,2009-11-22,5,0,3.0245296727314748,,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
613,636,lugari,pan paper,kenya,2009-11-22,7,0,2.333189835493091,,0.686881781,34.99065085,0.7,35.0,-1.8012779474258422,-1.869209086894989,1.5,1.0,-2.620338523387909,-0.6666666666666667
614,637,lugari,bendera,kenya,2009-11-23,6,0,3.244771825305707,,0.651269818,34.87616289,0.65,34.9,-1.6354422092437744,-1.7463061809539795,1.6,0.8333333333333334,-2.6500025749206544,-0.8333333333333333
615,638,lugari,bendera,kenya,2009-11-23,4,0,3.113257503069065,,0.651269818,34.87616289,0.65,34.9,-1.6354422092437744,-1.7463061809539795,1.6,0.8333333333333334,-2.6500025749206544,-0.8333333333333333
616,639,lugari,bendera,kenya,2009-11-23,2,0,2.382809581589868,,0.651269818,34.87616289,0.65,34.9,-1.6354422092437744,-1.7463061809539795,1.6,0.8333333333333334,-2.6500025749206544,-0.8333333333333333
617,640,lugari,bendera,kenya,2009-11-23,5,0,2.7093323599652988,,0.651269818,34.87616289,0.65,34.9,-1.6354422092437744,-1.7463061809539795,1.6,0.8333333333333334,-2.6500025749206544,-0.8333333333333333
618,641,lugari,bendera,kenya,2009-11-23,5,0,3.0245296727314748,,0.651269818,34.87616289,0.65,34.9,-1.6354422092437744,-1.7463061809539795,1.6,0.8333333333333334,-2.6500025749206544,-0.8333333333333333
619,642,lugari,bendera,kenya,2009-11-23,4,0,2.418904888465747,,0.651269818,34.87616289,0.65,34.9,-1.6354422092437744,-1.7463061809539795,1.6,0.8333333333333334,-2.6500025749206544,-0.8333333333333333
620,643,lugari,bendera,kenya,2009-11-23,11,0,2.3559797171669232,1.0,0.651269818,34.87616289,0.65,34.9,-1.6354422092437744,-1.7463061809539795,1.6,0.8333333333333334,-2.6500025749206544,-0.8333333333333333
621,656,lugari,mlimani,kenya,2009-11-20,5,0,0.7794367796038242,,0.651451675,34.87612009,0.65,34.9,-1.6354422092437744,-1.7463061809539795,1.6,0.8333333333333334,-2.6500025749206544,-0.8333333333333333
622,657,lugari,mlimani,kenya,2009-11-20,4,0,2.062815312257916,,0.651451675,34.87612009,0.65,34.9,-1.6354422092437744,-1.7463061809539795,1.6,0.8333333333333334,-2.6500025749206544,-0.8333333333333333
623,658,lugari,mlimani,kenya,2009-11-20,6,0,2.6970090820681034,,0.651451675,34.87612009,0.65,34.9,-1.6354422092437744,-1.7463061809539795,1.6,0.8333333333333334,-2.6500025749206544,-0.8333333333333333
