,house,country,hh_size,migrant_num,wealth_index,remit,municipality,lat,long,district,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
837,870,south_africa,3,0,3.4325547338078577,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
838,871,south_africa,2,0,1.8413134363608343,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
839,872,south_africa,2,0,2.721051743800191,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
840,873,south_africa,1,0,1.7021023760714786,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
841,874,south_africa,2,0,3.4445416250242857,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
842,875,south_africa,3,0,3.4402605924469905,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
843,876,south_africa,5,0,3.40173129925133,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
844,877,south_africa,2,0,2.7370639175957896,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
845,878,south_africa,4,0,3.292487467003043,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
846,879,south_africa,3,0,2.337371292837348,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
847,880,south_africa,3,0,2.718850069903296,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
848,881,south_africa,1,0,1.8549198896339956,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
849,882,south_africa,2,2,1.695221030581868,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
850,883,south_africa,2,0,0.9461317182772768,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
851,884,south_africa,3,0,2.5300952603428977,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
852,885,south_africa,3,1,2.707291281944598,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
853,886,south_africa,2,0,2.726555928542428,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
854,887,south_africa,4,0,3.40173129925133,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
855,888,south_africa,4,1,0.3198296699608042,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
856,889,south_africa,1,0,1.71861493029819,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
857,890,south_africa,2,0,1.9872733472836888,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
858,891,south_africa,7,0,1.7393320100470155,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
859,892,south_africa,2,0,2.726555928542428,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
860,893,south_africa,2,0,2.73426178718156,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
861,894,south_africa,2,0,2.73426178718156,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
862,895,south_africa,2,0,1.417581730477692,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
863,896,south_africa,3,0,2.718850069903296,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
864,897,south_africa,3,0,2.291693537958317,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
865,898,south_africa,2,0,0.5061320886004114,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
866,899,south_africa,2,0,1.8413134363608343,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
867,900,south_africa,4,0,2.9745747673063514,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
868,901,south_africa,3,0,2.302733703390168,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
869,902,south_africa,4,0,3.410293364405921,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
870,903,south_africa,2,0,1.7292961608699116,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
871,904,south_africa,3,0,2.707291281944598,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
872,905,south_africa,2,0,1.8356552430361657,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
873,906,south_africa,2,0,1.864226188581972,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
874,907,south_africa,2,1,1.843361101675297,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
875,908,south_africa,3,0,1.85652032994284,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
876,909,south_africa,3,0,1.816390596438336,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
877,910,south_africa,2,0,1.282096142209624,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
878,911,south_africa,2,0,2.7308369611197234,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
879,912,south_africa,4,0,2.948888571842578,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
880,913,south_africa,2,0,2.2938952118552125,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
881,914,south_africa,2,0,2.7370639175957896,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
882,915,south_africa,4,0,3.417143016529594,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
883,916,south_africa,4,0,3.417143016529594,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
884,917,south_africa,5,0,2.966012702151761,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
885,918,south_africa,5,0,3.414574396983217,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
886,919,south_africa,3,0,2.726555928542428,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
887,920,south_africa,4,0,3.410293364405921,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
888,921,south_africa,2,0,1.404371687096323,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
889,922,south_africa,3,0,1.0702288988136144,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
890,923,south_africa,2,0,2.3071052552365816,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
891,924,south_africa,3,0,3.4325547338078577,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
892,925,south_africa,4,0,3.292487467003043,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
893,926,south_africa,4,0,2.696588700501359,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
894,927,south_africa,2,0,1.8413134363608343,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
895,928,south_africa,4,0,3.282212988817534,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
896,929,south_africa,2,1,2.317379733422091,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
897,930,south_africa,3,1,2.718850069903296,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
898,931,south_africa,2,1,2.73426178718156,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
899,932,south_africa,2,1,2.2993993965974497,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
900,933,south_africa,3,1,3.4209959458491603,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
901,934,south_africa,1,1,1.852167797262877,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
902,935,south_africa,4,1,3.299826379992693,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
903,936,south_africa,4,0,2.662340439882995,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
904,937,south_africa,3,0,3.4325547338078577,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
905,938,south_africa,3,0,2.993839413904181,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
906,939,south_africa,4,0,3.417143016529594,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
907,940,south_africa,3,0,2.28013474999962,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
908,941,south_africa,4,1,2.703438352625032,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
909,942,south_africa,2,0,2.550737067688101,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
910,943,south_africa,3,0,2.28013474999962,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
911,944,south_africa,2,0,1.843361101675297,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
912,945,south_africa,4,1,2.7137128308105414,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
913,946,south_africa,1,1,2.745820575140258,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
914,947,south_africa,2,1,2.73426178718156,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
915,948,south_africa,3,1,3.4325547338078577,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
916,949,south_africa,2,1,2.5993317594695,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
917,950,south_africa,3,1,2.2993993965974497,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
918,951,south_africa,1,1,2.745820575140258,1.0,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
919,952,south_africa,3,0,2.6990350048312424,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
920,953,south_africa,3,0,2.291693537958317,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
921,954,south_africa,2,0,2.7370639175957896,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
922,955,south_africa,2,0,2.309907385650811,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
923,956,south_africa,2,0,2.7308369611197234,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
924,957,south_africa,2,0,2.7308369611197234,,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality,-25.75,28.2,-1.7587687969207764,-1.8229289650917053,2.0,0.4,-3.6780319809913635,-0.3999999999999999,243943202.71426648,0.21580417573981384,0.4200968363923242
925,958,south_africa,4,0,1.138793658721567,,kungwini,-25.86781,28.68943,metsweding district municipality,-25.85,28.7,-1.7194932103157043,-1.871837556362152,3.5,0.4,-6.097579002380371,-0.3999999999999999,94441911.12937252,0.21350812364529786,0.03920323399286674
926,960,south_africa,2,0,-2.5546008195574323,,kungwini,-25.86781,28.68943,metsweding district municipality,-25.85,28.7,-1.7194932103157043,-1.871837556362152,3.5,0.4,-6.097579002380371,-0.3999999999999999,94441911.12937252,0.21350812364529786,0.03920323399286674
927,961,south_africa,2,0,-2.862835165122713,,kungwini,-25.86781,28.68943,metsweding district municipality,-25.85,28.7,-1.7194932103157043,-1.871837556362152,3.5,0.4,-6.097579002380371,-0.3999999999999999,94441911.12937252,0.21350812364529786,0.03920323399286674
928,962,south_africa,1,1,-2.8712942918090363,1.0,kungwini,-25.86781,28.68943,metsweding district municipality,-25.85,28.7,-1.7194932103157043,-1.871837556362152,3.5,0.4,-6.097579002380371,-0.3999999999999999,94441911.12937252,0.21350812364529786,0.03920323399286674
929,963,south_africa,2,0,-3.580998973855522,,kungwini,-25.86781,28.68943,metsweding district municipality,-25.85,28.7,-1.7194932103157043,-1.871837556362152,3.5,0.4,-6.097579002380371,-0.3999999999999999,94441911.12937252,0.21350812364529786,0.03920323399286674
930,964,south_africa,1,0,-1.5060708396179503,,kungwini,-25.86781,28.68943,metsweding district municipality,-25.85,28.7,-1.7194932103157043,-1.871837556362152,3.5,0.4,-6.097579002380371,-0.3999999999999999,94441911.12937252,0.21350812364529786,0.03920323399286674
931,965,south_africa,2,0,2.7308369611197234,,kungwini,-25.86781,28.68943,metsweding district municipality,-25.85,28.7,-1.7194932103157043,-1.871837556362152,3.5,0.4,-6.097579002380371,-0.3999999999999999,94441911.12937252,0.21350812364529786,0.03920323399286674
932,966,south_africa,4,0,3.410293364405921,,kungwini,-25.86781,28.68943,metsweding district municipality,-25.85,28.7,-1.7194932103157043,-1.871837556362152,3.5,0.4,-6.097579002380371,-0.3999999999999999,94441911.12937252,0.21350812364529786,0.03920323399286674
933,967,south_africa,2,0,2.73426178718156,,kungwini,-25.86781,28.68943,metsweding district municipality,-25.85,28.7,-1.7194932103157043,-1.871837556362152,3.5,0.4,-6.097579002380371,-0.3999999999999999,94441911.12937252,0.21350812364529786,0.03920323399286674
934,968,south_africa,2,0,1.8413134363608343,,kungwini,-25.86781,28.68943,metsweding district municipality,-25.85,28.7,-1.7194932103157043,-1.871837556362152,3.5,0.4,-6.097579002380371,-0.3999999999999999,94441911.12937252,0.21350812364529786,0.03920323399286674
