,house,country,hh_size,migrant_num,wealth_index,remit,municipality,lat,long,district,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
336,354,south_africa,4,0,-0.16671592898222,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
337,355,south_africa,3,0,-1.2601499603025907,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
338,357,south_africa,2,0,-1.07037297536242,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
339,358,south_africa,1,0,1.2692530444777372,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
340,359,south_africa,1,0,-1.7436434705245232,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
341,360,south_africa,2,0,-1.0680128815204395,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
342,361,south_africa,6,1,-1.16661870682432,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
343,362,south_africa,6,0,-0.8743922025914017,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
344,363,south_africa,2,0,-0.8946402974706684,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
345,364,south_africa,4,0,-0.0317859012701596,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
346,365,south_africa,4,1,0.9307895520102732,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
347,366,south_africa,3,0,-0.7973336162000817,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
348,367,south_africa,2,0,-1.862932387280613,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
349,368,south_africa,2,0,-1.292304495313022,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
350,369,south_africa,3,0,-3.016952337905353,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
351,370,south_africa,1,0,-1.429194599318213,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
352,371,south_africa,5,0,-1.60230109661386,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
353,372,south_africa,8,0,-0.4235778836199537,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
354,373,south_africa,6,0,-0.7973336162000817,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
355,374,south_africa,4,0,-0.7202750298087616,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
356,375,south_africa,7,0,-0.7908345658068882,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
357,376,south_africa,2,0,0.5076396779350709,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
358,378,south_africa,2,0,0.8819162296178432,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
359,379,south_africa,5,0,-0.1345306831252531,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
360,380,south_africa,9,0,-0.6904970705949305,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
361,381,south_africa,3,0,0.8690731318859565,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
362,382,south_africa,6,0,-0.3400202468354401,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
363,383,south_africa,5,0,-0.6880897839517947,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
364,384,south_africa,5,2,-0.5616872150702317,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
365,385,south_africa,2,0,-0.8411418180156,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
366,386,south_africa,1,0,1.292910831504207,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
367,387,south_africa,3,0,-0.2000365956741107,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
368,388,south_africa,1,0,0.381237109053508,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
369,389,south_africa,1,0,-0.1216008485354175,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
370,390,south_africa,2,0,-1.16661870682432,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
371,391,south_africa,2,0,-1.1474315617537405,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
372,392,south_africa,1,0,-0.8892077958155675,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
373,393,south_africa,1,0,-2.766589433660813,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
374,394,south_africa,2,0,-0.3197679630460254,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
375,395,south_africa,2,0,0.2684572790332574,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
376,396,south_africa,1,0,1.2735686833791269,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
377,397,south_africa,7,0,-1.12808941362866,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
378,398,south_africa,4,0,-1.4748530523896004,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
379,399,south_africa,5,0,-1.201813693227262,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
380,400,south_africa,3,0,-2.010285957954249,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
381,401,south_africa,4,0,-2.5023121564963766,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
382,402,south_africa,12,0,-1.0476965204446218,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
383,403,south_africa,2,0,-2.862835165122713,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
384,405,south_africa,4,0,-1.7551806699009955,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
385,406,south_africa,4,0,-2.862835165122713,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
386,407,south_africa,1,0,-1.292829151553075,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
387,409,south_africa,6,0,-1.630031174980927,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
388,410,south_africa,2,0,-2.1551588915135307,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
389,411,south_africa,2,0,-2.1551588915135307,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
390,413,south_africa,9,0,-2.829499023964832,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
391,414,south_africa,4,0,-1.167679656633007,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
392,415,south_africa,2,0,1.7714397543767324,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
393,416,south_africa,2,0,-0.5853450020967012,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
394,417,south_africa,4,0,1.636509726664672,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
395,418,south_africa,3,0,1.7200673634491854,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
396,419,south_africa,4,0,1.822812145304279,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
397,420,south_africa,4,0,-1.1474315617537405,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
398,421,south_africa,3,0,0.8962669166843893,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
399,422,south_africa,4,0,-0.16671592898222,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
400,423,south_africa,6,0,-1.660370358492173,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
401,424,south_africa,6,0,-0.0626093358266877,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
402,425,south_africa,4,0,-0.16671592898222,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
403,426,south_africa,1,0,2.315911950824161,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
404,427,south_africa,4,0,-1.475914002198287,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
405,428,south_africa,5,0,-2.6476672472811145,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
406,429,south_africa,7,0,-1.615283961019702,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
407,430,south_africa,4,0,0.6442414200506893,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
408,431,south_africa,4,0,-2.194077810931096,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
409,432,south_africa,8,0,0.1228675650811148,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
410,433,south_africa,4,0,0.9343255497822366,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
411,434,south_africa,2,0,0.960482405343823,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
412,435,south_africa,6,0,1.585137335737125,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
413,436,south_africa,6,0,0.7613684696466141,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
414,437,south_africa,4,0,3.417143016529594,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
415,438,south_africa,2,0,1.8125376671187696,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
416,440,south_africa,2,0,1.8377532024847296,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
417,441,south_africa,3,0,-1.4556659073190203,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
418,442,south_africa,5,0,0.7213000064420094,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
419,443,south_africa,2,0,0.3750697440649906,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
420,444,south_africa,2,0,0.244799492006788,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
421,446,south_africa,1,0,-0.6175302479536681,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
422,447,south_africa,4,0,-0.6452448518547453,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
423,448,south_africa,2,0,-1.4053544662001605,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
424,449,south_africa,5,0,-1.24367729321564,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
425,450,south_africa,3,0,-1.0895601204329997,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
426,451,south_africa,3,0,-0.7671767787804186,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
427,452,south_africa,2,0,-1.286276105017642,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
428,453,south_africa,2,0,-1.3157684391202664,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
429,454,south_africa,3,0,-1.32073587960696,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
430,455,south_africa,2,0,-0.6130596059977784,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
431,456,south_africa,5,0,-1.0754111243456987,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
432,457,south_africa,1,0,-2.039960638148456,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-1.6802449226379395,-1.7704432010650635,3.0,0.2,-5.040734767913818,-0.19999999999999973,58946987.78223201,0.1648997315028671,0.8480322460020591
