,house,country,hh_size,migrant_num,wealth_index,remit,municipality,lat,long,district,lat_SPEI,long_SPEI,pop_cent_lat,pop_cent_long,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
446,471,south_africa,3,0,-2.010285957954249,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
447,472,south_africa,3,0,-1.0125015340416796,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
448,473,south_africa,5,0,0.3278363096886574,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
449,474,south_africa,1,0,-2.605973210484979,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
450,475,south_africa,1,0,2.5530966076347075,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
451,476,south_africa,1,0,0.4166844181682942,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
452,477,south_africa,4,0,1.4093339493487882,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
453,478,south_africa,3,1,0.3712020608883509,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
454,479,south_africa,1,0,1.292833329976957,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
455,480,south_africa,2,0,1.7714397543767324,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
456,481,south_africa,9,0,1.292910831504207,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
457,482,south_africa,3,0,-0.9244345781658854,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
458,483,south_africa,5,0,0.8147491854648224,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
459,484,south_africa,5,0,2.477805505291645,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
460,485,south_africa,4,0,0.0342643156366861,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
461,486,south_africa,8,0,-0.0589642116026026,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
462,487,south_africa,2,0,-0.5339726111691544,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
463,488,south_africa,4,0,2.382399636426201,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
464,489,south_africa,4,0,2.485144418281295,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
465,490,south_africa,1,0,-2.1659735808081138,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
466,491,south_africa,1,0,-0.7880893769767237,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
467,492,south_africa,2,0,0.480445893136638,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
468,493,south_africa,2,0,-1.3015487345363803,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
469,494,south_africa,4,0,1.717568294914069,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
470,495,south_africa,1,0,0.5403803492187759,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
471,496,south_africa,2,0,0.1143401062506174,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
472,497,south_africa,4,0,1.0624016694671117,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
473,498,south_africa,2,0,1.8301510582939284,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
474,499,south_africa,2,0,-1.16661870682432,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
475,500,south_africa,9,1,-1.6918798154762598,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
476,501,south_africa,6,0,-1.2295282971283392,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
477,502,south_africa,5,0,0.1216115341648469,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
478,503,south_africa,5,0,-1.0754111243456987,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
479,504,south_africa,2,0,-0.5958325372203287,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
480,505,south_africa,2,0,-0.304825260432498,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
481,506,south_africa,1,1,-0.3112405042155278,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
482,507,south_africa,4,0,-1.0638739249692264,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
483,508,south_africa,9,0,-0.6895818988204642,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
484,509,south_africa,5,0,0.1994053323697905,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
485,510,south_africa,7,0,-2.978812670931598,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
486,511,south_africa,3,0,-0.6624035884880213,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
487,512,south_africa,3,1,0.0067433919255003,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
488,513,south_africa,12,0,0.9106847685372694,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
489,514,south_africa,3,0,0.0067433919255003,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
490,515,south_africa,7,0,-2.127444287612453,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
491,516,south_africa,5,0,-0.4312278293140609,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
492,517,south_africa,3,0,-0.4312278293140609,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
493,518,south_africa,3,1,-1.9524145166335087,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
494,520,south_africa,1,0,-2.87332270024634,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
495,521,south_africa,1,0,-2.581096196013422,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
496,522,south_africa,1,0,-1.5831294260092703,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
497,523,south_africa,2,0,-1.292304495313022,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
498,524,south_africa,1,0,-2.0010417187308907,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
499,525,south_africa,2,0,-2.7192055274637,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
500,526,south_africa,1,0,-1.0446867798986466,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
501,527,south_africa,2,0,-3.580998973855522,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
502,528,south_africa,1,0,-2.7192055274637,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
503,529,south_africa,1,0,-1.0125015340416796,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
504,531,south_africa,5,0,1.7743245044587652,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
505,532,south_africa,7,0,0.7421497439017493,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
506,533,south_africa,7,0,-0.1473737808571398,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
507,534,south_africa,4,0,1.7714397543767324,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
508,535,south_africa,4,0,0.8885610580452574,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
509,536,south_africa,9,0,2.533909462564128,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
510,537,south_africa,2,0,2.126484407573045,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
511,538,south_africa,3,0,3.40173129925133,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
512,539,south_africa,1,0,2.739399026274315,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
513,540,south_africa,2,0,1.585137335737125,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
514,541,south_africa,5,0,2.459458222817521,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
515,542,south_africa,3,1,2.5145673144390472,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
516,543,south_africa,4,1,2.662340439882995,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
517,544,south_africa,2,0,2.688026635346768,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
518,545,south_africa,3,0,1.816390596438336,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
519,546,south_africa,4,0,3.273300321932463,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
520,547,south_africa,4,0,2.364892216548533,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
521,548,south_africa,2,1,2.5861217160881305,1.0,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
522,549,south_africa,3,0,1.6621959221284457,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
523,550,south_africa,2,0,1.822812145304279,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
524,551,south_africa,2,0,1.822812145304279,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
525,553,south_africa,4,0,2.435164662567111,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
526,554,south_africa,2,0,1.8413134363608343,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
527,555,south_africa,2,0,3.017385093079307,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
528,556,south_africa,2,0,3.4479664510861223,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
529,557,south_africa,3,0,3.4402605924469905,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
530,558,south_africa,3,0,2.510830613745068,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
531,559,south_africa,3,0,1.369969417895527,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
532,560,south_africa,2,0,2.7137128308105414,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
533,561,south_africa,1,0,2.590773950218421,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
534,562,south_africa,2,0,2.7137128308105414,,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality,-26.2,28.05,-26.21845645,27.97245668,-1.4723040461540222,-1.625533103942871,4.0,0.4,-5.889216184616089,-0.3999999999999999,375997275.18334806,0.1648997315028671,0.7509540656715086
