,house,country,hh_size,migrant_num,wealth_index,remit,municipality,lat,long,district,lat_SPEI,long_SPEI,pop_cent_lat,pop_cent_long,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
1003,1039,south_africa,1,1,1.5735053021546892,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1004,1040,south_africa,8,2,-0.5805559303632428,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1005,1041,south_africa,3,0,-0.8266186701723837,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1006,1042,south_africa,6,0,-0.8023717651833607,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1007,1044,south_africa,2,2,-0.1823570399381905,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1008,1045,south_africa,6,0,2.936045474110691,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1009,1046,south_africa,5,0,0.3648580135496578,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1010,1047,south_africa,2,0,-1.375862132097536,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1011,1048,south_africa,2,0,-2.290088919225591,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1012,1049,south_africa,3,0,-1.630031174980927,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1013,1050,south_africa,2,0,-0.6130596059977784,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1014,1051,south_africa,2,0,-2.0294731030248285,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1015,1052,south_africa,3,0,-3.1518823656174133,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1016,1053,south_africa,4,2,-0.8340320030275352,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1017,1054,south_africa,3,0,-2.087344544345569,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1018,1055,south_africa,3,3,0.3763392999811056,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1019,1056,south_africa,5,0,-0.6966172427822921,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1020,1057,south_africa,5,1,-0.5681862654634253,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1021,1058,south_africa,5,1,-1.0125015340416796,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1022,1059,south_africa,4,0,-0.1537860943923844,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1023,1060,south_africa,3,1,-2.7760160189757537,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1024,1061,south_africa,4,0,0.2723249622098973,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1025,1062,south_africa,8,2,0.3813705677763693,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1026,1063,south_africa,2,2,-1.353982075272614,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1027,1064,south_africa,4,0,-3.305999538400054,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1028,1065,south_africa,3,0,-1.0605924425704276,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1029,1066,south_africa,1,0,-2.161657941906725,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1030,1067,south_africa,2,0,-2.862835165122713,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1031,1068,south_africa,2,0,-2.164403130736889,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1032,1069,south_africa,4,0,-2.472637476302169,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1033,1070,south_africa,3,0,0.9186107945660912,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1034,1071,south_africa,3,0,-1.6048156396149669,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1035,1072,south_africa,2,1,-0.9487056001525574,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1036,1073,south_africa,7,0,-3.094010924296673,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1037,1074,south_africa,1,1,-1.8753559302421887,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1038,1075,south_africa,4,0,-1.4928266185365155,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1039,1076,south_africa,6,0,0.4691103847394109,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1040,1077,south_africa,9,4,-1.0565350119795769,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1041,1078,south_africa,1,0,-0.3243452234154398,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1042,1079,south_africa,1,0,-2.750028962020228,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1043,1080,south_africa,1,0,-1.2062089498286668,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1044,1081,south_africa,2,0,-2.103786500585984,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1045,1082,south_africa,1,0,-0.6080921655110847,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1046,1083,south_africa,1,0,-3.303588062846769,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1047,1084,south_africa,1,0,-3.4268818010728817,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1048,1085,south_africa,2,0,-3.1538424419105437,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1049,1086,south_africa,6,0,-2.735213368796062,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1050,1087,south_africa,4,1,0.9166073473510108,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1051,1088,south_africa,3,2,0.93328862054539,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1052,1089,south_africa,8,1,0.6442414200506893,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1053,1090,south_africa,14,2,0.63396694186518,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1054,1091,south_africa,3,2,-0.7770810074922493,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1055,1092,south_africa,3,5,-0.9161783010525296,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1056,1093,south_africa,8,0,-0.6452448518547453,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1057,1094,south_africa,7,1,0.4628511027296428,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1058,1095,south_africa,3,0,-2.183590275807469,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1059,1096,south_africa,4,2,-0.0907774139788894,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1060,1097,south_africa,3,1,-0.5938724609271987,1.0,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1061,1098,south_africa,3,0,-1.971756664758589,,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality,-25.15,29.5,-25.27345012,29.40609452,-1.5274495879809062,-1.657519817352295,2.0,1.0,-3.166435480117798,-0.19999999999999996,275374436.3132738,0.24954281058042352,0.5590307797007367
1062,1099,south_africa,1,0,-0.4569140247778342,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1063,1100,south_africa,4,0,-0.2015441850087702,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1064,1101,south_africa,2,0,0.4311019106463951,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1065,1102,south_africa,3,0,2.8481721984247885,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1066,1103,south_africa,3,0,-0.9354429476503596,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1067,1104,south_africa,3,1,0.1900065309209172,1.0,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1068,1105,south_africa,7,0,-1.2799332294272687,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1069,1106,south_africa,9,0,-2.055578853258913,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1070,1107,south_africa,8,1,-2.190353877916473,1.0,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1071,1108,south_africa,9,0,-2.955901592846395,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1072,1109,south_africa,2,0,-2.281561460395094,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1073,1110,south_africa,3,0,-1.7280023595685523,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1074,1111,south_africa,2,0,-1.480373147026534,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1075,1112,south_africa,2,0,-0.6130596059977784,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1076,1113,south_africa,2,0,-2.862835165122713,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1077,1114,south_africa,1,0,-2.7087179923400724,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1078,1115,south_africa,1,0,-2.87332270024634,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1079,1116,south_africa,1,0,-2.1551588915135307,,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality,-24.65,30.3,-24.81441242,30.28557855,-1.5217197338740032,-1.6413846810658772,2.0,0.8,-3.023497978846232,-0.29999999999999993,239483954.25194022,0.21798848824982064,-0.021157995237544174
1080,1117,south_africa,1,0,-0.7692918581280492,,,,,,,,-30.70177213,29.32074013,,,,,,,,,
1081,1118,south_africa,6,0,-0.7510984643652896,,,,,,,,-30.70177213,29.32074013,,,,,,,,,
1082,1119,south_africa,2,0,-0.0321187191825218,,,,,,,,-30.70177213,29.32074013,,,,,,,,,
1083,1120,south_africa,5,0,-1.1028227729351976,,,,,,,,-30.70177213,29.32074013,,,,,,,,,
1084,1121,south_africa,1,0,-0.8175817110793483,,,,,,,,-30.70177213,29.32074013,,,,,,,,,
1085,1122,south_africa,7,0,-0.2823038085692002,,,,,,,,-30.70177213,29.32074013,,,,,,,,,
1086,1123,south_africa,2,0,-0.0639711471271265,1.0,greater letaba,-23.5117,30.2746,mopani district municipality,-23.5,30.25,-23.77992506,30.28557855,-1.2953091263771057,-1.3382238745689392,2.5,0.4,-3.2761142253875732,-0.3999999999999999,253427263.92522395,0.22591059021417523,-0.5350385502800585
1087,1124,south_africa,5,0,-1.1028227729351976,,greater letaba,-23.5117,30.2746,mopani district municipality,-23.5,30.25,-23.77992506,30.28557855,-1.2953091263771057,-1.3382238745689392,2.5,0.4,-3.2761142253875732,-0.3999999999999999,253427263.92522395,0.22591059021417523,-0.5350385502800585
1088,1125,south_africa,3,0,-0.961548697884444,,greater letaba,-23.5117,30.2746,mopani district municipality,-23.5,30.25,-23.77992506,30.28557855,-1.2953091263771057,-1.3382238745689392,2.5,0.4,-3.2761142253875732,-0.3999999999999999,253427263.92522395,0.22591059021417523,-0.5350385502800585
1089,1126,south_africa,2,0,-1.785873800889293,,greater letaba,-23.5117,30.2746,mopani district municipality,-23.5,30.25,-23.77992506,30.28557855,-1.2953091263771057,-1.3382238745689392,2.5,0.4,-3.2761142253875732,-0.3999999999999999,253427263.92522395,0.22591059021417523,-0.5350385502800585
1090,1127,south_africa,6,0,1.276902990171845,,greater letaba,-23.5117,30.2746,mopani district municipality,-23.5,30.25,-23.77992506,30.28557855,-1.2953091263771057,-1.3382238745689392,2.5,0.4,-3.2761142253875732,-0.3999999999999999,253427263.92522395,0.22591059021417523,-0.5350385502800585
1091,1128,south_africa,2,0,0.9457487823300668,,greater letaba,-23.5117,30.2746,mopani district municipality,-23.5,30.25,-23.77992506,30.28557855,-1.2953091263771057,-1.3382238745689392,2.5,0.4,-3.2761142253875732,-0.3999999999999999,253427263.92522395,0.22591059021417523,-0.5350385502800585
1092,1129,south_africa,7,0,-0.1924021244459934,,greater letaba,-23.5117,30.2746,mopani district municipality,-23.5,30.25,-23.77992506,30.28557855,-1.2953091263771057,-1.3382238745689392,2.5,0.4,-3.2761142253875732,-0.3999999999999999,253427263.92522395,0.22591059021417523,-0.5350385502800585
1093,1130,south_africa,2,0,-0.7821349558599359,,greater letaba,-23.5117,30.2746,mopani district municipality,-23.5,30.25,-23.77992506,30.28557855,-1.2953091263771057,-1.3382238745689392,2.5,0.4,-3.2761142253875732,-0.3999999999999999,253427263.92522395,0.22591059021417523,-0.5350385502800585
1094,1131,south_africa,5,0,-1.862932387280613,,greater letaba,-23.5117,30.2746,mopani district municipality,-23.5,30.25,-23.77992506,30.28557855,-1.2953091263771057,-1.3382238745689392,2.5,0.4,-3.2761142253875732,-0.3999999999999999,253427263.92522395,0.22591059021417523,-0.5350385502800585
