,house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
278,288,kiambu,sigona/nyathuwa,kenya,11/12/2009,2,1,-0.98319295,0.0,-1.213613261,36.66018801,-1.2,36.65,-1.6657076478004456,-1.707313895225525,1.8333333333333333,0.8,-3.1515795985857644,-0.29999999999999993,309899937.8916723,0.2436836131442984,0.23396200216063165
279,289,kiambu,mbwa kali,kenya,11/8/2009,3,0,-1.678936748,1.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
280,290,kiambu,mbwa kali,kenya,11/8/2009,2,0,-0.139775029,,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
281,291,kiambu,mbwa kali,kenya,11/6/2009,4,0,-0.680995366,,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
282,292,kiambu,mbwa kali,kenya,11/8/2009,4,4,-2.265028579,1.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
283,293,kiambu,mbwa kali,kenya,11/6/2009,2,2,-0.801313055,0.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
284,294,kiambu,mbwa kali,kenya,11/8/2009,4,3,-0.680995366,0.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
285,295,kiambu,mbwa kali,kenya,11/7/2009,1,3,-0.188306596,1.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
286,296,kiambu,mbwa kali,kenya,11/7/2009,4,4,-0.805423809,1.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
287,297,kiambu,mbwa kali,kenya,11/8/2009,1,1,0.188970291,0.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
288,298,kiambu,mbwa kali,kenya,11/8/2009,5,0,-0.618468083,,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
289,299,kiambu,mbwa kali,kenya,11/9/2009,3,2,-0.356716674,1.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
290,300,kiambu,mbwa kali,kenya,11/6/2009,6,0,-0.41744086,,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
291,301,kiambu,mbwa kali,kenya,11/6/2009,7,0,-0.143863913,,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
292,302,kiambu,mbwa kali,kenya,11/11/2009,3,0,-0.490832635,,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
293,303,kiambu,mbwa kali,kenya,11/8/2009,1,0,-0.199933874,,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
294,304,kiambu,mbwa kali,kenya,11/12/2009,4,2,-0.623182094,0.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
295,305,kiambu,mbwa kali,kenya,11/8/2009,8,1,-0.98228733,0.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
296,306,kiambu,mbwa kali,kenya,11/8/2009,1,0,-0.891551322,1.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
297,307,kiambu,mbwa kali,kenya,11/8/2009,3,1,0.01106477,0.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
298,308,kiambu,mbwa kali,kenya,11/8/2009,5,1,-1.099963357,1.0,-1.170804963,36.83215946,-1.15,36.85,-1.725689858198166,-1.7882348597049713,2.25,0.6,-3.9089466631412506,0.06666666666666665,413029382.9447616,0.22856255272502962,-0.8916113182117079
299,309,kisii,nyokabaria,kenya,11/9/2009,5,5,-0.675762221,1.0,-0.674091366,34.77188889,-0.65,34.75,-1.7889425158500671,-1.8509891629219055,2.0,0.4,-3.8485057950019836,-0.3999999999999999,414311315.99458534,0.2144258914894218,0.408293776897601
300,310,kisii,nyokabaria,kenya,11/10/2009,11,2,-0.586383366,1.0,-0.674091366,34.77188889,-0.65,34.75,-1.7889425158500671,-1.8509891629219055,2.0,0.4,-3.8485057950019836,-0.3999999999999999,414311315.99458534,0.2144258914894218,0.408293776897601
301,311,kisii,nyokabaria,kenya,11/8/2009,3,6,-0.361013734,1.0,-0.674091366,34.77188889,-0.65,34.75,-1.7889425158500671,-1.8509891629219055,2.0,0.4,-3.8485057950019836,-0.3999999999999999,414311315.99458534,0.2144258914894218,0.408293776897601
302,312,kisii,nyokabaria,kenya,11/10/2009,3,0,1.898114963,,-0.674091366,34.77188889,-0.65,34.75,-1.7889425158500671,-1.8509891629219055,2.0,0.4,-3.8485057950019836,-0.3999999999999999,414311315.99458534,0.2144258914894218,0.408293776897601
303,313,kisii,bomakombi,kenya,11/9/2009,7,0,0.339367403,,-0.70441522,34.69546123,-0.7,34.7,-2.0119850635528564,-2.1218271255493164,3.0,0.2,-6.035955429077148,-0.19999999999999973,419523885.8808659,0.22378636470066288,-0.48225635294378133
304,314,rachuonyo,atandi,kenya,11/17/2009,7,5,1.130075813,1.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
305,315,rachuonyo,atandi,kenya,11/17/2009,5,2,-0.695469735,0.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
306,316,rachuonyo,atandi,kenya,11/17/2009,6,6,-2.482062444,0.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
307,317,rachuonyo,atandi,kenya,11/17/2009,4,4,0.166493852,1.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
308,318,rachuonyo,atandi,kenya,11/17/2009,11,3,-0.470406028,1.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
309,319,rachuonyo,nyabola,kenya,11/17/2009,4,1,0.464527198,1.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
310,320,rachuonyo,nyabola,kenya,11/17/2009,3,1,-0.341676963,1.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
311,321,rachuonyo,nyabola,kenya,11/17/2009,6,3,-1.318327095,1.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
312,322,rachuonyo,nyabola,kenya,11/17/2009,1,1,0.294794878,1.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
313,323,rachuonyo,atandi,kenya,11/17/2009,3,2,0.671120382,1.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
314,324,rachuonyo,atandi,kenya,11/17/2009,3,1,-0.361013734,0.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
315,325,rachuonyo,nyabola,kenya,11/17/2009,4,1,2.689279412,1.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
316,326,rachuonyo,atandi,kenya,11/17/2009,5,1,0.271412819,1.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
317,327,rachuonyo,atandi,kenya,11/17/2009,6,1,-0.821997656,0.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
318,328,rachuonyo,atandi,kenya,11/17/2009,4,3,2.468544099,1.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
319,329,rachuonyo,nyabola,kenya,11/17/2009,8,2,1.753090099,1.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
320,330,rachuonyo,nyabola,kenya,11/17/2009,6,1,3.272775469,1.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
321,331,rachuonyo,nyabola,kenya,11/17/2009,8,1,3.284877722,1.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
322,332,rachuonyo,atandi,kenya,11/17/2009,8,1,3.210292985,1.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
323,333,rachuonyo,nyabola,kenya,11/17/2009,7,1,1.48988447,1.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
324,334,rachuonyo,nyabola,kenya,11/17/2009,2,2,3.03304571,1.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
325,335,rachuonyo,atandi,kenya,11/17/2009,3,1,0.030708412,0.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
326,336,rachuonyo,atandi,kenya,11/17/2009,3,2,-1.384604599,0.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
327,337,rachuonyo,atandi,kenya,11/17/2009,3,1,1.693060697,1.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
328,338,rachuonyo,atandi,kenya,11/17/2009,1,2,1.205371396,1.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
329,339,rachuonyo,atandi,kenya,11/17/2009,1,0,-0.531470492,,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
330,340,rachuonyo,atandi,kenya,11/17/2009,1,0,1.205371396,,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
331,341,rachuonyo,atandi,kenya,11/17/2009,8,0,-1.725654464,,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
332,342,rachuonyo,atandi,kenya,11/17/2009,4,0,0.719277935,,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
333,343,rachuonyo,atandi,kenya,11/17/2009,5,2,-1.354525177,1.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
334,344,rachuonyo,nyabola,kenya,11/17/2009,3,0,2.669226463,,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
335,345,rachuonyo,nyabola,kenya,11/17/2009,3,0,2.669226463,,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
336,346,rachuonyo,nyabola,kenya,11/17/2009,8,0,1.590149211,,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
337,347,rachuonyo,nyabola,kenya,11/17/2009,4,0,2.689279412,1.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
338,348,rachuonyo,nyabola,kenya,11/17/2009,7,0,1.701610585,,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
339,349,rachuonyo,nyabola,kenya,11/17/2009,8,0,1.525979777,,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
340,350,rachuonyo,nyabola,kenya,11/17/2009,7,0,2.213331009,,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
341,351,rachuonyo,atandi,kenya,11/17/2009,5,2,-0.540062523,1.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
342,352,rachuonyo,atandi,kenya,11/18/2009,6,1,-0.320349194,0.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
343,353,rachuonyo,atandi,kenya,11/18/2009,1,1,-1.019884192,1.0,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
344,354,rachuonyo,atandi,kenya,11/18/2009,6,0,1.95143876,,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
345,356,rachuonyo,atandi,kenya,11/18/2009,5,0,2.70933236,,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
346,357,rachuonyo,atandi,kenya,11/18/2009,9,0,-0.46210796,,-1.298984456,36.8069776,-1.3,36.8,-1.752311885356903,-1.818533331155777,2.25,0.6,-3.966824859380722,0.06666666666666665,413029382.9447616,0.19164837633405407,-2.4186223658082064
347,358,rachuonyo,karianya,kenya,11/18/2009,6,1,0.119690592,1.0,-0.502554,34.73417442,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
348,359,rachuonyo,karianya,kenya,11/20/2009,6,1,1.550043315,0.0,-0.502554,34.73417442,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
349,360,rachuonyo,karianya,kenya,11/20/2009,3,1,-1.701122904,1.0,-0.502554,34.73417442,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
350,361,rachuonyo,karianya,kenya,11/18/2009,4,1,3.073151607,1.0,-0.502554,34.73417442,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
351,362,rachuonyo,karianya,kenya,11/18/2009,5,1,3.143336925,1.0,-0.502554,34.73417442,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
352,363,rachuonyo,karianya,kenya,11/18/2009,3,2,2.669226463,0.0,-0.502554,34.73417442,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
353,364,rachuonyo,nyabola,kenya,11/18/2009,6,1,3.113257503,1.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
354,365,rachuonyo,nyabola,kenya,11/18/2009,7,1,3.648696968,0.0,-0.425136583,34.68950586,-0.45,34.7,-1.7896702885627747,-1.8705628514289856,2.5,0.4,-4.562572717666626,-0.3999999999999999,417881147.2242052,0.26411445630543334,-0.18919721927575606
355,366,rachuonyo,karianya,kenya,11/18/2009,11,0,3.839199977,,-0.502554,34.73417442,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
356,367,rachuonyo,karianya,kenya,11/18/2009,9,0,2.904948457,,-0.502554,34.73417442,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
357,368,rachuonyo,karianya,kenya,11/18/2009,5,0,3.457628618,1.0,-0.502554,34.73417442,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
358,369,rachuonyo,karianya,kenya,11/18/2009,5,0,3.358269497,1.0,-0.502554,34.73417442,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
359,370,rachuonyo,karianya,kenya,11/18/2009,6,0,3.173416348,,-0.502554,34.73417442,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
360,371,rachuonyo,karianya,kenya,11/18/2009,7,0,1.319774688,,-0.502554,34.73417442,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
361,372,rachuonyo,ayuang,kenya,11/20/2009,2,4,3.667844297,0.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
362,373,rachuonyo,ayuang,kenya,11/20/2009,4,2,3.113257503,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
363,374,rachuonyo,ayuang,kenya,11/19/2009,6,1,3.212616624,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
364,375,rachuonyo,ayuang,kenya,11/19/2009,4,6,0.270530391,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
365,376,rachuonyo,ayuang,kenya,11/19/2009,2,3,-0.770946937,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
366,377,rachuonyo,ayuang,kenya,11/10/2009,5,1,1.795055309,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
367,378,rachuonyo,ayuang,kenya,11/19/2009,4,6,1.259615843,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
368,379,rachuonyo,ayuang,kenya,11/19/2009,6,5,1.29972174,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
369,380,rachuonyo,ayuang,kenya,11/19/2009,9,3,-0.085511849,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
370,381,rachuonyo,ayuang,kenya,11/20/2009,3,1,-1.375796342,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
371,382,rachuonyo,ayuang,kenya,11/20/2009,4,0,1.762787552,,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
372,383,rachuonyo,ayuang,kenya,11/20/2009,6,0,3.272775469,,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
373,384,rachuonyo,ayuang,kenya,11/20/2009,8,0,3.082391714,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
374,385,rachuonyo,ayuang,kenya,11/19/2009,3,0,3.697923719,,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
375,386,rachuonyo,ayuang,kenya,11/20/2009,5,0,0.209192386,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
376,387,rachuonyo,ayuang,kenya,11/20/2009,9,0,1.413899547,,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
377,388,rachuonyo,ayuang,kenya,11/20/2009,6,0,2.261556747,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
378,389,rachuonyo,ayuang,kenya,11/20/2009,7,1,3.133310451,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
379,390,rachuonyo,ayuang,kenya,11/20/2009,5,1,3.293734037,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
380,400,rachuonyo,ayuang,kenya,11/19/2009,7,5,0.873465578,1.0,-0.495313912,34.73284732,-0.5,34.75,-1.8049896955490112,-1.8318281173706055,2.0,0.4,-3.8205184936523438,-0.3999999999999999,421450978.453825,0.23887285487534776,0.1496298090184976
