,house,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
412,428,kampala,aggrey zone a,uganda,6,0,3.350393827,,0.347704,32.57887,0.35,32.6,-1.750740647,-1.826095144,2.3333333333333335,0.6,-4.144876401,-0.6,354780415.2766365,0.2538452646607163,-0.734886992
413,429,kampala,aggrey zone a,uganda,3,0,1.500844767,,0.347704,32.57887,0.35,32.6,-1.750740647,-1.826095144,2.3333333333333335,0.6,-4.144876401,-0.6,354780415.2766365,0.2538452646607163,-0.734886992
414,430,kampala,aggrey zone a,uganda,4,1,0.483468746,1,0.347704,32.57887,0.35,32.6,-1.750740647,-1.826095144,2.3333333333333335,0.6,-4.144876401,-0.6,354780415.2766365,0.2538452646607163,-0.734886992
415,431,wakiso,ggangu,uganda,4,0,3.56272534,,0.25243,32.58863,0.25,32.6,-1.763506373,-1.857066552,2.6666666666666665,0.6,-4.829954306,-0.6,329908777.1266226,0.26565951554946565,0.46639394725823297
416,432,wakiso,ggangu,uganda,5,0,2.864481476,,0.25243,32.58863,0.25,32.6,-1.763506373,-1.857066552,2.6666666666666665,0.6,-4.829954306,-0.6,329908777.1266226,0.26565951554946565,0.46639394725823297
417,433,wakiso,ggangu,uganda,2,2,1.970933733,0,0.25243,32.58863,0.25,32.6,-1.763506373,-1.857066552,2.6666666666666665,0.6,-4.829954306,-0.6,329908777.1266226,0.26565951554946565,0.46639394725823297
418,434,wakiso,ggangu,uganda,2,1,1.54576023,0,0.25243,32.58863,0.25,32.6,-1.763506373,-1.857066552,2.6666666666666665,0.6,-4.829954306,-0.6,329908777.1266226,0.26565951554946565,0.46639394725823297
419,435,wakiso,ggangu,uganda,1,2,2.563136251,0,0.25243,32.58863,0.25,32.6,-1.763506373,-1.857066552,2.6666666666666665,0.6,-4.829954306,-0.6,329908777.1266226,0.26565951554946565,0.46639394725823297
420,436,wakiso,ggangu,uganda,3,1,3.584183526,1,0.25243,32.58863,0.25,32.6,-1.763506373,-1.857066552,2.6666666666666665,0.6,-4.829954306,-0.6,329908777.1266226,0.26565951554946565,0.46639394725823297
421,437,wakiso,ggangu,uganda,3,1,1.301503352,0,0.25243,32.58863,0.25,32.6,-1.763506373,-1.857066552,2.6666666666666665,0.6,-4.829954306,-0.6,329908777.1266226,0.26565951554946565,0.46639394725823297
422,438,wakiso,ggangu,uganda,1,2,2.056766477,0,0.25243,32.58863,0.25,32.6,-1.763506373,-1.857066552,2.6666666666666665,0.6,-4.829954306,-0.6,329908777.1266226,0.26565951554946565,0.46639394725823297
423,439,wakiso,ggangu,uganda,2,1,2.775705653,0,0.25243,32.58863,0.25,32.6,-1.763506373,-1.857066552,2.6666666666666665,0.6,-4.829954306,-0.6,329908777.1266226,0.26565951554946565,0.46639394725823297
424,440,wakiso,ggangu,uganda,2,0,1.688033472,,0.25243,32.58863,0.25,32.6,-1.763506373,-1.857066552,2.6666666666666665,0.6,-4.829954306,-0.6,329908777.1266226,0.26565951554946565,0.46639394725823297
425,441,kampala,kawaala,uganda,1,0,3.161241913,,0.23455,31.64268,0.25,31.65,-1.738108382,-1.896127447,3.25,1.2,-5.814902529,-0.533333333,209416791.7330583,0.2495543151623698,-0.45145871
426,442,kampala,kawaala,uganda,2,1,1.816050168,0,0.23455,31.64268,0.25,31.65,-1.738108382,-1.896127447,3.25,1.2,-5.814902529,-0.533333333,209416791.7330583,0.2495543151623698,-0.45145871
427,443,kampala,kawaala,uganda,2,0,2.792508908,,0.23455,31.64268,0.25,31.65,-1.738108382,-1.896127447,3.25,1.2,-5.814902529,-0.533333333,209416791.7330583,0.2495543151623698,-0.45145871
428,444,kampala,kawaala,uganda,5,0,0.440552374,,0.23455,31.64268,0.25,31.65,-1.738108382,-1.896127447,3.25,1.2,-5.814902529,-0.533333333,209416791.7330583,0.2495543151623698,-0.45145871
429,445,kampala,kawaala,uganda,4,0,2.208708703,,0.23455,31.64268,0.25,31.65,-1.738108382,-1.896127447,3.25,1.2,-5.814902529,-0.533333333,209416791.7330583,0.2495543151623698,-0.45145871
430,446,kampala,kawaala,uganda,3,1,-0.03105452,0,0.23455,31.64268,0.25,31.65,-1.738108382,-1.896127447,3.25,1.2,-5.814902529,-0.533333333,209416791.7330583,0.2495543151623698,-0.45145871
431,447,kampala,kawaala,uganda,1,0,3.861654802,1,0.23455,31.64268,0.25,31.65,-1.738108382,-1.896127447,3.25,1.2,-5.814902529,-0.533333333,209416791.7330583,0.2495543151623698,-0.45145871
432,448,kampala,kawaala,uganda,6,0,3.545558791,,0.23455,31.64268,0.25,31.65,-1.738108382,-1.896127447,3.25,1.2,-5.814902529,-0.533333333,209416791.7330583,0.2495543151623698,-0.45145871
433,449,kampala,kawaala,uganda,1,0,1.901882912,,0.23455,31.64268,0.25,31.65,-1.738108382,-1.896127447,3.25,1.2,-5.814902529,-0.533333333,209416791.7330583,0.2495543151623698,-0.45145871
434,450,kampala,kawaala,uganda,2,0,2.098950429,,0.23455,31.64268,0.25,31.65,-1.738108382,-1.896127447,3.25,1.2,-5.814902529,-0.533333333,209416791.7330583,0.2495543151623698,-0.45145871
435,451,wakiso,maganjo b lc 1,uganda,3,0,2.51388849,,0.39521,32.54295,0.4,32.55,-1.766431133,-1.823993285,2.3333333333333335,0.6,-4.194801331,-0.6,354780415.2766365,0.24901200447611882,-1.439058002
436,452,wakiso,maganjo b lc 1,uganda,1,0,1.944799284,,0.39521,32.54295,0.4,32.55,-1.766431133,-1.823993285,2.3333333333333335,0.6,-4.194801331,-0.6,354780415.2766365,0.24901200447611882,-1.439058002
437,453,wakiso,maganjo b lc 1,uganda,2,0,3.075409169,,0.39521,32.54295,0.4,32.55,-1.766431133,-1.823993285,2.3333333333333335,0.6,-4.194801331,-0.6,354780415.2766365,0.24901200447611882,-1.439058002
438,454,wakiso,maganjo b lc 1,uganda,5,0,2.10300792,,0.39521,32.54295,0.4,32.55,-1.766431133,-1.823993285,2.3333333333333335,0.6,-4.194801331,-0.6,354780415.2766365,0.24901200447611882,-1.439058002
439,455,wakiso,maganjo b lc 1,uganda,4,0,0.556667617,,0.39521,32.54295,0.4,32.55,-1.766431133,-1.823993285,2.3333333333333335,0.6,-4.194801331,-0.6,354780415.2766365,0.24901200447611882,-1.439058002
440,456,wakiso,maganjo b lc 1,uganda,2,0,1.318464699,,0.39521,32.54295,0.4,32.55,-1.766431133,-1.823993285,2.3333333333333335,0.6,-4.194801331,-0.6,354780415.2766365,0.24901200447611882,-1.439058002
441,457,wakiso,maganjo b lc 1,uganda,2,0,2.20276413,,0.39521,32.54295,0.4,32.55,-1.766431133,-1.823993285,2.3333333333333335,0.6,-4.194801331,-0.6,354780415.2766365,0.24901200447611882,-1.439058002
442,458,wakiso,maganjo b lc 1,uganda,4,0,3.075409169,,0.39521,32.54295,0.4,32.55,-1.766431133,-1.823993285,2.3333333333333335,0.6,-4.194801331,-0.6,354780415.2766365,0.24901200447611882,-1.439058002
443,459,wakiso,maganjo b lc 1,uganda,6,0,2.933529664,,0.39521,32.54295,0.4,32.55,-1.766431133,-1.823993285,2.3333333333333335,0.6,-4.194801331,-0.6,354780415.2766365,0.24901200447611882,-1.439058002
444,460,wakiso,maganjo b lc 1,uganda,8,0,-0.411460643,,0.39521,32.54295,0.4,32.55,-1.766431133,-1.823993285,2.3333333333333335,0.6,-4.194801331,-0.6,354780415.2766365,0.24901200447611882,-1.439058002
445,461,kamwenge,mabale 1,uganda,2,0,-1.003262486,,1.04222,30.89028,1.05,30.9,-1.725232244,-1.788517445,1.5,1.2,-2.691711217,-0.533333333,256542103.50275105,0.2931426682209999,-0.19847534
446,462,kamwenge,mabale 1,uganda,5,0,-2.482802316,,1.04222,30.89028,1.05,30.9,-1.725232244,-1.788517445,1.5,1.2,-2.691711217,-0.533333333,256542103.50275105,0.2931426682209999,-0.19847534
447,463,kamwenge,mabale 1,uganda,4,0,-1.297607113,,1.04222,30.89028,1.05,30.9,-1.725232244,-1.788517445,1.5,1.2,-2.691711217,-0.533333333,256542103.50275105,0.2931426682209999,-0.19847534
448,464,kamwenge,mabale 1,uganda,5,0,-2.482802316,,1.04222,30.89028,1.05,30.9,-1.725232244,-1.788517445,1.5,1.2,-2.691711217,-0.533333333,256542103.50275105,0.2931426682209999,-0.19847534
449,465,kamwenge,mabale 1,uganda,3,0,-1.722143196,,1.04222,30.89028,1.05,30.9,-1.725232244,-1.788517445,1.5,1.2,-2.691711217,-0.533333333,256542103.50275105,0.2931426682209999,-0.19847534
450,466,kamwenge,mabale 1,uganda,5,0,-2.41127503,,1.04222,30.89028,1.05,30.9,-1.725232244,-1.788517445,1.5,1.2,-2.691711217,-0.533333333,256542103.50275105,0.2931426682209999,-0.19847534
451,467,kamwenge,mabale 1,uganda,3,0,-1.821143436,,1.04222,30.89028,1.05,30.9,-1.725232244,-1.788517445,1.5,1.2,-2.691711217,-0.533333333,256542103.50275105,0.2931426682209999,-0.19847534
452,468,kamwenge,mabale 1,uganda,4,1,-1.297607113,0,1.04222,30.89028,1.05,30.9,-1.725232244,-1.788517445,1.5,1.2,-2.691711217,-0.533333333,256542103.50275105,0.2931426682209999,-0.19847534
453,469,kamwenge,mabale 1,uganda,4,0,-1.962127085,,1.04222,30.89028,1.05,30.9,-1.725232244,-1.788517445,1.5,1.2,-2.691711217,-0.533333333,256542103.50275105,0.2931426682209999,-0.19847534
454,470,kamwenge,mabale 1,uganda,5,0,-1.044889265,,1.04222,30.89028,1.05,30.9,-1.725232244,-1.788517445,1.5,1.2,-2.691711217,-0.533333333,256542103.50275105,0.2931426682209999,-0.19847534
455,472,kampala,kifumbira lc 1,uganda,3,1,3.350393827,1,0.34489,32.58444,0.35,32.6,-1.750740647,-1.826095144,2.3333333333333335,0.6,-4.144876401,-0.6,354780415.2766365,0.2538452646607163,-0.734886992
456,473,kampala,kifumbira lc 1,uganda,8,2,2.735287079,1,0.34489,32.58444,0.35,32.6,-1.750740647,-1.826095144,2.3333333333333335,0.6,-4.144876401,-0.6,354780415.2766365,0.2538452646607163,-0.734886992
457,474,kampala,kifumbira lc 1,uganda,6,2,3.991415861,1,0.34489,32.58444,0.35,32.6,-1.750740647,-1.826095144,2.3333333333333335,0.6,-4.144876401,-0.6,354780415.2766365,0.2538452646607163,-0.734886992
458,475,kampala,kifumbira lc 1,uganda,3,0,3.880181089,,0.34489,32.58444,0.35,32.6,-1.750740647,-1.826095144,2.3333333333333335,0.6,-4.144876401,-0.6,354780415.2766365,0.2538452646607163,-0.734886992
459,476,kampala,kifumbira lc 1,uganda,5,0,2.864481476,,0.34489,32.58444,0.35,32.6,-1.750740647,-1.826095144,2.3333333333333335,0.6,-4.144876401,-0.6,354780415.2766365,0.2538452646607163,-0.734886992
460,477,kampala,kifumbira lc 1,uganda,7,0,3.448281681,,0.34489,32.58444,0.35,32.6,-1.750740647,-1.826095144,2.3333333333333335,0.6,-4.144876401,-0.6,354780415.2766365,0.2538452646607163,-0.734886992
461,478,kampala,kifumbira lc 1,uganda,8,3,-0.174109094,1,0.34489,32.58444,0.35,32.6,-1.750740647,-1.826095144,2.3333333333333335,0.6,-4.144876401,-0.6,354780415.2766365,0.2538452646607163,-0.734886992
462,479,kampala,kifumbira lc 1,uganda,7,3,0.828493217,0,0.34489,32.58444,0.35,32.6,-1.750740647,-1.826095144,2.3333333333333335,0.6,-4.144876401,-0.6,354780415.2766365,0.2538452646607163,-0.734886992
463,480,kampala,kifumbira lc 1,uganda,8,4,3.794125954,1,0.34489,32.58444,0.35,32.6,-1.750740647,-1.826095144,2.3333333333333335,0.6,-4.144876401,-0.6,354780415.2766365,0.2538452646607163,-0.734886992
464,481,lira,akono,uganda,7,0,-1.219243105,,2.48815,32.8787,2.5,32.9,-1.778297991,-1.835657358,3.25,0.8,-6.117737353,-0.8,249693572.99501294,0.29112824773432483,-0.070058769
465,482,lira,akono,uganda,4,1,-1.035343084,1,2.48815,32.8787,2.5,32.9,-1.778297991,-1.835657358,3.25,0.8,-6.117737353,-0.8,249693572.99501294,0.29112824773432483,-0.070058769
466,483,lira,akono,uganda,3,1,-0.814749136,1,2.48815,32.8787,2.5,32.9,-1.778297991,-1.835657358,3.25,0.8,-6.117737353,-0.8,249693572.99501294,0.29112824773432483,-0.070058769
467,484,lira,akono,uganda,13,7,-0.795054817,1,2.48815,32.8787,2.5,32.9,-1.778297991,-1.835657358,3.25,0.8,-6.117737353,-0.8,249693572.99501294,0.29112824773432483,-0.070058769
468,485,lira,akono,uganda,7,0,-0.88981863,,2.48815,32.8787,2.5,32.9,-1.778297991,-1.835657358,3.25,0.8,-6.117737353,-0.8,249693572.99501294,0.29112824773432483,-0.070058769
469,486,lira,akono,uganda,6,0,-1.390908594,,2.48815,32.8787,2.5,32.9,-1.778297991,-1.835657358,3.25,0.8,-6.117737353,-0.8,249693572.99501294,0.29112824773432483,-0.070058769
470,487,lira,akono,uganda,9,2,-1.590851675,1,2.48815,32.8787,2.5,32.9,-1.778297991,-1.835657358,3.25,0.8,-6.117737353,-0.8,249693572.99501294,0.29112824773432483,-0.070058769
471,488,lira,akono,uganda,6,1,-1.476741338,1,2.48815,32.8787,2.5,32.9,-1.778297991,-1.835657358,3.25,0.8,-6.117737353,-0.8,249693572.99501294,0.29112824773432483,-0.070058769
472,489,lira,akono,uganda,4,0,-1.562574082,,2.48815,32.8787,2.5,32.9,-1.778297991,-1.835657358,3.25,0.8,-6.117737353,-0.8,249693572.99501294,0.29112824773432483,-0.070058769
473,490,lira,akono,uganda,8,0,-1.562574082,,2.48815,32.8787,2.5,32.9,-1.778297991,-1.835657358,3.25,0.8,-6.117737353,-0.8,249693572.99501294,0.29112824773432483,-0.070058769
474,491,lira,oloro,uganda,8,0,-1.78772591,,2.40947,33.00955,2.4,33,-1.895624359,-1.984459162,4,0.6,-7.790277402,-0.6,294166506.4263382,0.28718557821928065,-0.619271761
475,492,lira,oloro,uganda,6,0,-1.607034774,,2.40947,33.00955,2.4,33,-1.895624359,-1.984459162,4,0.6,-7.790277402,-0.6,294166506.4263382,0.28718557821928065,-0.619271761
476,493,lira,oloro,uganda,8,0,-2.251179312,,2.40947,33.00955,2.4,33,-1.895624359,-1.984459162,4,0.6,-7.790277402,-0.6,294166506.4263382,0.28718557821928065,-0.619271761
477,494,lira,oloro,uganda,7,0,-1.368116323,,2.40947,33.00955,2.4,33,-1.895624359,-1.984459162,4,0.6,-7.790277402,-0.6,294166506.4263382,0.28718557821928065,-0.619271761
478,495,lira,oloro,uganda,5,1,-1.30662017,0,2.40947,33.00955,2.4,33,-1.895624359,-1.984459162,4,0.6,-7.790277402,-0.6,294166506.4263382,0.28718557821928065,-0.619271761
479,496,lira,oloro,uganda,4,0,-1.73050408,,2.40947,33.00955,2.4,33,-1.895624359,-1.984459162,4,0.6,-7.790277402,-0.6,294166506.4263382,0.28718557821928065,-0.619271761
480,497,lira,oloro,uganda,10,0,-1.844947739,,2.40947,33.00955,2.4,33,-1.895624359,-1.984459162,4,0.6,-7.790277402,-0.6,294166506.4263382,0.28718557821928065,-0.619271761
481,498,lira,oloro,uganda,1,3,-2.099763854,1,2.40947,33.00955,2.4,33,-1.895624359,-1.984459162,4,0.6,-7.790277402,-0.6,294166506.4263382,0.28718557821928065,-0.619271761
482,499,lira,oloro,uganda,4,0,-1.254816145,,2.40947,33.00955,2.4,33,-1.895624359,-1.984459162,4,0.6,-7.790277402,-0.6,294166506.4263382,0.28718557821928065,-0.619271761
483,500,lira,oloro,uganda,3,0,-1.361771075,,2.40947,33.00955,2.4,33,-1.895624359,-1.984459162,4,0.6,-7.790277402,-0.6,294166506.4263382,0.28718557821928065,-0.619271761
484,501,wakiso,lwadda bb,uganda,6,1,2.29250763,1,0.45274,32.52671,0.45,32.55,-1.736264586,-1.801362872,2.3333333333333335,0.6,-4.121556918,-0.6,354780415.2766365,0.25708027575996334,-0.679297837
485,502,wakiso,lwadda bb,uganda,4,1,3.534114425,0,0.45274,32.52671,0.45,32.55,-1.736264586,-1.801362872,2.3333333333333335,0.6,-4.121556918,-0.6,354780415.2766365,0.25708027575996334,-0.679297837
486,503,wakiso,lwadda bb,uganda,8,1,3.534114425,0,0.45274,32.52671,0.45,32.55,-1.736264586,-1.801362872,2.3333333333333335,0.6,-4.121556918,-0.6,354780415.2766365,0.25708027575996334,-0.679297837
487,504,wakiso,lwadda bb,uganda,5,1,1.286376556,0,0.45274,32.52671,0.45,32.55,-1.736264586,-1.801362872,2.3333333333333335,0.6,-4.121556918,-0.6,354780415.2766365,0.25708027575996334,-0.679297837
488,505,wakiso,lwadda bb,uganda,5,0,-1.08909523,,0.45274,32.52671,0.45,32.55,-1.736264586,-1.801362872,2.3333333333333335,0.6,-4.121556918,-0.6,354780415.2766365,0.25708027575996334,-0.679297837
489,506,wakiso,lwadda bb,uganda,2,0,3.296762876,,0.45274,32.52671,0.45,32.55,-1.736264586,-1.801362872,2.3333333333333335,0.6,-4.121556918,-0.6,354780415.2766365,0.25708027575996334,-0.679297837
490,507,wakiso,lwadda bb,uganda,1,0,2.184783173,,0.45274,32.52671,0.45,32.55,-1.736264586,-1.801362872,2.3333333333333335,0.6,-4.121556918,-0.6,354780415.2766365,0.25708027575996334,-0.679297837
491,508,wakiso,lwadda bb,uganda,1,0,2.184783173,,0.45274,32.52671,0.45,32.55,-1.736264586,-1.801362872,2.3333333333333335,0.6,-4.121556918,-0.6,354780415.2766365,0.25708027575996334,-0.679297837
492,509,wakiso,lwadda bb,uganda,2,0,3.075409169,,0.45274,32.52671,0.45,32.55,-1.736264586,-1.801362872,2.3333333333333335,0.6,-4.121556918,-0.6,354780415.2766365,0.25708027575996334,-0.679297837
493,510,wakiso,lwadda bb,uganda,1,0,2.227699545,,0.45274,32.52671,0.45,32.55,-1.736264586,-1.801362872,2.3333333333333335,0.6,-4.121556918,-0.6,354780415.2766365,0.25708027575996334,-0.679297837
494,511,wakiso,namasuba central a,uganda,5,0,2.108570502,,0.2698,32.5691,0.25,32.55,-1.779723406,-1.863070647,2.3333333333333335,0.6,-4.359872778,-0.6,312164452.1763921,0.27347234569396506,-0.636115885
495,512,wakiso,namasuba central a,uganda,3,0,2.83542528,,0.2698,32.5691,0.25,32.55,-1.779723406,-1.863070647,2.3333333333333335,0.6,-4.359872778,-0.6,312164452.1763921,0.27347234569396506,-0.636115885
496,513,wakiso,namasuba central a,uganda,4,1,2.151486874,0,0.2698,32.5691,0.25,32.55,-1.779723406,-1.863070647,2.3333333333333335,0.6,-4.359872778,-0.6,312164452.1763921,0.27347234569396506,-0.636115885
497,514,wakiso,namasuba central a,uganda,6,1,3.519808968,1,0.2698,32.5691,0.25,32.55,-1.779723406,-1.863070647,2.3333333333333335,0.6,-4.359872778,-0.6,312164452.1763921,0.27347234569396506,-0.636115885
498,515,wakiso,namasuba central a,uganda,5,1,3.858722903,0,0.2698,32.5691,0.25,32.55,-1.779723406,-1.863070647,2.3333333333333335,0.6,-4.359872778,-0.6,312164452.1763921,0.27347234569396506,-0.636115885
499,516,wakiso,namasuba central a,uganda,3,1,2.141866801,0,0.2698,32.5691,0.25,32.55,-1.779723406,-1.863070647,2.3333333333333335,0.6,-4.359872778,-0.6,312164452.1763921,0.27347234569396506,-0.636115885
500,517,wakiso,namasuba central a,uganda,2,0,2.098950429,,0.2698,32.5691,0.25,32.55,-1.779723406,-1.863070647,2.3333333333333335,0.6,-4.359872778,-0.6,312164452.1763921,0.27347234569396506,-0.636115885
501,518,wakiso,namasuba central a,uganda,1,0,2.184783173,,0.2698,32.5691,0.25,32.55,-1.779723406,-1.863070647,2.3333333333333335,0.6,-4.359872778,-0.6,312164452.1763921,0.27347234569396506,-0.636115885
502,519,wakiso,namasuba central a,uganda,2,0,3.075409169,,0.2698,32.5691,0.25,32.55,-1.779723406,-1.863070647,2.3333333333333335,0.6,-4.359872778,-0.6,312164452.1763921,0.27347234569396506,-0.636115885
503,520,wakiso,namasuba central a,uganda,2,0,3.908792003,,0.2698,32.5691,0.25,32.55,-1.779723406,-1.863070647,2.3333333333333335,0.6,-4.359872778,-0.6,312164452.1763921,0.27347234569396506,-0.636115885
504,521,jinja,katende east a,uganda,6,0,2.145924293,,0.46768,33.23175,0.45,33.25,-1.895527259,-2.040182039,1.75,1.2,-3.481704667,-0.533333333,252043578.6255526,0.23001467333252776,-0.001584311
505,522,jinja,katende east a,uganda,7,0,3.119152814,,0.46768,33.23175,0.45,33.25,-1.895527259,-2.040182039,1.75,1.2,-3.481704667,-0.533333333,252043578.6255526,0.23001467333252776,-0.001584311
506,523,jinja,katende east a,uganda,7,1,-0.066436172,0,0.46768,33.23175,0.45,33.25,-1.895527259,-2.040182039,1.75,1.2,-3.481704667,-0.533333333,252043578.6255526,0.23001467333252776,-0.001584311
507,524,jinja,katende east a,uganda,7,0,0.596336466,,0.46768,33.23175,0.45,33.25,-1.895527259,-2.040182039,1.75,1.2,-3.481704667,-0.533333333,252043578.6255526,0.23001467333252776,-0.001584311
508,525,jinja,katende east a,uganda,3,0,2.993612584,1,0.46768,33.23175,0.45,33.25,-1.895527259,-2.040182039,1.75,1.2,-3.481704667,-0.533333333,252043578.6255526,0.23001467333252776,-0.001584311
509,527,jinja,katende east a,uganda,6,1,0.672686945,1,0.46768,33.23175,0.45,33.25,-1.895527259,-2.040182039,1.75,1.2,-3.481704667,-0.533333333,252043578.6255526,0.23001467333252776,-0.001584311
510,528,jinja,katende east a,uganda,11,0,3.934194032,,0.46768,33.23175,0.45,33.25,-1.895527259,-2.040182039,1.75,1.2,-3.481704667,-0.533333333,252043578.6255526,0.23001467333252776,-0.001584311
511,529,jinja,katende east a,uganda,6,0,-0.764240688,,0.46768,33.23175,0.45,33.25,-1.895527259,-2.040182039,1.75,1.2,-3.481704667,-0.533333333,252043578.6255526,0.23001467333252776,-0.001584311
512,530,jinja,katende east a,uganda,5,0,-0.0235198,,0.46768,33.23175,0.45,33.25,-1.895527259,-2.040182039,1.75,1.2,-3.481704667,-0.533333333,252043578.6255526,0.23001467333252776,-0.001584311
513,531,masaka,nanfabirye,uganda,7,1,-1.40488073,0,-0.04623,31.62112,-0.05,31.6,-1.828514139,-2.108664672,3.3333333333333335,0.6,-6.204378923,-0.6,236896997.1787185,0.24919220534499736,0.15272181946830435
514,532,masaka,nanfabirye,uganda,5,6,-2.019348914,1,-0.04623,31.62112,-0.05,31.6,-1.828514139,-2.108664672,3.3333333333333335,0.6,-6.204378923,-0.6,236896997.1787185,0.24919220534499736,0.15272181946830435
515,533,masaka,nanfabirye,uganda,4,1,-0.728916392,0,-0.04623,31.62112,-0.05,31.6,-1.828514139,-2.108664672,3.3333333333333335,0.6,-6.204378923,-0.6,236896997.1787185,0.24919220534499736,0.15272181946830435
516,534,masaka,nanfabirye,uganda,4,0,0.286401229,,-0.04623,31.62112,-0.05,31.6,-1.828514139,-2.108664672,3.3333333333333335,0.6,-6.204378923,-0.6,236896997.1787185,0.24919220534499736,0.15272181946830435
517,535,masaka,nanfabirye,uganda,4,5,-0.625917099,0,-0.04623,31.62112,-0.05,31.6,-1.828514139,-2.108664672,3.3333333333333335,0.6,-6.204378923,-0.6,236896997.1787185,0.24919220534499736,0.15272181946830435
518,536,masaka,nanfabirye,uganda,8,3,-0.671694562,1,-0.04623,31.62112,-0.05,31.6,-1.828514139,-2.108664672,3.3333333333333335,0.6,-6.204378923,-0.6,236896997.1787185,0.24919220534499736,0.15272181946830435
519,537,masaka,nanfabirye,uganda,7,8,0.317070544,1,-0.04623,31.62112,-0.05,31.6,-1.828514139,-2.108664672,3.3333333333333335,0.6,-6.204378923,-0.6,236896997.1787185,0.24919220534499736,0.15272181946830435
520,538,masaka,nanfabirye,uganda,5,5,-1.983585271,0,-0.04623,31.62112,-0.05,31.6,-1.828514139,-2.108664672,3.3333333333333335,0.6,-6.204378923,-0.6,236896997.1787185,0.24919220534499736,0.15272181946830435
521,539,masaka,nanfabirye,uganda,5,0,-0.700305477,,-0.04623,31.62112,-0.05,31.6,-1.828514139,-2.108664672,3.3333333333333335,0.6,-6.204378923,-0.6,236896997.1787185,0.24919220534499736,0.15272181946830435
522,540,masaka,nanfabirye,uganda,9,1,-1.333353443,0,-0.04623,31.62112,-0.05,31.6,-1.828514139,-2.108664672,3.3333333333333335,0.6,-6.204378923,-0.6,236896997.1787185,0.24919220534499736,0.15272181946830435
523,541,budaka,kavule,uganda,5,1,-0.373199251,1,1.10215,33.5512,1.1,33.55,-1.770297249,-1.882556558,2.6666666666666665,0.6,-4.897465547,-0.6,297781687.9809339,0.26354130519900576,1.4692163477613285
524,542,budaka,kavule,uganda,4,2,-1.627504787,0,1.10215,33.5512,1.1,33.55,-1.770297249,-1.882556558,2.6666666666666665,0.6,-4.897465547,-0.6,297781687.9809339,0.26354130519900576,1.4692163477613285
525,543,budaka,kavule,uganda,11,0,-1.393436364,,1.10215,33.5512,1.1,33.55,-1.770297249,-1.882556558,2.6666666666666665,0.6,-4.897465547,-0.6,297781687.9809339,0.26354130519900576,1.4692163477613285
526,544,budaka,kavule,uganda,2,1,-0.92223067,0,1.10215,33.5512,1.1,33.55,-1.770297249,-1.882556558,2.6666666666666665,0.6,-4.897465547,-0.6,297781687.9809339,0.26354130519900576,1.4692163477613285
527,545,budaka,kavule,uganda,7,1,-1.42921732,1,1.10215,33.5512,1.1,33.55,-1.770297249,-1.882556558,2.6666666666666665,0.6,-4.897465547,-0.6,297781687.9809339,0.26354130519900576,1.4692163477613285
528,546,budaka,kavule,uganda,4,0,-2.047959829,,1.10215,33.5512,1.1,33.55,-1.770297249,-1.882556558,2.6666666666666665,0.6,-4.897465547,-0.6,297781687.9809339,0.26354130519900576,1.4692163477613285
529,547,budaka,kavule,uganda,10,1,-0.700305477,0,1.10215,33.5512,1.1,33.55,-1.770297249,-1.882556558,2.6666666666666665,0.6,-4.897465547,-0.6,297781687.9809339,0.26354130519900576,1.4692163477613285
530,548,budaka,kavule,uganda,6,1,-0.728916392,1,1.10215,33.5512,1.1,33.55,-1.770297249,-1.882556558,2.6666666666666665,0.6,-4.897465547,-0.6,297781687.9809339,0.26354130519900576,1.4692163477613285
531,549,budaka,kavule,uganda,5,1,-0.771832764,0,1.10215,33.5512,1.1,33.55,-1.770297249,-1.882556558,2.6666666666666665,0.6,-4.897465547,-0.6,297781687.9809339,0.26354130519900576,1.4692163477613285
532,550,budaka,kavule,uganda,8,0,-1.249591623,,1.10215,33.5512,1.1,33.55,-1.770297249,-1.882556558,2.6666666666666665,0.6,-4.897465547,-0.6,297781687.9809339,0.26354130519900576,1.4692163477613285
533,551,mbale,bumakika ii,uganda,4,0,-1.093369554,,0.85729,34.20117,0.85,34.2,-2.108027458,-2.294383208,1.3333333333333333,0.6,-2.925160567,-0.6,316960681.42917603,0.18183112483827443,0.3266079862664551
534,552,mbale,bumakika ii,uganda,7,0,-1.206235904,,0.85729,34.20117,0.85,34.2,-2.108027458,-2.294383208,1.3333333333333333,0.6,-2.925160567,-0.6,316960681.42917603,0.18183112483827443,0.3266079862664551
535,553,mbale,bumakika ii,uganda,3,0,-0.494507922,,0.85729,34.20117,0.85,34.2,-2.108027458,-2.294383208,1.3333333333333333,0.6,-2.925160567,-0.6,316960681.42917603,0.18183112483827443,0.3266079862664551
536,554,mbale,bumakika ii,uganda,8,0,-0.786138221,,0.85729,34.20117,0.85,34.2,-2.108027458,-2.294383208,1.3333333333333333,0.6,-2.925160567,-0.6,316960681.42917603,0.18183112483827443,0.3266079862664551
537,555,mbale,bumakika ii,uganda,9,0,-1.822556668,,0.85729,34.20117,0.85,34.2,-2.108027458,-2.294383208,1.3333333333333333,0.6,-2.925160567,-0.6,316960681.42917603,0.18183112483827443,0.3266079862664551
