house,census_tract,country,interview_date,lat,long,hh_size,migrant_num,wealth_index,remit,frequency,severity,dispersion,area,SVI_severity,pop_cent_lat,pop_cent_long,NDVI_mean
569,cite icotaf,senegal,2009-11-01,14.7155408,-17.26173081,12,1,2.12190208003217,0,0.2,-3.4699013233184814,-0.19999999999999984,108414.2033981107,0,14.72094534,-17.22764196,0.18052031607783875
575,cite icotaf,senegal,2009-11-01,14.7155408,-17.26173081,9,0,1.36566445034952,NA,0.2,-3.4699013233184814,-0.19999999999999984,108414.2033981107,0,14.72094534,-17.22764196,0.18052031607783875
1102,ndorong,senegal,2009-11-01,14.08694396,-16.35938655,5,0,1.34367259965267,NA,0.2,-3.3610024452209473,-0.19999999999999973,40611737.75569371,-0.09217378962256968,14.0770377,-16.39672928,0.1833593257273463
48,mezmoz ambassade,senegal,2009-11-01,14.68949,-17.47308,2,2,2.10126556361572,1,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
20,grand medine,senegal,2009-11-01,14.74795,-17.44715,6,0,0.758327392946039,NA,0,0,0,0,0,14.74391863,-17.45998489,0.10319156482409106
1708,diefaye,senegal,2009-11-01,12.57853941,-16.25514132,3,1,2.04949480649179,1,0.4,-2.6897431015968323,0.6000000000000005,34515695.35355306,-0.7601165689191769,12.56804369,-16.24558632,0.14624624880965564
104,cite lobatt fall,senegal,2009-11-01,14.74682,-17.40995,4,0,0.106747217171541,NA,0.2,-3.461019515991211,-0.19999999999999984,69691.75401648635,1.4319276423264522,14.74391863,-17.39599836,0.1089818340392096
964,ndiagne,senegal,2009-11-01,15.51803969,-16.05754713,8,2,0.0473460795594582,1,0.6,-2.472675383090973,0.06666666666666665,29634013.95515437,0.7489605635042603,15.38130032,-16.02810215,0.18757008018536236
992,artillerie,senegal,2009-11-01,15.62705619,-16.2230668,8,0,1.22718839612382,NA,0.6,-2.53835666179657,-0.5999999999999999,30282955.40571375,0.6992804331609475,15.6680352,-16.23192106,0.17881439910064617
374,chateau d'eau,senegal,2009-11-01,14.65934807,-17.43678063,11,7,0.446181327539495,1,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
9,grand medine,senegal,2009-11-01,14.74795,-17.44715,9,2,1.36308663357414,1,0,0,0,0,0,14.74391863,-17.45998489,0.10319156482409106
1871,dodele,senegal,2009-11-01,16.50354464,-14.42019001,12,0,0.19374223787868,NA,0.6,-1.44758939743042,0.06666666666666665,87915352.91104256,0.43111990718253834,16.47147469,-14.56250057,0.145028161062628
1096,ndorong,senegal,2009-11-01,14.08694396,-16.35938655,6,0,0.544545766074965,NA,0.2,-3.3610024452209473,-0.19999999999999973,40611737.75569371,-0.09217378962256968,14.0770377,-16.39672928,0.1833593257273463
1439,golere,senegal,2009-11-01,16.24895647,-14.10938504,5,2,-1.26840126191093,0,0.6,-2.093017667531967,0.06666666666666665,67380541.52758223,0.9069532672809756,16.42033799,-14.01712506,0.15590663399322888
727,keur el hadji,senegal,2009-11-01,14.49623916,-16.0640894,8,2,-0.0485650542002548,1,0.2,-3.2022647857666016,-0.19999999999999973,40611737.75569371,0.7325532552403278,14.50274052,-16.09656209,0.1903920850097714
1294,mbacke khewar,senegal,2009-11-01,14.80411689,-15.91020024,12,1,1.93855746979765,1,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
1810,pikine,senegal,2009-11-01,16.11042196,-16.49496496,6,0,1.40449251819247,NA,0,0,0,0,0,16.0110665,-16.49789432,0.10660249928526276
258,gueule tapee,senegal,2009-11-01,14.68287,-17.45728,1,1,0.233875295730548,1,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
3021,cite rochette,senegal,2009-11-01,14.75717772,-17.36506108,8,0,-0.676006481803375,NA,0,0,0,0,0,14.76581033,-17.34454455,0.14062749229783772
1321,darou khoudoss,senegal,2009-11-01,14.8653417,-15.87905597,5,1,2.64265455123405,1,0.2,-1.3787286281585691,-0.19999999999999973,88734721.23539704,0.4296550142673737,14.85551526,-15.88108409,0.1822150034646987
1367,misscia lodiou,senegal,2009-11-01,15.65365113,-13.25520908,12,3,0.122937959036409,1,0.4,-2.218422055244446,-0.3999999999999999,23724541.33730228,0.06658695166829108,15.6680352,-13.36263999,0.15460196709372037
357,mbour i,senegal,2009-11-01,14.68562239,-17.45034661,5,0,1.94595329224392,NA,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
178,gilbraltar,senegal,2009-11-01,14.68713208,-17.44338479,4,1,1.61169625758836,1,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
460,hlm las palmas,senegal,2009-11-01,14.77009217,-17.40633211,4,0,1.5518394706232,NA,0.2,-3.461019515991211,-0.19999999999999984,69691.75401648635,1.4319276423264522,14.77252754,-17.39599836,0.1089818340392096
1287,mbacke khewar,senegal,2009-11-01,14.80411689,-15.91020024,9,4,1.25825085039818,0,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
1369,nguidjilogne somona,senegal,2009-11-01,15.9373344,-13.35219736,9,1,0.530690552125674,0,0.6,-1.424777269363403,-0.5999999999999999,69908285.96822166,0.5708981717969052,16.0110665,-13.36263999,0.15589432710145062
100,cite lobatt fall,senegal,2009-11-01,14.74682,-17.40995,4,0,1.15342231530633,NA,0.2,-3.461019515991211,-0.19999999999999984,69691.75401648635,1.4319276423264522,14.74391863,-17.39599836,0.1089818340392096
1282,mbacke khewar,senegal,2009-11-01,14.80411689,-15.91020024,9,2,1.18836032828087,1,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
1269,khaire,senegal,2009-11-01,14.823157881171742,-15.90761198,7,1,0.525358985888345,1,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
1441,badel,senegal,2009-11-01,15.96479168,-13.59455201,8,1,0.173154645929275,1,0.6,-1.3860496282577517,-0.5999999999999999,69908285.96822166,0.762616218833181,16.0110665,-13.6728487,0.16077237683599394
624,niagha ouolof,senegal,2009-11-01,14.80539524,-17.23892342,4,0,-0.990107397469597,NA,0.2,-3.478778123855591,-0.19999999999999984,108414.2033981107,1.0955087139818869,14.81724179,-17.22764196,0.18828021833687897
1826,pikine,senegal,2009-11-01,16.11042196,-16.49496496,6,1,1.22718839612382,1,0,0,0,0,0,16.0110665,-16.49789432,0.10660249928526276
1496,diamel,senegal,2009-11-01,15.83897387,-13.22043021,5,1,-0.640578087303843,1,0.6,-1.8558387358983357,-0.5999999999999999,55268526.38113218,0.4310740408497382,15.71702669,-13.36263999,0.163726481540929
260,sacre coeur 3,senegal,2009-11-01,14.72046,-17.46744,10,3,3.15208886222578,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
955,nienguene ndiagne,senegal,2009-11-01,NA,NA,14,2,0.567977839861174,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
945,nianguene ndiagne,senegal,2009-11-01,15.60326241,-16.16011688,22,1,-0.303628053690034,1,0.4,-3.823577642440796,0.6000000000000005,43531974.28321092,1.456860529547808,15.6680352,-16.18754008,0.18403327409969128
188,gilbraltar 1,senegal,2009-11-01,14.68384,-17.42093,1,0,0.787723482799834,NA,0,0,0,0,0,14.66195934,-17.39599836,0.1089818340392096
752,medinatoul est,senegal,2009-11-01,NA,NA,5,1,0.720386917274848,0,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
351,mbour i,senegal,2009-11-01,14.68562239,-17.45034661,4,3,2.04949480649179,1,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
1813,pikine,senegal,2009-11-01,16.11042196,-16.49496496,4,2,1.99772404936785,0,0,0,0,0,0,16.0110665,-16.49789432,0.10660249928526276
1567,mango 1,senegal,2009-11-01,15.60094582,-13.322622,18,3,0.128391950964374,1,0.4,-1.541080117225647,-0.3999999999999999,45684180.71793652,0.01543036411523599,15.6680352,-13.36263999,0.1573156957932611
1558,mango,senegal,2009-11-01,15.60094582,-13.322622,6,2,1.43065309817954,1,0.4,-1.541080117225647,-0.3999999999999999,45684180.71793652,0.01543036411523599,15.6680352,-13.36263999,0.1573156957932611
1556,darou salam,senegal,2009-11-01,15.44284137,-14.05528102,12,3,1.22461782743256,1,0.2,-2.815380334854126,-0.19999999999999973,47665098.4684764,1.2517397690586012,15.38130032,-14.01712506,0.1822629119282697
1561,mango,senegal,2009-11-01,15.60094582,-13.322622,7,2,0.51867835667793,1,0.4,-1.541080117225647,-0.3999999999999999,45684180.71793652,0.01543036411523599,15.6680352,-13.36263999,0.1573156957932611
1560,mango,senegal,2009-11-01,15.60094582,-13.322622,6,1,0.202812841456189,0,0.4,-1.541080117225647,-0.3999999999999999,45684180.71793652,0.01543036411523599,15.6680352,-13.36263999,0.1573156957932611
617,diokoul kaw,senegal,2009-11-01,14.71694283,-17.29013219,7,1,1.93301060296294,1,0,0,0,0,0,14.72094534,-17.34454455,0.16759902272620705
690,ndiantakhoune,senegal,2009-11-01,14.95366585,-16.81168094,5,0,1.34367259965267,NA,0.6,-1.9963268438975017,1.4,47637474.309924565,0.36179239883983527,15.03429087,-16.79291761,0.18101946825130008
265,sacre coeur 3,senegal,2009-11-01,14.72046,-17.46744,2,1,2.10126556361572,1,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
1360,agnam civol,senegal,2009-11-01,16.00801046,-13.68783836,11,2,0.95427736898406,1,0.2,-3.0171127319335938,-0.19999999999999973,47665098.4684764,0.8905791176999358,16.0110665,-13.6728487,0.1545433128570514
429,parcelles ass u 4,senegal,2009-11-01,14.76143208,-17.4405089,3,2,2.31554879791574,1,0,0,0,0,0,14.76581033,-17.45998489,0.10319156482409106
548,samba niang,senegal,2009-11-01,14.80972717,-15.90288816,7,0,1.37355077481828,NA,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
1126,sara ndiougary,senegal,2009-11-01,NA,NA,8,2,1.33072991037169,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1692,diefaye,senegal,2009-11-01,12.57853941,-16.25514132,7,0,1.93301060296294,NA,0.4,-2.6897431015968323,0.6000000000000005,34515695.35355306,-0.7601165689191769,12.56804369,-16.24558632,0.14624624880965564
890,leona sud,senegal,2009-11-01,14.69755622,-16.45053577,14,5,0.561753006400033,1,0.4,-2.1973668932914734,0.6000000000000005,56448417.362842165,0.07814291359068906,14.72094534,-16.45109143,0.19512703103288512
1820,pikine,senegal,2009-11-01,16.11042196,-16.49496496,4,3,1.98955983477819,1,0,0,0,0,0,16.0110665,-16.49789432,0.10660249928526276
694,ndiandiakhoune,senegal,2009-11-01,NA,NA,15,0,-0.326858918641588,NA,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
3062,arafat,senegal,2009-11-01,14.71105977,-17.4688686,4,0,0.217141820319686,NA,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
1546,yirla,senegal,2009-11-01,15.60553632,-13.18272101,12,1,0.829252833071108,1,0.6,-2.1883033514022827,0.06666666666666665,18255120.510934275,0.05306710310857907,15.6680352,-13.36263999,0.1458656833905574
365,chateau d'eau,senegal,2009-11-01,14.65934807,-17.43678063,8,0,1.33072991037169,NA,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
363,chateau d'eau,senegal,2009-11-01,14.65934807,-17.43678063,6,0,0.882577210043475,1,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
749,medinatoul,senegal,2009-11-01,14.73727345,-16.24237956,6,1,0.810252640594906,1,0.4,-2.1978121399879456,0.6000000000000005,56448417.362842165,0.2934550520574559,14.74391863,-16.24558632,0.1894486964504248
1365,guidjilogne lodiou,senegal,2009-11-01,15.9373344,-13.35219736,6,4,0.28564605285448,1,0.6,-1.424777269363403,-0.5999999999999999,69908285.96822166,0.5708981717969052,16.0110665,-13.36263999,0.15589432710145062
957,mbodjiene,senegal,2009-11-01,14.23001387,-16.86834878,12,1,-0.0044246775644736,1,0.2,-3.4787776470184326,-0.19999999999999984,124021.92331881703,1.4308567818858329,14.22169871,-16.92877566,0.197192156070272
1128,sara ndiougary,senegal,2009-11-01,NA,NA,6,2,1.35143821322126,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
937,medina,senegal,2009-11-01,NA,NA,11,2,1.19612594184946,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1745,ndiaye counda,senegal,2009-11-01,14.1372415,-15.49080373,12,2,0.75159669738521,1,0.2,-3.6592421531677246,-0.19999999999999973,40611737.75569371,2.3602043459631092,14.13637726,-15.5307987,0.20197392482888424
1279,touba khayra,senegal,2009-11-01,14.823157881171742,-15.90761198,5,1,1.27895915324775,1,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
205,ouagou niayes 2,senegal,2009-11-01,14.70737,-17.449,7,1,1.35272176106854,0,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
496,pa unite 11,senegal,2009-11-01,14.75896766,-17.43245729,8,0,1.16901951819772,NA,0,0,0,0,0,14.76581033,-17.45998489,0.10319156482409106
25,ngaparou,senegal,2009-11-01,14.46352,-17.05669,4,1,0.830425821063403,0,0,0,0,0,0,14.47252629,-16.98407509,0.1722231499786167
924,madina,senegal,2009-11-01,14.6863071,-17.449476,5,0,0.139485684633788,NA,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
1222,thierno kandji,senegal,2009-11-01,14.6563661,-16.23464222,8,2,1.36031320015679,1,0.2,-3.180641412734986,-0.19999999999999973,40611737.75569371,0.6303187841263145,14.66195934,-16.23192106,0.1888813782738505
22,ngaparou,senegal,2009-11-01,14.46352,-17.05669,9,6,2.04949480649179,1,0,0,0,0,0,14.47252629,-16.98407509,0.1722231499786167
1307,darou khoudoss,senegal,2009-11-01,14.8653417,-15.87905597,20,1,1.84538864264092,1,0.2,-1.3787286281585691,-0.19999999999999973,88734721.23539704,0.4296550142673737,14.85551526,-15.88108409,0.1822150034646987
1920,namaye,senegal,2009-11-01,16.42777753,-14.09801568,5,1,0.557689664190603,1,0.6,-1.4884836971759796,0.06666666666666665,87915352.91104256,0.16536416295790665,16.42033799,-14.01712506,0.14528045684780805
148,hersent,senegal,2009-11-01,14.77685,-16.90942,6,0,0.697404732671003,NA,0.6,-1.331539362668991,0.06666666666666665,51150342.58703999,0.07450315423563665,14.77734506,-16.92877566,0.195125325442822
1372,guindjilogne lodiou,senegal,2009-11-01,NA,NA,5,1,0.900869434726717,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
547,samba niang,senegal,2009-11-01,14.80972717,-15.90288816,2,0,1.55980478956426,NA,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
1409,moderne ii,senegal,2009-11-01,15.61359152,-13.32345921,8,0,1.3009510039446,NA,0.4,-1.541080117225647,-0.3999999999999999,45684180.71793652,0.01543036411523599,15.6680352,-13.36263999,0.1573156957932611
155,hersent,senegal,2009-11-01,14.77685,-16.90942,5,2,2.12325741431257,1,0.6,-1.331539362668991,0.06666666666666665,51150342.58703999,0.07450315423563665,14.77734506,-16.92877566,0.195125325442822
950,ndiagne,senegal,2009-11-01,15.51803969,-16.05754713,11,6,0.0535401041146822,1,0.6,-2.472675383090973,0.06666666666666665,29634013.95515437,0.7489605635042603,15.38130032,-16.02810215,0.18757008018536236
456,arafat,senegal,2009-11-01,14.71105977,-17.4688686,9,1,1.07187612475203,0,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
858,medinatoul,senegal,2009-11-01,14.73727345,-16.24237956,9,1,0.451358403251888,1,0.4,-2.1978121399879456,0.6000000000000005,56448417.362842165,0.2934550520574559,14.74391863,-16.24558632,0.1894486964504248
1251,darou khoudouss,senegal,2009-11-01,14.8653417,-15.87905597,3,0,-1.02628095170213,1,0.2,-1.3787286281585691,-0.19999999999999973,88734721.23539704,0.4296550142673737,14.85551526,-15.88108409,0.1822150034646987
84,cite la rochette,senegal,2009-11-01,14.75619,-17.36858,6,2,0.758327392946039,0,0,0,0,0,0,14.76581033,-17.34454455,0.14062749229783772
1209,touba madiyana,senegal,2009-11-01,14.9198,-15.8823,12,1,1.22718839612382,1,0.2,-1.4052096605300903,-0.19999999999999973,88734721.23539704,0.3011360268655398,14.85551526,-15.88108409,0.18242893593449297
1018,keur serigne louga,senegal,2009-11-01,15.60644218,-16.23380986,20,3,0.342639813291631,0,0.6,-2.5296479066212973,-0.5999999999999999,30282955.40571375,0.8032215312537719,15.6680352,-16.23192106,0.1787053451419866
664,tefess,senegal,2009-11-01,14.4094197,-16.97209534,7,1,0.583575042752568,0,0,0,0,0,0,14.47252629,-16.98407509,0.18443732155152787
551,samba niang,senegal,2009-11-01,14.80972717,-15.90288816,5,1,1.27895915324775,0,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
1274,keur niang khayra,senegal,2009-11-01,14.823157881171742,-15.90761198,8,1,1.33072991037169,1,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
1052,santhiaba centre,senegal,2009-11-01,15.6277561,-16.22782692,6,0,1.89418253511999,NA,0.6,-2.5588854551315308,-0.5999999999999999,30282955.40571375,0.7111154181732052,15.6680352,-16.23192106,0.17471132878684892
1829,sor nord,senegal,2009-11-01,16.03200409,-16.47188231,7,0,1.5339194110023,NA,0,0,0,0,0,16.0110665,-16.45109143,0.1302764969637759
1065,santhiaba centre,senegal,2009-11-01,15.6277561,-16.22782692,7,1,2.02360942792982,1,0.6,-2.5588854551315308,-0.5999999999999999,30282955.40571375,0.7111154181732052,15.6680352,-16.23192106,0.17471132878684892
1403,boynadji roumde,senegal,2009-11-01,15.66051954,-13.35041654,7,1,1.37993009880435,1,0.4,-2.7332383394241333,-0.3999999999999999,17354546.875206813,0.2764973600953168,15.6680352,-13.36263999,0.153998833792147
759,medinatoul,senegal,2009-11-01,14.73727345,-16.24237956,8,3,0.619748596985106,1,0.4,-2.1978121399879456,0.6000000000000005,56448417.362842165,0.2934550520574559,14.74391863,-16.24558632,0.1894486964504248
1916,namaye,senegal,2009-11-01,16.42777753,-14.09801568,10,1,1.44205500735307,1,0.6,-1.4884836971759796,0.06666666666666665,87915352.91104256,0.16536416295790665,16.42033799,-14.01712506,0.14528045684780805
1465,medina torobes,senegal,2009-11-01,NA,NA,28,5,0.0846025583890413,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
962,nianguene ndiague,senegal,2009-11-01,15.42978906,-16.08296008,6,1,1.4642424746919,1,0.8,-1.6292670567830403,0.7000000000000004,32371013.972963467,0.4584385081561493,15.38130032,-16.09656209,0.1865150063058137
846,medinatoul nord,senegal,2009-11-01,14.65733141,-16.23486005,4,0,1.99772404936785,NA,0.2,-3.180641412734986,-0.19999999999999973,40611737.75569371,0.6303187841263145,14.66195934,-16.23192106,0.1888813782738505
1705,diefaye,senegal,2009-11-01,12.57853941,-16.25514132,6,1,0.544545766074965,1,0.4,-2.6897431015968323,0.6000000000000005,34515695.35355306,-0.7601165689191769,12.56804369,-16.24558632,0.14624624880965564
26,ngaparou,senegal,2009-11-01,14.46352,-17.05669,4,0,1.22718839612382,1,0,0,0,0,0,14.47252629,-16.98407509,0.1722231499786167
1258,darou khoudoss i,senegal,2009-11-01,14.8653417,-15.87905597,9,1,1.3474870669885,0,0.2,-1.3787286281585691,-0.19999999999999973,88734721.23539704,0.4296550142673737,14.85551526,-15.88108409,0.1822150034646987
1392,boynadji roumde,senegal,2009-11-01,15.66051954,-13.35041654,10,1,-1.04569498287943,1,0.4,-2.7332383394241333,-0.3999999999999999,17354546.875206813,0.2764973600953168,15.6680352,-13.36263999,0.153998833792147
742,medinatoul est,senegal,2009-11-01,NA,NA,3,1,2.14914279287453,0,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
4032,liberte 6,senegal,2009-11-01,14.73104,-17.46105,3,1,1.01448989897426,0,0,0,0,0,0,14.72402296,-17.45998489,0.10319156482409106
1278,touba khayra,senegal,2009-11-01,14.823157881171742,-15.90761198,14,2,1.22718839612382,1,0.2,-1.349770188331604,-0.19999999999999973,88734721.23539704,0.5545915366157987,14.81724179,-15.88108409,0.18846073628041107
3061,arafat,senegal,2009-11-01,14.71105977,-17.4688686,4,0,0.573511416572264,NA,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
1325,aoure,senegal,2009-11-01,15.14596428,-12.94689277,7,0,-0.736539287413969,NA,0.6,-1.9986534118652344,1.4,56480806.52208929,0.2935821524812565,15.23872587,-13.36263999,0.1825244970789492
929,medina,senegal,2009-11-01,NA,NA,5,0,2.18797086071748,NA,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1418,moderne,senegal,2009-11-01,15.61359152,-13.32345921,14,1,0.026792267234821,1,0.4,-1.541080117225647,-0.3999999999999999,45684180.71793652,0.01543036411523599,15.6680352,-13.36263999,0.1573156957932611
678,tefess,senegal,2009-11-01,14.4094197,-16.97209534,4,0,0.790658071248296,NA,0,0,0,0,0,14.47252629,-16.98407509,0.18443732155152787
1827,pikine,senegal,2009-11-01,16.11042196,-16.49496496,6,1,1.35143821322126,0,0,0,0,0,0,16.0110665,-16.49789432,0.10660249928526276
676,tefess,senegal,2009-11-01,14.4094197,-16.97209534,14,0,1.28024270109503,NA,0,0,0,0,0,14.47252629,-16.98407509,0.18443732155152787
63,ousmane faye 05,senegal,2009-11-01,14.8268,-17.27016,6,1,1.40468813483445,0,0.2,-3.4610235691070557,-0.19999999999999984,108414.2033981107,0,14.81724179,-17.22764196,0.16536920706506136
1130,sara ndiougary,senegal,2009-11-01,NA,NA,6,1,2.01843235221743,1,NA,NA,NA,NA,NA,14.72402296,-17.45998489,NA
1734,ndiaye counda,senegal,2009-11-01,14.1372415,-15.49080373,11,0,0.16625149067858,NA,0.2,-3.6592421531677246,-0.19999999999999973,40611737.75569371,2.3602043459631092,14.13637726,-15.5307987,0.20197392482888424
38,mermoz ambassade,senegal,2009-11-01,14.68949,-17.47308,7,2,2.56336661095129,1,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
1241,darou khoudoss,senegal,2009-11-01,14.8653417,-15.87905597,3,0,-0.0988977729519743,NA,0.2,-1.3787286281585691,-0.19999999999999973,88734721.23539704,0.4296550142673737,14.85551526,-15.88108409,0.1822150034646987
87,cite la rochette,senegal,2009-11-01,14.75619,-17.36858,2,1,-0.551025300718896,1,0,0,0,0,0,14.76581033,-17.34454455,0.14062749229783772
3024,cite la rochette,senegal,2009-11-01,14.75619,-17.36858,1,0,0.211726769791616,NA,0,0,0,0,0,14.76581033,-17.34454455,0.14062749229783772
1420,moderne b,senegal,2009-11-01,15.61359152,-13.32345921,17,1,1.05503990760593,1,0.4,-1.541080117225647,-0.3999999999999999,45684180.71793652,0.01543036411523599,15.6680352,-13.36263999,0.1573156957932611
753,medinatoul,senegal,2009-11-01,14.73727345,-16.24237956,5,1,0.775060868356901,1,0.4,-2.1978121399879456,0.6000000000000005,56448417.362842165,0.2934550520574559,14.74391863,-16.24558632,0.1894486964504248
459,hlm las palmas,senegal,2009-11-01,14.77009217,-17.40633211,7,0,2.11031472503159,NA,0.2,-3.461019515991211,-0.19999999999999984,69691.75401648635,1.4319276423264522,14.77252754,-17.39599836,0.1089818340392096
1007,keur serigne louga,senegal,2009-11-01,15.60644218,-16.23380986,10,0,1.14953226043792,NA,0.6,-2.5296479066212973,-0.5999999999999999,30282955.40571375,0.8032215312537719,15.6680352,-16.23192106,0.1787053451419866
126,castor,senegal,2009-11-01,14.72704,-17.4436,3,2,3.43478345415386,1,0,0,0,0,0,14.72402296,-17.45998489,0.10319156482409106
674,tefess,senegal,2009-11-01,14.4094197,-16.97209534,9,0,0.647174755654521,NA,0,0,0,0,0,14.47252629,-16.98407509,0.18443732155152787
191,ouagou niaye 2,senegal,2009-11-01,14.70737,-17.449,3,2,1.38250066749562,0,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
134,castor,senegal,2009-11-01,14.72704,-17.4436,8,1,2.08055726076615,1,0,0,0,0,0,14.72402296,-17.45998489,0.10319156482409106
49,mermoz ambassade,senegal,2009-11-01,14.68949,-17.47308,5,0,3.35712731846796,NA,0,0,0,0,0,14.66195934,-17.45998489,0.10319156482409106
186,gibraltar 1,senegal,2009-11-01,14.68384,-17.42093,6,1,1.97183867080589,1,0,0,0,0,0,14.66195934,-17.39599836,0.1089818340392096
815,passy,senegal,2009-11-01,13.98543687,-16.25698786,4,3,0.239914829760837,0,0.2,-3.259064197540283,-0.19999999999999973,40611737.75569371,0.8700827330791969,13.9836423,-16.26717045,0.2068500030470947
449,arafat,senegal,2009-11-01,14.71105977,-17.4688686,1,0,-0.848976829633489,NA,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
3030,castor 1,senegal,2009-11-01,14.72684161,-17.44623836,4,0,1.9834439949714,NA,0,0,0,0,0,14.72402296,-17.45998489,0.10319156482409106
785,guede bousso,senegal,2009-11-01,14.89820198,-15.86724177,10,0,1.94595329224392,NA,0.2,-1.3924002647399902,-0.19999999999999973,88734721.23539704,0.45797913261875534,14.85551526,-15.88108409,0.1878702253657743
1107,ndorong,senegal,2009-11-01,14.08694396,-16.35938655,8,0,0.693511204805887,NA,0.2,-3.3610024452209473,-0.19999999999999973,40611737.75569371,-0.09217378962256968,14.0770377,-16.39672928,0.1833593257273463
1695,diefaye,senegal,2009-11-01,12.57853941,-16.25514132,6,0,1.97183867080589,NA,0.4,-2.6897431015968323,0.6000000000000005,34515695.35355306,-0.7601165689191769,12.56804369,-16.24558632,0.14624624880965564
3063,arafat,senegal,2009-11-01,14.71105977,-17.4688686,10,3,0.671519354109037,0,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
1034,montagne,senegal,2009-11-01,15.62330287,-16.21748196,9,1,2.56499841554815,1,0.6,-2.5021930932998657,-0.5999999999999999,30282955.40571375,0.8395710439243181,15.6680352,-16.23192106,0.1813991577423704
639,niagha ouolof,senegal,2009-11-01,14.80539524,-17.23892342,20,1,-0.589707818270279,1,0.2,-3.478778123855591,-0.19999999999999984,108414.2033981107,1.0955087139818869,14.81724179,-17.22764196,0.18828021833687897
93,cite la rochette,senegal,2009-11-01,14.75619,-17.36858,9,1,2.51840473413661,0,0,0,0,0,0,14.76581033,-17.34454455,0.14062749229783772
1438,badel,senegal,2009-11-01,15.96479168,-13.59455201,14,3,-1.96378806499152,1,0.6,-1.3860496282577517,-0.5999999999999999,69908285.96822166,0.762616218833181,16.0110665,-13.6728487,0.16077237683599394
1698,diefaye,senegal,2009-11-01,12.57853941,-16.25514132,3,1,2.04949480649179,1,0.4,-2.6897431015968323,0.6000000000000005,34515695.35355306,-0.7601165689191769,12.56804369,-16.24558632,0.14624624880965564
889,leona sud,senegal,2009-11-01,14.69755622,-16.45053577,8,3,1.28931330467254,1,0.4,-2.1973668932914734,0.6000000000000005,56448417.362842165,0.07814291359068906,14.72094534,-16.45109143,0.19512703103288512
3,grand medine,senegal,2009-11-01,14.74795,-17.44715,15,1,2.39252311244231,1,0,0,0,0,0,14.74391863,-17.45998489,0.10319156482409106
198,ouagou niayes 2,senegal,2009-11-01,14.70737,-17.449,6,1,2.14914279287453,0,0,0,0,0,0,14.72094534,-17.45998489,0.10319156482409106
