,house,date,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,pop_cent_lat,pop_cent_long,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
305,319,2/27/2010,wakiso,kisimbiri b,uganda,1,2,2.775705653,0,0.40524,32.48069,0.4,32.5,0.404166976,32.4999592,-1.623499662,-1.716961905,2.125,1,-3.635978013,-0.6,425024156.0451265,0.24466645869169637,-1.900731443
306,320,2/27/2010,wakiso,kisimbiri b,uganda,3,1,3.837264717,0,0.40524,32.48069,0.4,32.5,0.404166976,32.4999592,-1.623499662,-1.716961905,2.125,1,-3.635978013,-0.6,425024156.0451265,0.24466645869169637,-1.900731443
307,321,2/12/2010,kampala,kikandwa d,uganda,4,2,3.233596473,0,0.31188,32.55126,0.3,32.55,0.322981339,32.52700846,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
308,322,2/12/2010,kampala,kikandwa d,uganda,5,3,2.749592536,1,0.31188,32.55126,0.3,32.55,0.322981339,32.52700846,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
309,323,2/12/2010,kampala,kikandwa d,uganda,1,0,3.204158285,1,0.31188,32.55126,0.3,32.55,0.322981339,32.52700846,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
310,324,2/12/2010,kampala,kikandwa d,uganda,6,6,3.545558791,0,0.31188,32.55126,0.3,32.55,0.322981339,32.52700846,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
311,325,2/12/2010,kampala,kikandwa d,uganda,9,0,2.285150537,1,0.31188,32.55126,0.3,32.55,0.322981339,32.52700846,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
312,326,2/12/2010,kampala,kikandwa d,uganda,3,0,3.479142944,,0.31188,32.55126,0.3,32.55,0.322981339,32.52700846,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
313,327,2/12/2010,kampala,kikandwa d,uganda,3,0,1.502843858,,0.31188,32.55126,0.3,32.55,0.322981339,32.52700846,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
314,328,2/12/2010,kampala,kikandwa d,uganda,7,0,3.407615657,,0.31188,32.55126,0.3,32.55,0.322981339,32.52700846,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
315,329,2/12/2010,kampala,kikandwa d,uganda,4,0,3.588127368,,0.31188,32.55126,0.3,32.55,0.322981339,32.52700846,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
316,330,2/12/2010,kampala,kikandwa d,uganda,8,0,-0.728916392,,0.31188,32.55126,0.3,32.55,0.322981339,32.52700846,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
317,331,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,4,0,-1.765059568,,0.48333,32.16667,0.5,32.15,0.492847496,32.04626782,-1.787932277,-1.888115034,2.25,1.2,-4.199960276,-0.533333333,432810813.69714624,0.2771313551997768,-0.360694843
318,332,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,6,1,-2.597245975,0,0.48333,32.16667,0.5,32.15,0.492847496,32.04626782,-1.787932277,-1.888115034,2.25,1.2,-4.199960276,-0.533333333,432810813.69714624,0.2771313551997768,-0.360694843
319,333,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,1,0,-0.317267015,1,0.48333,32.16667,0.5,32.15,0.492847496,32.04626782,-1.787932277,-1.888115034,2.25,1.2,-4.199960276,-0.533333333,432810813.69714624,0.2771313551997768,-0.360694843
320,334,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,3,0,-1.074789773,,0.48333,32.16667,0.5,32.15,0.492847496,32.04626782,-1.787932277,-1.888115034,2.25,1.2,-4.199960276,-0.533333333,432810813.69714624,0.2771313551997768,-0.360694843
321,335,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,6,0,-1.093369554,,0.48333,32.16667,0.5,32.15,0.492847496,32.04626782,-1.787932277,-1.888115034,2.25,1.2,-4.199960276,-0.533333333,432810813.69714624,0.2771313551997768,-0.360694843
322,336,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,2,1,-0.600167275,0,0.48333,32.16667,0.5,32.15,0.492847496,32.04626782,-1.787932277,-1.888115034,2.25,1.2,-4.199960276,-0.533333333,432810813.69714624,0.2771313551997768,-0.360694843
323,337,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,4,0,-0.853016511,,0.48333,32.16667,0.5,32.15,0.492847496,32.04626782,-1.787932277,-1.888115034,2.25,1.2,-4.199960276,-0.533333333,432810813.69714624,0.2771313551997768,-0.360694843
324,338,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,11,0,-0.79329095,,0.48333,32.16667,0.5,32.15,0.492847496,32.04626782,-1.787932277,-1.888115034,2.25,1.2,-4.199960276,-0.533333333,432810813.69714624,0.2771313551997768,-0.360694843
325,340,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,1,0,-0.767183767,,0.48333,32.16667,0.5,32.15,0.492847496,32.04626782,-1.787932277,-1.888115034,2.25,1.2,-4.199960276,-0.533333333,432810813.69714624,0.2771313551997768,-0.360694843
326,341,2/21/2010,mityana,kiyudaya a,uganda,4,1,3.862792149,0,0.469325,32.07691,0.45,32.1,0.473180689,32.04626782,-1.724978119,-1.83187896,2.375,1.2,-4.185158759,-0.533333333,424519653.91603965,0.2666164578290994,0.3698907123661869
327,342,2/21/2010,mityana,kiyudaya a,uganda,9,1,3.160861031,1,0.469325,32.07691,0.45,32.1,0.473180689,32.04626782,-1.724978119,-1.83187896,2.375,1.2,-4.185158759,-0.533333333,424519653.91603965,0.2666164578290994,0.3698907123661869
328,343,2/21/2010,mityana,kiyudaya a,uganda,9,3,2.241007983,1,0.469325,32.07691,0.45,32.1,0.473180689,32.04626782,-1.724978119,-1.83187896,2.375,1.2,-4.185158759,-0.533333333,424519653.91603965,0.2666164578290994,0.3698907123661869
329,345,2/21/2010,mityana,kiyudaya a,uganda,5,0,3.282457419,,0.469325,32.07691,0.45,32.1,0.473180689,32.04626782,-1.724978119,-1.83187896,2.375,1.2,-4.185158759,-0.533333333,424519653.91603965,0.2666164578290994,0.3698907123661869
330,346,2/21/2010,mityana,kiyudaya a,uganda,3,0,2.931488374,1,0.469325,32.07691,0.45,32.1,0.473180689,32.04626782,-1.724978119,-1.83187896,2.375,1.2,-4.185158759,-0.533333333,424519653.91603965,0.2666164578290994,0.3698907123661869
331,347,2/21/2010,mityana,kiyudaya a,uganda,3,2,3.267929571,0,0.469325,32.07691,0.45,32.1,0.473180689,32.04626782,-1.724978119,-1.83187896,2.375,1.2,-4.185158759,-0.533333333,424519653.91603965,0.2666164578290994,0.3698907123661869
332,348,2/21/2010,mityana,kiyudaya a,uganda,8,1,2.938434392,1,0.469325,32.07691,0.45,32.1,0.473180689,32.04626782,-1.724978119,-1.83187896,2.375,1.2,-4.185158759,-0.533333333,424519653.91603965,0.2666164578290994,0.3698907123661869
333,349,2/21/2010,mityana,kiyudaya a,uganda,2,1,4.191692264,1,0.469325,32.07691,0.45,32.1,0.473180689,32.04626782,-1.724978119,-1.83187896,2.375,1.2,-4.185158759,-0.533333333,424519653.91603965,0.2666164578290994,0.3698907123661869
334,350,2/23/2010,mityana,nkazebuku/kabayenga,uganda,5,0,-1.983585271,,0.27767,31.9483,0.3,31.95,0.255971561,31.87638804,-1.721257105,-1.951362059,3.5,1,-6.014882475,-0.6,427054815.04396164,0.27344683891819554,0.8227496252796742
335,351,2/23/2010,mityana,nkazebuku/kabayenga,uganda,4,0,-0.93619586,,0.27767,31.9483,0.3,31.95,0.255971561,31.87638804,-1.721257105,-1.951362059,3.5,1,-6.014882475,-0.6,427054815.04396164,0.27344683891819554,0.8227496252796742
336,352,2/23/2010,mityana,nkazebuku/kabayenga,uganda,5,1,-2.090876201,0,0.27767,31.9483,0.3,31.95,0.255971561,31.87638804,-1.721257105,-1.951362059,3.5,1,-6.014882475,-0.6,427054815.04396164,0.27344683891819554,0.8227496252796742
337,353,2/23/2010,mityana,nkazebuku/kabayenga,uganda,9,1,-2.331333289,0,0.27767,31.9483,0.3,31.95,0.255971561,31.87638804,-1.721257105,-1.951362059,3.5,1,-6.014882475,-0.6,427054815.04396164,0.27344683891819554,0.8227496252796742
338,354,2/23/2010,mityana,nkazebuku/kabayenga,uganda,12,1,-0.829387914,0,0.27767,31.9483,0.3,31.95,0.255971561,31.87638804,-1.721257105,-1.951362059,3.5,1,-6.014882475,-0.6,427054815.04396164,0.27344683891819554,0.8227496252796742
339,355,2/23/2010,mityana,nkazebuku/kabayenga,uganda,6,0,-1.687587708,,0.27767,31.9483,0.3,31.95,0.255971561,31.87638804,-1.721257105,-1.951362059,3.5,1,-6.014882475,-0.6,427054815.04396164,0.27344683891819554,0.8227496252796742
340,356,2/23/2010,mityana,nkazebuku/kabayenga,uganda,2,0,-0.317267015,,0.27767,31.9483,0.3,31.95,0.255971561,31.87638804,-1.721257105,-1.951362059,3.5,1,-6.014882475,-0.6,427054815.04396164,0.27344683891819554,0.8227496252796742
341,357,2/23/2010,mityana,nkazebuku/kabayenga,uganda,7,0,-1.211899773,,0.27767,31.9483,0.3,31.95,0.255971561,31.87638804,-1.721257105,-1.951362059,3.5,1,-6.014882475,-0.6,427054815.04396164,0.27344683891819554,0.8227496252796742
342,358,2/23/2010,mityana,nkazebuku/kabayenga,uganda,8,0,-1.243166577,,0.27767,31.9483,0.3,31.95,0.255971561,31.87638804,-1.721257105,-1.951362059,3.5,1,-6.014882475,-0.6,427054815.04396164,0.27344683891819554,0.8227496252796742
343,359,2/21/2010,mityana,kiyudaya a,uganda,5,5,1.898405683,1,0.469325,32.07691,0.45,32.1,0.473180689,32.04626782,-1.724978119,-1.83187896,2.375,1.2,-4.185158759,-0.533333333,424519653.91603965,0.2666164578290994,0.3698907123661869
344,360,2/23/2010,mityana,nkazebuku/kabayenga,uganda,3,0,-1.666992291,1,0.27767,31.9483,0.3,31.95,0.255971561,31.87638804,-1.721257105,-1.951362059,3.5,1,-6.014882475,-0.6,427054815.04396164,0.27344683891819554,0.8227496252796742
345,361,2/21/2010,masaka,kisanje west,uganda,8,2,-0.446016131,1,-0.20285,31.83421,-0.2,31.85,-0.239646164,31.83749916,-1.766342759,-1.96243602,3.1666666666666665,0.8,-5.814270258,-0.3,458946434.9480376,0.2789459299279369,0.5996432553918692
346,362,2/21/2010,masaka,kisanje west,uganda,7,2,-0.394516484,0,-0.20285,31.83421,-0.2,31.85,-0.239646164,31.83749916,-1.766342759,-1.96243602,3.1666666666666665,0.8,-5.814270258,-0.3,458946434.9480376,0.2789459299279369,0.5996432553918692
347,363,2/21/2010,masaka,kisanje west,uganda,3,5,-0.621625461,1,-0.20285,31.83421,-0.2,31.85,-0.239646164,31.83749916,-1.766342759,-1.96243602,3.1666666666666665,0.8,-5.814270258,-0.3,458946434.9480376,0.2789459299279369,0.5996432553918692
348,364,2/21/2010,masaka,kisanje west,uganda,9,0,-0.68600002,,-0.20285,31.83421,-0.2,31.85,-0.239646164,31.83749916,-1.766342759,-1.96243602,3.1666666666666665,0.8,-5.814270258,-0.3,458946434.9480376,0.2789459299279369,0.5996432553918692
349,365,2/21/2010,masaka,kisanje west,uganda,5,0,-0.700305477,,-0.20285,31.83421,-0.2,31.85,-0.239646164,31.83749916,-1.766342759,-1.96243602,3.1666666666666665,0.8,-5.814270258,-0.3,458946434.9480376,0.2789459299279369,0.5996432553918692
350,366,2/21/2010,masaka,kisanje west,uganda,2,0,-0.600167275,1,-0.20285,31.83421,-0.2,31.85,-0.239646164,31.83749916,-1.766342759,-1.96243602,3.1666666666666665,0.8,-5.814270258,-0.3,458946434.9480376,0.2789459299279369,0.5996432553918692
351,367,2/21/2010,masaka,kisanje west,uganda,6,2,-1.462102559,0,-0.20285,31.83421,-0.2,31.85,-0.239646164,31.83749916,-1.766342759,-1.96243602,3.1666666666666665,0.8,-5.814270258,-0.3,458946434.9480376,0.2789459299279369,0.5996432553918692
352,368,2/21/2010,masaka,kisanje west,uganda,8,0,-1.547935303,,-0.20285,31.83421,-0.2,31.85,-0.239646164,31.83749916,-1.766342759,-1.96243602,3.1666666666666665,0.8,-5.814270258,-0.3,458946434.9480376,0.2789459299279369,0.5996432553918692
353,369,2/21/2010,masaka,kisanje west,uganda,4,1,-0.388794301,1,-0.20285,31.83421,-0.2,31.85,-0.239646164,31.83749916,-1.766342759,-1.96243602,3.1666666666666665,0.8,-5.814270258,-0.3,458946434.9480376,0.2789459299279369,0.5996432553918692
354,370,2/21/2010,masaka,kisanje west,uganda,8,0,-1.433491644,,-0.20285,31.83421,-0.2,31.85,-0.239646164,31.83749916,-1.766342759,-1.96243602,3.1666666666666665,0.8,-5.814270258,-0.3,458946434.9480376,0.2789459299279369,0.5996432553918692
355,371,2/13/2010,mpigi,ssabwe lci,uganda,5,1,1.92739859,0,0.21699,32.31852,0.2,32.3,0.220352077,32.29741899,-1.640432119,-1.784406632,2.25,0.8,-3.912618697,-0.8,466032550.81455773,0.29663930617983103,0.76656762
356,372,2/12/2010,mpigi,ssabwe lci,uganda,4,0,1.966023325,1,0.21699,32.31852,0.2,32.3,0.220352077,32.29741899,-1.640432119,-1.784406632,2.25,0.8,-3.912618697,-0.8,466032550.81455773,0.29663930617983103,0.76656762
357,373,2/13/2010,mpigi,ssabwe lci,uganda,13,0,2.757572538,,0.21699,32.31852,0.2,32.3,0.220352077,32.29741899,-1.640432119,-1.784406632,2.25,0.8,-3.912618697,-0.8,466032550.81455773,0.29663930617983103,0.76656762
358,374,2/13/2010,mpigi,ssabwe lci,uganda,4,5,3.147763729,1,0.21699,32.31852,0.2,32.3,0.220352077,32.29741899,-1.640432119,-1.784406632,2.25,0.8,-3.912618697,-0.8,466032550.81455773,0.29663930617983103,0.76656762
359,375,2/13/2010,mpigi,ssabwe lci,uganda,5,1,-0.703514363,0,0.21699,32.31852,0.2,32.3,0.220352077,32.29741899,-1.640432119,-1.784406632,2.25,0.8,-3.912618697,-0.8,466032550.81455773,0.29663930617983103,0.76656762
360,376,2/13/2010,mpigi,ssabwe lci,uganda,7,3,-0.757527306,1,0.21699,32.31852,0.2,32.3,0.220352077,32.29741899,-1.640432119,-1.784406632,2.25,0.8,-3.912618697,-0.8,466032550.81455773,0.29663930617983103,0.76656762
361,377,2/13/2010,mpigi,ssabwe lci,uganda,4,1,-0.643083648,0,0.21699,32.31852,0.2,32.3,0.220352077,32.29741899,-1.640432119,-1.784406632,2.25,0.8,-3.912618697,-0.8,466032550.81455773,0.29663930617983103,0.76656762
362,378,2/13/2010,mpigi,ssabwe lci,uganda,4,1,-0.617681619,0,0.21699,32.31852,0.2,32.3,0.220352077,32.29741899,-1.640432119,-1.784406632,2.25,0.8,-3.912618697,-0.8,466032550.81455773,0.29663930617983103,0.76656762
363,379,2/13/2010,mpigi,ssabwe lci,uganda,1,0,-2.099763854,,0.21699,32.31852,0.2,32.3,0.220352077,32.29741899,-1.640432119,-1.784406632,2.25,0.8,-3.912618697,-0.8,466032550.81455773,0.29663930617983103,0.76656762
364,380,2/13/2010,mpigi,ssabwe lci,uganda,5,2,-0.0235198,1,0.21699,32.31852,0.2,32.3,0.220352077,32.29741899,-1.640432119,-1.784406632,2.25,0.8,-3.912618697,-0.8,466032550.81455773,0.29663930617983103,0.76656762
365,381,2/19/2010,kiboga,kigabwa,uganda,5,0,-0.325627899,,1.18112,31.46015,1.2,31.45,1.082416365,31.48547895,-1.667870775,-1.796300188,2.25,1.2,-3.896407709,-0.533333333,488710960.56008947,0.2657121579827864,0.12714300899007458
366,382,2/19/2010,kiboga,kigabwa,uganda,10,0,-0.432237277,1,1.18112,31.46015,1.2,31.45,1.082416365,31.48547895,-1.667870775,-1.796300188,2.25,1.2,-3.896407709,-0.533333333,488710960.56008947,0.2657121579827864,0.12714300899007458
367,383,2/19/2010,kiboga,kigabwa,uganda,2,4,-0.997317913,1,1.18112,31.46015,1.2,31.45,1.082416365,31.48547895,-1.667870775,-1.796300188,2.25,1.2,-3.896407709,-0.533333333,488710960.56008947,0.2657121579827864,0.12714300899007458
368,384,2/19/2010,kiboga,kigabwa,uganda,9,0,-0.093323342,1,1.18112,31.46015,1.2,31.45,1.082416365,31.48547895,-1.667870775,-1.796300188,2.25,1.2,-3.896407709,-0.533333333,488710960.56008947,0.2657121579827864,0.12714300899007458
369,385,2/19/2010,kiboga,kigabwa,uganda,9,0,-0.556954274,,1.18112,31.46015,1.2,31.45,1.082416365,31.48547895,-1.667870775,-1.796300188,2.25,1.2,-3.896407709,-0.533333333,488710960.56008947,0.2657121579827864,0.12714300899007458
370,386,2/19/2010,kiboga,kigabwa,uganda,6,0,-0.814749136,,1.18112,31.46015,1.2,31.45,1.082416365,31.48547895,-1.667870775,-1.796300188,2.25,1.2,-3.896407709,-0.533333333,488710960.56008947,0.2657121579827864,0.12714300899007458
371,387,2/19/2010,kiboga,kigabwa,uganda,1,0,-0.988957029,,1.18112,31.46015,1.2,31.45,1.082416365,31.48547895,-1.667870775,-1.796300188,2.25,1.2,-3.896407709,-0.533333333,488710960.56008947,0.2657121579827864,0.12714300899007458
372,388,2/19/2010,kiboga,kigabwa,uganda,5,0,-1.778227064,,1.18112,31.46015,1.2,31.45,1.082416365,31.48547895,-1.667870775,-1.796300188,2.25,1.2,-3.896407709,-0.533333333,488710960.56008947,0.2657121579827864,0.12714300899007458
373,389,2/19/2010,kiboga,kigabwa,uganda,9,0,-2.532871417,,1.18112,31.46015,1.2,31.45,1.082416365,31.48547895,-1.667870775,-1.796300188,2.25,1.2,-3.896407709,-0.533333333,488710960.56008947,0.2657121579827864,0.12714300899007458
374,390,2/19/2010,kiboga,kigabwa,uganda,1,0,-1.031873401,,1.18112,31.46015,1.2,31.45,1.082416365,31.48547895,-1.667870775,-1.796300188,2.25,1.2,-3.896407709,-0.533333333,488710960.56008947,0.2657121579827864,0.12714300899007458
375,391,2/13/2010,mbale,busaja cell,uganda,3,3,-1.018094547,1,1.104642579,34.19942777,1.1,34.2,1.082416365,34.21127757,-1.695530981,-1.863082677,1.5,0.8,-2.699167103,0.20000000000000018,507363682.3050863,0.13872971858439392,0.1139612231334885
376,392,2/13/2010,mbale,busaja cell,uganda,6,3,-1.524464321,0,1.104642579,34.19942777,1.1,34.2,1.082416365,34.21127757,-1.695530981,-1.863082677,1.5,0.8,-2.699167103,0.20000000000000018,507363682.3050863,0.13872971858439392,0.1139612231334885
377,393,2/13/2010,mbale,busaja cell,uganda,6,2,-1.026739065,1,1.104642579,34.19942777,1.1,34.2,1.082416365,34.21127757,-1.695530981,-1.863082677,1.5,0.8,-2.699167103,0.20000000000000018,507363682.3050863,0.13872971858439392,0.1139612231334885
378,394,2/13/2010,mbale,busaja cell,uganda,4,1,-0.367423372,1,1.104642579,34.19942777,1.1,34.2,1.082416365,34.21127757,-1.695530981,-1.863082677,1.5,0.8,-2.699167103,0.20000000000000018,507363682.3050863,0.13872971858439392,0.1139612231334885
379,395,2/13/2010,mbale,busaja cell,uganda,5,0,-0.231137641,,1.104642579,34.19942777,1.1,34.2,1.082416365,34.21127757,-1.695530981,-1.863082677,1.5,0.8,-2.699167103,0.20000000000000018,507363682.3050863,0.13872971858439392,0.1139612231334885
380,396,2/13/2010,mbale,busaja cell,uganda,11,1,0.086506818,1,1.104642579,34.19942777,1.1,34.2,1.082416365,34.21127757,-1.695530981,-1.863082677,1.5,0.8,-2.699167103,0.20000000000000018,507363682.3050863,0.13872971858439392,0.1139612231334885
381,397,2/13/2010,mbale,busaja cell,uganda,13,0,-0.866875302,,1.104642579,34.19942777,1.1,34.2,1.082416365,34.21127757,-1.695530981,-1.863082677,1.5,0.8,-2.699167103,0.20000000000000018,507363682.3050863,0.13872971858439392,0.1139612231334885
382,398,2/13/2010,mbale,busaja cell,uganda,1,0,-0.486340572,,1.104642579,34.19942777,1.1,34.2,1.082416365,34.21127757,-1.695530981,-1.863082677,1.5,0.8,-2.699167103,0.20000000000000018,507363682.3050863,0.13872971858439392,0.1139612231334885
383,399,,mbale,busaja cell,uganda,10,1,0.41303329,1,1.104642579,34.19942777,1.1,34.2,1.082416365,34.21127757,-1.695530981,-1.863082677,1.5,0.8,-2.699167103,0.20000000000000018,507363682.3050863,0.13872971858439392,0.1139612231334885
384,400,2/13/2010,mbale,busaja cell,uganda,5,0,-1.235286166,,1.104642579,34.19942777,1.1,34.2,1.082416365,34.21127757,-1.695530981,-1.863082677,1.5,0.8,-2.699167103,0.20000000000000018,507363682.3050863,0.13872971858439392,0.1139612231334885
385,401,2/23/2010,wakiso,katabi busambaga,uganda,3,2,2.489551899,0,0.08927,32.46758,0.1,32.45,0.060708185,32.4595332,-1.62541613,-1.737117484,2.375,1,-4.052117318,-0.6,428726085.4935804,0.2541698121126216,-0.648030467
386,402,2/23/2010,wakiso,katabi busambaga,uganda,2,1,1.991773148,0,0.08927,32.46758,0.1,32.45,0.060708185,32.4595332,-1.62541613,-1.737117484,2.375,1,-4.052117318,-0.6,428726085.4935804,0.2541698121126216,-0.648030467
387,403,2/23/2010,wakiso,katabi busambaga,uganda,4,0,3.132630998,,0.08927,32.46758,0.1,32.45,0.060708185,32.4595332,-1.62541613,-1.737117484,2.375,1,-4.052117318,-0.6,428726085.4935804,0.2541698121126216,-0.648030467
388,404,2/23/2010,wakiso,katabi busambaga,uganda,1,1,3.019362408,1,0.08927,32.46758,0.1,32.45,0.060708185,32.4595332,-1.62541613,-1.737117484,2.375,1,-4.052117318,-0.6,428726085.4935804,0.2541698121126216,-0.648030467
389,405,2/23/2010,wakiso,katabi busambaga,uganda,2,1,3.923097461,0,0.08927,32.46758,0.1,32.45,0.060708185,32.4595332,-1.62541613,-1.737117484,2.375,1,-4.052117318,-0.6,428726085.4935804,0.2541698121126216,-0.648030467
390,406,2/23/2010,wakiso,katabi busambaga,uganda,3,0,3.837264717,,0.08927,32.46758,0.1,32.45,0.060708185,32.4595332,-1.62541613,-1.737117484,2.375,1,-4.052117318,-0.6,428726085.4935804,0.2541698121126216,-0.648030467
391,407,2/23/2010,wakiso,katabi busambaga,uganda,1,0,3.459644059,,0.08927,32.46758,0.1,32.45,0.060708185,32.4595332,-1.62541613,-1.737117484,2.375,1,-4.052117318,-0.6,428726085.4935804,0.2541698121126216,-0.648030467
392,408,2/23/2010,wakiso,katabi busambaga,uganda,3,2,2.517969531,0,0.08927,32.46758,0.1,32.45,0.060708185,32.4595332,-1.62541613,-1.737117484,2.375,1,-4.052117318,-0.6,428726085.4935804,0.2541698121126216,-0.648030467
393,409,2/23/2010,wakiso,katabi busambaga,uganda,3,0,3.880181089,,0.08927,32.46758,0.1,32.45,0.060708185,32.4595332,-1.62541613,-1.737117484,2.375,1,-4.052117318,-0.6,428726085.4935804,0.2541698121126216,-0.648030467
394,410,2/23/2010,wakiso,katabi busambaga,uganda,4,1,2.950696212,0,0.08927,32.46758,0.1,32.45,0.060708185,32.4595332,-1.62541613,-1.737117484,2.375,1,-4.052117318,-0.6,428726085.4935804,0.2541698121126216,-0.648030467
395,411,2/20/2010,kampala,kironde,uganda,1,1,1.872866456,0,0.29088,32.56056,0.3,32.55,0.322981339,32.59039133,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
396,412,2/20/2010,kampala,kironde,uganda,2,1,2.824197444,0,0.29088,32.56056,0.3,32.55,0.322981339,32.59039133,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
397,413,2/20/2010,kampala,kironde,uganda,1,0,0.56930149,,0.29088,32.56056,0.3,32.55,0.322981339,32.59039133,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
398,414,2/20/2010,kampala,kironde,uganda,6,0,1.222001998,,0.29088,32.56056,0.3,32.55,0.322981339,32.59039133,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
399,415,2/20/2010,kampala,kironde,uganda,5,0,1.44600402,,0.29088,32.56056,0.3,32.55,0.322981339,32.59039133,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
400,416,2/20/2010,kampala,kironde,uganda,9,0,1.038658035,,0.29088,32.56056,0.3,32.55,0.322981339,32.59039133,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
401,417,2/20/2010,kampala,kironde,uganda,4,0,3.579891889,,0.29088,32.56056,0.3,32.55,0.322981339,32.59039133,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
402,418,2/20/2010,kampala,kironde,uganda,4,0,1.286262906,,0.29088,32.56056,0.3,32.55,0.322981339,32.59039133,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
403,419,2/20/2010,kampala,kironde,uganda,5,2,0.440552374,1,0.29088,32.56056,0.3,32.55,0.322981339,32.59039133,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
404,420,2/20/2010,kampala,kironde,uganda,2,0,1.457928395,,0.29088,32.56056,0.3,32.55,0.322981339,32.59039133,-1.691265434,-1.798860788,2.5,1,-4.409049734,-0.6,422208559.9125568,0.25546881562277934,-1.703055256
405,421,2/19/2010,kampala,aggrey zone a,uganda,1,1,1.543761139,0,0.347704,32.57887,0.35,32.6,0.353297921,32.59039133,-1.614096925,-1.711664379,2.375,1,-3.959078819,-0.6,430499719.6936634,0.2538452646607163,-1.427845832
406,422,2/19/2010,kampala,aggrey zone a,uganda,8,0,-0.961012595,,0.347704,32.57887,0.35,32.6,0.353297921,32.59039133,-1.614096925,-1.711664379,2.375,1,-3.959078819,-0.6,430499719.6936634,0.2538452646607163,-1.427845832
407,423,2/19/2010,kampala,aggrey zone a,uganda,2,0,2.506741695,1,0.347704,32.57887,0.35,32.6,0.353297921,32.59039133,-1.614096925,-1.711664379,2.375,1,-3.959078819,-0.6,430499719.6936634,0.2538452646607163,-1.427845832
408,424,2/19/2010,kampala,aggrey zone a,uganda,2,1,1.822358007,0,0.347704,32.57887,0.35,32.6,0.353297921,32.59039133,-1.614096925,-1.711664379,2.375,1,-3.959078819,-0.6,430499719.6936634,0.2538452646607163,-1.427845832
409,425,2/19/2010,kampala,aggrey zone a,uganda,2,0,1.457928395,,0.347704,32.57887,0.35,32.6,0.353297921,32.59039133,-1.614096925,-1.711664379,2.375,1,-3.959078819,-0.6,430499719.6936634,0.2538452646607163,-1.427845832
410,426,2/19/2010,kampala,aggrey zone a,uganda,7,1,3.536746765,0,0.347704,32.57887,0.35,32.6,0.353297921,32.59039133,-1.614096925,-1.711664379,2.375,1,-3.959078819,-0.6,430499719.6936634,0.2538452646607163,-1.427845832
411,427,2/19/2010,kampala,aggrey zone a,uganda,5,0,4.10585952,,0.347704,32.57887,0.35,32.6,0.353297921,32.59039133,-1.614096925,-1.711664379,2.375,1,-3.959078819,-0.6,430499719.6936634,0.2538452646607163,-1.427845832
