,house,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,pop_cent_lat,pop_cent_long,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
425,450,oyo,chief eniraytan,nigeria,8,1,1.3269456127061885,1.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
426,451,oyo,chief eniraytan,nigeria,5,2,2.058826309960193,1.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
427,452,oyo,chief eniraytan,nigeria,8,1,1.375044422680265,1.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
428,453,oyo,chief eniraytan,nigeria,7,0,0.4385859210676978,,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
429,454,oyo,chief eniraytan,nigeria,8,0,0.4573745187138214,,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
430,455,oyo,chief eniraytan,nigeria,5,1,2.7533180218386595,0.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
431,456,oyo,chief eniraytan,nigeria,7,2,0.915486521520874,1.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
432,457,oyo,chief eniraytan,nigeria,6,2,1.0174739273408768,1.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
433,458,oyo,chief eniraytan,nigeria,4,2,0.9305173996377728,1.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
434,459,oyo,chief eniraytan,nigeria,9,3,1.6584178119876434,1.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
435,460,oyo,chief eniraytan,nigeria,7,2,1.0084554004707376,1.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
436,461,oyo,chief eniraytan,nigeria,5,2,2.772106619484783,1.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
437,462,oyo,chief eniraytan,nigeria,9,2,2.03402536106731,1.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
438,463,oyo,chief eniraytan,nigeria,8,2,0.820957365299969,1.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
439,464,oyo,chief eniraytan,nigeria,8,2,1.4709197768168751,1.0,7.77,4.83,7.75,4.85,7.771322143,4.829555419,-1.5651985108852386,-1.7464634627103806,2.625,0.6,-4.243373081088066,0.06666666666666687,128690978.8843054,0.26730762549394527,0.16090196086882722
440,465,oyo,customs qtrs,nigeria,4,0,0.487436274947619,,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
441,466,oyo,customs qtrs,nigeria,7,3,0.8141934701473647,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
442,467,oyo,customs qtrs,nigeria,6,4,1.3570073689399864,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
443,468,oyo,customs qtrs,nigeria,4,3,0.8630438240272856,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
444,469,oyo,customs qtrs,nigeria,6,3,1.6854733925980612,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
445,470,oyo,customs qtrs,nigeria,5,2,2.090422474026405,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
446,471,oyo,customs qtrs,nigeria,5,2,0.7803739943843421,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
447,472,oyo,customs qtrs,nigeria,7,3,-3.269354380213936,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
448,473,oyo,customs qtrs,nigeria,6,2,0.8029203115596905,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
449,474,oyo,customs qtrs,nigeria,5,1,1.6832187608805262,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
450,475,oyo,customs qtrs,nigeria,7,1,1.0802813496203092,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
451,476,oyo,customs qtrs,nigeria,5,0,-3.036184393435567,,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
452,477,oyo,customs qtrs,nigeria,6,0,-3.306931575506184,,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
453,478,oyo,customs qtrs,nigeria,5,1,-4.576552533567424,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
454,479,oyo,customs qtrs,nigeria,5,1,-0.6477990085619111,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
455,480,oyo,customs qtrs,nigeria,8,1,0.4573745187138214,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
456,481,oyo,customs qtrs,nigeria,4,2,-2.94662913080914,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
457,482,oyo,customs qtrs,nigeria,5,2,-3.071774531643302,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
458,483,oyo,customs qtrs,nigeria,5,1,-1.6838033879212295,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
459,484,oyo,customs qtrs,nigeria,5,1,-3.543920848555183,1.0,7.41608681,3.911875715,7.4,3.9,7.411138063,3.912658034,-1.4701289534568787,-1.5316700637340546,2.0,0.5,-3.033847227692604,-0.09999999999999998,52907209.34763829,0.1917630540979683,-1.2486912406616977
460,485,yobe,diyi,nigeria,12,0,-4.164854780964111,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
461,486,yobe,diyi,nigeria,5,0,-3.51564909387951,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
462,487,yobe,diyi,nigeria,8,4,-2.525710477682256,1.0,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
463,488,yobe,diyi,nigeria,7,0,-3.3147043033267694,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
464,489,yobe,diyi,nigeria,5,0,-3.5532262891717576,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
465,490,yobe,diyi,nigeria,11,3,-4.049095605293855,1.0,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
466,491,yobe,diyi,nigeria,21,0,-3.241783130289676,1.0,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
467,492,yobe,diyi,nigeria,16,0,-3.2156444695006603,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
468,493,yobe,diyi,nigeria,6,0,-3.9885426391657774,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
469,494,yobe,diyi,nigeria,5,0,-3.496860496233387,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
470,495,yobe,diyi,nigeria,6,0,-4.017530761248368,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
471,496,yobe,diyi,nigeria,7,0,-2.7060819871577952,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
472,497,yobe,diyi,nigeria,7,0,-2.1782989664820724,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
473,498,yobe,diyi,nigeria,5,0,-3.897449112228735,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
474,499,yobe,diyi,nigeria,12,2,-3.474510415941064,0.0,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
475,500,yobe,diyi,nigeria,8,0,-3.4920291425529557,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
476,501,yobe,diyi,nigeria,19,0,-3.988835448479744,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
477,502,yobe,diyi,nigeria,6,0,-2.955450602152893,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
478,503,yobe,diyi,nigeria,14,0,-4.247359234691498,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
479,504,yobe,diyi,nigeria,15,0,-3.1029128836239184,1.0,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
480,505,yobe,diyi,nigeria,10,0,-4.062623395599064,1.0,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
481,506,yobe,diyi,nigeria,9,0,-3.086003145742408,1.0,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
482,507,yobe,diyi,nigeria,7,0,-4.161848605340731,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
483,508,yobe,diyi,nigeria,4,0,-2.841194514294328,1.0,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
484,509,yobe,diyi,nigeria,13,2,-4.015025614895552,1.0,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
485,510,yobe,diyi,nigeria,11,0,-3.757502269816159,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
486,511,yobe,diyi,nigeria,6,3,-4.004002970943159,1.0,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
487,512,yobe,diyi,nigeria,8,0,-2.7737209386838404,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
488,513,yobe,diyi,nigeria,5,0,-2.728628304333144,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
489,514,yobe,diyi,nigeria,11,0,-4.032561639365267,1.0,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
490,515,yobe,diyi,nigeria,6,0,-3.937707431303388,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
491,516,yobe,diyi,nigeria,12,0,-2.8351821630475675,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
492,517,yobe,diyi,nigeria,7,0,-4.013021497813298,1.0,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
493,518,yobe,diyi,nigeria,4,0,-3.620865240697803,,12.6833,11.0167,12.7,11.0,12.68257601,11.02111035,-1.5005088448524475,-1.5138481259346008,2.0,0.2,-3.097124934196472,-0.19999999999999973,52060213.0827925,0.17207247992420915,-1.8007893610582488
494,519,lagos,durowoju,nigeria,3,1,0.9756100339884696,0.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
495,520,lagos,durowoju,nigeria,2,1,0.6287060871490869,1.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
496,521,lagos,durowoju,nigeria,6,2,0.3745393131553197,0.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
497,523,lagos,durowoju,nigeria,6,2,2.189989872213314,1.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
498,524,lagos,durowoju,nigeria,6,3,1.6686556487383748,1.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
499,526,lagos,durowoju,nigeria,4,1,0.8403321309363795,1.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
500,527,lagos,durowoju,nigeria,5,3,1.5885120947127338,1.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
501,528,lagos,durowoju,nigeria,2,2,0.4273127624800236,0.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
502,529,lagos,durowoju,nigeria,5,3,1.575970547719609,0.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
503,530,lagos,durowoju,nigeria,2,1,1.5985168648949577,0.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
504,532,lagos,durowoju,nigeria,4,2,2.981115649993957,0.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
505,533,lagos,durowoju,nigeria,6,1,1.4690287477147177,1.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
506,538,lagos,durowoju,nigeria,4,2,1.508331596193564,0.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
507,539,lagos,durowoju,nigeria,6,1,2.171860285896124,1.0,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
508,540,lagos,durowoju,nigeria,2,0,2.013632410198225,,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
509,542,lagos,durowoju,nigeria,5,0,1.4940615421213153,,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
510,543,lagos,durowoju,nigeria,7,0,2.459834366315369,,6.52167665,3.334772259,6.5,3.35,6.535863141,3.334570422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852809668336982,0.0
511,544,edo,efandion,nigeria,6,6,1.9354160415521169,0.0,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
512,545,edo,efandion,nigeria,7,4,1.582355781720551,0.0,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
513,546,edo,efandion,nigeria,6,2,1.2762782132690869,1.0,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
514,549,edo,efandion,nigeria,5,3,1.156576019520348,0.0,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
515,550,edo,efandion,nigeria,10,4,0.9245399511536604,1.0,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
516,551,edo,efandion,nigeria,10,2,0.6469162680346002,1.0,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
517,552,edo,efandion,nigeria,11,5,0.1396664299097073,0.0,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
518,553,edo,efandion,nigeria,5,1,2.3448430663948057,1.0,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
519,554,edo,efandion,nigeria,3,2,1.3168615841847138,1.0,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
520,555,edo,efandion,nigeria,5,3,0.7753318911468444,0.0,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
521,556,edo,efandion,nigeria,13,2,0.920245414548832,1.0,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
522,557,edo,efandion,nigeria,7,2,1.2650050546814129,1.0,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
523,558,edo,efandion,nigeria,7,0,1.463596130417057,,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
524,559,edo,efandion,nigeria,3,0,1.4264216185225176,,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
525,561,edo,efandion,nigeria,4,0,2.3410853468655817,,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
526,562,edo,efandion,nigeria,8,0,-1.2875500582567927,,6.690256099,6.347366173,6.7,6.35,6.691428698,6.369360265,-1.641377902030945,-1.7267629146575927,2.2,0.7,-3.7006654739379883,0.15714285714285703,317129721.9413329,0.23921200806173926,0.29173666435651724
527,563,akwa ibom,effiat offot,nigeria,4,0,1.4086863884963998,,5.018928827,7.908680826,5.0,7.9,5.015093325,7.895772238,-1.4739684888294764,-1.4779847008841378,1.2857142857142858,0.7,-1.988160388810294,-0.7,296688011.9787547,0.1759268479493445,-0.2657380598994648
528,564,akwa ibom,effiat offot,nigeria,5,6,1.6832187608805262,1.0,5.018928827,7.908680826,5.0,7.9,5.015093325,7.895772238,-1.4739684888294764,-1.4779847008841378,1.2857142857142858,0.7,-1.988160388810294,-0.7,296688011.9787547,0.1759268479493445,-0.2657380598994648
