,house,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
235,239,oyo,alhaji salawu,nigeria,7,2,-0.161769412,1.0,7.4092,3.8901,7.4,3.9,-1.6351289749145508,-1.6739729642868042,2.0,0.2,-3.2702579498291016,-0.19999999999999973,20384083.936370194,0.19830472199581584,-1.237338654147643
236,240,oyo,alhaji salawu,nigeria,3,2,-1.185324991,1.0,7.4092,3.8901,7.4,3.9,-1.6351289749145508,-1.6739729642868042,2.0,0.2,-3.2702579498291016,-0.19999999999999973,20384083.936370194,0.19830472199581584,-1.237338654147643
237,241,oyo,alhaji salawu,nigeria,8,1,1.3279610587907775,1.0,7.4092,3.8901,7.4,3.9,-1.6351289749145508,-1.6739729642868042,2.0,0.2,-3.2702579498291016,-0.19999999999999973,20384083.936370194,0.19830472199581584,-1.237338654147643
238,242,oyo,alhaji salawu,nigeria,5,3,-1.83564888,1.0,7.4092,3.8901,7.4,3.9,-1.6351289749145508,-1.6739729642868042,2.0,0.2,-3.2702579498291016,-0.19999999999999973,20384083.936370194,0.19830472199581584,-1.237338654147643
239,243,oyo,alhaji salawu,nigeria,3,1,-1.850403267,1.0,7.4092,3.8901,7.4,3.9,-1.6351289749145508,-1.6739729642868042,2.0,0.2,-3.2702579498291016,-0.19999999999999973,20384083.936370194,0.19830472199581584,-1.237338654147643
240,244,oyo,alhaji salawu,nigeria,5,1,-4.169364044,1.0,7.4092,3.8901,7.4,3.9,-1.6351289749145508,-1.6739729642868042,2.0,0.2,-3.2702579498291016,-0.19999999999999973,20384083.936370194,0.19830472199581584,-1.237338654147643
241,245,oyo,alhaji salawu,nigeria,3,2,-3.283497376,1.0,7.4092,3.8901,7.4,3.9,-1.6351289749145508,-1.6739729642868042,2.0,0.2,-3.2702579498291016,-0.19999999999999973,20384083.936370194,0.19830472199581584,-1.237338654147643
242,249,rivers,amadi ama,nigeria,5,1,1.6443703232903035,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
243,250,rivers,amadi ama,nigeria,4,1,1.7569365332514877,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
244,251,rivers,amadi ama,nigeria,6,1,1.7569365332514877,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
245,253,rivers,amadi ama,nigeria,5,1,1.6819475185825512,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
246,254,rivers,amadi ama,nigeria,6,1,3.410092097,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
247,255,rivers,amadi ama,nigeria,5,1,1.103967946111202,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
248,256,rivers,amadi ama,nigeria,5,1,1.5564182721363111,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
249,257,rivers,amadi ama,nigeria,3,1,2.239792295492072,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
250,258,rivers,amadi ama,nigeria,5,2,3.421365255115094,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
251,259,rivers,amadi ama,nigeria,6,1,1.4485652523001584,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
252,260,rivers,amadi ama,nigeria,5,1,3.530173745547053,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
253,261,rivers,amadi ama,nigeria,5,1,1.790756009,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
254,262,rivers,amadi ama,nigeria,8,2,1.0594489933711215,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
255,263,rivers,amadi ama,nigeria,5,1,2.816893436022464,1.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
256,264,rivers,amadi ama,nigeria,7,1,1.7839921138619057,0.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
257,265,rivers,amadi ama,nigeria,6,1,2.333569907807132,0.0,4.794102163,7.026974986,4.8,7.05,-1.660391390323639,-1.660391390323639,1.0,0.4,-1.660391390323639,-0.3999999999999999,235389367.97086564,0.16319089348259355,0.1509971701438337
258,266,ebonyi,amaechi,nigeria,8,8,-0.876520449,0.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
259,267,ebonyi,amaechi,nigeria,3,1,0.769957431,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
260,268,ebonyi,amaechi,nigeria,5,1,-0.810033758,0.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
261,269,ebonyi,amaechi,nigeria,7,1,-1.097399008,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
262,270,ebonyi,amaechi,nigeria,4,7,-4.31591076,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
263,271,ebonyi,amaechi,nigeria,3,9,-2.249953425,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
264,272,ebonyi,amaechi,nigeria,8,1,-1.430348673,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
265,273,ebonyi,amaechi,nigeria,3,2,0.7586048437386808,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
266,274,ebonyi,amaechi,nigeria,5,1,-4.565279375,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
267,275,ebonyi,amaechi,nigeria,9,4,-2.304064586,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
268,276,ebonyi,amaechi,nigeria,3,10,-1.756388107,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
269,277,ebonyi,amaechi,nigeria,1,2,-3.697378757,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
270,278,ebonyi,amaechi,nigeria,6,1,-3.064029795,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
271,279,ebonyi,amaechi,nigeria,5,1,-4.595341131,0.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
272,280,ebonyi,amaechi,nigeria,2,2,-3.03998039,0.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
273,281,ebonyi,amaechi,nigeria,5,2,-4.618052824,0.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
274,282,ebonyi,amaechi,nigeria,15,2,1.2450529495929317,0.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
275,283,ebonyi,amaechi,nigeria,4,3,-4.482774921,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
276,284,ebonyi,amaechi,nigeria,11,4,-3.979832028,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
277,285,ebonyi,amaechi,nigeria,10,1,-2.740635336,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
278,286,ebonyi,amaechi,nigeria,5,4,-3.329932237,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
279,287,ebonyi,amaechi,nigeria,10,2,-4.257310777,0.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
280,288,ebonyi,amaechi,nigeria,4,4,-4.376034272,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
281,289,ebonyi,amaechi,nigeria,5,2,-1.842538828,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
282,290,ebonyi,amaechi,nigeria,11,5,-4.004632977,0.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
283,291,ebonyi,amaechi,nigeria,9,5,-3.379534274,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
284,292,ebonyi,amaechi,nigeria,5,4,-1.88619046,0.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
285,293,ebonyi,amaechi,nigeria,3,4,-1.032014688,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
286,294,ebonyi,amaechi,nigeria,9,0,-2.322585609,,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
287,295,ebonyi,amaechi,nigeria,7,0,-4.835835181,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
288,296,ebonyi,amaechi,nigeria,6,0,-4.95609792,,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
289,297,ebonyi,amaechi,nigeria,5,0,-2.46525276,,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
290,298,ebonyi,amaechi,nigeria,6,0,-4.655464644,,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
291,299,ebonyi,amaechi,nigeria,10,0,-3.82335122,1.0,5.997897511,7.848496054,6.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257654667502193,0.0
292,300,ondo,araromi,nigeria,5,1,3.262945586758564,0.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
293,301,ondo,araromi,nigeria,5,2,0.022966427,1.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
294,302,ondo,araromi,nigeria,3,4,2.898611196266571,1.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
295,303,ondo,araromi,nigeria,4,1,1.3942408842505565,1.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
296,304,ondo,araromi,nigeria,4,1,2.898611196266571,1.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
297,305,ondo,araromi,nigeria,3,3,0.4836785554183943,1.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
298,306,ondo,araromi,nigeria,5,1,2.898611196266571,1.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
299,307,ondo,araromi,nigeria,2,1,0.2380676599525212,1.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
300,308,ondo,araromi,nigeria,3,2,1.151678020675579,0.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
301,309,ondo,araromi,nigeria,3,1,0.3431184308552556,0.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
302,311,ondo,araromi,nigeria,3,1,1.2680019501659876,0.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
303,312,ondo,araromi,nigeria,3,1,2.070099468547867,0.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
304,313,ondo,araromi,nigeria,5,1,0.4423436405969224,0.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
305,314,ondo,araromi,nigeria,2,1,0.7412722971102707,0.0,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
306,315,ondo,araromi,nigeria,2,0,1.409271762367455,,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
307,316,ondo,araromi,nigeria,2,0,1.0336642132877885,,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
308,317,ondo,araromi,nigeria,3,0,2.324201133407738,,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
309,318,ondo,araromi,nigeria,3,0,1.386725445192107,,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
310,319,ondo,araromi,nigeria,5,0,2.8873380376788966,,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
311,320,ondo,araromi,nigeria,2,0,-0.282676199,,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
312,321,ondo,araromi,nigeria,3,0,-3.023089554,,7.111729971,5.275975179,7.1,5.3,-2.0010334849357605,-2.1222789883613586,1.5,0.4,-3.052809417247772,-0.3999999999999999,245577481.096306,0.24413291583870608,1.1376564626279486
313,322,zamfara,baichin yamma,nigeria,6,0,-3.463783284,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
314,323,zamfara,baichin yamma,nigeria,5,0,-3.484826514,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
315,324,zamfara,baichin yamma,nigeria,6,0,-3.859111093,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
316,325,zamfara,baichin yamma,nigeria,7,1,-2.675259407,0.0,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
317,326,zamfara,baichin yamma,nigeria,4,1,-3.44574623,1.0,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
318,327,zamfara,baichin yamma,nigeria,6,0,-3.463783284,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
319,328,zamfara,baichin yamma,nigeria,3,1,-3.454764757,1.0,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
320,329,zamfara,baichin yamma,nigeria,4,0,-3.88165741,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
321,330,zamfara,baichin yamma,nigeria,7,0,-3.278245144,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
322,331,zamfara,baichin yamma,nigeria,4,1,-2.936977776,1.0,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
323,332,zamfara,baichin yamma,nigeria,3,0,-3.30642804,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
324,333,zamfara,baichin yamma,nigeria,5,0,-2.660228529,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
325,334,zamfara,baichin yamma,nigeria,6,1,-3.230509972,1.0,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
326,335,zamfara,baichin yamma,nigeria,3,0,-2.667743968,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
327,336,zamfara,baichin yamma,nigeria,3,0,-3.836564776,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
328,337,zamfara,baichin yamma,nigeria,5,0,-3.01082162,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
329,338,zamfara,baichin yamma,nigeria,5,0,-3.866626532,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
330,339,zamfara,baichin yamma,nigeria,3,0,-2.231316269,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
331,340,zamfara,baichin yamma,nigeria,4,0,-3.064574864,,12.26532998,6.55503458,12.25,6.55,-1.7158778011798859,-1.8089039623737335,1.5,0.6,-2.5710488855838776,0.06666666666666665,168212796.61263937,0.19327738728110275,-0.2009281885554608
332,341,oyo,best foundation,nigeria,6,0,2.633236372819026,,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
333,342,oyo,best foundation,nigeria,7,1,1.455888898699976,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
334,343,oyo,best foundation,nigeria,7,1,1.0022629312011802,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
335,344,oyo,best foundation,nigeria,8,1,2.6106900556436776,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
336,345,oyo,best foundation,nigeria,7,1,0.4385859210676978,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
337,346,oyo,best foundation,nigeria,4,2,2.664801216864513,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
338,347,oyo,best foundation,nigeria,9,3,1.0039461370356677,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
339,348,oyo,best foundation,nigeria,7,2,0.8141934701473647,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
340,349,oyo,best foundation,nigeria,6,2,2.0250068341971708,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
341,350,oyo,best foundation,nigeria,8,2,0.8029203115596905,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
342,351,oyo,best foundation,nigeria,5,1,1.835761731669668,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
343,352,oyo,best foundation,nigeria,7,1,1.5834859867780584,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
344,353,oyo,best foundation,nigeria,5,2,0.4447269351162649,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
345,354,oyo,best foundation,nigeria,4,1,1.5160124111675717,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
346,355,oyo,best foundation,nigeria,9,0,2.0791493154387304,,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
347,356,oyo,best foundation,nigeria,8,0,0.820957365,,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
348,357,oyo,best foundation,nigeria,10,2,0.4273127624800236,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
349,358,oyo,best foundation,nigeria,4,0,0.6961796627595741,,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
350,359,oyo,best foundation,nigeria,5,1,1.5639843331065353,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
351,360,oyo,best foundation,nigeria,8,2,1.075810574065685,1.0,5.53719,5.75815,5.55,5.75,-1.7994189858436584,-1.7994189858436584,1.0,0.4,-1.7994189858436584,-0.3999999999999999,244310113.09836456,0.16748868825794877,0.43636392338522834
352,362,lagos,cardoso,nigeria,4,10,2.063559359824966,1.0,6.529643091,3.352357156,6.55,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11516182001358097,0.0
353,363,lagos,cardoso,nigeria,3,1,1.8619614347155944,1.0,6.529643091,3.352357156,6.55,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11516182001358097,0.0
