,house,date,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,NDVI_lat,NDVI_lon,sev_lat,sev_lon,pop_cent_lat,pop_cent_long,annual_frequency,severity,autocorrelation,avg_area,NDVI_mean,SVI_severity
320,334,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,3,0,-1.074789773,,0.48333,32.16667,0.5,32.15,0.5,32.15,0.5,32.15,0.492847496,32.04626782,1.8,-0.4882348378499349,-0.1852941176470588,255629611.87799782,0.270188976270268,-0.20462494516923824
321,335,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,6,0,-1.093369554,,0.48333,32.16667,0.5,32.15,0.5,32.15,0.5,32.15,0.492847496,32.04626782,1.8,-0.4882348378499349,-0.1852941176470588,255629611.87799782,0.270188976270268,-0.20462494516923824
322,336,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,2,1,-0.600167275,0.0,0.48333,32.16667,0.5,32.15,0.5,32.15,0.5,32.15,0.492847496,32.04626782,1.8,-0.4882348378499349,-0.1852941176470588,255629611.87799782,0.270188976270268,-0.20462494516923824
323,337,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,4,0,-0.853016511,,0.48333,32.16667,0.5,32.15,0.5,32.15,0.5,32.15,0.492847496,32.04626782,1.8,-0.4882348378499349,-0.1852941176470588,255629611.87799782,0.270188976270268,-0.20462494516923824
324,338,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,11,0,-0.79329095,,0.48333,32.16667,0.5,32.15,0.5,32.15,0.5,32.15,0.492847496,32.04626782,1.8,-0.4882348378499349,-0.1852941176470588,255629611.87799782,0.270188976270268,-0.20462494516923824
325,340,2/21/2010,mityana,nabutaka/mpiriggwa,uganda,1,0,-0.767183767,,0.48333,32.16667,0.5,32.15,0.5,32.15,0.5,32.15,0.492847496,32.04626782,1.8,-0.4882348378499349,-0.1852941176470588,255629611.87799782,0.270188976270268,-0.20462494516923824
326,341,2/21/2010,mityana,kiyudaya a,uganda,4,1,3.862792149,0.0,0.469325,32.07691,0.45,32.1,0.45,32.1,0.45,32.1,0.473180689,32.04626782,1.8,-0.39670316378275555,-0.1852941176470588,255629611.87799782,0.263227716065657,0.12217572644320723
327,342,2/21/2010,mityana,kiyudaya a,uganda,9,1,3.160861031,1.0,0.469325,32.07691,0.45,32.1,0.45,32.1,0.45,32.1,0.473180689,32.04626782,1.8,-0.39670316378275555,-0.1852941176470588,255629611.87799782,0.263227716065657,0.12217572644320723
328,343,2/21/2010,mityana,kiyudaya a,uganda,9,3,2.241007983,1.0,0.469325,32.07691,0.45,32.1,0.45,32.1,0.45,32.1,0.473180689,32.04626782,1.8,-0.39670316378275555,-0.1852941176470588,255629611.87799782,0.263227716065657,0.12217572644320723
329,345,2/21/2010,mityana,kiyudaya a,uganda,5,0,3.282457419,,0.469325,32.07691,0.45,32.1,0.45,32.1,0.45,32.1,0.473180689,32.04626782,1.8,-0.39670316378275555,-0.1852941176470588,255629611.87799782,0.263227716065657,0.12217572644320723
330,346,2/21/2010,mityana,kiyudaya a,uganda,3,0,2.931488374,1.0,0.469325,32.07691,0.45,32.1,0.45,32.1,0.45,32.1,0.473180689,32.04626782,1.8,-0.39670316378275555,-0.1852941176470588,255629611.87799782,0.263227716065657,0.12217572644320723
331,347,2/21/2010,mityana,kiyudaya a,uganda,3,2,3.267929571,0.0,0.469325,32.07691,0.45,32.1,0.45,32.1,0.45,32.1,0.473180689,32.04626782,1.8,-0.39670316378275555,-0.1852941176470588,255629611.87799782,0.263227716065657,0.12217572644320723
332,348,2/21/2010,mityana,kiyudaya a,uganda,8,1,2.938434392,1.0,0.469325,32.07691,0.45,32.1,0.45,32.1,0.45,32.1,0.473180689,32.04626782,1.8,-0.39670316378275555,-0.1852941176470588,255629611.87799782,0.263227716065657,0.12217572644320723
333,349,2/21/2010,mityana,kiyudaya a,uganda,2,1,4.191692264,1.0,0.469325,32.07691,0.45,32.1,0.45,32.1,0.45,32.1,0.473180689,32.04626782,1.8,-0.39670316378275555,-0.1852941176470588,255629611.87799782,0.263227716065657,0.12217572644320723
334,350,2/23/2010,mityana,nkazebuku/kabayenga,uganda,5,0,-1.983585271,,0.27767,31.9483,0.3,31.95,0.3,31.95,0.3,31.95,0.255971561,31.87638804,2.4,-0.3246469497680664,-0.1375,208593299.1814567,0.2595002336657031,0.33070763666281117
335,351,2/23/2010,mityana,nkazebuku/kabayenga,uganda,4,0,-0.93619586,,0.27767,31.9483,0.3,31.95,0.3,31.95,0.3,31.95,0.255971561,31.87638804,2.4,-0.3246469497680664,-0.1375,208593299.1814567,0.2595002336657031,0.33070763666281117
336,352,2/23/2010,mityana,nkazebuku/kabayenga,uganda,5,1,-2.090876201,0.0,0.27767,31.9483,0.3,31.95,0.3,31.95,0.3,31.95,0.255971561,31.87638804,2.4,-0.3246469497680664,-0.1375,208593299.1814567,0.2595002336657031,0.33070763666281117
337,353,2/23/2010,mityana,nkazebuku/kabayenga,uganda,9,1,-2.331333289,0.0,0.27767,31.9483,0.3,31.95,0.3,31.95,0.3,31.95,0.255971561,31.87638804,2.4,-0.3246469497680664,-0.1375,208593299.1814567,0.2595002336657031,0.33070763666281117
338,354,2/23/2010,mityana,nkazebuku/kabayenga,uganda,12,1,-0.829387914,0.0,0.27767,31.9483,0.3,31.95,0.3,31.95,0.3,31.95,0.255971561,31.87638804,2.4,-0.3246469497680664,-0.1375,208593299.1814567,0.2595002336657031,0.33070763666281117
339,355,2/23/2010,mityana,nkazebuku/kabayenga,uganda,6,0,-1.687587708,,0.27767,31.9483,0.3,31.95,0.3,31.95,0.3,31.95,0.255971561,31.87638804,2.4,-0.3246469497680664,-0.1375,208593299.1814567,0.2595002336657031,0.33070763666281117
340,356,2/23/2010,mityana,nkazebuku/kabayenga,uganda,2,0,-0.317267015,,0.27767,31.9483,0.3,31.95,0.3,31.95,0.3,31.95,0.255971561,31.87638804,2.4,-0.3246469497680664,-0.1375,208593299.1814567,0.2595002336657031,0.33070763666281117
341,357,2/23/2010,mityana,nkazebuku/kabayenga,uganda,7,0,-1.211899773,,0.27767,31.9483,0.3,31.95,0.3,31.95,0.3,31.95,0.255971561,31.87638804,2.4,-0.3246469497680664,-0.1375,208593299.1814567,0.2595002336657031,0.33070763666281117
342,358,2/23/2010,mityana,nkazebuku/kabayenga,uganda,8,0,-1.243166577,,0.27767,31.9483,0.3,31.95,0.3,31.95,0.3,31.95,0.255971561,31.87638804,2.4,-0.3246469497680664,-0.1375,208593299.1814567,0.2595002336657031,0.33070763666281117
343,359,2/21/2010,mityana,kiyudaya a,uganda,5,5,1.898405683,1.0,0.469325,32.07691,0.45,32.1,0.45,32.1,0.45,32.1,0.473180689,32.04626782,1.8,-0.39670316378275555,-0.1852941176470588,255629611.87799782,0.263227716065657,0.12217572644320723
344,360,2/23/2010,mityana,nkazebuku/kabayenga,uganda,3,0,-1.666992291,1.0,0.27767,31.9483,0.3,31.95,0.3,31.95,0.3,31.95,0.255971561,31.87638804,2.4,-0.3246469497680664,-0.1375,208593299.1814567,0.2595002336657031,0.33070763666281117
345,361,2/21/2010,masaka,kisanje west,uganda,8,2,-0.446016131,1.0,-0.20285,31.83421,-0.2,31.85,-0.2,31.85,-0.2,31.85,-0.239646164,31.83749916,1.8,-0.3757295608520508,0.07614379084967324,256249646.6153147,0.26187584624908483,0.008559657699255633
346,362,2/21/2010,masaka,kisanje west,uganda,7,2,-0.394516484,0.0,-0.20285,31.83421,-0.2,31.85,-0.2,31.85,-0.2,31.85,-0.239646164,31.83749916,1.8,-0.3757295608520508,0.07614379084967324,256249646.6153147,0.26187584624908483,0.008559657699255633
347,363,2/21/2010,masaka,kisanje west,uganda,3,5,-0.621625461,1.0,-0.20285,31.83421,-0.2,31.85,-0.2,31.85,-0.2,31.85,-0.239646164,31.83749916,1.8,-0.3757295608520508,0.07614379084967324,256249646.6153147,0.26187584624908483,0.008559657699255633
348,364,2/21/2010,masaka,kisanje west,uganda,9,0,-0.68600002,,-0.20285,31.83421,-0.2,31.85,-0.2,31.85,-0.2,31.85,-0.239646164,31.83749916,1.8,-0.3757295608520508,0.07614379084967324,256249646.6153147,0.26187584624908483,0.008559657699255633
349,365,2/21/2010,masaka,kisanje west,uganda,5,0,-0.700305477,,-0.20285,31.83421,-0.2,31.85,-0.2,31.85,-0.2,31.85,-0.239646164,31.83749916,1.8,-0.3757295608520508,0.07614379084967324,256249646.6153147,0.26187584624908483,0.008559657699255633
350,366,2/21/2010,masaka,kisanje west,uganda,2,0,-0.600167275,1.0,-0.20285,31.83421,-0.2,31.85,-0.2,31.85,-0.2,31.85,-0.239646164,31.83749916,1.8,-0.3757295608520508,0.07614379084967324,256249646.6153147,0.26187584624908483,0.008559657699255633
351,367,2/21/2010,masaka,kisanje west,uganda,6,2,-1.462102559,0.0,-0.20285,31.83421,-0.2,31.85,-0.2,31.85,-0.2,31.85,-0.239646164,31.83749916,1.8,-0.3757295608520508,0.07614379084967324,256249646.6153147,0.26187584624908483,0.008559657699255633
352,368,2/21/2010,masaka,kisanje west,uganda,8,0,-1.547935303,,-0.20285,31.83421,-0.2,31.85,-0.2,31.85,-0.2,31.85,-0.239646164,31.83749916,1.8,-0.3757295608520508,0.07614379084967324,256249646.6153147,0.26187584624908483,0.008559657699255633
353,369,2/21/2010,masaka,kisanje west,uganda,4,1,-0.388794301,1.0,-0.20285,31.83421,-0.2,31.85,-0.2,31.85,-0.2,31.85,-0.239646164,31.83749916,1.8,-0.3757295608520508,0.07614379084967324,256249646.6153147,0.26187584624908483,0.008559657699255633
354,370,2/21/2010,masaka,kisanje west,uganda,8,0,-1.433491644,,-0.20285,31.83421,-0.2,31.85,-0.2,31.85,-0.2,31.85,-0.239646164,31.83749916,1.8,-0.3757295608520508,0.07614379084967324,256249646.6153147,0.26187584624908483,0.008559657699255633
355,371,2/13/2010,mpigi,ssabwe lci,uganda,5,1,1.92739859,0.0,0.21699,32.31852,0.2,32.3,0.2,32.3,0.2,32.3,0.220352077,32.29741899,1.2,-0.4023011525472005,-0.11666666666666664,375797770.6394039,0.3025407514054686,0.6132042661705631
356,372,2/12/2010,mpigi,ssabwe lci,uganda,4,0,1.966023325,1.0,0.21699,32.31852,0.2,32.3,0.2,32.3,0.2,32.3,0.220352077,32.29741899,1.2,-0.4023011525472005,-0.11666666666666664,375797770.6394039,0.3025407514054686,0.6132042661705631
357,373,2/13/2010,mpigi,ssabwe lci,uganda,13,0,2.757572538,,0.21699,32.31852,0.2,32.3,0.2,32.3,0.2,32.3,0.220352077,32.29741899,1.2,-0.4023011525472005,-0.11666666666666664,375797770.6394039,0.3025407514054686,0.6132042661705631
358,374,2/13/2010,mpigi,ssabwe lci,uganda,4,5,3.147763729,1.0,0.21699,32.31852,0.2,32.3,0.2,32.3,0.2,32.3,0.220352077,32.29741899,1.2,-0.4023011525472005,-0.11666666666666664,375797770.6394039,0.3025407514054686,0.6132042661705631
359,375,2/13/2010,mpigi,ssabwe lci,uganda,5,1,-0.703514363,0.0,0.21699,32.31852,0.2,32.3,0.2,32.3,0.2,32.3,0.220352077,32.29741899,1.2,-0.4023011525472005,-0.11666666666666664,375797770.6394039,0.3025407514054686,0.6132042661705631
360,376,2/13/2010,mpigi,ssabwe lci,uganda,7,3,-0.757527306,1.0,0.21699,32.31852,0.2,32.3,0.2,32.3,0.2,32.3,0.220352077,32.29741899,1.2,-0.4023011525472005,-0.11666666666666664,375797770.6394039,0.3025407514054686,0.6132042661705631
361,377,2/13/2010,mpigi,ssabwe lci,uganda,4,1,-0.643083648,0.0,0.21699,32.31852,0.2,32.3,0.2,32.3,0.2,32.3,0.220352077,32.29741899,1.2,-0.4023011525472005,-0.11666666666666664,375797770.6394039,0.3025407514054686,0.6132042661705631
362,378,2/13/2010,mpigi,ssabwe lci,uganda,4,1,-0.617681619,0.0,0.21699,32.31852,0.2,32.3,0.2,32.3,0.2,32.3,0.220352077,32.29741899,1.2,-0.4023011525472005,-0.11666666666666664,375797770.6394039,0.3025407514054686,0.6132042661705631
363,379,2/13/2010,mpigi,ssabwe lci,uganda,1,0,-2.099763854,,0.21699,32.31852,0.2,32.3,0.2,32.3,0.2,32.3,0.220352077,32.29741899,1.2,-0.4023011525472005,-0.11666666666666664,375797770.6394039,0.3025407514054686,0.6132042661705631
364,380,2/13/2010,mpigi,ssabwe lci,uganda,5,2,-0.0235198,1.0,0.21699,32.31852,0.2,32.3,0.2,32.3,0.2,32.3,0.220352077,32.29741899,1.2,-0.4023011525472005,-0.11666666666666664,375797770.6394039,0.3025407514054686,0.6132042661705631
365,381,2/19/2010,kiboga,kigabwa,uganda,5,0,-0.325627899,,1.18112,31.46015,1.2,31.45,1.2,31.45,1.2,31.45,1.082416365,31.48547895,1.8,-0.4110683865017361,-0.015359477124182995,230020429.38673884,0.27231183064419984,-0.03462987842326577
366,382,2/19/2010,kiboga,kigabwa,uganda,10,0,-0.432237277,1.0,1.18112,31.46015,1.2,31.45,1.2,31.45,1.2,31.45,1.082416365,31.48547895,1.8,-0.4110683865017361,-0.015359477124182995,230020429.38673884,0.27231183064419984,-0.03462987842326577
367,383,2/19/2010,kiboga,kigabwa,uganda,2,4,-0.997317913,1.0,1.18112,31.46015,1.2,31.45,1.2,31.45,1.2,31.45,1.082416365,31.48547895,1.8,-0.4110683865017361,-0.015359477124182995,230020429.38673884,0.27231183064419984,-0.03462987842326577
368,384,2/19/2010,kiboga,kigabwa,uganda,9,0,-0.093323342,1.0,1.18112,31.46015,1.2,31.45,1.2,31.45,1.2,31.45,1.082416365,31.48547895,1.8,-0.4110683865017361,-0.015359477124182995,230020429.38673884,0.27231183064419984,-0.03462987842326577
369,385,2/19/2010,kiboga,kigabwa,uganda,9,0,-0.556954274,,1.18112,31.46015,1.2,31.45,1.2,31.45,1.2,31.45,1.082416365,31.48547895,1.8,-0.4110683865017361,-0.015359477124182995,230020429.38673884,0.27231183064419984,-0.03462987842326577
370,386,2/19/2010,kiboga,kigabwa,uganda,6,0,-0.814749136,,1.18112,31.46015,1.2,31.45,1.2,31.45,1.2,31.45,1.082416365,31.48547895,1.8,-0.4110683865017361,-0.015359477124182995,230020429.38673884,0.27231183064419984,-0.03462987842326577
371,387,2/19/2010,kiboga,kigabwa,uganda,1,0,-0.988957029,,1.18112,31.46015,1.2,31.45,1.2,31.45,1.2,31.45,1.082416365,31.48547895,1.8,-0.4110683865017361,-0.015359477124182995,230020429.38673884,0.27231183064419984,-0.03462987842326577
372,388,2/19/2010,kiboga,kigabwa,uganda,5,0,-1.778227064,,1.18112,31.46015,1.2,31.45,1.2,31.45,1.2,31.45,1.082416365,31.48547895,1.8,-0.4110683865017361,-0.015359477124182995,230020429.38673884,0.27231183064419984,-0.03462987842326577
373,389,2/19/2010,kiboga,kigabwa,uganda,9,0,-2.532871417,,1.18112,31.46015,1.2,31.45,1.2,31.45,1.2,31.45,1.082416365,31.48547895,1.8,-0.4110683865017361,-0.015359477124182995,230020429.38673884,0.27231183064419984,-0.03462987842326577
374,390,2/19/2010,kiboga,kigabwa,uganda,1,0,-1.031873401,,1.18112,31.46015,1.2,31.45,1.2,31.45,1.2,31.45,1.082416365,31.48547895,1.8,-0.4110683865017361,-0.015359477124182995,230020429.38673884,0.27231183064419984,-0.03462987842326577
375,391,2/13/2010,mbale,busaja cell,uganda,3,3,-1.018094547,1.0,1.104642579,34.19942777,1.1,34.2,1.1,34.2,1.1,34.2,1.082416365,34.21127757,0.8,-0.5072722434997559,-0.07500000000000001,471698485.8224164,0.12784146155567494,-0.17441613699424963
376,392,2/13/2010,mbale,busaja cell,uganda,6,3,-1.524464321,0.0,1.104642579,34.19942777,1.1,34.2,1.1,34.2,1.1,34.2,1.082416365,34.21127757,0.8,-0.5072722434997559,-0.07500000000000001,471698485.8224164,0.12784146155567494,-0.17441613699424963
377,393,2/13/2010,mbale,busaja cell,uganda,6,2,-1.026739065,1.0,1.104642579,34.19942777,1.1,34.2,1.1,34.2,1.1,34.2,1.082416365,34.21127757,0.8,-0.5072722434997559,-0.07500000000000001,471698485.8224164,0.12784146155567494,-0.17441613699424963
378,394,2/13/2010,mbale,busaja cell,uganda,4,1,-0.367423372,1.0,1.104642579,34.19942777,1.1,34.2,1.1,34.2,1.1,34.2,1.082416365,34.21127757,0.8,-0.5072722434997559,-0.07500000000000001,471698485.8224164,0.12784146155567494,-0.17441613699424963
379,395,2/13/2010,mbale,busaja cell,uganda,5,0,-0.231137641,,1.104642579,34.19942777,1.1,34.2,1.1,34.2,1.1,34.2,1.082416365,34.21127757,0.8,-0.5072722434997559,-0.07500000000000001,471698485.8224164,0.12784146155567494,-0.17441613699424963
380,396,2/13/2010,mbale,busaja cell,uganda,11,1,0.086506818,1.0,1.104642579,34.19942777,1.1,34.2,1.1,34.2,1.1,34.2,1.082416365,34.21127757,0.8,-0.5072722434997559,-0.07500000000000001,471698485.8224164,0.12784146155567494,-0.17441613699424963
381,397,2/13/2010,mbale,busaja cell,uganda,13,0,-0.866875302,,1.104642579,34.19942777,1.1,34.2,1.1,34.2,1.1,34.2,1.082416365,34.21127757,0.8,-0.5072722434997559,-0.07500000000000001,471698485.8224164,0.12784146155567494,-0.17441613699424963
382,398,2/13/2010,mbale,busaja cell,uganda,1,0,-0.486340572,,1.104642579,34.19942777,1.1,34.2,1.1,34.2,1.1,34.2,1.082416365,34.21127757,0.8,-0.5072722434997559,-0.07500000000000001,471698485.8224164,0.12784146155567494,-0.17441613699424963
383,399,,mbale,busaja cell,uganda,10,1,0.41303329,1.0,1.104642579,34.19942777,1.1,34.2,1.1,34.2,1.1,34.2,1.082416365,34.21127757,0.8,-0.5072722434997559,-0.07500000000000001,471698485.8224164,0.12784146155567494,-0.17441613699424963
384,400,2/13/2010,mbale,busaja cell,uganda,5,0,-1.235286166,,1.104642579,34.19942777,1.1,34.2,1.1,34.2,1.1,34.2,1.082416365,34.21127757,0.8,-0.5072722434997559,-0.07500000000000001,471698485.8224164,0.12784146155567494,-0.17441613699424963
385,401,2/23/2010,wakiso,katabi busambaga,uganda,3,2,2.489551899,0.0,0.08927,32.46758,0.1,32.45,0.1,32.45,0.1,32.45,0.060708185,32.4595332,1.8,-0.25632280773586696,-0.05457516339869277,292595489.9440522,0.22247058553847796,-0.21068761570317726
386,402,2/23/2010,wakiso,katabi busambaga,uganda,2,1,1.991773148,0.0,0.08927,32.46758,0.1,32.45,0.1,32.45,0.1,32.45,0.060708185,32.4595332,1.8,-0.25632280773586696,-0.05457516339869277,292595489.9440522,0.22247058553847796,-0.21068761570317726
387,403,2/23/2010,wakiso,katabi busambaga,uganda,4,0,3.132630998,,0.08927,32.46758,0.1,32.45,0.1,32.45,0.1,32.45,0.060708185,32.4595332,1.8,-0.25632280773586696,-0.05457516339869277,292595489.9440522,0.22247058553847796,-0.21068761570317726
388,404,2/23/2010,wakiso,katabi busambaga,uganda,1,1,3.019362408,1.0,0.08927,32.46758,0.1,32.45,0.1,32.45,0.1,32.45,0.060708185,32.4595332,1.8,-0.25632280773586696,-0.05457516339869277,292595489.9440522,0.22247058553847796,-0.21068761570317726
389,405,2/23/2010,wakiso,katabi busambaga,uganda,2,1,3.923097461,0.0,0.08927,32.46758,0.1,32.45,0.1,32.45,0.1,32.45,0.060708185,32.4595332,1.8,-0.25632280773586696,-0.05457516339869277,292595489.9440522,0.22247058553847796,-0.21068761570317726
390,406,2/23/2010,wakiso,katabi busambaga,uganda,3,0,3.837264717,,0.08927,32.46758,0.1,32.45,0.1,32.45,0.1,32.45,0.060708185,32.4595332,1.8,-0.25632280773586696,-0.05457516339869277,292595489.9440522,0.22247058553847796,-0.21068761570317726
391,407,2/23/2010,wakiso,katabi busambaga,uganda,1,0,3.459644059,,0.08927,32.46758,0.1,32.45,0.1,32.45,0.1,32.45,0.060708185,32.4595332,1.8,-0.25632280773586696,-0.05457516339869277,292595489.9440522,0.22247058553847796,-0.21068761570317726
392,408,2/23/2010,wakiso,katabi busambaga,uganda,3,2,2.517969531,0.0,0.08927,32.46758,0.1,32.45,0.1,32.45,0.1,32.45,0.060708185,32.4595332,1.8,-0.25632280773586696,-0.05457516339869277,292595489.9440522,0.22247058553847796,-0.21068761570317726
393,409,2/23/2010,wakiso,katabi busambaga,uganda,3,0,3.880181089,,0.08927,32.46758,0.1,32.45,0.1,32.45,0.1,32.45,0.060708185,32.4595332,1.8,-0.25632280773586696,-0.05457516339869277,292595489.9440522,0.22247058553847796,-0.21068761570317726
394,410,2/23/2010,wakiso,katabi busambaga,uganda,4,1,2.950696212,0.0,0.08927,32.46758,0.1,32.45,0.1,32.45,0.1,32.45,0.060708185,32.4595332,1.8,-0.25632280773586696,-0.05457516339869277,292595489.9440522,0.22247058553847796,-0.21068761570317726
395,411,2/20/2010,kampala,kironde,uganda,1,1,1.872866456,0.0,0.29088,32.56056,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,1.8,-0.33203114403618705,-0.05457516339869277,291771631.57340485,0.22691358473435866,-0.5582116044956996
396,412,2/20/2010,kampala,kironde,uganda,2,1,2.824197444,0.0,0.29088,32.56056,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,1.8,-0.33203114403618705,-0.05457516339869277,291771631.57340485,0.22691358473435866,-0.5582116044956996
397,413,2/20/2010,kampala,kironde,uganda,1,0,0.56930149,,0.29088,32.56056,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,1.8,-0.33203114403618705,-0.05457516339869277,291771631.57340485,0.22691358473435866,-0.5582116044956996
398,414,2/20/2010,kampala,kironde,uganda,6,0,1.222001998,,0.29088,32.56056,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,1.8,-0.33203114403618705,-0.05457516339869277,291771631.57340485,0.22691358473435866,-0.5582116044956996
399,415,2/20/2010,kampala,kironde,uganda,5,0,1.44600402,,0.29088,32.56056,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,1.8,-0.33203114403618705,-0.05457516339869277,291771631.57340485,0.22691358473435866,-0.5582116044956996
400,416,2/20/2010,kampala,kironde,uganda,9,0,1.038658035,,0.29088,32.56056,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,1.8,-0.33203114403618705,-0.05457516339869277,291771631.57340485,0.22691358473435866,-0.5582116044956996
401,417,2/20/2010,kampala,kironde,uganda,4,0,3.579891889,,0.29088,32.56056,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,1.8,-0.33203114403618705,-0.05457516339869277,291771631.57340485,0.22691358473435866,-0.5582116044956996
402,418,2/20/2010,kampala,kironde,uganda,4,0,1.286262906,,0.29088,32.56056,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,1.8,-0.33203114403618705,-0.05457516339869277,291771631.57340485,0.22691358473435866,-0.5582116044956996
403,419,2/20/2010,kampala,kironde,uganda,5,2,0.440552374,1.0,0.29088,32.56056,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,1.8,-0.33203114403618705,-0.05457516339869277,291771631.57340485,0.22691358473435866,-0.5582116044956996
404,420,2/20/2010,kampala,kironde,uganda,2,0,1.457928395,,0.29088,32.56056,0.3,32.55,0.3,32.55,0.3,32.55,0.322981339,32.59039133,1.8,-0.33203114403618705,-0.05457516339869277,291771631.57340485,0.22691358473435866,-0.5582116044956996
405,421,2/19/2010,kampala,aggrey zone a,uganda,1,1,1.543761139,0.0,0.347704,32.57887,0.35,32.6,0.35,32.6,0.35,32.6,0.353297921,32.59039133,1.4,-0.2763756513595581,-0.13867924528301886,326941722.5044154,0.23372416322793416,-0.31495156781937084
406,422,2/19/2010,kampala,aggrey zone a,uganda,8,0,-0.961012595,,0.347704,32.57887,0.35,32.6,0.35,32.6,0.35,32.6,0.353297921,32.59039133,1.4,-0.2763756513595581,-0.13867924528301886,326941722.5044154,0.23372416322793416,-0.31495156781937084
407,423,2/19/2010,kampala,aggrey zone a,uganda,2,0,2.506741695,1.0,0.347704,32.57887,0.35,32.6,0.35,32.6,0.35,32.6,0.353297921,32.59039133,1.4,-0.2763756513595581,-0.13867924528301886,326941722.5044154,0.23372416322793416,-0.31495156781937084
408,424,2/19/2010,kampala,aggrey zone a,uganda,2,1,1.822358007,0.0,0.347704,32.57887,0.35,32.6,0.35,32.6,0.35,32.6,0.353297921,32.59039133,1.4,-0.2763756513595581,-0.13867924528301886,326941722.5044154,0.23372416322793416,-0.31495156781937084
409,425,2/19/2010,kampala,aggrey zone a,uganda,2,0,1.457928395,,0.347704,32.57887,0.35,32.6,0.35,32.6,0.35,32.6,0.353297921,32.59039133,1.4,-0.2763756513595581,-0.13867924528301886,326941722.5044154,0.23372416322793416,-0.31495156781937084
410,426,2/19/2010,kampala,aggrey zone a,uganda,7,1,3.536746765,0.0,0.347704,32.57887,0.35,32.6,0.35,32.6,0.35,32.6,0.353297921,32.59039133,1.4,-0.2763756513595581,-0.13867924528301886,326941722.5044154,0.23372416322793416,-0.31495156781937084
411,427,2/19/2010,kampala,aggrey zone a,uganda,5,0,4.10585952,,0.347704,32.57887,0.35,32.6,0.35,32.6,0.35,32.6,0.353297921,32.59039133,1.4,-0.2763756513595581,-0.13867924528301886,326941722.5044154,0.23372416322793416,-0.31495156781937084
412,428,2/19/2010,kampala,aggrey zone a,uganda,6,0,3.350393827,,0.347704,32.57887,0.35,32.6,0.35,32.6,0.35,32.6,0.353297921,32.59039133,1.4,-0.2763756513595581,-0.13867924528301886,326941722.5044154,0.23372416322793416,-0.31495156781937084
413,429,2/19/2010,kampala,aggrey zone a,uganda,3,0,1.500844767,,0.347704,32.57887,0.35,32.6,0.35,32.6,0.35,32.6,0.353297921,32.59039133,1.4,-0.2763756513595581,-0.13867924528301886,326941722.5044154,0.23372416322793416,-0.31495156781937084
414,430,2/19/2010,kampala,aggrey zone a,uganda,4,1,0.483468746,1.0,0.347704,32.57887,0.35,32.6,0.35,32.6,0.35,32.6,0.353297921,32.59039133,1.4,-0.2763756513595581,-0.13867924528301886,326941722.5044154,0.23372416322793416,-0.31495156781937084
415,431,3/2/2010,wakiso,ggangu,uganda,4,0,3.56272534,,0.25243,32.58863,0.25,32.6,0.25,32.6,0.25,32.6,0.252531218,32.59039133,1.6,-0.31123286485671997,-0.017307692307692298,328237181.95799565,0.2580477715696824,0.17489773022183738
416,432,2/2/2010,wakiso,ggangu,uganda,5,0,2.864481476,,0.25243,32.58863,0.25,32.6,0.25,32.6,0.25,32.6,0.252531218,32.59039133,1.6,-0.31123286485671997,-0.017307692307692298,328237181.95799565,0.2580477715696824,0.17489773022183738
417,433,3/2/2010,wakiso,ggangu,uganda,2,2,1.970933733,0.0,0.25243,32.58863,0.25,32.6,0.25,32.6,0.25,32.6,0.252531218,32.59039133,1.6,-0.31123286485671997,-0.017307692307692298,328237181.95799565,0.2580477715696824,0.17489773022183738
418,434,3/2/2010,wakiso,ggangu,uganda,2,1,1.54576023,0.0,0.25243,32.58863,0.25,32.6,0.25,32.6,0.25,32.6,0.252531218,32.59039133,1.6,-0.31123286485671997,-0.017307692307692298,328237181.95799565,0.2580477715696824,0.17489773022183738
419,435,3/2/2010,wakiso,ggangu,uganda,1,2,2.563136251,0.0,0.25243,32.58863,0.25,32.6,0.25,32.6,0.25,32.6,0.252531218,32.59039133,1.6,-0.31123286485671997,-0.017307692307692298,328237181.95799565,0.2580477715696824,0.17489773022183738
420,436,3/2/2010,wakiso,ggangu,uganda,3,1,3.584183526,1.0,0.25243,32.58863,0.25,32.6,0.25,32.6,0.25,32.6,0.252531218,32.59039133,1.6,-0.31123286485671997,-0.017307692307692298,328237181.95799565,0.2580477715696824,0.17489773022183738
