,house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,pop_cent_lat,pop_cent_long,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
828,898,machakos,mususye,kenya,2009-11-13,3,2,2.0052709870498373,1.0,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
829,899,machakos,mususye,kenya,2009-11-13,5,2,1.5299903665025598,1.0,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
830,900,machakos,mususye,kenya,2009-11-13,4,2,0.6049976867009883,1.0,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
831,901,machakos,mususye,kenya,2009-11-13,5,1,1.1461181716631708,0.0,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
832,902,machakos,mususye,kenya,2009-11-13,3,1,0.3672770006445457,0.0,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
833,903,machakos,mususye,kenya,2009-11-13,4,1,1.1060122751344168,1.0,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
834,904,machakos,mususye,kenya,2009-11-13,4,2,1.0859593268700398,1.0,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
835,905,machakos,mususye,kenya,2009-11-13,5,0,1.295609663592756,,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
836,906,machakos,mususye,kenya,2009-11-13,8,0,-0.2856669045296992,,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
837,907,machakos,mususye,kenya,2009-11-13,8,0,0.3873299489089227,,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
838,908,nairobi,loresho,kenya,2009-11-23,8,2,-2.935074603495319,1.0,-1.253745825,36.75036738,-1.25,36.75,-1.258333049,36.76087587,-1.6048528041158403,-1.708299960408892,1.9285714285714286,0.8,-3.206720565046583,-0.55,323304380.9489634,0.2150477225441627,-0.8499673948839044
839,909,machakos,kanzia,kenya,2009-11-14,5,0,2.0453768835785917,,-1.522119854,37.26569689,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
840,910,machakos,mbondoni,kenya,2009-11-09,5,1,1.5299903665025598,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
841,911,machakos,mbondoni,kenya,2009-11-09,5,1,-0.3805080386801092,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
842,912,machakos,mbondoni,kenya,2009-11-09,10,1,-0.2410430208827121,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
843,913,machakos,mbondoni,kenya,2009-11-09,5,1,0.3211358837076228,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
844,914,machakos,mbondoni,kenya,2009-11-09,7,1,0.3050935250961212,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
845,915,machakos,mbondoni,kenya,2009-11-09,4,4,1.489884469973806,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
846,916,machakos,mbondoni,kenya,2009-11-09,8,2,0.5046330940685699,0.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
847,917,machakos,mbondoni,kenya,2009-11-09,5,0,-0.9483505655818738,,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
848,918,machakos,mbondoni,kenya,2009-11-09,2,1,0.2609770389144917,0.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
849,919,machakos,mbondoni,kenya,2009-11-09,3,1,-0.9684035138462508,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
850,920,machakos,mbondoni,kenya,2009-11-11,2,1,-2.4613398224177265,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
851,921,machakos,mbondoni,kenya,2009-11-09,2,2,0.3442938015716331,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
852,922,machakos,mbondoni,kenya,2009-11-09,3,2,-2.455323937938413,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
853,923,machakos,mbondoni,kenya,2009-11-09,7,1,0.326149120773717,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
854,924,machakos,mbondoni,kenya,2009-11-09,7,2,-0.9142605535324329,0.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
855,925,machakos,mbondoni,kenya,2009-11-09,5,1,-0.3404021421513552,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
856,926,machakos,mbondoni,kenya,2009-11-09,3,1,-0.3955477498783919,1.0,-0.971685469,37.99497116,-0.95,38.0,-0.978652712,37.98989638,-1.5433238233838762,-1.6851927297455924,2.642857142857143,0.9,-4.238662140710013,-0.4555555555555555,339437906.7979807,0.23128880563623316,-1.2371414702424686
857,927,machakos,mususye,kenya,2009-11-13,3,0,-1.0828388643820126,1.0,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
858,928,machakos,mususye,kenya,2009-11-13,5,0,2.194868375508177,,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
859,929,machakos,mususye,kenya,2009-11-13,4,0,1.489884469973806,,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
860,930,machakos,mususye,kenya,2009-11-14,6,0,0.4013476767651308,,-1.521255838,37.26570298,-1.5,37.25,-1.505660678,37.26527074,-1.6874875277280807,-1.8892397433519363,2.875,0.5,-4.904657170176506,-0.09999999999999998,499642476.1162974,0.2213704725617515,-1.1596274023457083
861,931,machakos,makadara,kenya,2009-11-12,2,2,0.5989602452244311,0.0,-1.296292895,36.87271104,-1.3,36.85,-1.294230483,36.87509335,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
862,932,machakos,makadara,kenya,2009-11-12,2,1,-1.3759737681091682,1.0,-1.296292895,36.87271104,-1.3,36.85,-1.294230483,36.87509335,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
863,933,machakos,makadara,kenya,2009-11-12,4,2,-2.425244515541848,1.0,-1.296292895,36.87271104,-1.3,36.85,-1.294230483,36.87509335,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
864,934,machakos,makadara,kenya,2009-11-12,5,1,-1.5962159206834008,0.0,-1.296292895,36.87271104,-1.3,36.85,-1.294230483,36.87509335,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
865,935,machakos,makadara,kenya,2009-11-12,3,1,1.3256890859893216,1.0,-1.296292895,36.87271104,-1.3,36.85,-1.294230483,36.87509335,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
866,936,machakos,makadara,kenya,2009-11-11,1,1,-1.6864541878730972,0.0,-1.296292895,36.87271104,-1.3,36.85,-1.294230483,36.87509335,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
867,938,machakos,makadara,kenya,2009-11-12,3,1,-2.859110588535116,1.0,-1.296292895,36.87271104,-1.3,36.85,-1.294230483,36.87509335,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
868,939,machakos,makadara,kenya,2009-11-12,3,1,-0.1608312278252041,1.0,-1.296292895,36.87271104,-1.3,36.85,-1.294230483,36.87509335,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
869,940,machakos,makadara,kenya,2009-11-12,3,3,-0.7186472805947801,1.0,-1.296292895,36.87271104,-1.3,36.85,-1.294230483,36.87509335,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
870,941,machakos,makadara,kenya,2009-11-12,3,3,-3.11587804943086,1.0,-1.296292895,36.87271104,-1.3,36.85,-1.294230483,36.87509335,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
871,942,thika,juja,kenya,2009-11-21,4,1,-3.320279494146605,1.0,-1.097205267,37.02491062,-1.1,37.0,-1.091292848,37.0013315,-1.7063839793205262,-1.8397857427597046,2.0,0.7,-3.45943523645401,-0.12857142857142856,443555949.43518496,0.21811590135075018,-1.1854057493632266
872,943,thika,majengo,kenya,2009-11-20,1,2,-1.1192433131699804,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.281479551,36.83912583,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
873,944,thika,majengo,kenya,2009-11-20,3,1,-0.8995665023150752,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.281479551,36.83912583,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
874,945,thika,mabanda,kenya,2009-11-18,5,3,1.5299903665025598,1.0,-1.041188884,37.0787284,-1.05,37.1,-1.047703591,37.07395748,-1.7982784360647202,-1.9884222447872162,2.375,0.6,-4.1695277094841,0.06666666666666665,506332956.49703026,0.22900337720291888,-0.5610661116734913
875,946,thika,muirini,kenya,2009-11-19,6,1,0.888505288907959,1.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
876,947,thika,muirini,kenya,2009-11-19,3,6,0.7964165042549,1.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
877,948,thika,muirini,kenya,2009-11-19,3,1,1.7549494120790392,1.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
878,949,thika,muirini,kenya,2009-11-20,3,3,0.0595317472283915,1.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
879,950,thika,muirini,kenya,2009-11-19,3,1,0.0307084122080709,1.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
880,951,thika,muirini,kenya,2009-11-19,4,1,0.5208805687775142,1.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
881,952,thika,mabanda,kenya,2009-11-18,5,1,-0.6929871510835175,0.0,-1.041188884,37.0787284,-1.05,37.1,-1.047703591,37.07395748,-1.7982784360647202,-1.9884222447872162,2.375,0.6,-4.1695277094841,0.06666666666666665,506332956.49703026,0.22900337720291888,-0.5610661116734913
882,953,thika,juja,kenya,2009-11-21,5,2,-0.7837154411222675,0.0,-1.097205267,37.02491062,-1.1,37.0,-1.091292848,37.0013315,-1.7063839793205262,-1.8397857427597046,2.0,0.7,-3.45943523645401,-0.12857142857142856,443555949.43518496,0.21811590135075018,-1.1854057493632266
883,954,thika,juja,kenya,2009-11-21,4,2,-2.3311675915070564,1.0,-1.097205267,37.02491062,-1.1,37.0,-1.091292848,37.0013315,-1.7063839793205262,-1.8397857427597046,2.0,0.7,-3.45943523645401,-0.12857142857142856,443555949.43518496,0.21811590135075018,-1.1854057493632266
884,955,thika,juja,kenya,2009-11-21,3,1,-2.301088169110491,1.0,-1.097205267,37.02491062,-1.1,37.0,-1.091292848,37.0013315,-1.7063839793205262,-1.8397857427597046,2.0,0.7,-3.45943523645401,-0.12857142857142856,443555949.43518496,0.21811590135075018,-1.1854057493632266
885,956,thika,majengo,kenya,2009-11-20,2,1,-0.9647573172209882,0.0,-1.280655187,36.84627548,-1.3,36.85,-1.281479551,36.83912583,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
886,957,thika,majengo,kenya,2009-11-20,2,1,-0.4493708001449569,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.281479551,36.83912583,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
887,958,thika,majengo,kenya,2009-11-20,2,1,-1.535491734170942,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.281479551,36.83912583,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
888,959,thika,mabanda,kenya,2009-11-18,5,1,0.5862008258128562,0.0,-1.041188884,37.0787284,-1.05,37.1,-1.047703591,37.07395748,-1.7982784360647202,-1.9884222447872162,2.375,0.6,-4.1695277094841,0.06666666666666665,506332956.49703026,0.22900337720291888,-0.5610661116734913
889,960,thika,mabanda,kenya,2009-11-18,3,1,-0.994836739617554,0.0,-1.041188884,37.0787284,-1.05,37.1,-1.047703591,37.07395748,-1.7982784360647202,-1.9884222447872162,2.375,0.6,-4.1695277094841,0.06666666666666665,506332956.49703026,0.22900337720291888,-0.5610661116734913
890,961,thika,guthunguri,kenya,2009-11-19,2,1,-1.6262953430799665,1.0,-1.058419348,36.77391802,-1.05,36.75,-1.055519874,36.78326626,-1.671267296586718,-1.757854802267892,1.9285714285714286,0.8,-3.2644424183028087,-0.55,366808237.5443277,0.23959437298754058,0.45239452761219023
891,962,thika,guthunguri,kenya,2009-11-19,4,1,-0.6086677410131573,1.0,-1.058419348,36.77391802,-1.05,36.75,-1.055519874,36.78326626,-1.671267296586718,-1.757854802267892,1.9285714285714286,0.8,-3.2644424183028087,-0.55,366808237.5443277,0.23959437298754058,0.45239452761219023
892,963,thika,mabanda,kenya,2009-11-18,3,7,-0.3093007364127149,1.0,-1.041188884,37.0787284,-1.05,37.1,-1.047703591,37.07395748,-1.7982784360647202,-1.9884222447872162,2.375,0.6,-4.1695277094841,0.06666666666666665,506332956.49703026,0.22900337720291888,-0.5610661116734913
893,964,thika,juja,kenya,2009-11-20,2,4,-1.536998413193536,0.0,-1.097205267,37.02491062,-1.1,37.0,-1.091292848,37.0013315,-1.7063839793205262,-1.8397857427597046,2.0,0.7,-3.45943523645401,-0.12857142857142856,443555949.43518496,0.21811590135075018,-1.1854057493632266
894,965,thika,juja,kenya,2009-11-21,4,2,-0.9597253471082065,1.0,-1.097205267,37.02491062,-1.1,37.0,-1.091292848,37.0013315,-1.7063839793205262,-1.8397857427597046,2.0,0.7,-3.45943523645401,-0.12857142857142856,443555949.43518496,0.21811590135075018,-1.1854057493632266
895,966,thika,muirini,kenya,2009-11-19,8,1,2.4598954338789123,1.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
896,967,thika,muirini,kenya,2009-11-19,2,5,-0.3143139734788092,0.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
897,968,thika,majengo,kenya,2009-11-20,5,1,-1.2793266209510816,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.281479551,36.83912583,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
898,969,thika,majengo,kenya,2009-11-20,2,1,-2.861545884807186,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.281479551,36.83912583,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
899,970,thika,majengo,kenya,2009-11-20,3,2,-3.178711862377991,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.281479551,36.83912583,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
900,971,thika,mabanda,kenya,2009-11-18,4,1,0.3552452316859195,1.0,-1.041188884,37.0787284,-1.05,37.1,-1.047703591,37.07395748,-1.7982784360647202,-1.9884222447872162,2.375,0.6,-4.1695277094841,0.06666666666666665,506332956.49703026,0.22900337720291888,-0.5610661116734913
901,972,thika,mabanda,kenya,2009-11-18,3,1,-0.8761406159012606,0.0,-1.041188884,37.0787284,-1.05,37.1,-1.047703591,37.07395748,-1.7982784360647202,-1.9884222447872162,2.375,0.6,-4.1695277094841,0.06666666666666665,506332956.49703026,0.22900337720291888,-0.5610661116734913
902,973,thika,githuguchu,kenya,2009-11-19,2,1,-3.106053226051686,0.0,-1.016283022,36.91457325,-1.0,36.9,-1.016111121,36.91373309,-1.6455815666251714,-1.7826071315341527,1.9722222222222223,0.9,-3.3644199040200977,-0.011111111111111072,307899692.9828126,0.2338787401906231,0.2447564841740839
903,974,thika,githuguchu,kenya,2009-11-19,4,1,-1.7639567168039396,1.0,-1.016283022,36.91457325,-1.0,36.9,-1.016111121,36.91373309,-1.6455815666251714,-1.7826071315341527,1.9722222222222223,0.9,-3.3644199040200977,-0.011111111111111072,307899692.9828126,0.2338787401906231,0.2447564841740839
904,975,thika,muirini,kenya,2009-11-19,4,4,-0.2942610252144322,1.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
905,976,thika,majengo,kenya,2009-11-20,1,0,-1.6864541878730972,,-1.280655187,36.84627548,-1.3,36.85,-1.281479551,36.83912583,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
906,977,thika,majengo,kenya,2009-11-20,5,2,-1.6778310743139329,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.281479551,36.83912583,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
907,978,thika,majengo,kenya,2009-11-20,8,3,-1.6285022886594178,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.281479551,36.83912583,-1.6620424787203472,-1.7742920517921448,2.0,0.7,-3.4044495820999146,-0.41428571428571426,356035133.7054329,0.18419966261074222,-1.43086233144357
908,979,thika,githuguchu,kenya,2009-11-19,1,1,-1.0599900884300917,0.0,-1.016283022,36.91457325,-1.0,36.9,-1.016111121,36.91373309,-1.6455815666251714,-1.7826071315341527,1.9722222222222223,0.9,-3.3644199040200977,-0.011111111111111072,307899692.9828126,0.2338787401906231,0.2447564841740839
909,980,thika,githuguchu,kenya,2009-11-19,6,1,-2.985638509105448,0.0,-1.016283022,36.91457325,-1.0,36.9,-1.016111121,36.91373309,-1.6455815666251714,-1.7826071315341527,1.9722222222222223,0.9,-3.3644199040200977,-0.011111111111111072,307899692.9828126,0.2338787401906231,0.2447564841740839
910,981,thika,githuguchu,kenya,2009-11-19,4,1,-1.7480163932392525,1.0,-1.016283022,36.91457325,-1.0,36.9,-1.016111121,36.91373309,-1.6455815666251714,-1.7826071315341527,1.9722222222222223,0.9,-3.3644199040200977,-0.011111111111111072,307899692.9828126,0.2338787401906231,0.2447564841740839
911,982,thika,mabanda,kenya,2009-11-18,3,1,-0.2189654418630416,0.0,-1.041188884,37.0787284,-1.05,37.1,-1.047703591,37.07395748,-1.7982784360647202,-1.9884222447872162,2.375,0.6,-4.1695277094841,0.06666666666666665,506332956.49703026,0.22900337720291888,-0.5610661116734913
912,983,thika,juja,kenya,2009-11-21,1,3,-1.0825520713454784,1.0,-1.097205267,37.02491062,-1.1,37.0,-1.091292848,37.0013315,-1.7063839793205262,-1.8397857427597046,2.0,0.7,-3.45943523645401,-0.12857142857142856,443555949.43518496,0.21811590135075018,-1.1854057493632266
913,984,thika,mabanda,kenya,2009-11-18,5,1,-1.1042036019716976,1.0,-1.041188884,37.0787284,-1.05,37.1,-1.047703591,37.07395748,-1.7982784360647202,-1.9884222447872162,2.375,0.6,-4.1695277094841,0.06666666666666665,506332956.49703026,0.22900337720291888,-0.5610661116734913
914,985,thika,githuguchu,kenya,2009-11-19,1,6,3.5684851753519653,1.0,-1.016283022,36.91457325,-1.0,36.9,-1.016111121,36.91373309,-1.6455815666251714,-1.7826071315341527,1.9722222222222223,0.9,-3.3644199040200977,-0.011111111111111072,307899692.9828126,0.2338787401906231,0.2447564841740839
915,986,thika,muirini,kenya,2009-11-19,4,1,-0.8320241297196311,1.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
916,987,thika,muirini,kenya,2009-11-19,2,1,-1.1593492096987343,0.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
917,988,thika,muirini,kenya,2009-11-19,7,3,-1.857401988640084,1.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
918,989,thika,muirini,kenya,2009-11-19,3,1,-0.2942610252144322,1.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
919,990,thika,muirini,kenya,2009-11-19,3,1,-1.1342830243682631,1.0,-0.923809304,37.00615886,-0.9,37.0,-0.928184898,37.0013315,-1.8250339776277542,-2.1195825040340424,2.75,0.6,-4.997403651475906,0.06666666666666665,438434939.3244173,0.23547740506650156,0.21543836967892438
