,house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,pop_cent_lat,pop_cent_long,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
524,546,garissa,jaribu,kenya,2009-11-13,7,0,-1.98267629315253,,-0.44980003,39.63990781,-0.45,39.65,-0.451382315,39.63920071,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
525,547,garissa,jaribu,kenya,2009-11-13,3,0,-1.566136498286835,1.0,-0.44980003,39.63990781,-0.45,39.65,-0.451382315,39.63920071,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
526,548,garissa,jaribu,kenya,2009-11-13,9,2,-1.8024061254281856,1.0,-0.44980003,39.63990781,-0.45,39.65,-0.451382315,39.63920071,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
527,549,garissa,town centre,kenya,2009-11-09,5,3,-2.184609136369324,1.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
528,550,garissa,town centre,kenya,2009-11-09,1,1,-1.0249161620141194,1.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
529,551,garissa,town centre,kenya,2009-11-10,12,1,-0.0587154027466653,0.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
530,552,garissa,town centre,kenya,2009-11-11,4,0,-2.911337977134215,,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
531,553,garissa,town centre,kenya,2009-11-09,3,0,-0.9045984724278572,,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
532,554,garissa,town centre,kenya,2009-11-10,4,1,-0.7903077360625115,1.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
533,555,garissa,jaribu,kenya,2009-11-12,12,5,-2.124450291576193,1.0,-0.44980003,39.63990781,-0.45,39.65,-0.451382315,39.63920071,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
534,556,garissa,jaribu,kenya,2009-11-12,2,1,-1.6262953430799665,1.0,-0.44980003,39.63990781,-0.45,39.65,-0.451382315,39.63920071,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
535,557,garissa,jaribu,kenya,2009-11-12,5,0,-1.445818808700573,,-0.44980003,39.63990781,-0.45,39.65,-0.451382315,39.63920071,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
536,558,garissa,jaribu,kenya,2009-11-13,7,3,-2.6910958245599823,1.0,-0.44980003,39.63990781,-0.45,39.65,-0.451382315,39.63920071,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
537,559,garissa,jaribu,kenya,2009-11-12,3,1,-1.566136498286835,1.0,-0.44980003,39.63990781,-0.45,39.65,-0.451382315,39.63920071,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
538,560,garissa,town centre,kenya,2009-11-09,4,1,-1.475332889377811,1.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
539,561,garissa,town centre,kenya,2009-11-09,5,1,-1.4452534669812456,1.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
540,562,garissa,town centre,kenya,2009-11-09,9,2,-0.6623823703808893,0.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
541,563,garissa,town centre,kenya,2009-11-09,3,0,-2.8414929365428097,,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
542,564,garissa,town centre,kenya,2009-11-09,4,1,-1.5059776534937044,0.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
543,565,garissa,town centre,kenya,2009-11-09,2,1,-2.8414929365428097,0.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
544,566,garissa,town centre,kenya,2009-11-09,1,1,-0.861471899917549,0.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
545,567,garissa,town centre,kenya,2009-11-10,1,1,-1.6096570495198408,1.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
546,568,garissa,town centre,kenya,2009-11-10,4,1,-0.7803544868067989,0.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
547,569,garissa,town centre,kenya,2009-11-09,1,3,-1.458694595817686,0.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
548,570,garissa,town centre,kenya,2009-11-10,7,1,0.5305651952367658,1.0,-0.448509961,39.65421677,-0.45,39.65,-0.451382315,39.65039504,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
549,571,garissa,jaribu,kenya,2009-11-13,7,1,-1.455279941113434,1.0,-0.44980003,39.63990781,-0.45,39.65,-0.451382315,39.63920071,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
550,572,garissa,jaribu,kenya,2009-11-14,4,0,-1.7256544643486091,,-0.44980003,39.63990781,-0.45,39.65,-0.451382315,39.63920071,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
551,573,garissa,jaribu,kenya,2009-11-13,8,2,-2.805397629666931,1.0,-0.44980003,39.63990781,-0.45,39.65,-0.451382315,39.63920071,-1.1983593021120345,-1.2586636656806582,1.880952380952381,1.1,-2.320669787270682,-0.19090909090909103,268640361.97786266,0.166155967419132,-1.1816214954435675
552,574,rachuonyo,kamanga,kenya,2009-11-19,2,3,1.4298372822879553,0.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
553,575,rachuonyo,kamanga,kenya,2009-11-19,3,0,3.667844296620608,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
554,576,rachuonyo,kamanga,kenya,2009-11-19,9,0,3.6436837313433794,,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
555,577,rachuonyo,kamanga,kenya,2009-11-19,2,0,3.667844296620608,,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
556,578,rachuonyo,kamanga,kenya,2009-11-19,3,0,3.6979237190171736,,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
557,579,rachuonyo,kamanga,kenya,2009-11-19,4,0,3.628644020145096,,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
558,580,rachuonyo,kamanga,kenya,2009-11-19,6,0,1.501916238932432,,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
559,581,rachuonyo,kamanga,kenya,2009-11-19,8,1,0.888505288907959,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
560,582,rachuonyo,kamanga,kenya,2009-11-19,2,1,1.489884469973806,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
561,583,rachuonyo,kamanga,kenya,2009-11-19,4,1,1.489884469973806,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
562,584,rachuonyo,kamanga,kenya,2009-11-19,3,1,-0.5120312409959719,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
563,585,rachuonyo,kamanga,kenya,2009-11-19,1,1,0.2422358799754225,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
564,586,rachuonyo,kamanga,kenya,2009-11-19,1,1,-1.9169652208316343,0.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
565,587,rachuonyo,kamanga,kenya,2009-11-19,10,1,2.506326356799069,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
566,588,rachuonyo,kamanga,kenya,2009-11-19,3,1,0.1632537203177935,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
567,589,rachuonyo,kamanga,kenya,2009-11-19,3,1,-1.898702714376577,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
568,590,rachuonyo,kamanga,kenya,2009-11-19,5,2,1.103688635969626,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
569,591,rachuonyo,kamanga,kenya,2009-11-19,8,1,3.153363399597819,0.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
570,592,rachuonyo,kamanga,kenya,2009-11-19,10,2,3.1433369254656305,0.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
571,593,rachuonyo,kamanga,kenya,2009-11-19,3,3,1.5892435912424487,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
572,594,rachuonyo,kamanga,kenya,2009-11-19,5,1,0.0896111696249571,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
573,595,rachuonyo,kamanga,kenya,2009-11-19,3,1,3.6979237190171736,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
574,596,rachuonyo,kamanga,kenya,2009-11-19,4,4,3.172510727808954,1.0,-0.400624514,34.66554334,-0.4,34.65,-0.408333038,34.69940774,-1.5573543310165405,-1.6981478929519653,2.1666666666666665,0.6,-3.517818510532379,-0.5999999999999999,463920277.03589565,0.2601680347539128,-0.3542059297831463
575,597,nakuru,ngondu,kenya,2009-11-12,6,1,3.022232868966468,1.0,-0.369182194,35.94336408,-0.35,35.95,-0.369517322,35.94966981,-1.7067482726914542,-1.8459482278142656,2.2857142857142856,0.8,-4.048416214329856,-0.55,367885795.7093866,0.18791056378160517,-1.4055877005482598
576,598,nakuru,ngondu,kenya,2009-11-12,7,2,-0.9282976173174968,0.0,-0.369182194,35.94336408,-0.35,35.95,-0.369517322,35.94966981,-1.7067482726914542,-1.8459482278142656,2.2857142857142856,0.8,-4.048416214329856,-0.55,367885795.7093866,0.18791056378160517,-1.4055877005482598
577,599,nakuru,ngondu,kenya,2009-11-12,6,0,3.212616624337708,,-0.369182194,35.94336408,-0.35,35.95,-0.369517322,35.94966981,-1.7067482726914542,-1.8459482278142656,2.2857142857142856,0.8,-4.048416214329856,-0.55,367885795.7093866,0.18791056378160517,-1.4055877005482598
578,600,nakuru,ngondu,kenya,2009-11-13,2,1,-0.9684035138462508,1.0,-0.369182194,35.94336408,-0.35,35.95,-0.369517322,35.94966981,-1.7067482726914542,-1.8459482278142656,2.2857142857142856,0.8,-4.048416214329856,-0.55,367885795.7093866,0.18791056378160517,-1.4055877005482598
579,601,nakuru,ngondu,kenya,2009-11-13,3,2,2.238170207941776,1.0,-0.369182194,35.94336408,-0.35,35.95,-0.369517322,35.94966981,-1.7067482726914542,-1.8459482278142656,2.2857142857142856,0.8,-4.048416214329856,-0.55,367885795.7093866,0.18791056378160517,-1.4055877005482598
580,602,nakuru,london,kenya,2009-11-10,4,1,-3.0957402812300066,0.0,-0.275922368,36.07027959,-0.3,36.05,-0.286043974,36.04925906,-1.6765688459078472,-1.8441568513711293,2.5,0.7,-4.375969221194585,-0.41428571428571426,424357076.3202071,0.16601771707806326,-1.751827041589725
581,603,nakuru,london,kenya,2009-11-10,2,2,-2.096813723997036,0.0,-0.275922368,36.07027959,-0.3,36.05,-0.286043974,36.04925906,-1.6765688459078472,-1.8441568513711293,2.5,0.7,-4.375969221194585,-0.41428571428571426,424357076.3202071,0.16601771707806326,-1.751827041589725
582,604,nakuru,morop,kenya,2009-11-12,3,3,0.6685139119511028,1.0,-0.110336674,35.94205931,-0.1,35.95,-0.111271378,35.94966981,-1.675417145093282,-1.8046564261118572,2.1666666666666665,0.7,-3.8237744768460593,-0.41428571428571426,423602447.93598074,0.19450309375292182,-1.5168801651900028
583,605,nakuru,morop,kenya,2009-11-10,4,2,0.7286727567442337,0.0,-0.110336674,35.94205931,-0.1,35.95,-0.111271378,35.94966981,-1.675417145093282,-1.8046564261118572,2.1666666666666665,0.7,-3.8237744768460593,-0.41428571428571426,423602447.93598074,0.19450309375292182,-1.5168801651900028
584,606,nakuru,morop,kenya,2009-11-10,5,6,1.480198274175532,1.0,-0.110336674,35.94205931,-0.1,35.95,-0.111271378,35.94966981,-1.675417145093282,-1.8046564261118572,2.1666666666666665,0.7,-3.8237744768460593,-0.41428571428571426,423602447.93598074,0.19450309375292182,-1.5168801651900028
585,607,nakuru,section 58,kenya,2009-11-11,3,0,-0.6374322372418848,,-0.283812727,36.09431466,-0.3,36.1,-0.286043974,36.09710657,-1.6822700103123982,-1.832159012556076,2.3333333333333335,0.7,-4.169226239124934,-0.41428571428571426,421694861.52189046,0.16135759814113987,-1.5451894556770676
586,608,nakuru,section 58,kenya,2009-11-10,4,0,-2.992455390244965,,-0.283812727,36.09431466,-0.3,36.1,-0.286043974,36.09710657,-1.6822700103123982,-1.832159012556076,2.3333333333333335,0.7,-4.169226239124934,-0.41428571428571426,421694861.52189046,0.16135759814113987,-1.5451894556770676
587,609,nakuru,section 58,kenya,2009-11-10,5,0,-1.7680693415036293,,-0.283812727,36.09431466,-0.3,36.1,-0.286043974,36.09710657,-1.6822700103123982,-1.832159012556076,2.3333333333333335,0.7,-4.169226239124934,-0.41428571428571426,421694861.52189046,0.16135759814113987,-1.5451894556770676
588,610,nakuru,section 58,kenya,2009-11-10,2,7,-1.2257848546804515,1.0,-0.283812727,36.09431466,-0.3,36.1,-0.286043974,36.09710657,-1.6822700103123982,-1.832159012556076,2.3333333333333335,0.7,-4.169226239124934,-0.41428571428571426,421694861.52189046,0.16135759814113987,-1.5451894556770676
589,611,nakuru,section 58,kenya,2009-11-10,3,2,-2.6002705071612557,0.0,-0.283812727,36.09431466,-0.3,36.1,-0.286043974,36.09710657,-1.6822700103123982,-1.832159012556076,2.3333333333333335,0.7,-4.169226239124934,-0.41428571428571426,421694861.52189046,0.16135759814113987,-1.5451894556770676
590,612,nakuru,section 58,kenya,2009-11-11,4,1,-3.649200562837551,1.0,-0.283812727,36.09431466,-0.3,36.1,-0.286043974,36.09710657,-1.6822700103123982,-1.832159012556076,2.3333333333333335,0.7,-4.169226239124934,-0.41428571428571426,421694861.52189046,0.16135759814113987,-1.5451894556770676
591,613,nakuru,section 58,kenya,2009-11-11,2,1,-2.693183742504952,0.0,-0.283812727,36.09431466,-0.3,36.1,-0.286043974,36.09710657,-1.6822700103123982,-1.832159012556076,2.3333333333333335,0.7,-4.169226239124934,-0.41428571428571426,421694861.52189046,0.16135759814113987,-1.5451894556770676
592,614,nakuru,section 58,kenya,2009-11-11,4,1,-3.2467027349321613,1.0,-0.283812727,36.09431466,-0.3,36.1,-0.286043974,36.09710657,-1.6822700103123982,-1.832159012556076,2.3333333333333335,0.7,-4.169226239124934,-0.41428571428571426,421694861.52189046,0.16135759814113987,-1.5451894556770676
593,615,nakuru,section 58,kenya,2009-11-11,2,1,-1.0984090344707609,0.0,-0.283812727,36.09431466,-0.3,36.1,-0.286043974,36.09710657,-1.6822700103123982,-1.832159012556076,2.3333333333333335,0.7,-4.169226239124934,-0.41428571428571426,421694861.52189046,0.16135759814113987,-1.5451894556770676
594,616,nakuru,section 58,kenya,2009-11-14,12,1,-3.2601206493534742,1.0,-0.283812727,36.09431466,-0.3,36.1,-0.286043974,36.09710657,-1.6822700103123982,-1.832159012556076,2.3333333333333335,0.7,-4.169226239124934,-0.41428571428571426,421694861.52189046,0.16135759814113987,-1.5451894556770676
595,618,nakuru,london,kenya,2009-11-10,3,2,-2.527181577604514,0.0,-0.275922368,36.07027959,-0.3,36.05,-0.286043974,36.04925906,-1.6765688459078472,-1.8441568513711293,2.5,0.7,-4.375969221194585,-0.41428571428571426,424357076.3202071,0.16601771707806326,-1.751827041589725
596,619,nakuru,london,kenya,2009-11-10,2,3,-1.7071387883361218,0.0,-0.275922368,36.07027959,-0.3,36.05,-0.286043974,36.04925906,-1.6765688459078472,-1.8441568513711293,2.5,0.7,-4.375969221194585,-0.41428571428571426,424357076.3202071,0.16601771707806326,-1.751827041589725
597,620,lugari,pan paper,kenya,2009-11-22,5,5,2.858823851894884,1.0,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
598,621,lugari,pan paper,kenya,2009-11-22,8,3,3.0345561468636637,0.0,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
599,622,lugari,pan paper,kenya,2009-11-22,6,3,2.9944502503349093,0.0,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
600,623,lugari,pan paper,kenya,2009-11-22,3,0,3.214692402909141,,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
601,624,lugari,pan paper,kenya,2009-11-22,11,1,3.455327782081665,0.0,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
602,625,lugari,pan paper,kenya,2009-11-22,5,1,2.858823851894884,1.0,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
603,626,lugari,pan paper,kenya,2009-11-22,5,2,2.78362529590347,0.0,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
604,627,lugari,pan paper,kenya,2009-11-22,4,1,2.1672064036393404,1.0,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
605,628,lugari,pan paper,kenya,2009-11-22,7,2,2.158085549560394,0.0,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
606,629,lugari,pan paper,kenya,2009-11-22,4,1,3.244771825305707,1.0,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
607,630,lugari,pan paper,kenya,2009-11-22,8,0,2.8497029978159376,,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
608,631,lugari,pan paper,kenya,2009-11-22,5,0,3.2748512477022724,,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
609,632,lugari,pan paper,kenya,2009-11-22,1,0,3.243866205252465,,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
610,633,lugari,pan paper,kenya,2009-11-22,5,0,2.78362529590347,,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
611,634,lugari,pan paper,kenya,2009-11-22,8,0,2.7978786401888525,,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
612,635,lugari,pan paper,kenya,2009-11-22,5,0,3.0245296727314748,,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
613,636,lugari,pan paper,kenya,2009-11-22,7,0,2.333189835493091,,0.686881781,34.99065085,0.7,35.0,0.638666972,34.98956548,-1.6898956000804901,-1.75529894977808,1.5625,0.9,-2.6136528328061104,-0.6777777777777778,405296631.3876584,0.22209674574984928,-0.13622703481810594
614,637,lugari,bendera,kenya,2009-11-23,6,0,3.244771825305707,,0.651269818,34.87616289,0.65,34.9,0.638666972,34.88647103,-1.6045874868120467,-1.7033940042768205,1.7142857142857142,0.7,-2.7949553557804654,-0.7,355644529.66128075,0.21920263944788276,0.0430730396180977
