house,census_tract,district,country,date,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,lat,long
841,bukenke,iganga,uganda,2010-02-20,-0.560986393291125,16,5,1,hh,national,97,1,0.55361,33.62855
841,bukenke,iganga,uganda,2010-02-20,-0.560986393291125,16,5,1,hh,national,97,1,0.55361,33.62855
842,bukenke,iganga,uganda,2010-02-20,-2.04795982904293,6,1,NA,hh,national,36,NA,0.55361,33.62855
843,bukenke,iganga,uganda,2010-02-20,-1.67370567222317,8,9,1,hh,national,168,NA,0.55361,33.62855
843,bukenke,iganga,uganda,2010-02-20,-1.67370567222317,8,9,1,hh,national,192,NA,0.55361,33.62855
843,bukenke,iganga,uganda,2010-02-20,-1.67370567222317,8,9,1,hh,national,120,1,0.55361,33.62855
843,bukenke,iganga,uganda,2010-02-20,-1.67370567222317,8,9,1,hh,national,156,NA,0.55361,33.62855
843,bukenke,iganga,uganda,2010-02-20,-1.67370567222317,8,9,1,hh,national,228,NA,0.55361,33.62855
843,bukenke,iganga,uganda,2010-02-20,-1.67370567222317,8,9,1,hh,national,144,NA,0.55361,33.62855
843,bukenke,iganga,uganda,2010-02-20,-1.67370567222317,8,9,1,hh,national,180,NA,0.55361,33.62855
843,bukenke,iganga,uganda,2010-02-20,-1.67370567222317,8,9,1,hh,national,144,NA,0.55361,33.62855
843,bukenke,iganga,uganda,2010-02-20,-1.67370567222317,8,9,1,hh,national,120,NA,0.55361,33.62855
843,bukenke,iganga,uganda,2010-02-20,-1.67370567222317,8,9,1,non-hh,national,NA,1,0.55361,33.62855
844,bukenke,iganga,uganda,2010-02-20,-0.360709990364544,10,0,NA,NA,NA,NA,NA,0.55361,33.62855
845,bukenke,iganga,uganda,2010-02-20,-0.360709990364544,5,1,NA,hh,national,217,NA,0.55361,33.62855
846,bukenke,iganga,uganda,2010-02-20,-0.789347107156041,6,0,NA,NA,NA,NA,NA,0.55361,33.62855
847,bukenke,iganga,uganda,2010-02-20,-1.98521684783201,3,0,NA,NA,NA,NA,NA,0.55361,33.62855
848,bukenke,iganga,uganda,2010-02-20,-1.49315253109032,8,2,1,hh,national,36,1,0.55361,33.62855
848,bukenke,iganga,uganda,2010-02-20,-1.49315253109032,8,2,1,hh,national,120,NA,0.55361,33.62855
849,bukenke,iganga,uganda,2010-02-20,-2.3054580613771,5,0,NA,NA,NA,NA,NA,0.55361,33.62855
851,ireda central,lira,uganda,2010-02-15,-0.803796320609733,3,0,1,non-hh,national,NA,1,2.22985,32.89252
852,ireda central,lira,uganda,2010-02-15,-1.11847495276114,2,0,NA,NA,NA,NA,NA,2.22985,32.89252
853,ireda central,lira,uganda,2010-02-15,0.247542348565408,6,3,1,hh,international,122,1,2.22985,32.89252
853,ireda central,lira,uganda,2010-02-15,0.247542348565408,6,3,1,hh,international,62,1,2.22985,32.89252
853,ireda central,lira,uganda,2010-02-15,0.247542348565408,6,3,1,hh,international,86,1,2.22985,32.89252
853,ireda central,lira,uganda,2010-02-15,0.247542348565408,6,3,1,non-hh,international,NA,1,2.22985,32.89252
853,ireda central,lira,uganda,2010-02-15,0.247542348565408,6,3,1,non-hh,international,NA,1,2.22985,32.89252
853,ireda central,lira,uganda,2010-02-15,0.247542348565408,6,3,1,non-hh,international,NA,1,2.22985,32.89252
854,ireda central,lira,uganda,2010-02-15,-1.5334365633277,3,0,NA,NA,NA,NA,NA,2.22985,32.89252
855,ireda central,lira,uganda,2010-02-15,2.38389572274915,11,0,NA,NA,NA,NA,NA,2.22985,32.89252
856,ireda central,lira,uganda,2010-02-15,2.59972123372067,5,0,NA,NA,NA,NA,NA,2.22985,32.89252
857,ireda central,lira,uganda,2010-02-15,1.34113104058291,12,0,NA,NA,NA,NA,NA,2.22985,32.89252
858,ireda central,lira,uganda,2010-02-15,0.0124371263144851,4,0,NA,NA,NA,NA,NA,2.22985,32.89252
859,ireda central,lira,uganda,2010-02-15,-0.187839276612095,7,0,NA,NA,NA,NA,NA,2.22985,32.89252
860,ireda central,lira,uganda,2010-02-15,-0.58206667714064,5,0,NA,NA,NA,NA,NA,2.22985,32.89252
861,olaka/atyeto,oyam,uganda,2010-02-16,-1.3977280009683,9,0,NA,NA,NA,NA,NA,2.30034154,32.63836793
862,olaka/atyeto,oyam,uganda,2010-02-16,-2.07383505656691,6,1,NA,hh,national,24,NA,2.30034154,32.63836793
863,olaka/atyeto,oyam,uganda,2010-02-16,-2.02229199393645,8,0,NA,NA,NA,NA,NA,2.30034154,32.63836793
864,olaka/atyeto,oyam,uganda,2010-02-16,-1.33623184763444,5,2,1,hh,international,14,1,2.30034154,32.63836793
864,olaka/atyeto,oyam,uganda,2010-02-16,-1.33623184763444,5,2,1,hh,international,6,1,2.30034154,32.63836793
865,olaka/atyeto,oyam,uganda,2010-02-16,-1.81633682423273,6,0,1,non-hh,international,NA,1,2.30034154,32.63836793
865,olaka/atyeto,oyam,uganda,2010-02-16,-1.81633682423273,6,0,1,non-hh,international,NA,1,2.30034154,32.63836793
866,olaka/atyeto,oyam,uganda,2010-02-16,-1.9252593312446,6,0,1,non-hh,national,NA,1,2.30034154,32.63836793
867,olaka/atyeto,oyam,uganda,2010-02-16,-1.25481614501918,8,0,NA,NA,NA,NA,NA,2.30034154,32.63836793
868,olaka/atyeto,oyam,uganda,2010-02-18,-0.694583293970957,8,1,NA,hh,national,26,NA,2.30034154,32.63836793
869,olaka/atyeto,oyam,uganda,2010-02-18,-0.653812740518046,9,3,1,hh,national,26,NA,2.30034154,32.63836793
869,olaka/atyeto,oyam,uganda,2010-02-18,-0.653812740518046,9,3,1,hh,national,50,NA,2.30034154,32.63836793
869,olaka/atyeto,oyam,uganda,2010-02-18,-0.653812740518046,9,3,1,hh,national,38,NA,2.30034154,32.63836793
869,olaka/atyeto,oyam,uganda,2010-02-18,-0.653812740518046,9,3,1,non-hh,national,NA,1,2.30034154,32.63836793
870,olaka/atyeto,oyam,uganda,2010-02-16,-0.728916391615514,6,1,1,hh,international,422,1,2.30034154,32.63836793
870,olaka/atyeto,oyam,uganda,2010-02-16,-0.728916391615514,6,1,1,non-hh,national,NA,1,2.30034154,32.63836793
871,busega central,kampala,uganda,2010-02-19,2.65787368408435,4,0,NA,NA,NA,NA,NA,0.30932,32.51896
872,busega central,kampala,uganda,2010-02-11,-0.268447498765304,8,2,NA,hh,national,60,NA,0.30932,32.51896
872,busega central,kampala,uganda,2010-02-11,-0.268447498765304,8,2,NA,hh,national,14,NA,0.30932,32.51896
873,busega central,kampala,uganda,2010-02-17,2.9602331839512,8,2,1,hh,national,12,1,0.30932,32.51896
873,busega central,kampala,uganda,2010-02-17,2.9602331839512,8,2,1,hh,national,12,1,0.30932,32.51896
874,busega central,kampala,uganda,2010-02-17,1.23178170969361,3,0,NA,NA,NA,NA,NA,0.30932,32.51896
875,busega central,kampala,uganda,2010-02-17,2.88632165429972,14,1,NA,hh,national,36,NA,0.30932,32.51896
876,busega central,kampala,uganda,2010-02-17,-0.0163670708729575,7,0,1,non-hh,international,NA,1,0.30932,32.51896
876,busega central,kampala,uganda,2010-02-17,-0.0163670708729575,7,0,1,non-hh,international,NA,1,0.30932,32.51896
877,busega central,kampala,uganda,2010-02-17,3.26815196130485,5,1,1,hh,international,60,1,0.30932,32.51896
878,busega central,kampala,uganda,2010-02-17,1.8791993821381,7,0,NA,NA,NA,NA,NA,0.30932,32.51896
879,busega central,kampala,uganda,2010-02-17,0.920898389099639,8,4,NA,hh,international,72,NA,0.30932,32.51896
879,busega central,kampala,uganda,2010-02-17,0.920898389099639,8,4,NA,hh,international,72,NA,0.30932,32.51896
879,busega central,kampala,uganda,2010-02-17,0.920898389099639,8,4,NA,hh,international,72,NA,0.30932,32.51896
879,busega central,kampala,uganda,2010-02-17,0.920898389099639,8,4,NA,hh,international,72,NA,0.30932,32.51896
880,busega central,kampala,uganda,2010-02-17,3.64195556507706,1,3,NA,hh,national,36,NA,0.30932,32.51896
880,busega central,kampala,uganda,2010-02-17,3.64195556507706,1,3,NA,hh,national,48,NA,0.30932,32.51896
880,busega central,kampala,uganda,2010-02-17,3.64195556507706,1,3,NA,hh,national,60,NA,0.30932,32.51896
881,gayaza nabowa,masaka,uganda,2010-02-20,-1.86833413168215,7,2,1,hh,national,55,1,-0.62889,31.48459
881,gayaza nabowa,masaka,uganda,2010-02-20,-1.86833413168215,7,2,1,hh,international,14,NA,-0.62889,31.48459
882,gayaza nabowa,masaka,uganda,2010-02-20,-1.96212708493153,3,5,1,hh,national,6,NA,-0.62889,31.48459
882,gayaza nabowa,masaka,uganda,2010-02-20,-1.96212708493153,3,5,1,hh,national,12,1,-0.62889,31.48459
882,gayaza nabowa,masaka,uganda,2010-02-20,-1.96212708493153,3,5,1,hh,national,8,NA,-0.62889,31.48459
882,gayaza nabowa,masaka,uganda,2010-02-20,-1.96212708493153,3,5,1,hh,national,24,1,-0.62889,31.48459
882,gayaza nabowa,masaka,uganda,2010-02-20,-1.96212708493153,3,5,1,hh,international,12,1,-0.62889,31.48459
883,gayaza nabowa,masaka,uganda,2010-02-21,3.30522710740929,4,0,NA,NA,NA,NA,NA,-0.62889,31.48459
884,gayaza nabowa,masaka,uganda,2010-02-21,0.348542550405689,4,6,1,hh,national,96,NA,-0.62889,31.48459
884,gayaza nabowa,masaka,uganda,2010-02-21,0.348542550405689,4,6,1,hh,national,60,NA,-0.62889,31.48459
884,gayaza nabowa,masaka,uganda,2010-02-21,0.348542550405689,4,6,1,hh,national,84,1,-0.62889,31.48459
884,gayaza nabowa,masaka,uganda,2010-02-21,0.348542550405689,4,6,1,hh,national,48,NA,-0.62889,31.48459
884,gayaza nabowa,masaka,uganda,2010-02-21,0.348542550405689,4,6,1,hh,national,108,1,-0.62889,31.48459
884,gayaza nabowa,masaka,uganda,2010-02-21,0.348542550405689,4,6,1,hh,national,96,NA,-0.62889,31.48459
885,gayaza nabowa,masaka,uganda,2010-02-21,0.617564946383695,6,0,NA,NA,NA,NA,NA,-0.62889,31.48459
886,gayaza nabowa,masaka,uganda,2010-02-20,2.90777984032757,3,1,NA,hh,national,14,NA,-0.62889,31.48459
887,gayaza nabowa,masaka,uganda,2010-02-20,-1.75389047286696,4,1,1,hh,international,60,1,-0.62889,31.48459
887,gayaza nabowa,masaka,uganda,2010-02-20,-1.75389047286696,4,1,1,non-hh,international,NA,1,-0.62889,31.48459
888,gayaza nabowa,masaka,uganda,2010-02-20,-1.53065109870419,1,0,NA,NA,NA,NA,NA,-0.62889,31.48459
889,gayaza nabowa,masaka,uganda,2010-02-20,1.96316223309929,5,4,1,hh,national,180,1,-0.62889,31.48459
889,gayaza nabowa,masaka,uganda,2010-02-20,1.96316223309929,5,4,1,hh,national,144,NA,-0.62889,31.48459
889,gayaza nabowa,masaka,uganda,2010-02-20,1.96316223309929,5,4,1,hh,national,84,NA,-0.62889,31.48459
889,gayaza nabowa,masaka,uganda,2010-02-20,1.96316223309929,5,4,1,hh,national,72,1,-0.62889,31.48459
890,gayaza nabowa,masaka,uganda,2010-02-21,1.67948730389754,4,4,1,hh,national,10,NA,-0.62889,31.48459
890,gayaza nabowa,masaka,uganda,2010-02-21,1.67948730389754,4,4,1,hh,national,84,1,-0.62889,31.48459
890,gayaza nabowa,masaka,uganda,2010-02-21,1.67948730389754,4,4,1,hh,national,12,NA,-0.62889,31.48459
890,gayaza nabowa,masaka,uganda,2010-02-21,1.67948730389754,4,4,1,hh,national,60,1,-0.62889,31.48459
891,kagumu 1,pallisa,uganda,2010-02-19,-2.49424668225854,9,0,NA,NA,NA,NA,NA,1.08955,33.85497
892,kagumu 1,pallisa,uganda,2010-02-19,-1.46210255905185,3,0,NA,NA,NA,NA,NA,1.08955,33.85497
893,kagumu 1,pallisa,uganda,2010-02-19,-0.728916391615514,6,1,NA,hh,national,36,NA,1.08955,33.85497
894,kagumu 1,pallisa,uganda,2010-02-19,-1.57102506606372,6,0,NA,NA,NA,NA,NA,1.08955,33.85497
895,kagumu 1,pallisa,uganda,2010-02-19,-1.29043707082906,4,0,NA,NA,NA,NA,NA,1.08955,33.85497
896,kagumu 1,pallisa,uganda,2010-02-19,-1.92555596108974,3,0,NA,NA,NA,NA,NA,1.08955,33.85497
897,kagumu 1,pallisa,uganda,NA,-1.63376804727463,5,0,NA,NA,NA,NA,NA,1.08955,33.85497
898,kagumu 1,pallisa,uganda,2010-02-19,-0.707458205587666,7,0,NA,NA,NA,NA,NA,1.08955,33.85497
899,kagumu 1,pallisa,uganda,2010-02-19,-1.3977280009683,9,0,NA,NA,NA,NA,NA,1.08955,33.85497
900,kagumu 1,pallisa,uganda,2010-02-19,-1.26182615612527,2,0,NA,NA,NA,NA,NA,1.08955,33.85497
901,muyenga lc i,kampala,uganda,2010-02-17,3.51980896768777,3,1,1,hh,international,182,1,0.29911,32.61857
902,muyenga lc i,kampala,uganda,2010-02-18,3.47689259563207,4,1,1,hh,international,120,1,0.29911,32.61857
903,muyenga lc i,kampala,uganda,2010-02-20,3.47689259563207,2,0,NA,NA,NA,NA,NA,0.29911,32.61857
906,muyenga lc i,kampala,uganda,2010-02-16,2.65028160799339,9,0,NA,NA,NA,NA,NA,0.29911,32.61857
907,muyenga lc i,kampala,uganda,2010-02-16,3.47689259563207,12,0,NA,NA,NA,NA,NA,0.29911,32.61857
908,muyenga lc i,kampala,uganda,2010-02-16,2.77903072416048,12,0,1,non-hh,national,NA,1,0.29911,32.61857
908,muyenga lc i,kampala,uganda,2010-02-16,2.77903072416048,12,0,1,non-hh,national,NA,1,0.29911,32.61857
909,muyenga lc i,kampala,uganda,2010-02-18,3.64855808385486,1,1,NA,hh,international,120,NA,0.29911,32.61857
910,muyenga lc i,kampala,uganda,2010-02-16,0.358777121247664,4,0,NA,non-hh,international,NA,NA,0.29911,32.61857
912,bagala,mukono,uganda,2010-02-22,3.90879200336884,2,3,1,hh,national,12,NA,0.64822,33.17245
912,bagala,mukono,uganda,2010-02-22,3.90879200336884,2,3,1,hh,national,12,NA,0.64822,33.17245
912,bagala,mukono,uganda,2010-02-22,3.90879200336884,2,3,1,hh,national,12,NA,0.64822,33.17245
912,bagala,mukono,uganda,2010-02-22,3.90879200336884,2,3,1,non-hh,national,NA,1,0.64822,33.17245
913,bagala,mukono,uganda,2010-02-22,1.7213297707154,1,0,1,non-hh,national,NA,1,0.64822,33.17245
914,bagala,mukono,uganda,2010-02-22,3.03249279676713,5,2,1,hh,national,24,1,0.64822,33.17245
914,bagala,mukono,uganda,2010-02-22,3.03249279676713,5,2,1,hh,national,6,NA,0.64822,33.17245
915,bagala,mukono,uganda,2010-02-21,0.595662056487241,7,6,NA,hh,national,72,NA,0.64822,33.17245
915,bagala,mukono,uganda,2010-02-21,0.595662056487241,7,6,NA,hh,national,48,NA,0.64822,33.17245
915,bagala,mukono,uganda,2010-02-21,0.595662056487241,7,6,NA,hh,national,72,NA,0.64822,33.17245
915,bagala,mukono,uganda,2010-02-21,0.595662056487241,7,6,NA,hh,national,84,NA,0.64822,33.17245
915,bagala,mukono,uganda,2010-02-21,0.595662056487241,7,6,NA,hh,national,48,NA,0.64822,33.17245
915,bagala,mukono,uganda,2010-02-21,0.595662056487241,7,6,NA,hh,national,42,NA,0.64822,33.17245
916,bagala,mukono,uganda,2010-02-22,1.99402349570235,1,0,NA,NA,NA,NA,NA,0.64822,33.17245
917,bagala,mukono,uganda,2010-02-22,0.684127140416954,4,0,NA,NA,NA,NA,NA,0.64822,33.17245
918,bagala,mukono,uganda,2010-02-22,2.96417439614057,4,1,1,hh,national,48,1,0.64822,33.17245
919,bagala,mukono,uganda,2010-02-22,2.02140328325068,11,0,NA,NA,NA,NA,NA,0.64822,33.17245
920,bagala,mukono,uganda,2010-02-22,2.35214526878037,8,0,NA,NA,NA,NA,NA,0.64822,33.17245
921,gogonya 1 zone g,kampala,uganda,2010-02-17,0.169130675748604,6,1,1,hh,international,12,1,0.29483,32.5934
922,gogonya 1 zone g,kampala,uganda,2010-02-17,2.90374368060004,4,1,1,hh,international,8,1,0.29483,32.5934
923,gogonya 1 zone g,kampala,uganda,2010-02-18,3.4652194780985,4,1,NA,hh,national,3,NA,0.29483,32.5934
923,gogonya 1 zone g,kampala,uganda,2010-02-18,3.4652194780985,4,1,NA,non-hh,national,NA,NA,0.29483,32.5934
924,gogonya 1 zone g,kampala,uganda,2010-02-18,2.01311768453051,3,0,NA,NA,NA,NA,NA,0.29483,32.5934
926,gogonya 1 zone g,kampala,uganda,2010-02-17,1.99992663942473,2,0,NA,NA,NA,NA,NA,0.29483,32.5934
927,gogonya 1 zone g,kampala,uganda,2010-02-17,0.191680831756197,3,1,1,hh,national,144,1,0.29483,32.5934
928,gogonya 1 zone g,kampala,uganda,2010-02-17,1.29615626777715,6,1,NA,hh,national,6,NA,0.29483,32.5934
929,gogonya 1 zone g,kampala,uganda,2010-02-17,3.70851560044226,6,0,NA,NA,NA,NA,NA,0.29483,32.5934
930,gogonya 1 zone g,kampala,uganda,2010-02-17,-1.19763574520195,5,1,NA,hh,international,30,NA,0.29483,32.5934
931,baridike,lira,uganda,2010-02-14,-0.509980409648452,12,8,1,hh,national,0,NA,2.18621,32.93502
931,baridike,lira,uganda,2010-02-14,-0.509980409648452,12,8,1,hh,national,48,1,2.18621,32.93502
931,baridike,lira,uganda,2010-02-14,-0.509980409648452,12,8,1,hh,national,0,NA,2.18621,32.93502
931,baridike,lira,uganda,2010-02-14,-0.509980409648452,12,8,1,hh,national,120,1,2.18621,32.93502
931,baridike,lira,uganda,2010-02-14,-0.509980409648452,12,8,1,hh,national,0,NA,2.18621,32.93502
931,baridike,lira,uganda,2010-02-14,-0.509980409648452,12,8,1,hh,national,24,1,2.18621,32.93502
931,baridike,lira,uganda,2010-02-14,-0.509980409648452,12,8,1,hh,national,0,NA,2.18621,32.93502
931,baridike,lira,uganda,2010-02-14,-0.509980409648452,12,8,1,hh,national,72,1,2.18621,32.93502
932,baridike,lira,uganda,2010-02-14,-1.15808011217247,7,0,1,non-hh,national,NA,1,2.18621,32.93502
933,baridike,lira,uganda,2010-02-14,-1.55883859189856,11,0,NA,NA,NA,NA,NA,2.18621,32.93502
934,baridike,lira,uganda,2010-02-14,-2.056847481953,8,0,NA,NA,NA,NA,NA,2.18621,32.93502
935,baridike,lira,uganda,2010-02-14,-1.25610397318451,3,1,1,hh,international,296,1,2.18621,32.93502
936,baridike,lira,uganda,2010-02-14,-1.2561117218383,3,0,NA,NA,NA,NA,NA,2.18621,32.93502
937,baridike,lira,uganda,2010-02-14,-0.677416745148679,7,1,1,hh,national,26,1,2.18621,32.93502
938,baridike,lira,uganda,2010-02-14,-2.00504345698723,3,0,NA,NA,NA,NA,NA,2.18621,32.93502
939,baridike,lira,uganda,2010-02-14,-1.31904798553286,4,0,NA,NA,NA,NA,NA,2.18621,32.93502
940,baridike,lira,uganda,2010-02-14,-1.31885470304922,1,0,NA,NA,NA,NA,NA,2.18621,32.93502
941,rugarama ii,bushenyi,uganda,2010-02-12,-1.67975342779196,5,0,NA,NA,NA,NA,NA,-0.27491,30.43991
943,rugarama ii,bushenyi,uganda,2010-02-12,-2.04306862836656,1,4,NA,hh,national,66,NA,-0.27491,30.43991
943,rugarama ii,bushenyi,uganda,2010-02-12,-2.04306862836656,1,4,NA,hh,national,120,NA,-0.27491,30.43991
943,rugarama ii,bushenyi,uganda,2010-02-12,-2.04306862836656,1,4,NA,hh,national,66,NA,-0.27491,30.43991
943,rugarama ii,bushenyi,uganda,2010-02-12,-2.04306862836656,1,4,NA,hh,national,66,NA,-0.27491,30.43991
944,rugarama ii,bushenyi,uganda,2010-02-12,-1.62253159838436,4,1,NA,hh,national,29,NA,-0.27491,30.43991
945,rugarama ii,bushenyi,uganda,2010-02-12,-1.60107341235651,3,1,NA,hh,national,50,NA,-0.27491,30.43991
946,rugarama ii,bushenyi,uganda,2010-02-12,-0.996636361087267,5,0,NA,NA,NA,NA,NA,-0.27491,30.43991
947,rugarama ii,bushenyi,uganda,2010-02-12,-1.09633521513555,6,0,NA,NA,NA,NA,NA,-0.27491,30.43991
949,rugarama ii,bushenyi,uganda,2010-02-12,-0.30348816095695,4,0,NA,NA,NA,NA,NA,-0.27491,30.43991
950,rugarama ii,bushenyi,uganda,2010-02-12,-1.65114251308816,4,0,NA,NA,NA,NA,NA,-0.27491,30.43991
951,busolwe south b,butalejja,uganda,2010-02-16,-0.0525127061717715,5,0,NA,NA,NA,NA,NA,0.84837,33.93236
952,busolwe south b,butalejja,uganda,2010-02-16,0.0801802525383328,3,1,NA,hh,national,12,NA,0.84837,33.93236
953,busolwe south b,butalejja,uganda,2010-02-16,-1.54793530316324,12,0,NA,NA,NA,NA,NA,0.84837,33.93236
954,busolwe south b,butalejja,uganda,2010-02-16,1.50367113140252,7,0,1,non-hh,national,NA,1,0.84837,33.93236
955,busolwe south b,butalejja,uganda,2010-02-16,-0.625917098681844,4,1,1,hh,national,41,1,0.84837,33.93236
956,busolwe south b,butalejja,uganda,2010-02-16,-1.6506159093227,2,0,1,non-hh,national,NA,1,0.84837,33.93236
956,busolwe south b,butalejja,uganda,2010-02-16,-1.6506159093227,2,0,1,non-hh,national,NA,1,0.84837,33.93236
957,busolwe south b,butalejja,uganda,2010-02-16,2.82194709621618,5,1,NA,hh,national,1,NA,0.84837,33.93236
958,busolwe south b,butalejja,uganda,2010-02-16,-0.17410909366291,8,0,NA,NA,NA,NA,NA,0.84837,33.93236
959,busolwe south b,butalejja,uganda,2010-02-16,-0.81769221532423,4,1,1,hh,national,99,1,0.84837,33.93236
960,busolwe south b,butalejja,uganda,2010-02-16,-1.34765890023666,5,0,NA,NA,NA,NA,NA,0.84837,33.93236
961,bukisa,sironko,uganda,2010-02-20,-1.29025002043191,5,1,1,hh,national,120,1,0.85264,34.38154
961,bukisa,sironko,uganda,2010-02-20,-1.29025002043191,5,1,1,non-hh,national,NA,1,0.85264,34.38154
962,bukisa,sironko,uganda,2010-02-20,-2.22851297017578,4,0,NA,NA,NA,NA,NA,0.85264,34.38154
963,bukisa,sironko,uganda,2010-02-20,-2.59724597519221,9,1,1,hh,international,12,1,0.85264,34.38154
964,bukisa,sironko,uganda,2010-02-20,-0.600167275448426,3,1,1,hh,national,240,1,0.85264,34.38154
965,bukisa,sironko,uganda,2010-02-20,-0.643083647504122,4,1,NA,hh,national,38,NA,0.85264,34.38154
966,bukisa,sironko,uganda,2010-02-20,-1.35769003366229,3,1,NA,hh,national,36,NA,0.85264,34.38154
967,bukisa,sironko,uganda,2010-02-20,-1.36627330807343,8,1,NA,hh,national,36,NA,0.85264,34.38154
968,bukisa,sironko,uganda,2010-02-20,-1.48643914982937,6,0,1,non-hh,national,NA,1,0.85264,34.38154
969,bukisa,sironko,uganda,2010-02-20,-2.51141323108082,6,0,NA,NA,NA,NA,NA,0.85264,34.38154
970,bukisa,sironko,uganda,2010-02-20,-1.86405980775588,8,1,NA,hh,national,24,NA,0.85264,34.38154
971,buraba,bududa,uganda,2010-02-19,-2.64016234724791,7,0,NA,NA,NA,NA,NA,1.08676,34.40457
972,buraba,bududa,uganda,2010-02-19,-2.09722144931252,5,1,1,hh,international,24,NA,1.08676,34.40457
972,buraba,bududa,uganda,2010-02-19,-2.09722144931252,5,1,1,non-hh,national,NA,1,1.08676,34.40457
972,buraba,bududa,uganda,2010-02-19,-2.09722144931252,5,1,1,non-hh,national,NA,1,1.08676,34.40457
973,buraba,bududa,uganda,2010-02-19,-2.25765048864504,6,1,NA,hh,international,156,NA,1.08676,34.40457
974,buraba,bududa,uganda,2010-02-19,-2.25712388487958,7,1,NA,hh,international,29,NA,1.08676,34.40457
975,buraba,bududa,uganda,2010-02-19,-1.73697525719955,7,0,NA,NA,NA,NA,NA,1.08676,34.40457
976,buraba,bududa,uganda,2010-02-19,-0.727602210119123,1,1,NA,hh,national,38,NA,1.08676,34.40457
977,buraba,bududa,uganda,2010-02-19,-1.80308473951721,1,1,NA,hh,national,29,NA,1.08676,34.40457
978,buraba,bududa,uganda,2010-02-19,-1.85089231224928,6,0,NA,NA,NA,NA,NA,1.08676,34.40457
979,buraba,bududa,uganda,2010-02-19,-2.22851297017578,6,1,NA,hh,national,4,NA,1.08676,34.40457
980,buraba,bududa,uganda,2010-02-19,-1.04289017415821,5,1,NA,hh,international,12,NA,1.08676,34.40457
981,rarak\kaucho b,pallisa,uganda,2010-02-18,-1.16375887894961,5,0,NA,NA,NA,NA,NA,1.18376,33.71364
982,rarak\kaucho b,pallisa,uganda,2010-02-18,2.91531345077213,1,2,1,hh,international,120,1,1.18376,33.71364
982,rarak\kaucho b,pallisa,uganda,2010-02-18,2.91531345077213,1,2,1,hh,international,120,1,1.18376,33.71364
983,rarak\kaucho b,pallisa,uganda,2010-02-18,-1.33335344288476,6,1,NA,hh,national,12,NA,1.18376,33.71364
984,rarak\kaucho b,pallisa,uganda,2010-02-18,0.972398035566474,3,1,1,hh,international,180,1,1.18376,33.71364
985,rarak\kaucho b,pallisa,uganda,2010-02-18,0.703397690495086,2,0,1,non-hh,national,NA,1,1.18376,33.71364
986,rarak\kaucho b,pallisa,uganda,2010-02-18,-0.102388524419771,1,0,NA,NA,NA,NA,NA,1.18376,33.71364
987,rarak\kaucho b,pallisa,uganda,2010-02-18,-0.835574691856105,2,0,NA,NA,NA,NA,NA,1.18376,33.71364
988,rarak\kaucho b,pallisa,uganda,2010-02-18,-1.75389047286696,2,0,NA,NA,NA,NA,NA,1.18376,33.71364
989,rarak\kaucho b,pallisa,uganda,2010-02-18,-1.39351835188968,1,0,NA,non-hh,national,NA,NA,1.18376,33.71364
990,rarak\kaucho b,pallisa,uganda,2010-02-18,2.96786276120554,4,0,NA,NA,NA,NA,NA,1.18376,33.71364
991,wheeling zone c,kampala,uganda,2010-02-17,1.54350988196437,3,0,1,non-hh,international,NA,1,0.292038,32.6046
992,wheeling zone c,kampala,uganda,2010-02-16,1.4985708692161,4,0,NA,NA,NA,NA,NA,0.292038,32.6046
993,wheeling zone c,kampala,uganda,2010-02-16,0.910641339602944,3,0,NA,NA,NA,NA,NA,0.292038,32.6046
994,wheeling zone c,kampala,uganda,2010-02-16,1.9202458610436,4,0,NA,NA,NA,NA,NA,0.292038,32.6046
995,wheeling zone c,kampala,uganda,2010-02-16,1.53742974942835,1,0,NA,NA,NA,NA,NA,0.292038,32.6046
996,wheeling zone c,kampala,uganda,2010-02-16,2.89026549684274,5,0,NA,NA,NA,NA,NA,0.292038,32.6046
997,wheeling zone c,kampala,uganda,2010-02-16,-0.149577885067289,2,0,NA,NA,NA,NA,NA,0.292038,32.6046
998,wheeling zone c,kampala,uganda,2010-02-17,2.22339615261328,3,0,1,non-hh,national,NA,1,0.292038,32.6046
998,wheeling zone c,kampala,uganda,2010-02-17,2.22339615261328,3,0,1,non-hh,national,NA,1,0.292038,32.6046
999,wheeling zone c,kampala,uganda,2010-02-16,2.96786276120554,4,7,1,hh,national,120,1,0.292038,32.6046
999,wheeling zone c,kampala,uganda,2010-02-16,2.96786276120554,4,7,1,hh,international,120,NA,0.292038,32.6046
999,wheeling zone c,kampala,uganda,2010-02-16,2.96786276120554,4,7,1,hh,international,60,NA,0.292038,32.6046
999,wheeling zone c,kampala,uganda,2010-02-16,2.96786276120554,4,7,1,hh,national,84,NA,0.292038,32.6046
999,wheeling zone c,kampala,uganda,2010-02-16,2.96786276120554,4,7,1,hh,national,24,NA,0.292038,32.6046
999,wheeling zone c,kampala,uganda,2010-02-16,2.96786276120554,4,7,1,hh,national,72,NA,0.292038,32.6046
999,wheeling zone c,kampala,uganda,2010-02-16,2.96786276120554,4,7,1,hh,national,36,NA,0.292038,32.6046
1000,wheeling zone c,kampala,uganda,2010-02-16,-0.627338079791529,2,0,1,non-hh,national,NA,1,0.292038,32.6046
