house,census_tract,district,country,date,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,lat,long
536,nanfabirye,masaka,uganda,2010-02-22,-0.671694562207919,8,3,1,hh,national,60,1,-0.04623,31.62112
537,nanfabirye,masaka,uganda,2010-02-22,0.317070544231512,7,8,1,hh,national,180,1,-0.04623,31.62112
537,nanfabirye,masaka,uganda,2010-02-22,0.317070544231512,7,8,1,hh,national,96,NA,-0.04623,31.62112
537,nanfabirye,masaka,uganda,2010-02-22,0.317070544231512,7,8,1,hh,national,120,NA,-0.04623,31.62112
537,nanfabirye,masaka,uganda,2010-02-22,0.317070544231512,7,8,1,hh,national,96,NA,-0.04623,31.62112
537,nanfabirye,masaka,uganda,2010-02-22,0.317070544231512,7,8,1,hh,national,120,NA,-0.04623,31.62112
537,nanfabirye,masaka,uganda,2010-02-22,0.317070544231512,7,8,1,hh,national,132,NA,-0.04623,31.62112
537,nanfabirye,masaka,uganda,2010-02-22,0.317070544231512,7,8,1,hh,national,180,1,-0.04623,31.62112
537,nanfabirye,masaka,uganda,2010-02-22,0.317070544231512,7,8,1,hh,national,120,1,-0.04623,31.62112
538,nanfabirye,masaka,uganda,2010-02-22,-1.98358527095938,5,5,NA,hh,national,60,NA,-0.04623,31.62112
538,nanfabirye,masaka,uganda,2010-02-22,-1.98358527095938,5,5,NA,hh,national,60,NA,-0.04623,31.62112
538,nanfabirye,masaka,uganda,2010-02-22,-1.98358527095938,5,5,NA,hh,national,132,NA,-0.04623,31.62112
538,nanfabirye,masaka,uganda,2010-02-22,-1.98358527095938,5,5,NA,hh,national,72,NA,-0.04623,31.62112
538,nanfabirye,masaka,uganda,2010-02-22,-1.98358527095938,5,5,NA,hh,national,84,NA,-0.04623,31.62112
539,nanfabirye,masaka,uganda,2010-02-22,-0.700305476911717,5,0,NA,NA,NA,NA,NA,-0.04623,31.62112
540,nanfabirye,masaka,uganda,2010-02-22,-1.33335344288476,9,1,NA,hh,national,24,NA,-0.04623,31.62112
541,kavule,budaka,uganda,2010-02-17,-0.373199251149126,5,1,1,hh,national,36,1,1.10215,33.5512
541,kavule,budaka,uganda,2010-02-17,-0.373199251149126,5,1,1,non-hh,national,NA,1,1.10215,33.5512
542,kavule,budaka,uganda,2010-02-17,-1.62750478718767,4,2,NA,hh,national,168,NA,1.10215,33.5512
542,kavule,budaka,uganda,2010-02-17,-1.62750478718767,4,2,NA,hh,national,72,NA,1.10215,33.5512
543,kavule,budaka,uganda,2010-02-17,-1.39343636376273,11,0,NA,NA,NA,NA,NA,1.10215,33.5512
544,kavule,budaka,uganda,2010-02-17,-0.922230669578095,2,1,NA,hh,national,36,NA,1.10215,33.5512
545,kavule,budaka,uganda,2010-02-17,-1.42921732042178,7,1,1,hh,national,48,1,1.10215,33.5512
546,kavule,budaka,uganda,2010-02-17,-2.04795982904293,4,0,NA,NA,NA,NA,NA,1.10215,33.5512
547,kavule,budaka,uganda,2010-02-17,-0.700305476911717,10,1,NA,hh,national,60,NA,1.10215,33.5512
548,kavule,budaka,uganda,2010-02-17,-0.728916391615514,6,1,1,hh,national,72,1,1.10215,33.5512
549,kavule,budaka,uganda,2010-02-17,-0.771832763671209,5,1,NA,hh,national,48,NA,1.10215,33.5512
550,kavule,budaka,uganda,2010-02-17,-1.249591623061,8,0,NA,NA,NA,NA,NA,1.10215,33.5512
551,bumakika ii,mbale,uganda,2010-02-14,-1.09336955403542,4,0,NA,NA,NA,NA,NA,0.85729,34.20117
552,bumakika ii,mbale,uganda,2010-02-14,-1.2062359035903,7,0,NA,NA,NA,NA,NA,0.85729,34.20117
553,bumakika ii,mbale,uganda,2010-02-14,-0.494507922181816,3,0,NA,NA,NA,NA,NA,0.85729,34.20117
554,bumakika ii,mbale,uganda,2010-02-14,-0.786138221023108,8,0,NA,NA,NA,NA,NA,0.85729,34.20117
555,bumakika ii,mbale,uganda,2010-02-15,-1.82255666815607,9,0,NA,NA,NA,NA,NA,0.85729,34.20117
556,bumakika ii,mbale,uganda,2010-02-14,-2.64016234724791,7,0,NA,NA,NA,NA,NA,0.85729,34.20117
557,bumakika ii,mbale,uganda,2010-02-14,-2.14268022606439,1,0,NA,NA,NA,NA,NA,0.85729,34.20117
558,bumakika ii,mbale,uganda,2010-02-14,-0.994439507935331,5,0,NA,NA,NA,NA,NA,0.85729,34.20117
559,bumakika ii,mbale,uganda,2010-02-14,-1.31477366160659,4,0,1,non-hh,international,NA,1,0.85729,34.20117
560,bumakika ii,mbale,uganda,2010-02-14,-0.718081232135114,9,0,NA,NA,NA,NA,NA,0.85729,34.20117
561,kyegobe cell,kabarole,uganda,2010-02-17,-0.745660906302088,6,2,NA,hh,national,122,NA,0.62902,30.28624
561,kyegobe cell,kabarole,uganda,2010-02-17,-0.745660906302088,6,2,NA,hh,national,72,NA,0.62902,30.28624
562,kyegobe cell,kabarole,uganda,2010-02-17,2.93843439179592,8,3,1,hh,national,120,NA,0.62902,30.28624
562,kyegobe cell,kabarole,uganda,2010-02-17,2.93843439179592,8,3,1,hh,national,120,NA,0.62902,30.28624
562,kyegobe cell,kabarole,uganda,2010-02-17,2.93843439179592,8,3,1,hh,national,122,NA,0.62902,30.28624
562,kyegobe cell,kabarole,uganda,2010-02-17,2.93843439179592,8,3,1,non-hh,international,NA,1,0.62902,30.28624
563,kyegobe cell,kabarole,uganda,2010-02-17,-1.88002983071854,4,1,NA,hh,national,24,NA,0.62902,30.28624
564,kyegobe cell,kabarole,uganda,2010-02-17,-0.674133619542595,2,0,NA,NA,NA,NA,NA,0.62902,30.28624
565,kyegobe cell,kabarole,uganda,2010-02-17,-2.34348323275643,4,1,NA,hh,national,360,NA,0.62902,30.28624
566,kyegobe cell,kabarole,uganda,2010-02-17,1.9059404036917,6,3,1,hh,national,36,NA,0.62902,30.28624
566,kyegobe cell,kabarole,uganda,2010-02-17,1.9059404036917,6,3,1,hh,national,84,1,0.62902,30.28624
566,kyegobe cell,kabarole,uganda,2010-02-17,1.9059404036917,6,3,1,hh,national,36,NA,0.62902,30.28624
567,kyegobe cell,kabarole,uganda,2010-02-17,-1.95622394120915,3,1,NA,hh,national,480,NA,0.62902,30.28624
568,kyegobe cell,kabarole,uganda,2010-02-17,-0.0449779855767546,6,5,NA,hh,national,84,NA,0.62902,30.28624
568,kyegobe cell,kabarole,uganda,2010-02-17,-0.0449779855767546,6,5,NA,hh,national,84,NA,0.62902,30.28624
568,kyegobe cell,kabarole,uganda,2010-02-17,-0.0449779855767546,6,5,NA,hh,national,120,NA,0.62902,30.28624
568,kyegobe cell,kabarole,uganda,2010-02-17,-0.0449779855767546,6,5,NA,hh,national,24,NA,0.62902,30.28624
568,kyegobe cell,kabarole,uganda,2010-02-17,-0.0449779855767546,6,5,NA,hh,national,48,NA,0.62902,30.28624
569,kyegobe cell,kabarole,uganda,2010-02-17,-2.17181774453365,2,0,NA,NA,NA,NA,NA,0.62902,30.28624
570,kyegobe cell,kabarole,uganda,2010-02-17,-0.874410022469176,9,0,NA,NA,NA,NA,NA,0.62902,30.28624
571,kamaiba central c,kasese,uganda,2010-02-15,0.293935949372675,5,1,1,hh,national,63,1,0.16271,30.07359
572,kamaiba central c,kasese,uganda,2010-02-15,0.948881448788569,3,2,1,hh,national,42,1,0.16271,30.07359
572,kamaiba central c,kasese,uganda,2010-02-15,0.948881448788569,3,2,1,hh,international,24,1,0.16271,30.07359
573,kamaiba central c,kasese,uganda,2010-02-15,1.52005260484313,7,0,NA,NA,NA,NA,NA,0.16271,30.07359
574,kamaiba central c,kasese,uganda,2010-02-15,0.661037377516476,6,0,NA,NA,NA,NA,NA,0.16271,30.07359
575,kamaiba central c,kasese,uganda,2010-02-15,1.7213297707154,2,2,NA,hh,national,42,NA,0.16271,30.07359
575,kamaiba central c,kasese,uganda,2010-02-15,1.7213297707154,2,2,NA,hh,national,42,NA,0.16271,30.07359
576,kamaiba central c,kasese,uganda,2010-02-15,2.87834165202918,3,1,1,hh,international,123,NA,0.16271,30.07359
576,kamaiba central c,kasese,uganda,2010-02-15,2.87834165202918,3,1,1,non-hh,international,NA,1,0.16271,30.07359
577,kamaiba central c,kasese,uganda,2010-02-15,0.569683481601765,8,0,NA,NA,NA,NA,NA,0.16271,30.07359
578,kamaiba central c,kasese,uganda,2010-02-14,0.181139793335693,7,0,NA,NA,NA,NA,NA,0.16271,30.07359
579,kamaiba central c,kasese,uganda,2010-02-15,0.280838647383981,3,2,1,hh,international,96,1,0.16271,30.07359
579,kamaiba central c,kasese,uganda,2010-02-15,0.280838647383981,3,2,1,hh,international,96,NA,0.16271,30.07359
579,kamaiba central c,kasese,uganda,2010-02-15,0.280838647383981,3,2,1,non-hh,international,NA,1,0.16271,30.07359
580,kamaiba central c,kasese,uganda,2010-02-14,1.21032352366576,6,1,1,hh,international,48,1,0.16271,30.07359
581,misika lc1,kasese,uganda,2010-02-13,-1.03240000446701,5,0,NA,NA,NA,NA,NA,0.272082,30.03133
582,misika lc1,kasese,uganda,2010-02-13,-0.693046722102581,4,4,1,hh,national,120,1,0.272082,30.03133
582,misika lc1,kasese,uganda,2010-02-13,-0.693046722102581,4,4,1,hh,national,84,NA,0.272082,30.03133
582,misika lc1,kasese,uganda,2010-02-13,-0.693046722102581,4,4,1,hh,national,36,1,0.272082,30.03133
582,misika lc1,kasese,uganda,2010-02-13,-0.693046722102581,4,4,1,hh,national,48,NA,0.272082,30.03133
583,misika lc1,kasese,uganda,2010-02-13,-1.70836434249575,4,0,NA,NA,NA,NA,NA,0.272082,30.03133
584,misika lc1,kasese,uganda,2010-02-13,-1.79419708660714,6,0,NA,NA,NA,NA,NA,0.272082,30.03133
585,misika lc1,kasese,uganda,2010-02-13,-1.8289599670412,5,0,NA,NA,NA,NA,NA,0.272082,30.03133
586,misika lc1,kasese,uganda,2010-02-13,-1.03240000446701,5,0,NA,NA,NA,NA,NA,0.272082,30.03133
587,misika lc1,kasese,uganda,2010-02-13,-0.417931819772139,7,0,NA,NA,NA,NA,NA,0.272082,30.03133
588,misika lc1,kasese,uganda,2010-02-13,-1.43863157709731,4,0,NA,NA,NA,NA,NA,0.272082,30.03133
589,misika lc1,kasese,uganda,2010-03-13,-2.12890137247795,3,0,NA,NA,NA,NA,NA,0.272082,30.03133
590,misika lc1,kasese,uganda,2010-02-13,-0.993757956337588,9,0,1,non-hh,international,NA,1,0.272082,30.03133
591,town centre i,kasese,uganda,2010-02-13,1.17146464345351,4,0,NA,NA,NA,NA,NA,0.18066,30.08224
592,town centre i,kasese,uganda,2010-02-13,0.0606813676898553,4,0,NA,NA,NA,NA,NA,0.18066,30.08224
593,town centre i,kasese,uganda,2010-02-13,0.512461652194171,4,1,NA,hh,international,24,NA,0.18066,30.08224
594,town centre i,kasese,uganda,2010-02-13,0.807035030632788,2,2,1,hh,international,150,NA,0.18066,30.08224
594,town centre i,kasese,uganda,2010-02-13,0.807035030632788,2,2,1,hh,national,89,NA,0.18066,30.08224
594,town centre i,kasese,uganda,2010-02-13,0.807035030632788,2,2,1,non-hh,international,NA,1,0.18066,30.08224
595,town centre i,kasese,uganda,2010-02-13,2.18478317275329,1,2,NA,hh,national,149,NA,0.18066,30.08224
595,town centre i,kasese,uganda,2010-02-13,2.18478317275329,1,2,NA,hh,national,127,NA,0.18066,30.08224
596,town centre i,kasese,uganda,2010-02-13,1.54376113877023,1,2,NA,hh,national,99,NA,0.18066,30.08224
596,town centre i,kasese,uganda,2010-02-13,1.54376113877023,1,2,NA,hh,national,66,NA,0.18066,30.08224
597,town centre i,kasese,uganda,2010-02-13,3.20415828498991,1,3,1,hh,national,186,NA,0.18066,30.08224
597,town centre i,kasese,uganda,2010-02-13,3.20415828498991,1,3,1,hh,national,186,NA,0.18066,30.08224
597,town centre i,kasese,uganda,2010-02-13,3.20415828498991,1,3,1,hh,international,243,1,0.18066,30.08224
598,town centre i,kasese,uganda,2010-02-13,1.77719128752461,6,5,NA,hh,international,96,NA,0.18066,30.08224
598,town centre i,kasese,uganda,2010-02-13,1.77719128752461,6,5,NA,hh,international,120,NA,0.18066,30.08224
598,town centre i,kasese,uganda,2010-02-13,1.77719128752461,6,5,NA,hh,international,120,NA,0.18066,30.08224
598,town centre i,kasese,uganda,2010-02-13,1.77719128752461,6,5,NA,hh,international,120,NA,0.18066,30.08224
598,town centre i,kasese,uganda,2010-02-13,1.77719128752461,6,5,NA,hh,international,120,NA,0.18066,30.08224
599,town centre i,kasese,uganda,2010-02-13,1.84466108244066,5,5,NA,hh,national,248,NA,0.18066,30.08224
599,town centre i,kasese,uganda,2010-02-13,1.84466108244066,5,5,NA,hh,national,247,NA,0.18066,30.08224
599,town centre i,kasese,uganda,2010-02-13,1.84466108244066,5,5,NA,hh,national,245,NA,0.18066,30.08224
599,town centre i,kasese,uganda,2010-02-13,1.84466108244066,5,5,NA,hh,national,246,NA,0.18066,30.08224
599,town centre i,kasese,uganda,2010-02-13,1.84466108244066,5,5,NA,hh,national,245,NA,0.18066,30.08224
600,town centre i,kasese,uganda,2010-02-13,0.598294396305562,1,0,NA,NA,NA,NA,NA,0.18066,30.08224
601,vudrikali/aliso,arua,uganda,2010-02-18,-1.43382496562987,15,1,NA,hh,national,2,NA,3.02379,31.11722
602,vudrikali/aliso,arua,uganda,2010-02-18,-1.79419708660714,9,0,NA,NA,NA,NA,NA,3.02379,31.11722
603,vudrikali/aliso,arua,uganda,2010-02-18,-0.621151302296044,6,1,NA,hh,national,0,NA,3.02379,31.11722
604,vudrikali/aliso,arua,uganda,2010-02-18,-0.389320905068341,6,1,NA,hh,national,0,NA,3.02379,31.11722
605,vudrikali/aliso,arua,uganda,2010-02-18,-1.76852925150067,1,1,NA,hh,national,24,NA,3.02379,31.11722
606,vudrikali/aliso,arua,uganda,2010-02-18,-0.719218579471702,8,1,NA,hh,national,1,NA,3.02379,31.11722
607,vudrikali/aliso,arua,uganda,2010-02-18,-1.15092470472483,5,3,NA,hh,national,14,NA,3.02379,31.11722
607,vudrikali/aliso,arua,uganda,2010-02-18,-1.15092470472483,5,3,NA,hh,national,38,NA,3.02379,31.11722
607,vudrikali/aliso,arua,uganda,2010-02-18,-1.15092470472483,5,3,NA,hh,national,14,NA,3.02379,31.11722
608,vudrikali/aliso,arua,uganda,2010-02-18,-2.27979022627063,3,0,NA,NA,NA,NA,NA,3.02379,31.11722
609,vudrikali/aliso,arua,uganda,2010-02-10,-2.15104111010354,3,0,NA,non-hh,national,NA,NA,3.02379,31.11722
610,vudrikali/aliso,arua,uganda,2010-02-18,-1.06254955591727,6,0,NA,NA,NA,NA,NA,3.02379,31.11722
611,pajulo/ombavu,arua,uganda,2010-02-17,-0.862273152990688,11,1,1,hh,national,26,1,2.68333,30.87462
611,pajulo/ombavu,arua,uganda,2010-02-17,-0.862273152990688,11,1,1,non-hh,national,NA,NA,2.68333,30.87462
612,pajulo/ombavu,arua,uganda,2010-02-17,-2.42558048696943,6,1,1,hh,national,1,NA,2.68333,30.87462
612,pajulo/ombavu,arua,uganda,2010-02-17,-2.42558048696943,6,1,1,non-hh,national,NA,1,2.68333,30.87462
613,pajulo/ombavu,arua,uganda,2010-02-17,-0.958011626237141,8,1,NA,hh,national,12,NA,2.68333,30.87462
614,pajulo/ombavu,arua,uganda,2010-02-17,-1.17520324483113,9,5,1,hh,national,38,NA,2.68333,30.87462
614,pajulo/ombavu,arua,uganda,2010-02-17,-1.17520324483113,9,5,1,hh,national,74,NA,2.68333,30.87462
614,pajulo/ombavu,arua,uganda,2010-02-17,-1.17520324483113,9,5,1,hh,national,25,NA,2.68333,30.87462
614,pajulo/ombavu,arua,uganda,2010-02-17,-1.17520324483113,9,5,1,hh,national,722,NA,2.68333,30.87462
614,pajulo/ombavu,arua,uganda,2010-02-17,-1.17520324483113,9,5,1,hh,national,14,NA,2.68333,30.87462
614,pajulo/ombavu,arua,uganda,2010-02-17,-1.17520324483113,9,5,1,non-hh,national,NA,1,2.68333,30.87462
615,pajulo/ombavu,arua,uganda,2010-02-17,-1.81633682423273,9,1,NA,hh,national,38,NA,2.68333,30.87462
616,pajulo/ombavu,arua,uganda,2010-02-17,-1.15650012414047,2,6,NA,hh,international,24,NA,2.68333,30.87462
616,pajulo/ombavu,arua,uganda,2010-02-17,-1.15650012414047,2,6,NA,hh,international,24,NA,2.68333,30.87462
616,pajulo/ombavu,arua,uganda,2010-02-17,-1.15650012414047,2,6,NA,hh,international,24,NA,2.68333,30.87462
616,pajulo/ombavu,arua,uganda,2010-02-17,-1.15650012414047,2,6,NA,hh,international,24,NA,2.68333,30.87462
616,pajulo/ombavu,arua,uganda,2010-02-17,-1.15650012414047,2,6,NA,hh,international,24,NA,2.68333,30.87462
616,pajulo/ombavu,arua,uganda,2010-02-17,-1.15650012414047,2,6,NA,hh,international,24,NA,2.68333,30.87462
616,pajulo/ombavu,arua,uganda,2010-02-17,-1.15650012414047,2,6,NA,non-hh,national,NA,NA,2.68333,30.87462
617,pajulo/ombavu,arua,uganda,2010-02-17,0.145071734726913,3,1,1,hh,international,24,NA,2.68333,30.87462
617,pajulo/ombavu,arua,uganda,2010-02-17,0.145071734726913,3,1,1,non-hh,national,NA,1,2.68333,30.87462
618,pajulo/ombavu,arua,uganda,2010-02-17,-1.40060640571798,4,1,1,hh,national,1,NA,2.68333,30.87462
618,pajulo/ombavu,arua,uganda,2010-02-17,-1.40060640571798,4,1,1,non-hh,national,NA,1,2.68333,30.87462
619,pajulo/ombavu,arua,uganda,2010-02-17,-2.04795982904293,6,0,1,non-hh,national,NA,1,2.68333,30.87462
620,pajulo/ombavu,arua,uganda,2010-02-17,-1.0868861466948,6,0,NA,NA,NA,NA,NA,2.68333,30.87462
621,yugu/rada/ogwok,nebbi,uganda,2010-02-14,-2.36562297038202,4,1,NA,hh,national,0,NA,2.4535,30.90608
621,yugu/rada/ogwok,nebbi,uganda,2010-02-14,-2.36562297038202,4,1,NA,non-hh,national,NA,NA,2.4535,30.90608
622,yugu/rada/ogwok,nebbi,uganda,2010-02-15,-1.45782823512558,8,1,1,hh,national,62,1,2.4535,30.90608
623,yugu/rada/ogwok,nebbi,uganda,2010-02-15,-1.79419708660714,6,1,NA,hh,national,2,NA,2.4535,30.90608
624,yugu/rada/ogwok,nebbi,uganda,2010-02-14,-1.90216956834413,8,1,NA,hh,national,14,NA,2.4535,30.90608
625,yugu/rada/ogwok,nebbi,uganda,2010-02-14,-1.66776109891043,3,1,1,hh,national,8,1,2.4535,30.90608
626,yugu/rada/ogwok,nebbi,uganda,2010-02-15,0.311916906648952,5,1,NA,hh,national,48,NA,2.4535,30.90608
627,yugu/rada/ogwok,nebbi,uganda,2010-02-15,-1.1897600353379,7,0,NA,non-hh,national,NA,NA,2.4535,30.90608
628,yugu/rada/ogwok,nebbi,uganda,2010-02-15,-2.6830787193036,8,0,NA,non-hh,national,NA,NA,2.4535,30.90608
629,yugu/rada/ogwok,nebbi,uganda,2010-02-14,-1.77342045217704,5,0,NA,NA,NA,NA,NA,2.4535,30.90608
630,yugu/rada/ogwok,nebbi,uganda,2010-02-15,-1.73939173303141,2,0,NA,NA,NA,NA,NA,2.4535,30.90608
631,mvule/awanjiri/aleng,nebbi,uganda,2010-02-16,-2.14268022606439,2,1,NA,hh,international,1,NA,1.06692,34.1898
631,mvule/awanjiri/aleng,nebbi,uganda,2010-02-16,-2.14268022606439,2,1,NA,non-hh,national,NA,NA,1.06692,34.1898
632,mvule/awanjiri/aleng,nebbi,uganda,2010-02-14,1.93416932647643,5,4,1,hh,national,3,NA,1.06692,34.1898
632,mvule/awanjiri/aleng,nebbi,uganda,2010-02-14,1.93416932647643,5,4,1,hh,national,3,NA,1.06692,34.1898
632,mvule/awanjiri/aleng,nebbi,uganda,2010-02-14,1.93416932647643,5,4,1,hh,international,0,1,1.06692,34.1898
632,mvule/awanjiri/aleng,nebbi,uganda,2010-02-14,1.93416932647643,5,4,1,hh,national,3,NA,1.06692,34.1898
633,mvule/awanjiri/aleng,nebbi,uganda,2010-02-14,-1.9110572212542,2,1,NA,hh,national,37,NA,1.06692,34.1898
633,mvule/awanjiri/aleng,nebbi,uganda,2010-02-14,-1.9110572212542,2,1,NA,non-hh,national,NA,NA,1.06692,34.1898
634,mvule/awanjiri/aleng,nebbi,uganda,2010-02-16,-2.42558048696943,2,1,1,hh,international,2,NA,1.06692,34.1898
634,mvule/awanjiri/aleng,nebbi,uganda,2010-02-16,-2.42558048696943,2,1,1,non-hh,national,NA,1,1.06692,34.1898
635,mvule/awanjiri/aleng,nebbi,uganda,2010-02-16,-1.73050408012134,4,1,1,hh,international,36,1,1.06692,34.1898
636,mvule/awanjiri/aleng,nebbi,uganda,2010-02-15,-0.446016130710474,4,1,1,hh,international,3,1,1.06692,34.1898
636,mvule/awanjiri/aleng,nebbi,uganda,2010-02-15,-0.446016130710474,4,1,1,non-hh,national,NA,1,1.06692,34.1898
637,mvule/awanjiri/aleng,nebbi,uganda,2010-02-16,-0.814749135726905,6,2,1,hh,national,0,NA,1.06692,34.1898
637,mvule/awanjiri/aleng,nebbi,uganda,2010-02-16,-0.814749135726905,6,2,1,hh,national,0,NA,1.06692,34.1898
637,mvule/awanjiri/aleng,nebbi,uganda,2010-02-16,-0.814749135726905,6,2,1,non-hh,international,NA,1,1.06692,34.1898
638,mvule/awanjiri/aleng,nebbi,uganda,2010-02-16,-0.707018858172663,4,0,NA,non-hh,national,NA,NA,1.06692,34.1898
639,mvule/awanjiri/aleng,nebbi,uganda,2010-02-16,-0.721324315524562,6,0,NA,NA,NA,NA,NA,1.06692,34.1898
640,mvule/awanjiri/aleng,nebbi,uganda,2010-02-16,-0.814749135726905,3,0,NA,NA,NA,NA,NA,1.06692,34.1898
641,olyeko/kyera/ayila,nebbi,uganda,2010-02-13,-2.51141323108082,4,0,NA,NA,NA,NA,NA,2.35314,30.88857
642,olyeko/kyera/ayila,nebbi,uganda,2010-02-13,-2.22851297017578,2,0,NA,NA,NA,NA,NA,2.35314,30.88857
643,olyeko/kyera/ayila,nebbi,uganda,2010-02-13,-2.31434571428717,3,0,NA,NA,NA,NA,NA,2.35314,30.88857
644,olyeko/kyera/ayila,nebbi,uganda,2010-02-13,-1.77342045217704,5,1,1,hh,national,36,1,2.35314,30.88857
645,olyeko/kyera/ayila,nebbi,uganda,2010-02-13,-2.38266411491373,1,2,NA,hh,national,3,NA,2.35314,30.88857
645,olyeko/kyera/ayila,nebbi,uganda,2010-02-13,-2.38266411491373,1,2,NA,hh,national,3,NA,2.35314,30.88857
646,olyeko/kyera/ayila,nebbi,uganda,2010-02-13,-2.04795982904293,4,1,NA,hh,international,36,NA,2.35314,30.88857
647,olyeko/kyera/ayila,nebbi,uganda,2010-02-13,-0.985668344750612,1,1,NA,hh,international,2,NA,2.35314,30.88857
648,olyeko/kyera/ayila,nebbi,uganda,2010-02-13,-2.51141323108082,4,0,NA,NA,NA,NA,NA,2.35314,30.88857
649,olyeko/kyera/ayila,nebbi,uganda,2010-02-13,-1.73939173303141,4,0,NA,NA,NA,NA,NA,2.35314,30.88857
650,olyeko/kyera/ayila,nebbi,uganda,2010-02-13,-2.62312120271619,7,0,NA,NA,NA,NA,NA,2.35314,30.88857
651,kamuli c a,wakiso,uganda,2010-02-24,2.15025708211371,10,1,NA,hh,national,3,NA,0.34983,2.64256
652,kamuli c a,wakiso,uganda,2010-02-24,0.391304612118035,3,0,NA,NA,NA,NA,NA,0.34983,2.64256
653,kamuli c a,wakiso,uganda,2010-02-24,0.575204633405085,3,1,NA,hh,national,1,NA,0.34983,2.64256
654,kamuli c a,wakiso,uganda,2010-02-25,2.98957642471143,3,0,NA,NA,NA,NA,NA,0.34983,2.64256
655,kamuli c a,wakiso,uganda,2010-02-24,3.16124191293422,1,0,NA,NA,NA,NA,NA,0.34983,2.64256
656,kamuli c a,wakiso,uganda,2010-02-24,3.61994716915106,1,0,NA,NA,NA,NA,NA,0.34983,2.64256
657,kamuli c a,wakiso,uganda,2010-02-24,0.378646495327689,4,0,NA,NA,NA,NA,NA,0.34983,2.64256
658,kamuli c a,wakiso,uganda,2010-02-24,1.92739858971955,5,0,NA,NA,NA,NA,NA,0.34983,2.64256
659,kamuli c a,wakiso,uganda,2010-02-24,2.4983808111547,5,1,1,hh,national,3,1,0.34983,2.64256
660,kamuli c a,wakiso,uganda,2010-02-24,-1.11770614481294,2,0,1,non-hh,international,NA,1,0.34983,2.64256
661,namumira b,mukono,uganda,2010-02-21,0.92394603400915,5,1,NA,hh,national,12,NA,0.58914,32.70173
662,namumira b,mukono,uganda,2010-02-21,-1.94230047577632,5,0,1,non-hh,national,NA,1,0.58914,32.70173
662,namumira b,mukono,uganda,2010-02-21,-1.94230047577632,5,0,1,non-hh,national,NA,1,0.58914,32.70173
663,namumira b,mukono,uganda,2010-02-21,-0.15165014468937,4,1,NA,hh,national,3,NA,0.58914,32.70173
664,namumira b,mukono,uganda,2010-02-21,2.24100798311109,9,0,NA,non-hh,national,NA,NA,0.58914,32.70173
665,namumira b,mukono,uganda,2010-02-21,0.114712190955696,3,1,NA,hh,national,4,NA,0.58914,32.70173
667,namumira b,mukono,uganda,2010-02-21,0.553076738999722,5,0,NA,NA,NA,NA,NA,0.58914,32.70173
668,namumira b,mukono,uganda,2010-02-21,0.0118618519117722,1,0,NA,NA,NA,NA,NA,0.58914,32.70173
669,namumira b,mukono,uganda,2010-02-21,0.114735740554875,3,0,NA,NA,NA,NA,NA,0.58914,32.70173
670,namumira b,mukono,uganda,2010-02-21,0.358777121247664,4,0,NA,NA,NA,NA,NA,0.58914,32.70173
671,bukara,kisoro,uganda,2010-02-18,-1.71097410081126,1,0,NA,NA,NA,NA,NA,-1.29114,29.62956
672,bukara,kisoro,uganda,2010-02-17,-1.89938410372062,4,0,NA,NA,NA,NA,NA,-1.29114,29.62956
673,bukara,kisoro,uganda,2010-02-17,-1.64398978441221,5,0,NA,NA,NA,NA,NA,-1.29114,29.62956
674,bukara,kisoro,uganda,2010-02-17,-1.29043707082906,3,1,1,hh,national,7,1,-1.29114,29.62956
675,bukara,kisoro,uganda,2010-02-17,-2.46849685902512,3,1,NA,hh,national,1,NA,-1.29114,29.62956
676,bukara,kisoro,uganda,2010-02-18,-2.42558048696943,1,0,NA,NA,NA,NA,NA,-1.29114,29.62956
677,bukara,kisoro,uganda,2010-02-17,-0.678407943468866,6,1,NA,hh,national,183,NA,-1.29114,29.62956
678,bukara,kisoro,uganda,2010-02-17,-0.757527306319311,7,1,1,hh,international,74,1,-1.29114,29.62956
679,bukara,kisoro,uganda,2010-02-18,-1.39301432962703,3,0,NA,NA,NA,NA,NA,-1.29114,29.62956
680,kabembe,mukono,uganda,2010-02-22,0.483468745571306,2,1,NA,hh,national,36,NA,0.66296,33.10365
681,kabembe,mukono,uganda,2010-02-22,-0.368544270638236,3,0,NA,NA,NA,NA,NA,0.66296,33.10365
682,kabembe,mukono,uganda,2010-02-22,-1.03020315131508,5,2,NA,hh,national,9,NA,0.66296,33.10365
682,kabembe,mukono,uganda,2010-02-22,-1.03020315131508,5,2,NA,hh,national,7,NA,0.66296,33.10365
683,kabembe,mukono,uganda,2010-02-22,2.5456005754061,1,1,NA,hh,national,36,NA,0.66296,33.10365
684,kabembe,mukono,uganda,2010-02-22,-0.554515216212918,11,4,NA,hh,national,24,NA,0.66296,33.10365
684,kabembe,mukono,uganda,2010-02-22,-0.554515216212918,11,4,NA,hh,national,24,NA,0.66296,33.10365
684,kabembe,mukono,uganda,2010-02-22,-0.554515216212918,11,4,NA,hh,national,84,NA,0.66296,33.10365
684,kabembe,mukono,uganda,2010-02-22,-0.554515216212918,11,4,NA,hh,national,12,NA,0.66296,33.10365
685,kabembe,mukono,uganda,2010-02-22,-1.41918618699615,5,1,NA,hh,national,6,NA,0.66296,33.10365
