house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion
960,thika,mabanda,kenya,11/18/2009,3,1,-0.99483674,0,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
961,thika,guthunguri,kenya,11/19/2009,2,1,-1.626295343,1,-1.058419348,36.77391802,-1.05,36.75,-1.714315426,-1.786253095,1.7,1,-2.98769592,-0.666666667
962,thika,guthunguri,kenya,11/19/2009,4,1,-0.608667741,1,-1.058419348,36.77391802,-1.05,36.75,-1.714315426,-1.786253095,1.7,1,-2.98769592,-0.666666667
963,thika,mabanda,kenya,11/18/2009,3,7,-0.309300736,1,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
964,thika,juja,kenya,11/20/2009,2,4,-1.536998413,0,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
965,thika,juja,kenya,11/21/2009,4,2,-0.959725347,1,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
966,thika,muirini,kenya,11/19/2009,8,1,2.459895434,1,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
967,thika,muirini,kenya,11/19/2009,2,5,-0.314313973,0,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
968,thika,majengo,kenya,11/20/2009,5,1,-1.279326621,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
969,thika,majengo,kenya,11/20/2009,2,1,-2.861545885,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
970,thika,majengo,kenya,11/20/2009,3,2,-3.178711862,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
971,thika,mabanda,kenya,11/18/2009,4,1,0.355245232,1,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
972,thika,mabanda,kenya,11/18/2009,3,1,-0.876140616,0,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
973,thika,githuguchu,kenya,11/19/2009,2,1,-3.106053226,0,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
974,thika,githuguchu,kenya,11/19/2009,4,1,-1.763956717,1,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
975,thika,muirini,kenya,11/19/2009,4,4,-0.294261025,1,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
976,thika,majengo,kenya,11/20/2009,1,0,-1.686454188,,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
977,thika,majengo,kenya,11/20/2009,5,2,-1.677831074,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
978,thika,majengo,kenya,11/20/2009,8,3,-1.628502289,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
979,thika,githuguchu,kenya,11/19/2009,1,1,-1.059990088,0,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
980,thika,githuguchu,kenya,11/19/2009,6,1,-2.985638509,0,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
981,thika,githuguchu,kenya,11/19/2009,4,1,-1.748016393,1,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
982,thika,mabanda,kenya,11/18/2009,3,1,-0.218965442,0,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
983,thika,juja,kenya,11/21/2009,1,3,-1.082552071,1,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
984,thika,mabanda,kenya,11/18/2009,5,1,-1.104203602,1,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
985,thika,githuguchu,kenya,11/19/2009,1,6,3.568485175,1,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
986,thika,muirini,kenya,11/19/2009,4,1,-0.83202413,1,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
987,thika,muirini,kenya,11/19/2009,2,1,-1.15934921,0,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
988,thika,muirini,kenya,11/19/2009,7,3,-1.857401989,1,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
989,thika,muirini,kenya,11/19/2009,3,1,-0.294261025,1,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
990,thika,muirini,kenya,11/19/2009,3,1,-1.134283024,1,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
991,thika,githuguchu,kenya,11/19/2009,4,0,-0.400560987,,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
992,thika,githuguchu,kenya,11/19/2009,3,0,-1.778996428,,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
993,thika,majengo,kenya,11/20/2009,4,0,-1.958232072,,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
994,thika,majengo,kenya,11/20/2009,5,0,-0.929645925,,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
995,thika,majengo,kenya,11/20/2009,5,0,-2.78892527,,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
996,thika,githuguchu,kenya,11/19/2009,4,0,0.431939106,1,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
997,thika,githuguchu,kenya,11/19/2009,3,0,0.724249218,,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
998,thika,mabanda,kenya,11/18/2009,2,0,-1.270205767,1,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
999,thika,juja,kenya,11/21/2009,2,5,2.458989814,0,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1000,thika,mabanda,kenya,11/18/2009,4,0,0.341188832,,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1001,thika,muirini,kenya,11/19/2009,3,0,0.223412565,,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
1002,thika,githuguchu,kenya,11/19/2009,2,0,-1.139296261,,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
1003,thika,githuguchu,kenya,11/19/2009,4,0,-0.36045509,,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
1004,thika,mabanda,kenya,11/18/2009,2,1,-1.149322736,1,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1005,thika,juja,kenya,11/20/2009,4,1,-1.78812229,1,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1006,thika,juja,kenya,11/20/2009,4,1,-2.345938343,1,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1007,thika,juja,kenya,11/21/2009,5,1,-2.851519411,0,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1008,thika,majengo,kenya,11/20/2009,4,1,-1.43873293,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1009,thika,majengo,kenya,11/20/2009,1,1,-1.300285189,0,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1010,thika,mabanda,kenya,11/18/2009,4,1,1.71333467,1,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1011,thika,mabanda,kenya,11/18/2009,5,2,-1.369564888,1,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1012,thika,githuguchu,kenya,11/19/2009,3,1,-0.519537386,0,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
1013,thika,githuguchu,kenya,11/19/2009,2,1,-1.804164648,0,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
1014,thika,mabanda,kenya,11/18/2009,3,1,0.074571458,0,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1015,thika,mabanda,kenya,11/18/2009,4,1,2.729385308,1,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1016,thika,juja,kenya,11/20/2009,7,1,-2.488078328,1,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1017,thika,juja,kenya,11/20/2009,2,1,1.720757913,0,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1018,thika,juja,kenya,11/21/2009,5,1,-3.054918208,1,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1019,thika,muirini,kenya,11/19/2009,2,1,1.185318448,1,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
1020,thika,muirini,kenya,11/19/2009,4,1,-1.689091135,1,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
1021,thika,majengo,kenya,11/20/2009,2,0,-1.686454188,,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1022,thika,majengo,kenya,11/20/2009,5,0,-1.777190196,,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1023,thika,mabanda,kenya,11/18/2009,7,0,1.186224068,,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1024,thika,muirini,kenya,11/19/2009,3,0,-0.12394539,,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
1025,thika,majengo,kenya,11/20/2009,4,2,-0.990591136,0,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1026,thika,majengo,kenya,11/20/2009,5,1,0.684606254,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1027,thika,majengo,kenya,11/20/2009,4,1,-1.707910497,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1028,thika,mabanda,kenya,11/18/2009,6,1,-0.282229256,1,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1029,thika,githuguchu,kenya,11/19/2009,1,1,-1.164362447,0,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
1030,thika,githuguchu,kenya,11/19/2009,2,2,-1.149322736,0,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
1031,thika,juja,kenya,11/21/2009,1,6,-0.774594587,0,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1032,thika,majengo,kenya,11/20/2009,1,1,0.538298026,0,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1033,thika,majengo,kenya,11/20/2009,2,5,-0.4493708,0,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1034,thika,muirini,kenya,11/19/2009,5,0,1.196250542,,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
1035,thika,muirini,kenya,11/19/2009,3,0,-1.134283024,,-0.923809304,37.00615886,-0.9,37,-1.843188485,-2.188404461,2.666666667,0.666666667,-4.969437043,-0.166666667
1036,thika,mabanda,kenya,11/19/2009,4,0,1.259615843,,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1037,thika,mabanda,kenya,11/18/2009,2,0,0.912331626,,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1038,thika,mabanda,kenya,11/18/2009,4,0,-0.392539808,,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1039,thika,juja,kenya,11/20/2009,6,0,0.909440665,,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1040,thika,juja,kenya,11/20/2009,3,0,-0.74115421,,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1041,thika,juja,kenya,11/20/2009,3,0,-1.686454188,,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1042,thika,juja,kenya,11/20/2009,1,0,-1.686454188,,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1043,thika,majengo,kenya,11/20/2009,5,0,-1.607647039,,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1044,malindi,gongoni,kenya,11/27/2009,9,2,3.314051524,0,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1045,malindi,gongoni,kenya,11/27/2009,5,1,0.995155718,0,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1046,thika,githuguchu,kenya,11/19/2009,4,0,1.618536647,,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
1047,thika,mabanda,kenya,11/18/2009,4,0,-0.294261025,,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1048,thika,mabanda,kenya,11/18/2009,6,0,1.303023839,,-1.041188884,37.0787284,-1.05,37.1,-1.771545748,-1.991211991,2.333333333,0.666666667,-4.104612708,-0.166666667
1049,thika,juja,kenya,11/20/2009,3,0,0.300412932,,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1050,thika,juja,kenya,11/20/2009,2,0,-0.139775029,,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1051,thika,juja,kenya,11/20/2009,3,0,-1.656374765,,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1052,thika,juja,kenya,11/20/2009,5,0,-0.979778295,,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1053,thika,juja,kenya,11/20/2009,4,0,0.070163038,,-1.097205267,37.02491062,-1.1,37,-1.721596077,-1.860563204,1.875,0.833333333,-3.313854769,-0.433333333
1054,thika,githuguchu,kenya,11/19/2009,4,0,-1.879460232,,-1.016283022,36.91457325,-1,36.9,-1.718454947,-1.895353069,2.083333333,1,-3.677980612,0
1055,malindi,musufini,kenya,11/27/2009,3,1,-2.298716595,0,-3.223163803,40.08609972,-3.2,40.1,0,0,0,0,0,0
1056,malindi,musufini,kenya,11/27/2009,6,2,-0.843874286,0,-3.223163803,40.08609972,-3.2,40.1,0,0,0,0,0,0
1057,malindi,majengo,kenya,11/26/2009,5,2,-3.069957919,0,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1058,malindi,majengo,kenya,11/26/2009,1,4,-0.497811184,0,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1059,malindi,majengo,kenya,11/26/2009,5,1,-2.80138704,0,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1060,malindi,barani,kenya,11/29/2009,8,1,-0.660303851,1,-3.22414082,40.08627707,-3.2,40.1,0,0,0,0,0,0
1061,malindi,gongoni,kenya,11/27/2009,2,1,2.22289862,1,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1062,malindi,gongoni,kenya,11/29/2009,11,1,2.741417077,0,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1063,malindi,gongoni,kenya,11/27/2009,4,1,-0.8614719,1,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1064,malindi,musufini,kenya,11/28/2009,3,2,3.447602144,1,-3.223163803,40.08609972,-3.2,40.1,0,0,0,0,0,0
1065,malindi,musufini,kenya,11/28/2009,5,1,-1.05978269,1,-3.223163803,40.08609972,-3.2,40.1,0,0,0,0,0,0
1066,malindi,musufini,kenya,11/28/2009,6,1,3.044089461,1,-3.223163803,40.08609972,-3.2,40.1,0,0,0,0,0,0
1067,malindi,majengo,kenya,11/26/2009,3,1,-2.31354994,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1068,malindi,majengo,kenya,11/26/2009,4,1,-2.432835693,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1069,malindi,majengo,kenya,11/26/2009,1,1,-3.121893934,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1070,malindi,kwa haidari,kenya,11/29/2009,1,1,-0.914059605,1,-3.219793069,40.11219331,-3.2,40.1,0,0,0,0,0,0
1071,malindi,kwa haidari,kenya,11/29/2009,4,1,0.400442057,1,-3.219793069,40.11219331,-3.2,40.1,0,0,0,0,0,0
1072,malindi,kwa haidari,kenya,11/29/2009,4,1,0.281029987,1,-3.219793069,40.11219331,-3.2,40.1,0,0,0,0,0,0
1073,malindi,musufini,kenya,11/28/2009,2,1,3.3181636,1,-3.223163803,40.08609972,-3.2,40.1,0,0,0,0,0,0
1074,malindi,gongoni,kenya,11/27/2009,6,2,-0.744515165,0,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1075,malindi,gongoni,kenya,11/27/2009,4,1,3.30402505,1,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1076,malindi,kwa haidari,kenya,11/28/2009,7,1,0.36124178,1,-3.219793069,40.11219331,-3.2,40.1,0,0,0,0,0,0
1077,malindi,kwa haidari,kenya,11/28/2009,3,1,-1.83734904,1,-3.219793069,40.11219331,-3.2,40.1,0,0,0,0,0,0
1078,malindi,gongoni,kenya,11/27/2009,7,1,-0.359132533,1,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1079,malindi,kwa haidari,kenya,11/28/2009,3,1,0.131947801,0,-3.219793069,40.11219331,-3.2,40.1,0,0,0,0,0,0
1080,malindi,kwa haidari,kenya,11/28/2009,4,1,1.234664452,0,-3.219793069,40.11219331,-3.2,40.1,0,0,0,0,0,0
1081,malindi,gongoni,kenya,11/27/2009,7,1,2.082868261,0,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1082,malindi,gongoni,kenya,11/27/2009,7,1,2.187259352,0,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1083,malindi,gongoni,kenya,11/27/2009,4,1,-1.129137159,1,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1084,malindi,barani,kenya,11/26/2009,5,1,-0.963986122,0,-3.22414082,40.08627707,-3.2,40.1,0,0,0,0,0,0
1085,malindi,barani,kenya,11/26/2009,8,1,2.523127502,1,-3.22414082,40.08627707,-3.2,40.1,0,0,0,0,0,0
1086,malindi,barani,kenya,11/30/2009,9,1,0.304404186,0,-3.22414082,40.08627707,-3.2,40.1,0,0,0,0,0,0
1087,malindi,barani,kenya,11/30/2009,2,0,-1.110908826,,-3.22414082,40.08627707,-3.2,40.1,0,0,0,0,0,0
1088,malindi,barani,kenya,11/30/2009,6,1,-1.83734904,1,-3.22414082,40.08627707,-3.2,40.1,0,0,0,0,0,0
1089,malindi,majengo,kenya,11/26/2009,16,1,-1.870361315,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1090,malindi,majengo,kenya,11/26/2009,4,2,-1.019884192,0,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1091,malindi,barani,kenya,11/28/2009,11,1,1.993735667,1,-3.22414082,40.08627707,-3.2,40.1,0,0,0,0,0,0
1092,malindi,barani,kenya,11/28/2009,5,1,-0.784280783,0,-3.22414082,40.08627707,-3.2,40.1,0,0,0,0,0,0
1093,malindi,gongoni,kenya,11/27/2009,5,3,-0.519108962,1,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1094,malindi,gongoni,kenya,11/27/2009,4,6,2.591619744,1,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1095,malindi,gongoni,kenya,11/27/2009,11,1,2.141424042,0,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1096,malindi,kwa haidari,kenya,11/29/2009,2,1,2.102900238,0,-3.219793069,40.11219331,-3.2,40.1,0,0,0,0,0,0
1097,malindi,majengo,kenya,11/26/2009,1,2,0.101980036,0,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1098,malindi,majengo,kenya,11/26/2009,3,2,-1.677059366,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1099,malindi,majengo,kenya,11/26/2009,5,2,-2.635460194,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1100,malindi,musufini,kenya,11/28/2009,2,1,2.796368203,1,-3.223163803,40.08609972,-3.2,40.1,0,0,0,0,0,0
1101,malindi,gongoni,kenya,11/28/2009,4,0,-1.647752935,,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1102,malindi,gongoni,kenya,11/27/2009,4,0,0.714134347,,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1103,malindi,gongoni,kenya,11/29/2009,1,0,2.518042985,,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1104,malindi,gongoni,kenya,11/27/2009,8,0,2.162174434,,-3.826004893,39.76446172,-3.85,39.75,-1.100565314,-1.100565314,1,0.166666667,-1.100565314,-0.166666667
1105,malindi,kwa haidari,kenya,11/29/2009,3,0,1.912737507,,-3.219793069,40.11219331,-3.2,40.1,0,0,0,0,0,0
1106,malindi,kwa haidari,kenya,11/20/2009,6,0,2.102900238,,-3.219793069,40.11219331,-3.2,40.1,0,0,0,0,0,0
1107,malindi,musufini,kenya,11/27/2009,4,0,-0.297178224,,-3.223163803,40.08609972,-3.2,40.1,0,0,0,0,0,0
1108,malindi,majengo,kenya,11/26/2009,9,0,-2.971496822,,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1109,malindi,majengo,kenya,11/26/2009,2,0,-2.32177277,,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1110,malindi,musufini,kenya,11/27/2009,3,1,-0.88899342,1,-3.223163803,40.08609972,-3.2,40.1,0,0,0,0,0,0
1111,malindi,majengo,kenya,11/26/2009,12,1,0.623023783,1,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1112,malindi,majengo,kenya,11/26/2009,7,1,-1.490372601,0,-1.280655187,36.84627548,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
1113,malindi,barani,kenya,11/30/2009,3,1,-0.165186199,1,-3.22414082,40.08627707,-3.2,40.1,0,0,0,0,0,0
1114,malindi,barani,kenya,11/26/2009,3,1,-1.656374765,1,-3.22414082,40.08627707,-3.2,40.1,0,0,0,0,0,0
1115,malindi,barani,kenya,11/30/2009,3,1,-2.283676884,1,-3.22414082,40.08627707,-3.2,40.1,0,0,0,0,0,0
1116,malindi,kwa haidari,kenya,11/28/2009,4,1,-1.581149596,0,-3.219793069,40.11219331,-3.2,40.1,0,0,0,0,0,0
1117,malindi,musufini,kenya,11/27/2009,5,3,0.281029987,0,-3.223163803,40.08609972,-3.2,40.1,0,0,0,0,0,0
1118,malindi,musufini,kenya,11/27/2009,8,1,-0.870037126,0,-3.223163803,40.08609972,-3.2,40.1,0,0,0,0,0,0
