house,country,hh_size,migrant_num,wealth_index,remit,municipality,lat,long,district
443,south_africa,2,0,0.3750697440649906,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
444,south_africa,2,0,0.244799492006788,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
446,south_africa,1,0,-0.6175302479536681,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
447,south_africa,4,0,-0.6452448518547453,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
448,south_africa,2,0,-1.4053544662001605,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
449,south_africa,5,0,-1.24367729321564,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
450,south_africa,3,0,-1.0895601204329997,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
451,south_africa,3,0,-0.7671767787804186,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
452,south_africa,2,0,-1.286276105017642,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
453,south_africa,2,0,-1.3157684391202664,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
454,south_africa,3,0,-1.32073587960696,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
455,south_africa,2,0,-0.6130596059977784,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
456,south_africa,5,0,-1.0754111243456987,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
457,south_africa,1,0,-2.039960638148456,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
458,south_africa,4,0,-0.41202520977749113,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
459,south_africa,2,0,1.2093531947196932,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
460,south_africa,1,0,-0.5168138745358786,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
461,south_africa,2,0,-1.6108440299103475,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
462,south_africa,1,0,-2.67091114327868,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
463,south_africa,1,0,0.37356215473033105,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
464,south_africa,1,0,-1.07037297536242,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
465,south_africa,2,0,-0.542500069999652,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
466,south_africa,2,0,0.4547596976728646,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
467,south_africa,1,0,-2.4394025661923573,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
468,south_africa,1,0,-2.1551588915135307,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
469,south_africa,1,0,0.3840451586202377,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
470,south_africa,3,0,-1.1474315617537403,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
471,south_africa,3,0,-2.010285957954249,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
472,south_africa,3,0,-1.0125015340416796,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
473,south_africa,5,0,0.3278363096886574,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
474,south_africa,1,0,-2.605973210484979,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
475,south_africa,1,0,2.5530966076347075,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
476,south_africa,1,0,0.41668441816829427,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
477,south_africa,4,0,1.4093339493487882,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
478,south_africa,3,1,0.37120206088835095,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
479,south_africa,1,0,1.292833329976957,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
480,south_africa,2,0,1.7714397543767324,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
481,south_africa,9,0,1.292910831504207,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
482,south_africa,3,0,-0.9244345781658854,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
483,south_africa,5,0,0.8147491854648224,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
484,south_africa,5,0,2.477805505291645,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
485,south_africa,4,0,0.03426431563668619,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
486,south_africa,8,0,-0.05896421160260268,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
487,south_africa,2,0,-0.5339726111691544,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
488,south_africa,4,0,2.382399636426201,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
489,south_africa,4,0,2.485144418281295,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
490,south_africa,1,0,-2.1659735808081138,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
491,south_africa,1,0,-0.7880893769767237,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
492,south_africa,2,0,0.480445893136638,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
493,south_africa,2,0,-1.3015487345363803,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
494,south_africa,4,0,1.717568294914069,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
495,south_africa,1,0,0.5403803492187759,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
496,south_africa,2,0,0.11434010625061741,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
497,south_africa,4,0,1.0624016694671117,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
498,south_africa,2,0,1.8301510582939284,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
499,south_africa,2,0,-1.16661870682432,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
500,south_africa,9,1,-1.6918798154762598,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
501,south_africa,6,0,-1.2295282971283392,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
502,south_africa,5,0,0.12161153416484694,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
503,south_africa,5,0,-1.0754111243456987,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
504,south_africa,2,0,-0.5958325372203287,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
505,south_africa,2,0,-0.304825260432498,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
506,south_africa,1,1,-0.31124050421552785,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
507,south_africa,4,0,-1.0638739249692264,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
508,south_africa,9,0,-0.6895818988204642,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
509,south_africa,5,0,0.19940533236979055,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
510,south_africa,7,0,-2.978812670931598,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
511,south_africa,3,0,-0.6624035884880213,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
512,south_africa,3,1,0.006743391925500358,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
513,south_africa,12,0,0.9106847685372694,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
514,south_africa,3,0,0.006743391925500358,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
515,south_africa,7,0,-2.1274442876124535,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
516,south_africa,5,0,-0.4312278293140609,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
517,south_africa,3,0,-0.4312278293140609,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
518,south_africa,3,1,-1.9524145166335087,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
520,south_africa,1,0,-2.87332270024634,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
521,south_africa,1,0,-2.581096196013422,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
522,south_africa,1,0,-1.5831294260092703,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
523,south_africa,2,0,-1.292304495313022,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
524,south_africa,1,0,-2.0010417187308907,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
525,south_africa,2,0,-2.7192055274637,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
526,south_africa,1,0,-1.0446867798986466,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
527,south_africa,2,0,-3.580998973855522,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
528,south_africa,1,0,-2.7192055274637,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
529,south_africa,1,0,-1.0125015340416796,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
531,south_africa,5,0,1.7743245044587652,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
532,south_africa,7,0,0.7421497439017493,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
533,south_africa,7,0,-0.1473737808571398,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
534,south_africa,4,0,1.7714397543767324,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
535,south_africa,4,0,0.8885610580452574,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
536,south_africa,9,0,2.533909462564128,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
537,south_africa,2,0,2.126484407573045,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
538,south_africa,3,0,3.40173129925133,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
539,south_africa,1,0,2.739399026274315,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
540,south_africa,2,0,1.585137335737125,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
541,south_africa,5,0,2.4594582228175215,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
542,south_africa,3,1,2.5145673144390472,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
543,south_africa,4,1,2.662340439882995,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
544,south_africa,2,0,2.688026635346768,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
545,south_africa,3,0,1.8163905964383356,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
546,south_africa,4,0,3.273300321932463,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
547,south_africa,4,0,2.364892216548533,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
548,south_africa,2,1,2.5861217160881305,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
549,south_africa,3,0,1.6621959221284455,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
550,south_africa,2,0,1.822812145304279,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
551,south_africa,2,0,1.822812145304279,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
553,south_africa,4,0,2.435164662567111,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
554,south_africa,2,0,1.8413134363608343,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
555,south_africa,2,0,3.017385093079307,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
556,south_africa,2,0,3.4479664510861223,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
557,south_africa,3,0,3.4402605924469905,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
558,south_africa,3,0,2.5108306137450676,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
559,south_africa,3,0,1.369969417895527,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
560,south_africa,2,0,2.7137128308105414,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
561,south_africa,1,0,2.590773950218421,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
562,south_africa,2,0,2.7137128308105414,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
563,south_africa,4,1,3.40173129925133,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
564,south_africa,5,0,2.4594582228175215,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
565,south_africa,4,0,3.3760451037875567,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
566,south_africa,4,0,3.3760451037875567,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
567,south_africa,3,0,1.6814605687262751,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
568,south_africa,3,0,2.8396447395942914,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
569,south_africa,3,0,1.6814605687262751,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
570,south_africa,4,0,2.485144418281295,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
571,south_africa,3,0,2.3989794348520674,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
572,south_africa,3,1,3.2860659181370995,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
573,south_africa,2,0,0.07095888058493383,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
574,south_africa,2,0,2.7137128308105414,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
575,south_africa,4,0,2.5108306137450676,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
576,south_africa,4,1,2.610968048955448,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
577,south_africa,3,0,1.7971259498405054,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
578,south_africa,3,0,3.4127396687358047,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
579,south_africa,2,0,2.726555928542428,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
580,south_africa,4,0,1.636509726664672,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
581,south_africa,2,1,0.9461317182772768,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
582,south_africa,3,1,2.7137128308105414,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
583,south_africa,3,1,3.2668012715392694,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
584,south_africa,2,0,1.8241893060516523,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
585,south_africa,3,0,2.5530966076347075,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
586,south_africa,3,0,3.1126840987566293,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
587,south_africa,4,0,2.5548132765691385,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
588,south_africa,3,0,3.4209959458491603,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
589,south_africa,3,0,1.7971259498405054,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
590,south_africa,4,1,2.5068614557999154,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
591,south_africa,7,1,2.5402535099028207,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
592,south_africa,4,0,2.948888571842578,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
593,south_africa,2,0,2.5378939699562144,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
594,south_africa,2,0,2.703438352625032,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
595,south_africa,2,0,1.8513830908500852,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
596,south_africa,4,0,2.703438352625032,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
597,south_africa,2,0,2.739399026274315,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
598,south_africa,3,1,2.718850069903296,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
599,south_africa,3,0,2.707291281944598,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
600,south_africa,4,0,2.703438352625032,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
601,south_africa,2,0,1.8719320472211038,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
602,south_africa,3,0,3.3053305647349296,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
603,south_africa,2,0,1.8356552430361657,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
604,south_africa,4,0,2.703438352625032,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
605,south_africa,2,1,2.726555928542428,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
606,south_africa,3,0,1.9927775320259264,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
607,south_africa,4,0,2.696588700501359,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
608,south_africa,2,0,2.7137128308105414,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
609,south_africa,4,0,3.3760451037875567,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
610,south_africa,3,0,2.5723612542325376,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
611,south_africa,2,0,2.5650877547546473,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
612,south_africa,4,1,2.688026635346768,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
613,south_africa,5,0,3.368706190797907,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
614,south_africa,3,0,1.3809777873800015,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
615,south_africa,3,0,1.6814605687262751,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
616,south_africa,5,0,2.3566359394351775,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
617,south_africa,3,0,2.865330935058065,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
618,south_africa,5,0,3.2154288806117233,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
619,south_africa,3,1,3.2860659181370995,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
620,south_africa,2,0,2.73426178718156,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
621,south_africa,2,0,2.595906933407663,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
622,south_africa,1,0,1.860149979700935,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
623,south_africa,3,0,2.145204722287559,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
624,south_africa,5,0,3.2475366249414392,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
625,south_africa,2,0,2.2938952118552125,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
626,south_africa,2,0,2.303680429174745,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
627,south_africa,3,0,2.718850069903296,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
628,south_africa,2,0,1.7335771934472068,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
629,south_africa,2,0,2.2993993965974497,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
630,south_africa,2,0,2.595906933407663,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
631,south_africa,2,0,2.2993993965974497,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
632,south_africa,3,0,1.447028004286847,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
633,south_africa,3,0,0.8164103170689855,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
634,south_africa,4,0,2.0374389299652975,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
635,south_africa,2,0,1.8513830908500852,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
636,south_africa,3,1,3.40173129925133,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
637,south_africa,2,0,2.7137128308105414,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
638,south_africa,2,1,1.6621959221284455,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
639,south_africa,5,1,2.501724216707161,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
640,south_africa,1,1,2.739399026274315,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
641,south_africa,6,0,2.433772027353748,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
642,south_africa,3,0,1.369969417895527,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
643,south_africa,2,0,2.7137128308105414,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
644,south_africa,3,0,2.5723612542325376,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
645,south_africa,3,1,2.688026635346768,1,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
646,south_africa,4,0,3.3760451037875567,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
647,south_africa,3,0,3.40173129925133,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
648,south_africa,4,0,2.5108306137450676,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
649,south_africa,4,0,2.057987886336316,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
650,south_africa,3,0,1.8256968953863117,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
651,south_africa,4,0,2.6417914835119762,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
652,south_africa,3,0,1.5328354926703813,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
653,south_africa,2,0,2.527410412170934,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
654,south_africa,4,0,1.372329511737507,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
655,south_africa,4,0,3.40173129925133,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
656,south_africa,2,0,2.608138455057079,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
657,south_africa,3,0,1.8449615419841419,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
658,south_africa,4,0,3.410293364405921,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
659,south_africa,2,0,1.864226188581972,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
660,south_africa,2,0,2.73426178718156,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
661,south_africa,4,0,-1.16661870682432,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
662,south_africa,3,0,-1.2250148043851128,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
663,south_africa,3,0,-3.388352507877222,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
664,south_africa,1,0,-1.0318436821667598,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
665,south_africa,2,0,-0.5168138745358786,NA,city of johannesburg metro,-26.2055,28.0499,city of johannesburg metropolitan municipality
667,south_africa,8,0,-0.8127453334783457,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
668,south_africa,4,0,0.6764266659076563,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
669,south_africa,3,0,-0.9739722408460196,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
670,south_africa,4,0,0.27646391876111065,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
671,south_africa,5,0,-0.6966172427822921,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
672,south_africa,5,0,1.8741845362318255,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
673,south_africa,7,0,1.447028004286847,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
674,south_africa,6,1,-0.5371901791635493,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
675,south_africa,4,0,-0.4312278293140609,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
676,south_africa,5,0,-0.275857582569926,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
677,south_africa,6,0,-0.9933143889710999,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
678,south_africa,8,0,-1.573885186785912,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
679,south_africa,1,1,-0.12297800928279068,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
680,south_africa,2,0,-1.6650772947985433,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
