house,country,hh_size,migrant_num,wealth_index,remit,municipality,lat,long,district
891,south_africa,7,0,1.7393320100470155,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
892,south_africa,2,0,2.726555928542428,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
893,south_africa,2,0,2.73426178718156,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
894,south_africa,2,0,2.73426178718156,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
895,south_africa,2,0,1.417581730477692,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
896,south_africa,3,0,2.718850069903296,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
897,south_africa,3,0,2.2916935379583174,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
898,south_africa,2,0,0.5061320886004114,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
899,south_africa,2,0,1.8413134363608343,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
900,south_africa,4,0,2.9745747673063514,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
901,south_africa,3,0,2.302733703390168,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
902,south_africa,4,0,3.410293364405921,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
903,south_africa,2,0,1.7292961608699116,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
904,south_africa,3,0,2.707291281944598,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
905,south_africa,2,0,1.8356552430361657,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
906,south_africa,2,0,1.864226188581972,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
907,south_africa,2,1,1.8433611016752975,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
908,south_africa,3,0,1.8565203299428397,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
909,south_africa,3,0,1.8163905964383356,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
910,south_africa,2,0,1.282096142209624,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
911,south_africa,2,0,2.7308369611197234,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
912,south_africa,4,0,2.948888571842578,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
913,south_africa,2,0,2.2938952118552125,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
914,south_africa,2,0,2.7370639175957896,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
915,south_africa,4,0,3.417143016529594,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
916,south_africa,4,0,3.417143016529594,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
917,south_africa,5,0,2.966012702151761,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
918,south_africa,5,0,3.414574396983217,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
919,south_africa,3,0,2.726555928542428,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
920,south_africa,4,0,3.410293364405921,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
921,south_africa,2,0,1.404371687096323,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
922,south_africa,3,0,1.0702288988136144,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
923,south_africa,2,0,2.3071052552365816,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
924,south_africa,3,0,3.4325547338078577,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
925,south_africa,4,0,3.292487467003043,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
926,south_africa,4,0,2.696588700501359,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
927,south_africa,2,0,1.8413134363608343,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
928,south_africa,4,0,3.282212988817534,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
929,south_africa,2,1,2.317379733422091,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
930,south_africa,3,1,2.718850069903296,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
931,south_africa,2,1,2.73426178718156,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
932,south_africa,2,1,2.2993993965974497,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
933,south_africa,3,1,3.4209959458491603,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
934,south_africa,1,1,1.852167797262877,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
935,south_africa,4,1,3.299826379992693,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
936,south_africa,4,0,2.662340439882995,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
937,south_africa,3,0,3.4325547338078577,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
938,south_africa,3,0,2.9938394139041815,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
939,south_africa,4,0,3.417143016529594,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
940,south_africa,3,0,2.2801347499996196,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
941,south_africa,4,1,2.703438352625032,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
942,south_africa,2,0,2.550737067688101,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
943,south_africa,3,0,2.2801347499996196,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
944,south_africa,2,0,1.8433611016752975,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
945,south_africa,4,1,2.7137128308105414,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
946,south_africa,1,1,2.745820575140258,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
947,south_africa,2,1,2.73426178718156,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
948,south_africa,3,1,3.4325547338078577,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
949,south_africa,2,1,2.5993317594694996,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
950,south_africa,3,1,2.2993993965974497,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
951,south_africa,1,1,2.745820575140258,1,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
952,south_africa,3,0,2.6990350048312424,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
953,south_africa,3,0,2.2916935379583174,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
954,south_africa,2,0,2.7370639175957896,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
955,south_africa,2,0,2.309907385650811,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
956,south_africa,2,0,2.7308369611197234,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
957,south_africa,2,0,2.7308369611197234,NA,city of tshwane metro,-25.74428048,28.19396787,city of tshwane metropolitan municipality
958,south_africa,4,0,1.138793658721567,NA,kungwini,-25.86781,28.68943,metsweding district municipality
960,south_africa,2,0,-2.5546008195574323,NA,kungwini,-25.86781,28.68943,metsweding district municipality
961,south_africa,2,0,-2.862835165122713,NA,kungwini,-25.86781,28.68943,metsweding district municipality
962,south_africa,1,1,-2.8712942918090363,1,kungwini,-25.86781,28.68943,metsweding district municipality
963,south_africa,2,0,-3.580998973855522,NA,kungwini,-25.86781,28.68943,metsweding district municipality
964,south_africa,1,0,-1.5060708396179503,NA,kungwini,-25.86781,28.68943,metsweding district municipality
965,south_africa,2,0,2.7308369611197234,NA,kungwini,-25.86781,28.68943,metsweding district municipality
966,south_africa,4,0,3.410293364405921,NA,kungwini,-25.86781,28.68943,metsweding district municipality
967,south_africa,2,0,2.73426178718156,NA,kungwini,-25.86781,28.68943,metsweding district municipality
968,south_africa,2,0,1.8413134363608343,NA,kungwini,-25.86781,28.68943,metsweding district municipality
969,south_africa,3,0,3.40173129925133,NA,kungwini,-25.86781,28.68943,metsweding district municipality
970,south_africa,6,0,-2.845608096345263,NA,merafong city,-26.4169,27.3995,west rand district municipality
971,south_africa,13,0,0.33463046763340953,NA,merafong city,-26.4169,27.3995,west rand district municipality
972,south_africa,3,0,-0.2579942199574261,NA,merafong city,-26.4169,27.3995,west rand district municipality
973,south_africa,7,0,-1.8435902391555328,NA,merafong city,-26.4169,27.3995,west rand district municipality
974,south_africa,6,1,-0.33505280634874646,1,merafong city,-26.4169,27.3995,west rand district municipality
975,south_africa,3,0,0.5575044795279581,NA,merafong city,-26.4169,27.3995,west rand district municipality
976,south_africa,7,0,-3.385018201084504,NA,merafong city,-26.4169,27.3995,west rand district municipality
977,south_africa,6,0,-1.7564337438624904,NA,merafong city,-26.4169,27.3995,west rand district municipality
979,south_africa,3,0,-1.2028746430359487,NA,merafong city,-26.4169,27.3995,west rand district municipality
980,south_africa,2,0,-0.304825260432498,NA,merafong city,-26.4169,27.3995,west rand district municipality
981,south_africa,5,0,2.0644094352022595,NA,merafong city,-26.4169,27.3995,west rand district municipality
982,south_africa,5,0,-0.5596588066329278,NA,merafong city,-26.4169,27.3995,west rand district municipality
983,south_africa,2,0,0.8549396102646457,NA,merafong city,-26.4169,27.3995,west rand district municipality
984,south_africa,4,0,-0.961129143114133,NA,merafong city,-26.4169,27.3995,west rand district municipality
985,south_africa,2,0,2.286556298865563,NA,merafong city,-26.4169,27.3995,west rand district municipality
986,south_africa,1,0,0.9653963648751065,NA,merafong city,-26.4169,27.3995,west rand district municipality
987,south_africa,2,0,-0.3664721295455541,NA,merafong city,-26.4169,27.3995,west rand district municipality
988,south_africa,1,1,0.0054529680360762,1,merafong city,-26.4169,27.3995,west rand district municipality
989,south_africa,4,0,-0.5050049333065824,NA,merafong city,-26.4169,27.3995,west rand district municipality
990,south_africa,4,0,1.2436014553380577,NA,merafong city,-26.4169,27.3995,west rand district municipality
991,south_africa,3,1,0.9076024250816166,1,merafong city,-26.4169,27.3995,west rand district municipality
992,south_africa,4,0,-0.1032585479819238,NA,merafong city,-26.4169,27.3995,west rand district municipality
993,south_africa,3,0,-1.32073587960696,NA,merafong city,-26.4169,27.3995,west rand district municipality
994,south_africa,5,0,0.19984864994518461,NA,merafong city,-26.4169,27.3995,west rand district municipality
995,south_africa,8,0,-1.1694483007226888,NA,merafong city,-26.4169,27.3995,west rand district municipality
996,south_africa,5,0,0.6366069488225721,NA,merafong city,-26.4169,27.3995,west rand district municipality
997,south_africa,1,0,-0.7912770164227128,NA,merafong city,-26.4169,27.3995,west rand district municipality
998,south_africa,2,0,-0.07160561835524393,1,merafong city,-26.4169,27.3995,west rand district municipality
999,south_africa,5,0,0.6044217029656052,1,merafong city,-26.4169,27.3995,west rand district municipality
1000,south_africa,2,0,-0.8583843612590395,NA,merafong city,-26.4169,27.3995,west rand district municipality
1001,south_africa,5,0,1.4645585489869848,NA,merafong city,-26.4169,27.3995,west rand district municipality
1002,south_africa,3,0,-0.011206120986216733,NA,merafong city,-26.4169,27.3995,west rand district municipality
1003,south_africa,7,0,-0.23727546498034663,NA,kungwini,-25.86781,28.68943,metsweding district municipality
1004,south_africa,4,0,-1.16661870682432,NA,kungwini,-25.86781,28.68943,metsweding district municipality
1005,south_africa,1,0,0.04527268512116045,NA,kungwini,-25.86781,28.68943,metsweding district municipality
1006,south_africa,4,0,-0.7479896337098387,NA,kungwini,-25.86781,28.68943,metsweding district municipality
1007,south_africa,2,0,-1.0487574702533087,NA,kungwini,-25.86781,28.68943,metsweding district municipality
1008,south_africa,9,1,-1.2051480000199801,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1009,south_africa,5,0,-0.07031519446581969,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1010,south_africa,4,1,-0.03178590127015965,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1011,south_africa,4,2,-9.624667136316212e-4,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1012,south_africa,3,3,-1.07037297536242,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1013,south_africa,6,3,1.5134250680383308,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1014,south_africa,3,1,-2.658154782404742,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1015,south_africa,4,1,0.3345074959401033,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1016,south_africa,5,4,1.1921944580864172,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1017,south_africa,5,7,-1.862932387280613,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1018,south_africa,5,0,-0.5596588066329278,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1019,south_africa,6,3,0.13980222114097265,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1020,south_africa,4,1,-0.8091089934455551,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1021,south_africa,8,1,-0.8422069567344348,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1022,south_africa,5,1,-0.5853450020967012,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1024,south_africa,9,1,0.502955256984445,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1025,south_africa,3,0,-0.38188384682381815,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1026,south_africa,8,1,-1.0345182730106282,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1027,south_africa,1,0,-1.292304495313022,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1028,south_africa,3,1,1.9102147608923692,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1029,south_africa,1,0,-0.285101821793284,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1030,south_africa,6,1,-0.7510984643652896,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1031,south_africa,6,0,0.6819187626344027,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1032,south_africa,4,1,-0.749949710002969,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1033,south_africa,7,1,-1.5342949437815656,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1034,south_africa,4,1,-0.5545215675401731,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1035,south_africa,6,1,1.5662652415638076,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1036,south_africa,4,1,-0.5192947851898553,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1037,south_africa,6,1,0.8591147842361025,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1038,south_africa,5,1,-1.592166385102306,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1039,south_africa,1,1,1.5735053021546892,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1040,south_africa,8,2,-0.5805559303632428,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1041,south_africa,3,0,-0.8266186701723837,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1042,south_africa,6,0,-0.8023717651833607,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1044,south_africa,2,2,-0.18235703993819052,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1045,south_africa,6,0,2.936045474110691,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1046,south_africa,5,0,0.36485801354965786,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1047,south_africa,2,0,-1.375862132097536,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1048,south_africa,2,0,-2.290088919225591,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1049,south_africa,3,0,-1.630031174980927,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1050,south_africa,2,0,-0.6130596059977784,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1051,south_africa,2,0,-2.0294731030248285,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1052,south_africa,3,0,-3.1518823656174133,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1053,south_africa,4,2,-0.8340320030275352,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1054,south_africa,3,0,-2.087344544345569,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1055,south_africa,3,3,0.3763392999811056,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1056,south_africa,5,0,-0.6966172427822921,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1057,south_africa,5,1,-0.5681862654634253,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1058,south_africa,5,1,-1.0125015340416796,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1059,south_africa,4,0,-0.15378609439238441,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1060,south_africa,3,1,-2.7760160189757537,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1061,south_africa,4,0,0.2723249622098973,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1062,south_africa,8,2,0.38137056777636935,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1063,south_africa,2,2,-1.353982075272614,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1064,south_africa,4,0,-3.305999538400054,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1065,south_africa,3,0,-1.0605924425704276,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1066,south_africa,1,0,-2.1616579419067246,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1067,south_africa,2,0,-2.862835165122713,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1068,south_africa,2,0,-2.164403130736889,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1069,south_africa,4,0,-2.4726374763021695,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1070,south_africa,3,0,0.9186107945660911,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1071,south_africa,3,0,-1.6048156396149669,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1072,south_africa,2,1,-0.9487056001525574,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1073,south_africa,7,0,-3.094010924296673,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1074,south_africa,1,1,-1.8753559302421887,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1075,south_africa,4,0,-1.4928266185365155,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1076,south_africa,6,0,0.4691103847394109,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1077,south_africa,9,4,-1.0565350119795769,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1078,south_africa,1,0,-0.3243452234154398,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1079,south_africa,1,0,-2.750028962020228,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1080,south_africa,1,0,-1.2062089498286668,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1081,south_africa,2,0,-2.103786500585984,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1082,south_africa,1,0,-0.6080921655110847,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1083,south_africa,1,0,-3.3035880628467695,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1084,south_africa,1,0,-3.4268818010728817,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1085,south_africa,2,0,-3.1538424419105433,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1086,south_africa,6,0,-2.735213368796062,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1087,south_africa,4,1,0.9166073473510108,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1088,south_africa,3,2,0.9332886205453901,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1089,south_africa,8,1,0.6442414200506893,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1090,south_africa,14,2,0.63396694186518,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1091,south_africa,3,2,-0.7770810074922493,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1092,south_africa,3,5,-0.9161783010525296,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1093,south_africa,8,0,-0.6452448518547453,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1094,south_africa,7,1,0.4628511027296428,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1095,south_africa,3,0,-2.1835902758074686,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1096,south_africa,4,2,-0.09077741397888947,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1097,south_africa,3,1,-0.5938724609271987,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1098,south_africa,3,0,-1.971756664758589,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1099,south_africa,1,0,-0.45691402477783427,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1100,south_africa,4,0,-0.20154418500877025,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1101,south_africa,2,0,0.43110191064639514,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1102,south_africa,3,0,2.8481721984247885,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1103,south_africa,3,0,-0.9354429476503596,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1104,south_africa,3,1,0.19000653092091724,1,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1105,south_africa,7,0,-1.2799332294272687,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1106,south_africa,9,0,-2.055578853258913,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1107,south_africa,8,1,-2.190353877916473,1,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1108,south_africa,9,0,-2.955901592846395,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1109,south_africa,2,0,-2.281561460395094,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1110,south_africa,3,0,-1.7280023595685525,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1111,south_africa,2,0,-1.480373147026534,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1112,south_africa,2,0,-0.6130596059977784,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1113,south_africa,2,0,-2.862835165122713,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1114,south_africa,1,0,-2.7087179923400724,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1115,south_africa,1,0,-2.87332270024634,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1116,south_africa,1,0,-2.1551588915135307,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1117,south_africa,1,0,-0.7692918581280492,NA,NA,NA,NA,NA
1118,south_africa,6,0,-0.7510984643652896,NA,NA,NA,NA,NA
1119,south_africa,2,0,-0.03211871918252182,NA,NA,NA,NA,NA
1120,south_africa,5,0,-1.1028227729351976,NA,NA,NA,NA,NA
1121,south_africa,1,0,-0.8175817110793483,NA,NA,NA,NA,NA
1122,south_africa,7,0,-0.28230380856920023,NA,NA,NA,NA,NA
1123,south_africa,2,0,-0.06397114712712659,1,greater letaba,-23.5117,30.2746,mopani district municipality
1124,south_africa,5,0,-1.1028227729351976,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1125,south_africa,3,0,-0.9615486978844441,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1126,south_africa,2,0,-1.785873800889293,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1127,south_africa,6,0,1.276902990171845,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1128,south_africa,2,0,0.9457487823300667,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1129,south_africa,7,0,-0.19240212444599347,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1130,south_africa,2,0,-0.7821349558599359,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1131,south_africa,5,0,-1.862932387280613,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1132,south_africa,8,0,0.6735970720092875,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1133,south_africa,4,0,0.7469862019057827,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1134,south_africa,4,0,-2.0170495600632528,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1135,south_africa,5,0,-0.956044513142207,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1136,south_africa,5,0,1.1560207274990162,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1137,south_africa,2,0,0.07095888058493383,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1138,south_africa,3,0,1.7817142325622413,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1139,south_africa,7,0,0.12233127151248058,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1140,south_africa,4,0,1.197331697179172,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1141,south_africa,6,0,-0.7973336162000817,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1142,south_africa,5,0,-0.8270857979215392,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
