house,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long
337,mityana,nabutaka/mpiriggwa,senegal,4,0,-0.853016511288974,NA,0.48333,32.16667
338,mityana,nabutaka/mpiriggwa,senegal,11,0,-0.793290949699057,NA,0.48333,32.16667
340,mityana,nabutaka/mpiriggwa,senegal,1,0,-0.767183767177582,NA,0.48333,32.16667
341,mityana,kiyudaya a,senegal,4,1,3.86279214947078,0,0.469325,32.07691
342,mityana,kiyudaya a,senegal,9,1,3.16086103116561,1,0.469325,32.07691
343,mityana,kiyudaya a,senegal,9,3,2.24100798311109,1,0.469325,32.07691
345,mityana,kiyudaya a,senegal,5,0,3.28245741865675,NA,0.469325,32.07691
346,mityana,kiyudaya a,senegal,3,0,2.93148837425467,1,0.469325,32.07691
347,mityana,kiyudaya a,senegal,3,2,3.26792957093286,0,0.469325,32.07691
348,mityana,kiyudaya a,senegal,8,1,2.93843439179592,1,0.469325,32.07691
349,mityana,kiyudaya a,senegal,2,1,4.19169226427388,1,0.469325,32.07691
350,mityana,nkazebuku/kabayenga,senegal,5,0,-1.98358527095938,NA,0.27767,31.9483
351,mityana,nkazebuku/kabayenga,senegal,4,0,-0.936195860145458,NA,0.27767,31.9483
352,mityana,nkazebuku/kabayenga,senegal,5,1,-2.09087620109862,0,0.27767,31.9483
353,mityana,nkazebuku/kabayenga,senegal,9,1,-2.33133328890108,0,0.27767,31.9483
354,mityana,nkazebuku/kabayenga,senegal,12,1,-0.82938791436062,0,0.27767,31.9483
355,mityana,nkazebuku/kabayenga,senegal,6,0,-1.68758770806565,NA,0.27767,31.9483
356,mityana,nkazebuku/kabayenga,senegal,2,0,-0.317267014543387,NA,0.27767,31.9483
357,mityana,nkazebuku/kabayenga,senegal,7,0,-1.21189977296349,NA,0.27767,31.9483
358,mityana,nkazebuku/kabayenga,senegal,8,0,-1.24316657708479,NA,0.27767,31.9483
359,mityana,kiyudaya a,senegal,5,5,1.89840568309668,1,0.469325,32.07691
360,mityana,nkazebuku/kabayenga,senegal,3,0,-1.66699229096223,1,0.27767,31.9483
361,masaka,kisanje west,senegal,8,2,-0.446016130710474,1,-0.20285,31.83421
362,masaka,kisanje west,senegal,7,2,-0.394516484243639,0,-0.20285,31.83421
363,masaka,kisanje west,senegal,3,5,-0.621625461476274,1,-0.20285,31.83421
364,masaka,kisanje west,senegal,9,0,-0.686000019559818,NA,-0.20285,31.83421
365,masaka,kisanje west,senegal,5,0,-0.700305476911717,NA,-0.20285,31.83421
366,masaka,kisanje west,senegal,2,0,-0.600167275448426,1,-0.20285,31.83421
367,masaka,kisanje west,senegal,6,2,-1.46210255905185,0,-0.20285,31.83421
368,masaka,kisanje west,senegal,8,0,-1.54793530316324,NA,-0.20285,31.83421
369,masaka,kisanje west,senegal,4,1,-0.38879430130288,1,-0.20285,31.83421
370,masaka,kisanje west,senegal,8,0,-1.43349164434805,NA,-0.20285,31.83421
371,mpigi,ssabwe lci,senegal,5,1,1.92739858971955,0,0.21699,32.31852
372,mpigi,ssabwe lci,senegal,4,0,1.96602332456967,1,0.21699,32.31852
373,mpigi,ssabwe lci,senegal,13,0,2.75757253813263,NA,0.21699,32.31852
374,mpigi,ssabwe lci,senegal,4,5,3.14776372917691,1,0.21699,32.31852
375,mpigi,ssabwe lci,senegal,5,1,-0.703514363044649,0,0.21699,32.31852
376,mpigi,ssabwe lci,senegal,7,3,-0.757527306319311,1,0.21699,32.31852
377,mpigi,ssabwe lci,senegal,4,1,-0.643083647504122,0,0.21699,32.31852
378,mpigi,ssabwe lci,senegal,4,1,-0.617681618933257,0,0.21699,32.31852
379,mpigi,ssabwe lci,senegal,1,0,-2.09976385400869,NA,0.21699,32.31852
380,mpigi,ssabwe lci,senegal,5,2,-0.0235197995489068,1,0.21699,32.31852
381,kiboga,kigabwa,senegal,5,0,-0.32562789858254,NA,1.18112,31.46015
382,kiboga,kigabwa,senegal,10,0,-0.432237277124037,1,1.18112,31.46015
383,kiboga,kigabwa,senegal,2,4,-0.99731791268501,1,1.18112,31.46015
384,kiboga,kigabwa,senegal,9,0,-0.0933233421746075,1,1.18112,31.46015
385,kiboga,kigabwa,senegal,9,0,-0.556954273547594,NA,1.18112,31.46015
386,kiboga,kigabwa,senegal,6,0,-0.814749135726905,NA,1.18112,31.46015
387,kiboga,kigabwa,senegal,1,0,-0.988957028645856,NA,1.18112,31.46015
388,kiboga,kigabwa,senegal,5,0,-1.77822706364448,NA,1.18112,31.46015
389,kiboga,kigabwa,senegal,9,0,-2.53287141710867,NA,1.18112,31.46015
390,kiboga,kigabwa,senegal,1,0,-1.03187340070155,NA,1.18112,31.46015
391,mbale,busaja cell,senegal,3,3,-1.01809454711512,1,1.104642579,34.19942777
392,mbale,busaja cell,senegal,6,3,-1.5244643212087,0,1.104642579,34.19942777
393,mbale,busaja cell,senegal,6,2,-1.02673906492737,1,1.104642579,34.19942777
394,mbale,busaja cell,senegal,4,1,-0.367423371625491,1,1.104642579,34.19942777
395,mbale,busaja cell,senegal,5,0,-0.231137640586859,NA,1.104642579,34.19942777
396,mbale,busaja cell,senegal,11,1,0.0865068177701453,1,1.104642579,34.19942777
397,mbale,busaja cell,senegal,13,0,-0.866875301874159,NA,1.104642579,34.19942777
398,mbale,busaja cell,senegal,1,0,-0.486340571688152,NA,1.104642579,34.19942777
399,mbale,busaja cell,senegal,10,1,0.413033289555121,1,1.104642579,34.19942777
400,mbale,busaja cell,senegal,5,0,-1.2352861657091,NA,1.104642579,34.19942777
401,wakiso,katabi busambaga,senegal,3,2,2.48955189883175,0,0.08927,32.46758
402,wakiso,katabi busambaga,senegal,2,1,1.99177314780309,0,0.08927,32.46758
403,wakiso,katabi busambaga,senegal,4,0,3.13263099823042,NA,0.08927,32.46758
404,wakiso,katabi busambaga,senegal,1,1,3.01936240767238,1,0.08927,32.46758
405,wakiso,katabi busambaga,senegal,2,1,3.92309746072074,0,0.08927,32.46758
406,wakiso,katabi busambaga,senegal,3,0,3.83726471660935,NA,0.08927,32.46758
407,wakiso,katabi busambaga,senegal,1,0,3.45964405868285,NA,0.08927,32.46758
408,wakiso,katabi busambaga,senegal,3,2,2.5179695310519,0,0.08927,32.46758
409,wakiso,katabi busambaga,senegal,3,0,3.88018108866505,NA,0.08927,32.46758
410,wakiso,katabi busambaga,senegal,4,1,2.95069621238327,0,0.08927,32.46758
411,kampala,kironde,senegal,1,1,1.87286645562621,0,0.29088,32.56056
412,kampala,kironde,senegal,2,1,2.82419744411543,0,0.29088,32.56056
413,kampala,kironde,senegal,1,0,0.569301489682698,NA,0.29088,32.56056
414,kampala,kironde,senegal,6,0,1.22200199765294,NA,0.29088,32.56056
415,kampala,kironde,senegal,5,0,1.4460040203194,NA,0.29088,32.56056
416,kampala,kironde,senegal,9,0,1.03865803544298,NA,0.29088,32.56056
417,kampala,kironde,senegal,4,0,3.57989188856574,NA,0.29088,32.56056
418,kampala,kironde,senegal,4,0,1.28626290643606,NA,0.29088,32.56056
419,kampala,kironde,senegal,5,2,0.44055237351561,1,0.29088,32.56056
420,kampala,kironde,senegal,2,0,1.45792839465884,NA,0.29088,32.56056
421,kampala,aggrey zone a,senegal,1,1,1.54376113877023,0,0.347704,32.57887
422,kampala,aggrey zone a,senegal,8,0,-0.961012595378824,NA,0.347704,32.57887
423,kampala,aggrey zone a,senegal,2,0,2.50674169519385,1,0.347704,32.57887
424,kampala,aggrey zone a,senegal,2,1,1.82235800747956,0,0.347704,32.57887
425,kampala,aggrey zone a,senegal,2,0,1.45792839465884,NA,0.347704,32.57887
426,kampala,aggrey zone a,senegal,7,1,3.53674676485799,0,0.347704,32.57887
427,kampala,aggrey zone a,senegal,5,0,4.10585952016249,NA,0.347704,32.57887
428,kampala,aggrey zone a,senegal,6,0,3.35039382736424,NA,0.347704,32.57887
429,kampala,aggrey zone a,senegal,3,0,1.50084476671453,NA,0.347704,32.57887
430,kampala,aggrey zone a,senegal,4,1,0.483468745571306,1,0.347704,32.57887
431,wakiso,ggangu,senegal,4,0,3.56272533974346,NA,0.25243,32.58863
432,wakiso,ggangu,senegal,5,0,2.86448147635281,NA,0.25243,32.58863
433,wakiso,ggangu,senegal,2,2,1.97093373280187,0,0.25243,32.58863
434,wakiso,ggangu,senegal,2,1,1.54576022986362,0,0.25243,32.58863
435,wakiso,ggangu,senegal,1,2,2.56313625100685,0,0.25243,32.58863
436,wakiso,ggangu,senegal,3,1,3.58418352577131,1,0.25243,32.58863
437,wakiso,ggangu,senegal,3,1,1.30150335242245,0,0.25243,32.58863
438,wakiso,ggangu,senegal,1,2,2.05676647691326,0,0.25243,32.58863
439,wakiso,ggangu,senegal,2,1,2.77570565264409,0,0.25243,32.58863
440,wakiso,ggangu,senegal,2,0,1.68803347189683,NA,0.25243,32.58863
441,kampala,kawaala,senegal,1,0,3.16124191293422,NA,0.23455,31.64268
442,kampala,kawaala,senegal,2,1,1.81605016773686,0,0.23455,31.64268
443,kampala,kawaala,senegal,2,0,2.79250890791778,NA,0.23455,31.64268
444,kampala,kawaala,senegal,5,0,0.44055237351561,NA,0.23455,31.64268
445,kampala,kawaala,senegal,4,0,2.20870870334232,NA,0.23455,31.64268
446,kampala,kawaala,senegal,3,1,-0.0310545201439236,0,0.23455,31.64268
447,kampala,kawaala,senegal,1,0,3.86165480213419,1,0.23455,31.64268
448,kampala,kawaala,senegal,6,0,3.54555879092119,NA,0.23455,31.64268
449,kampala,kawaala,senegal,1,0,1.90188291184825,NA,0.23455,31.64268
450,kampala,kawaala,senegal,2,0,2.0989504286419,NA,0.23455,31.64268
451,wakiso,maganjo b lc 1,senegal,3,0,2.51388848960927,NA,0.39521,32.54295
452,wakiso,maganjo b lc 1,senegal,1,0,1.94479928390395,NA,0.39521,32.54295
453,wakiso,maganjo b lc 1,senegal,2,0,3.07540916882282,NA,0.39521,32.54295
454,wakiso,maganjo b lc 1,senegal,5,0,2.10300792048535,NA,0.39521,32.54295
455,wakiso,maganjo b lc 1,senegal,4,0,0.556667617051722,NA,0.39521,32.54295
456,wakiso,maganjo b lc 1,senegal,2,0,1.31846469919185,NA,0.39521,32.54295
457,wakiso,maganjo b lc 1,senegal,2,0,2.20276413002957,NA,0.39521,32.54295
458,wakiso,maganjo b lc 1,senegal,4,0,3.07540916882282,NA,0.39521,32.54295
459,wakiso,maganjo b lc 1,senegal,6,0,2.93352966356099,NA,0.39521,32.54295
460,wakiso,maganjo b lc 1,senegal,8,0,-0.411460642693932,NA,0.39521,32.54295
461,kamwenge,mabale 1,senegal,2,0,-1.00326248599775,NA,1.04222,30.89028
462,kamwenge,mabale 1,senegal,5,0,-2.48280231637702,NA,1.04222,30.89028
463,kamwenge,mabale 1,senegal,4,0,-1.29760711278431,NA,1.04222,30.89028
464,kamwenge,mabale 1,senegal,5,0,-2.48280231637702,NA,1.04222,30.89028
465,kamwenge,mabale 1,senegal,3,0,-1.72214319608219,NA,1.04222,30.89028
466,kamwenge,mabale 1,senegal,5,0,-2.41127502961753,NA,1.04222,30.89028
467,kamwenge,mabale 1,senegal,3,0,-1.82114343570018,NA,1.04222,30.89028
468,kamwenge,mabale 1,senegal,4,1,-1.29760711278431,0,1.04222,30.89028
469,kamwenge,mabale 1,senegal,4,0,-1.96212708493153,NA,1.04222,30.89028
470,kamwenge,mabale 1,senegal,5,0,-1.04488926525159,NA,1.04222,30.89028
472,kampala,kifumbira lc 1,senegal,3,1,3.35039382736424,1,0.34489,32.58444
473,kampala,kifumbira lc 1,senegal,8,2,2.73528707851019,1,0.34489,32.58444
474,kampala,kifumbira lc 1,senegal,6,2,3.9914158613473,1,0.34489,32.58444
475,kampala,kifumbira lc 1,senegal,3,0,3.88018108866505,NA,0.34489,32.58444
476,kampala,kifumbira lc 1,senegal,5,0,2.86448147635281,NA,0.34489,32.58444
477,kampala,kifumbira lc 1,senegal,7,0,3.44828168092828,NA,0.34489,32.58444
478,kampala,kifumbira lc 1,senegal,8,3,-0.17410909366291,1,0.34489,32.58444
479,kampala,kifumbira lc 1,senegal,7,3,0.828493216660636,0,0.34489,32.58444
480,kampala,kifumbira lc 1,senegal,8,4,3.79412595418167,1,0.34489,32.58444
481,lira,akono,senegal,7,0,-1.21924310535139,NA,2.48815,32.8787
482,lira,akono,senegal,4,1,-1.03534308406434,1,2.48815,32.8787
483,lira,akono,senegal,3,1,-0.814749135726905,1,2.48815,32.8787
484,lira,akono,senegal,13,7,-0.795054816716064,1,2.48815,32.8787
485,lira,akono,senegal,7,0,-0.889818629901147,NA,2.48815,32.8787
486,lira,akono,senegal,6,0,-1.39090859357417,NA,2.48815,32.8787
487,lira,akono,senegal,9,2,-1.59085167521894,1,2.48815,32.8787
488,lira,akono,senegal,6,1,-1.47674133768556,1,2.48815,32.8787
489,lira,akono,senegal,4,0,-1.56257408179695,NA,2.48815,32.8787
490,lira,akono,senegal,8,0,-1.56257408179695,NA,2.48815,32.8787
491,lira,oloro,senegal,8,0,-1.78772590952894,NA,2.40947,33.00955
492,lira,oloro,senegal,6,0,-1.60703477437482,NA,2.40947,33.00955
493,lira,oloro,senegal,8,0,-2.25117931156683,NA,2.40947,33.00955
494,lira,oloro,senegal,7,0,-1.36811632331881,NA,2.40947,33.00955
495,lira,oloro,senegal,5,1,-1.30662016998495,0,2.40947,33.00955
496,lira,oloro,senegal,4,0,-1.73050408012134,NA,2.40947,33.00955
497,lira,oloro,senegal,10,0,-1.84494773893653,NA,2.40947,33.00955
498,lira,oloro,senegal,1,3,-2.09976385400869,1,2.40947,33.00955
499,lira,oloro,senegal,4,0,-1.25481614501918,NA,2.40947,33.00955
500,lira,oloro,senegal,3,0,-1.36177107510491,NA,2.40947,33.00955
501,wakiso,lwadda bb,senegal,6,1,2.29250762957792,1,0.45274,32.52671
502,wakiso,lwadda bb,senegal,4,1,3.53411442503967,0,0.45274,32.52671
503,wakiso,lwadda bb,senegal,8,1,3.53411442503967,0,0.45274,32.52671
504,wakiso,lwadda bb,senegal,5,1,1.28637655573649,0,0.45274,32.52671
505,wakiso,lwadda bb,senegal,5,0,-1.08909523010915,NA,0.45274,32.52671
506,wakiso,lwadda bb,senegal,2,0,3.29676287600864,NA,0.45274,32.52671
507,wakiso,lwadda bb,senegal,1,0,2.18478317275329,NA,0.45274,32.52671
508,wakiso,lwadda bb,senegal,1,0,2.18478317275329,NA,0.45274,32.52671
509,wakiso,lwadda bb,senegal,2,0,3.07540916882282,NA,0.45274,32.52671
510,wakiso,lwadda bb,senegal,1,0,2.22769954480899,NA,0.45274,32.52671
511,wakiso,namasuba central a,senegal,5,0,2.10857050187903,NA,0.2698,32.5691
512,wakiso,namasuba central a,senegal,3,0,2.83542527997348,NA,0.2698,32.5691
513,wakiso,namasuba central a,senegal,4,1,2.15148687393472,0,0.2698,32.5691
514,wakiso,namasuba central a,senegal,6,1,3.51980896768777,1,0.2698,32.5691
515,wakiso,namasuba central a,senegal,5,1,3.8587229026372,0,0.2698,32.5691
516,wakiso,namasuba central a,senegal,3,1,2.1418668006976,0,0.2698,32.5691
517,wakiso,namasuba central a,senegal,2,0,2.0989504286419,NA,0.2698,32.5691
518,wakiso,namasuba central a,senegal,1,0,2.18478317275329,NA,0.2698,32.5691
519,wakiso,namasuba central a,senegal,2,0,3.07540916882282,NA,0.2698,32.5691
520,wakiso,namasuba central a,senegal,2,0,3.90879200336884,NA,0.2698,32.5691
521,jinja,katende east a,senegal,6,0,2.14592429254104,NA,0.46768,33.23175
522,jinja,katende east a,senegal,7,0,3.11915281447312,NA,0.46768,33.23175
523,jinja,katende east a,senegal,7,1,-0.0664361716046026,0,0.46768,33.23175
524,jinja,katende east a,senegal,7,0,0.596336466476358,NA,0.46768,33.23175
525,jinja,katende east a,senegal,3,0,2.99361258443896,1,0.46768,33.23175
527,jinja,katende east a,senegal,6,1,0.672686945450875,1,0.46768,33.23175
528,jinja,katende east a,senegal,11,0,3.93419403193971,NA,0.46768,33.23175
529,jinja,katende east a,senegal,6,0,-0.764240687580257,NA,0.46768,33.23175
530,jinja,katende east a,senegal,5,0,-0.0235197995489068,NA,0.46768,33.23175
531,masaka,nanfabirye,senegal,7,1,-1.40488072964425,0,-0.04623,31.62112
532,masaka,nanfabirye,senegal,5,6,-2.01934891433913,1,-0.04623,31.62112
533,masaka,nanfabirye,senegal,4,1,-0.728916391615514,0,-0.04623,31.62112
534,masaka,nanfabirye,senegal,4,0,0.286401228777658,NA,-0.04623,31.62112
535,masaka,nanfabirye,senegal,4,5,-0.625917098681844,0,-0.04623,31.62112
536,masaka,nanfabirye,senegal,8,3,-0.671694562207919,1,-0.04623,31.62112
537,masaka,nanfabirye,senegal,7,8,0.317070544231512,1,-0.04623,31.62112
538,masaka,nanfabirye,senegal,5,5,-1.98358527095938,0,-0.04623,31.62112
539,masaka,nanfabirye,senegal,5,0,-0.700305476911717,NA,-0.04623,31.62112
540,masaka,nanfabirye,senegal,9,1,-1.33335344288476,0,-0.04623,31.62112
541,budaka,kavule,senegal,5,1,-0.373199251149126,1,1.10215,33.5512
542,budaka,kavule,senegal,4,2,-1.62750478718767,0,1.10215,33.5512
543,budaka,kavule,senegal,11,0,-1.39343636376273,NA,1.10215,33.5512
544,budaka,kavule,senegal,2,1,-0.922230669578095,0,1.10215,33.5512
545,budaka,kavule,senegal,7,1,-1.42921732042178,1,1.10215,33.5512
546,budaka,kavule,senegal,4,0,-2.04795982904293,NA,1.10215,33.5512
547,budaka,kavule,senegal,10,1,-0.700305476911717,0,1.10215,33.5512
548,budaka,kavule,senegal,6,1,-0.728916391615514,1,1.10215,33.5512
549,budaka,kavule,senegal,5,1,-0.771832763671209,0,1.10215,33.5512
550,budaka,kavule,senegal,8,0,-1.249591623061,NA,1.10215,33.5512
551,mbale,bumakika ii,senegal,4,0,-1.09336955403542,NA,0.85729,34.20117
552,mbale,bumakika ii,senegal,7,0,-1.2062359035903,NA,0.85729,34.20117
553,mbale,bumakika ii,senegal,3,0,-0.494507922181816,NA,0.85729,34.20117
554,mbale,bumakika ii,senegal,8,0,-0.786138221023108,NA,0.85729,34.20117
555,mbale,bumakika ii,senegal,9,0,-1.82255666815607,NA,0.85729,34.20117
556,mbale,bumakika ii,senegal,7,0,-2.64016234724791,NA,0.85729,34.20117
557,mbale,bumakika ii,senegal,1,0,-2.14268022606439,NA,0.85729,34.20117
558,mbale,bumakika ii,senegal,5,0,-0.994439507935331,NA,0.85729,34.20117
559,mbale,bumakika ii,senegal,4,0,-1.31477366160659,1,0.85729,34.20117
560,mbale,bumakika ii,senegal,9,0,-0.718081232135114,NA,0.85729,34.20117
561,kabarole,kyegobe cell,senegal,6,2,-0.745660906302088,0,0.62902,30.28624
562,kabarole,kyegobe cell,senegal,8,3,2.93843439179592,1,0.62902,30.28624
563,kabarole,kyegobe cell,senegal,4,1,-1.88002983071854,0,0.62902,30.28624
564,kabarole,kyegobe cell,senegal,2,0,-0.674133619542595,NA,0.62902,30.28624
565,kabarole,kyegobe cell,senegal,4,1,-2.34348323275643,0,0.62902,30.28624
566,kabarole,kyegobe cell,senegal,6,3,1.9059404036917,1,0.62902,30.28624
567,kabarole,kyegobe cell,senegal,3,1,-1.95622394120915,0,0.62902,30.28624
568,kabarole,kyegobe cell,senegal,6,5,-0.0449779855767546,0,0.62902,30.28624
569,kabarole,kyegobe cell,senegal,2,0,-2.17181774453365,NA,0.62902,30.28624
570,kabarole,kyegobe cell,senegal,9,0,-0.874410022469176,NA,0.62902,30.28624
571,kasese,kamaiba central c,senegal,5,1,0.293935949372675,1,0.16271,30.07359
572,kasese,kamaiba central c,senegal,3,2,0.948881448788569,1,0.16271,30.07359
573,kasese,kamaiba central c,senegal,7,0,1.52005260484313,NA,0.16271,30.07359
574,kasese,kamaiba central c,senegal,6,0,0.661037377516476,NA,0.16271,30.07359
575,kasese,kamaiba central c,senegal,2,2,1.7213297707154,0,0.16271,30.07359
576,kasese,kamaiba central c,senegal,3,1,2.87834165202918,1,0.16271,30.07359
577,kasese,kamaiba central c,senegal,8,0,0.569683481601765,NA,0.16271,30.07359
578,kasese,kamaiba central c,senegal,7,0,0.181139793335693,NA,0.16271,30.07359
579,kasese,kamaiba central c,senegal,3,2,0.280838647383981,1,0.16271,30.07359
580,kasese,kamaiba central c,senegal,6,1,1.21032352366576,1,0.16271,30.07359
581,kasese,misika lc1,senegal,5,0,-1.03240000446701,NA,0.272082,30.03133
582,kasese,misika lc1,senegal,4,4,-0.693046722102581,1,0.272082,30.03133
583,kasese,misika lc1,senegal,4,0,-1.70836434249575,NA,0.272082,30.03133
584,kasese,misika lc1,senegal,6,0,-1.79419708660714,NA,0.272082,30.03133
585,kasese,misika lc1,senegal,5,0,-1.8289599670412,NA,0.272082,30.03133
586,kasese,misika lc1,senegal,5,0,-1.03240000446701,NA,0.272082,30.03133
587,kasese,misika lc1,senegal,7,0,-0.417931819772139,NA,0.272082,30.03133
588,kasese,misika lc1,senegal,4,0,-1.43863157709731,NA,0.272082,30.03133
589,kasese,misika lc1,senegal,3,0,-2.12890137247795,NA,0.272082,30.03133
590,kasese,misika lc1,senegal,9,0,-0.993757956337588,1,0.272082,30.03133
591,kasese,town centre i,senegal,4,0,1.17146464345351,NA,0.18066,30.08224
592,kasese,town centre i,senegal,4,0,0.0606813676898553,NA,0.18066,30.08224
593,kasese,town centre i,senegal,4,1,0.512461652194171,0,0.18066,30.08224
594,kasese,town centre i,senegal,2,2,0.807035030632788,1,0.18066,30.08224
595,kasese,town centre i,senegal,1,2,2.18478317275329,0,0.18066,30.08224
596,kasese,town centre i,senegal,1,2,1.54376113877023,0,0.18066,30.08224
597,kasese,town centre i,senegal,1,3,3.20415828498991,1,0.18066,30.08224
598,kasese,town centre i,senegal,6,5,1.77719128752461,0,0.18066,30.08224
599,kasese,town centre i,senegal,5,5,1.84466108244066,0,0.18066,30.08224
600,kasese,town centre i,senegal,1,0,0.598294396305562,NA,0.18066,30.08224
601,arua,vudrikali/aliso,senegal,15,1,-1.43382496562987,0,3.02379,31.11722
602,arua,vudrikali/aliso,senegal,9,0,-1.79419708660714,NA,3.02379,31.11722
603,arua,vudrikali/aliso,senegal,6,1,-0.621151302296044,0,3.02379,31.11722
604,arua,vudrikali/aliso,senegal,6,1,-0.389320905068341,0,3.02379,31.11722
605,arua,vudrikali/aliso,senegal,1,1,-1.76852925150067,0,3.02379,31.11722
606,arua,vudrikali/aliso,senegal,8,1,-0.719218579471702,0,3.02379,31.11722
607,arua,vudrikali/aliso,senegal,5,3,-1.15092470472483,0,3.02379,31.11722
608,arua,vudrikali/aliso,senegal,3,0,-2.27979022627063,NA,3.02379,31.11722
609,arua,vudrikali/aliso,senegal,3,0,-2.15104111010354,NA,3.02379,31.11722
610,arua,vudrikali/aliso,senegal,6,0,-1.06254955591727,NA,3.02379,31.11722
611,arua,pajulo/ombavu,senegal,11,1,-0.862273152990688,1,2.68333,30.87462
612,arua,pajulo/ombavu,senegal,6,1,-2.42558048696943,1,2.68333,30.87462
613,arua,pajulo/ombavu,senegal,8,1,-0.958011626237141,0,2.68333,30.87462
614,arua,pajulo/ombavu,senegal,9,5,-1.17520324483113,1,2.68333,30.87462
615,arua,pajulo/ombavu,senegal,9,1,-1.81633682423273,0,2.68333,30.87462
616,arua,pajulo/ombavu,senegal,2,6,-1.15650012414047,0,2.68333,30.87462
617,arua,pajulo/ombavu,senegal,3,1,0.145071734726913,1,2.68333,30.87462
618,arua,pajulo/ombavu,senegal,4,1,-1.40060640571798,1,2.68333,30.87462
619,arua,pajulo/ombavu,senegal,6,0,-2.04795982904293,1,2.68333,30.87462
620,arua,pajulo/ombavu,senegal,6,0,-1.0868861466948,NA,2.68333,30.87462
621,nebbi,yugu/rada/ogwok,senegal,4,1,-2.36562297038202,0,2.4535,30.90608
622,nebbi,yugu/rada/ogwok,senegal,8,1,-1.45782823512558,1,2.4535,30.90608
623,nebbi,yugu/rada/ogwok,senegal,6,1,-1.79419708660714,0,2.4535,30.90608
624,nebbi,yugu/rada/ogwok,senegal,8,1,-1.90216956834413,0,2.4535,30.90608
625,nebbi,yugu/rada/ogwok,senegal,3,1,-1.66776109891043,1,2.4535,30.90608
626,nebbi,yugu/rada/ogwok,senegal,5,1,0.311916906648952,0,2.4535,30.90608
627,nebbi,yugu/rada/ogwok,senegal,7,0,-1.1897600353379,NA,2.4535,30.90608
628,nebbi,yugu/rada/ogwok,senegal,8,0,-2.6830787193036,NA,2.4535,30.90608
629,nebbi,yugu/rada/ogwok,senegal,5,0,-1.77342045217704,NA,2.4535,30.90608
630,nebbi,yugu/rada/ogwok,senegal,2,0,-1.73939173303141,NA,2.4535,30.90608
631,nebbi,mvule/awanjiri/aleng,senegal,2,1,-2.14268022606439,0,1.06692,34.1898
632,nebbi,mvule/awanjiri/aleng,senegal,5,4,1.93416932647643,1,1.06692,34.1898
633,nebbi,mvule/awanjiri/aleng,senegal,2,1,-1.9110572212542,0,1.06692,34.1898
634,nebbi,mvule/awanjiri/aleng,senegal,2,1,-2.42558048696943,1,1.06692,34.1898
635,nebbi,mvule/awanjiri/aleng,senegal,4,1,-1.73050408012134,1,1.06692,34.1898
636,nebbi,mvule/awanjiri/aleng,senegal,4,1,-0.446016130710474,1,1.06692,34.1898
637,nebbi,mvule/awanjiri/aleng,senegal,6,2,-0.814749135726905,1,1.06692,34.1898
638,nebbi,mvule/awanjiri/aleng,senegal,4,0,-0.707018858172663,NA,1.06692,34.1898
639,nebbi,mvule/awanjiri/aleng,senegal,6,0,-0.721324315524562,NA,1.06692,34.1898
640,nebbi,mvule/awanjiri/aleng,senegal,3,0,-0.814749135726905,NA,1.06692,34.1898
641,nebbi,olyeko/kyera/ayila,senegal,4,0,-2.51141323108082,NA,2.35314,30.88857
642,nebbi,olyeko/kyera/ayila,senegal,2,0,-2.22851297017578,NA,2.35314,30.88857
643,nebbi,olyeko/kyera/ayila,senegal,3,0,-2.31434571428717,NA,2.35314,30.88857
644,nebbi,olyeko/kyera/ayila,senegal,5,1,-1.77342045217704,1,2.35314,30.88857
645,nebbi,olyeko/kyera/ayila,senegal,1,2,-2.38266411491373,0,2.35314,30.88857
646,nebbi,olyeko/kyera/ayila,senegal,4,1,-2.04795982904293,0,2.35314,30.88857
647,nebbi,olyeko/kyera/ayila,senegal,1,1,-0.985668344750612,0,2.35314,30.88857
648,nebbi,olyeko/kyera/ayila,senegal,4,0,-2.51141323108082,NA,2.35314,30.88857
649,nebbi,olyeko/kyera/ayila,senegal,4,0,-1.73939173303141,NA,2.35314,30.88857
650,nebbi,olyeko/kyera/ayila,senegal,7,0,-2.62312120271619,NA,2.35314,30.88857
651,wakiso,kamuli c a,senegal,10,1,2.15025708211371,0,0.34983,2.64256
652,wakiso,kamuli c a,senegal,3,0,0.391304612118035,NA,0.34983,2.64256
653,wakiso,kamuli c a,senegal,3,1,0.575204633405085,0,0.34983,2.64256
654,wakiso,kamuli c a,senegal,3,0,2.98957642471143,NA,0.34983,2.64256
655,wakiso,kamuli c a,senegal,1,0,3.16124191293422,NA,0.34983,2.64256
656,wakiso,kamuli c a,senegal,1,0,3.61994716915106,NA,0.34983,2.64256
657,wakiso,kamuli c a,senegal,4,0,0.378646495327689,NA,0.34983,2.64256
658,wakiso,kamuli c a,senegal,5,0,1.92739858971955,NA,0.34983,2.64256
659,wakiso,kamuli c a,senegal,5,1,2.4983808111547,1,0.34983,2.64256
660,wakiso,kamuli c a,senegal,2,0,-1.11770614481294,1,0.34983,2.64256
661,mukono,namumira b,senegal,5,1,0.92394603400915,0,0.58914,32.70173
662,mukono,namumira b,senegal,5,0,-1.94230047577632,1,0.58914,32.70173
663,mukono,namumira b,senegal,4,1,-0.15165014468937,0,0.58914,32.70173
664,mukono,namumira b,senegal,9,0,2.24100798311109,NA,0.58914,32.70173
