house,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long
1012,mayuge,nango beach,senegal,6,1,-1.25576617029407,0,0.19358,33.47831
1013,mayuge,nango beach,senegal,7,1,-0.699391970316484,0,0.19358,33.47831
1014,mayuge,nango beach,senegal,3,1,-1.6426557001847,0,0.19358,33.47831
1015,mayuge,nango beach,senegal,8,3,-1.43349164434805,0,0.19358,33.47831
1016,mayuge,nango beach,senegal,6,1,-1.83972321697835,0,0.19358,33.47831
1017,mayuge,nango beach,senegal,5,1,-2.09087620109862,0,0.19358,33.47831
1018,mayuge,nango beach,senegal,2,0,-0.481340426675218,NA,0.19358,33.47831
1019,mayuge,nango beach,senegal,7,0,0.244166408319705,NA,0.19358,33.47831
1020,mayuge,nango beach,senegal,4,0,-0.389320905068341,NA,0.19358,33.47831
1021,tororo,agururu a ward cell,senegal,5,0,0.185349442414317,NA,0.699084,34.17119
1022,tororo,agururu a ward cell,senegal,9,4,1.12983786419967,0,0.699084,34.17119
1023,tororo,agururu a ward cell,senegal,3,2,0.144491471108679,1,0.699084,34.17119
1024,tororo,agururu a ward cell,senegal,4,2,1.9202458610436,0,0.699084,34.17119
1025,tororo,agururu a ward cell,senegal,7,2,0.742215141116979,1,0.699084,34.17119
1026,tororo,agururu a ward cell,senegal,7,3,2.58334485208113,0,0.699084,34.17119
1027,tororo,agururu a ward cell,senegal,4,0,-0.624013008275137,NA,0.699084,34.17119
1028,tororo,agururu a ward cell,senegal,5,0,0.866992547220194,NA,0.699084,34.17119
1029,tororo,agururu a ward cell,senegal,3,1,-0.389604538841439,0,0.699084,34.17119
1030,tororo,agururu a ward cell,senegal,1,0,-0.529256943743848,NA,0.699084,34.17119
1031,mayuge,ntafungirwa,senegal,6,5,-0.63082182691678,1,0.52572,33.50214
1032,mayuge,ntafungirwa,senegal,2,1,-2.51141323108082,0,0.52572,33.50214
1033,mayuge,ntafungirwa,senegal,7,0,0.0814698453401884,NA,0.52572,33.50214
1034,mayuge,ntafungirwa,senegal,3,3,-1.96212708493153,0,0.52572,33.50214
1035,mayuge,ntafungirwa,senegal,6,0,-1.55682295607331,NA,0.52572,33.50214
1036,mayuge,ntafungirwa,senegal,5,4,-2.55432960313651,1,0.52572,33.50214
1037,mayuge,ntafungirwa,senegal,5,0,-1.88263958903404,NA,0.52572,33.50214
1038,mayuge,ntafungirwa,senegal,9,2,-2.13379257315432,1,0.52572,33.50214
1039,mayuge,ntafungirwa,senegal,10,0,-2.09722144931252,1,0.52572,33.50214
1040,mayuge,ntafungirwa,senegal,10,0,-1.49071347375564,NA,0.52572,33.50214
1041,busia,busabi,senegal,8,1,-1.57227189394077,0,0.7683,33.8733
1042,busia,busabi,senegal,5,2,-1.4968654394859,0,0.7683,33.8733
1043,busia,busabi,senegal,3,0,-2.00504345698723,NA,0.7683,33.8733
1044,busia,busabi,senegal,3,1,-1.05496316360203,1,0.7683,33.8733
1045,busia,busabi,senegal,3,2,-1.25610397318451,1,0.7683,33.8733
1046,busia,busabi,senegal,1,1,0.991797820844265,1,0.7683,33.8733
1047,busia,busabi,senegal,7,9,-1.42921732042178,1,0.7683,33.8733
1048,busia,busabi,senegal,7,0,-1.34910675925115,NA,0.7683,33.8733
1049,busia,busabi,senegal,5,1,-1.32899932119618,0,0.7683,33.8733
1050,busia,busabi,senegal,1,0,-1.53065109870419,1,0.7683,33.8733
1051,tororo,kagwara b,senegal,11,5,1.74734924566535,1,0.66711,34.12378
1052,tororo,kagwara b,senegal,2,0,-2.51141323108082,NA,0.66711,34.12378
1053,tororo,kagwara b,senegal,8,1,-1.36403528187619,0,0.66711,34.12378
1054,tororo,kagwara b,senegal,4,3,1.32500129058661,0,0.66711,34.12378
1055,tororo,kagwara b,senegal,4,8,-0.0306725282248561,1,0.66711,34.12378
1056,tororo,kagwara b,senegal,4,1,-0.75958437173492,0,0.66711,34.12378
1057,tororo,kagwara b,senegal,7,7,-1.14087014718657,1,0.66711,34.12378
1058,tororo,kagwara b,senegal,7,0,-2.17670894521001,NA,0.66711,34.12378
1059,tororo,kagwara b,senegal,5,0,-0.432237277124037,1,0.66711,34.12378
1060,tororo,kagwara b,senegal,1,0,-1.67922682402649,NA,0.66711,34.12378
1061,iganga,kakumbi,senegal,4,6,-1.29043707082906,1,0.67603,33.41566
1062,iganga,kakumbi,senegal,5,0,-1.77534865889481,NA,0.67603,33.41566
1063,iganga,kakumbi,senegal,1,1,0.251845740761116,0,0.67603,33.41566
1064,iganga,kakumbi,senegal,5,0,-1.31189525685691,NA,0.67603,33.41566
1065,iganga,kakumbi,senegal,8,1,-0.728916391615514,0,0.67603,33.41566
1066,iganga,kakumbi,senegal,3,5,-0.656949757441018,1,0.67603,33.41566
1067,iganga,kakumbi,senegal,5,0,-0.618560006329439,NA,0.67603,33.41566
1068,iganga,kakumbi,senegal,2,0,-1.15303044077769,NA,0.67603,33.41566
1069,iganga,kakumbi,senegal,6,0,-1.48643914982937,NA,0.67603,33.41566
1070,iganga,kakumbi,senegal,9,4,-1.3977280009683,1,0.67603,33.41566
1071,bugiri,buswiriri,senegal,7,0,-1.96847233314544,NA,0.54415,33.81082
1072,bugiri,buswiriri,senegal,5,0,-1.65940021487128,NA,0.54415,33.81082
1073,bugiri,buswiriri,senegal,10,1,-1.55037436049792,0,0.54415,33.81082
1074,bugiri,buswiriri,senegal,6,5,-1.72771861549784,0,0.54415,33.81082
1075,bugiri,buswiriri,senegal,6,4,-2.85474420752638,0,0.54415,33.81082
1076,bugiri,buswiriri,senegal,6,1,-2.13379257315432,0,0.54415,33.81082
1077,bugiri,buswiriri,senegal,1,1,-1.36177107510491,0,0.54415,33.81082
1078,bugiri,buswiriri,senegal,7,0,-2.64016234724791,NA,0.54415,33.81082
1079,bugiri,buswiriri,senegal,4,0,-1.43593070168273,NA,0.54415,33.81082
1080,bugiri,buswiriri,senegal,8,0,-2.21962531726571,NA,0.54415,33.81082
1081,tororo,pajokwo,senegal,6,0,-1.57102506606372,NA,0.6266,34.04194
1082,tororo,pajokwo,senegal,3,0,-2.59724597519221,NA,0.6266,34.04194
1083,tororo,pajokwo,senegal,5,5,-1.37199549101419,0,0.6266,34.04194
1084,tororo,pajokwo,senegal,5,3,-1.81111230227455,0,0.6266,34.04194
1085,tororo,pajokwo,senegal,3,3,-1.07220395189746,0,0.6266,34.04194
1086,tororo,pajokwo,senegal,8,2,-1.3419367172959,1,0.6266,34.04194
1087,tororo,pajokwo,senegal,7,0,-0.757527306319311,NA,0.6266,34.04194
1088,tororo,pajokwo,senegal,9,0,-2.64878903782267,NA,0.6266,34.04194
1089,tororo,pajokwo,senegal,10,0,-1.41918618699615,NA,0.6266,34.04194
1090,tororo,pajokwo,senegal,8,3,-2.36562297038202,0,0.6266,34.04194
1091,bugiri,bukerekere,senegal,6,4,-0.643083647504122,0,0.36215,33.80567
1092,bugiri,bukerekere,senegal,10,2,-1.41918618699615,0,0.36215,33.80567
1093,bugiri,bukerekere,senegal,6,0,-0.227848956691614,NA,0.36215,33.80567
1094,bugiri,bukerekere,senegal,2,2,-2.14268022606439,1,0.36215,33.80567
1095,bugiri,bukerekere,senegal,4,0,-1.28937163303573,NA,0.36215,33.80567
1096,bugiri,bukerekere,senegal,7,2,-2.65767669073274,0,0.36215,33.80567
1097,bugiri,bukerekere,senegal,7,2,0.216932342768222,0,0.36215,33.80567
1098,bugiri,bukerekere,senegal,4,0,-0.935906175803041,NA,0.36215,33.80567
1099,bugiri,bukerekere,senegal,10,1,-3.19807518397195,0,0.36215,33.80567
1100,bugiri,bukerekere,senegal,2,2,-1.61648384281558,1,0.36215,33.80567
1101,gulu,forest cell,senegal,6,0,-2.25438819769976,NA,2.768430394,32.28993145
1102,gulu,forest cell,senegal,7,0,-1.85925319628843,NA,2.768430394,32.28993145
1103,gulu,forest cell,senegal,3,1,-0.886083140002753,1,2.768430394,32.28993145
1104,gulu,forest cell,senegal,13,0,-1.47961690253668,NA,2.768430394,32.28993145
1105,gulu,forest cell,senegal,2,0,-0.505677017452745,NA,2.768430394,32.28993145
1106,gulu,forest cell,senegal,4,0,-2.08272270947698,NA,2.768430394,32.28993145
1107,gulu,forest cell,senegal,4,1,-0.971915884114145,0,2.768430394,32.28993145
1108,gulu,forest cell,senegal,5,0,-1.70510205155048,NA,2.768430394,32.28993145
1109,gulu,forest cell,senegal,2,0,-0.99731791268501,NA,2.768430394,32.28993145
1110,gulu,forest cell,senegal,3,0,-0.886083140002753,NA,2.768430394,32.28993145
1111,gulu,ochaga,senegal,5,1,-2.23687385421493,0,2.64337,32.28041
1112,gulu,ochaga,senegal,1,1,-2.10812473804784,1,2.64337,32.28041
1113,gulu,ochaga,senegal,10,0,-2.45145571449341,NA,2.64337,32.28041
1114,gulu,ochaga,senegal,8,0,-2.42605368592255,NA,2.64337,32.28041
1115,gulu,ochaga,senegal,4,0,-1.25481614501918,NA,2.64337,32.28041
1116,gulu,ochaga,senegal,10,4,-1.64840682590835,0,2.64337,32.28041
1117,gulu,ochaga,senegal,4,0,-1.73050408012134,NA,2.64337,32.28041
1118,gulu,ochaga,senegal,5,2,-2.16855545358837,0,2.64337,32.28041
1119,gulu,ochaga,senegal,4,0,-1.25481614501918,NA,2.64337,32.28041
1120,gulu,ochaga,senegal,11,1,-2.33701205567822,0,2.64337,32.28041
1121,kaabong,lobatou,senegal,5,0,-2.55432960313651,NA,3.66412,34.0566
1122,kaabong,lobatou,senegal,3,0,-2.46849685902512,NA,3.66412,34.0566
1123,kaabong,lobatou,senegal,8,0,-2.6830787193036,NA,3.66412,34.0566
1124,kaabong,lobatou,senegal,6,0,-2.51141323108082,NA,3.66412,34.0566
1125,kaabong,lobatou,senegal,5,0,-2.27142934223147,NA,3.66412,34.0566
1126,kaabong,lobatou,senegal,9,0,-2.44309483045426,NA,3.66412,34.0566
1127,kaabong,lobatou,senegal,7,0,-2.35726208634287,NA,3.66412,34.0566
1128,kaabong,lobatou,senegal,6,0,-2.31434571428717,NA,3.66412,34.0566
1129,kaabong,lobatou,senegal,7,0,-2.25712388487958,NA,3.66412,34.0566
1130,kaabong,lobatou,senegal,9,0,-2.44309483045426,NA,3.66412,34.0566
1131,amuria,osepai/dokolomoru,senegal,4,1,-1.34338457631039,1,1.97411,33.65013
1132,amuria,osepai/dokolomoru,senegal,6,0,-0.6602501963264,NA,1.97411,33.65013
1133,amuria,osepai/dokolomoru,senegal,4,0,-1.34338457631039,NA,1.97411,33.65013
1134,amuria,osepai/dokolomoru,senegal,7,0,-2.48995504505297,NA,1.97411,33.65013
1135,amuria,osepai/dokolomoru,senegal,8,0,-2.51141323108082,NA,1.97411,33.65013
1136,amuria,osepai/dokolomoru,senegal,2,0,-1.87629434082014,NA,1.97411,33.65013
1137,amuria,osepai/dokolomoru,senegal,9,0,-0.750374577643361,NA,1.97411,33.65013
1138,amuria,osepai/dokolomoru,senegal,3,1,-1.48643914982937,1,1.97411,33.65013
1139,amuria,osepai/dokolomoru,senegal,5,1,-1.04607551069196,1,1.97411,33.65013
1140,amuria,osepai/dokolomoru,senegal,6,1,-1.23886318488908,1,1.97411,33.65013
1141,amuru,andara c,senegal,7,0,-1.72819181445096,NA,2.98495,32.01994
1142,amuru,andara c,senegal,7,0,-2.32270659832632,NA,2.98495,32.01994
1143,amuru,andara c,senegal,7,0,-1.75911499482514,NA,2.98495,32.01994
1144,amuru,andara c,senegal,8,0,-1.90216956834413,NA,2.98495,32.01994
1145,amuru,andara c,senegal,4,0,-2.08272270947698,NA,2.98495,32.01994
1146,amuru,andara c,senegal,5,0,-1.95397359330989,NA,2.98495,32.01994
1147,amuru,andara c,senegal,8,1,-2.36562297038202,1,2.98495,32.01994
1148,amuru,andara c,senegal,7,0,-1.75911499482514,NA,2.98495,32.01994
1149,amuru,andara c,senegal,8,0,-2.25117931156683,NA,2.98495,32.01994
1150,amuru,andara c,senegal,4,0,-2.08272270947698,NA,2.98495,32.01994
1151,gulu,layibi centre a,senegal,6,1,-0.814749135726905,1,2.74065,32.29671
1152,gulu,layibi centre a,senegal,10,0,-1.52223664474724,NA,2.74065,32.29671
1153,gulu,layibi centre a,senegal,9,0,-0.943498251893993,NA,2.74065,32.29671
1154,gulu,layibi centre a,senegal,5,0,-1.03637769854815,NA,2.74065,32.29671
1155,gulu,layibi centre a,senegal,7,0,-1.40488072964425,NA,2.74065,32.29671
1156,gulu,layibi centre a,senegal,8,1,-1.140372486204,1,2.74065,32.29671
1157,gulu,layibi centre a,senegal,5,1,-0.089620368479882,0,2.74065,32.29671
1158,gulu,layibi centre a,senegal,5,2,-1.55652632622817,0,2.74065,32.29671
1159,gulu,layibi centre a,senegal,7,3,-1.5476386733181,0,2.74065,32.29671
1160,gulu,layibi centre a,senegal,3,0,-1.99688996536559,NA,2.74065,32.29671
1161,apac,otwori ipiny,senegal,4,0,-2.36562297038202,NA,2.13403,32.81462
1162,apac,otwori ipiny,senegal,9,0,-1.34438437902897,NA,2.13403,32.81462
1163,apac,otwori ipiny,senegal,4,0,-1.11847495276114,NA,2.13403,32.81462
1164,apac,otwori ipiny,senegal,5,0,-1.0010534025834,1,2.13403,32.81462
1165,apac,otwori ipiny,senegal,8,0,-1.29658903655932,NA,2.13403,32.81462
1166,apac,otwori ipiny,senegal,5,0,0.157628563011391,NA,2.13403,32.81462
1167,apac,otwori ipiny,senegal,9,0,-1.16898340090779,NA,2.13403,32.81462
1168,apac,otwori ipiny,senegal,3,0,-0.951523135879635,NA,2.13403,32.81462
1169,apac,otwori ipiny,senegal,11,0,-0.711875247083803,NA,2.13403,32.81462
1170,apac,otwori ipiny,senegal,1,0,-0.643083647504122,NA,2.13403,32.81462
1171,pader,moyo,senegal,4,0,-2.19395748215924,NA,3.65806,31.72776
1172,pader,moyo,senegal,10,0,-2.59771917414533,NA,3.65806,31.72776
1173,pader,moyo,senegal,4,0,-1.55883859189856,NA,3.65806,31.72776
1174,pader,moyo,senegal,8,0,-1.17569678216874,NA,3.65806,31.72776
1175,pader,moyo,senegal,5,0,-2.16534656745544,NA,3.65806,31.72776
1176,pader,moyo,senegal,4,0,-1.70783773873029,NA,3.65806,31.72776
1177,pader,moyo,senegal,5,0,-2.19990205547198,NA,3.65806,31.72776
1178,pader,moyo,senegal,1,0,-2.14268022606439,NA,3.65806,31.72776
1179,pader,moyo,senegal,6,0,-2.57184394662134,NA,3.65806,31.72776
1180,pader,moyo,senegal,1,0,-1.91921071287584,NA,3.65806,31.72776
1181,pader,lalal west,senegal,9,0,-1.13993313878899,NA,2.74658,33.47523
1182,pader,lalal west,senegal,1,0,0.343623058185253,NA,2.74658,33.47523
1183,pader,lalal west,senegal,9,0,-2.46849685902512,NA,2.74658,33.47523
1184,pader,lalal west,senegal,1,0,-0.282711526526845,NA,2.74658,33.47523
1185,pader,lalal west,senegal,7,0,-1.73939173303141,NA,2.74658,33.47523
1186,pader,lalal west,senegal,1,0,-2.36835865756183,NA,2.74658,33.47523
1187,pader,lalal west,senegal,11,1,-1.55883859189856,0,2.74658,33.47523
1188,pader,lalal west,senegal,6,0,-1.14464681013027,NA,2.74658,33.47523
1189,pader,lalal west,senegal,5,0,-0.881627425992771,NA,2.74658,33.47523
1190,pader,lalal west,senegal,11,0,-1.5397818115416,NA,2.74658,33.47523
1191,nakapiripirit,lobulio,senegal,3,0,-1.48643914982937,NA,3.492,34.12477
1192,nakapiripirit,lobulio,senegal,4,0,-2.6830787193036,NA,3.492,34.12477
1193,nakapiripirit,lobulio,senegal,6,0,-1.95981481926115,NA,3.492,34.12477
1194,nakapiripirit,lobulio,senegal,1,0,-1.21319534978261,NA,3.492,34.12477
1196,nakapiripirit,lobulio,senegal,4,0,-2.45419140167322,NA,3.492,34.12477
1197,nakapiripirit,lobulio,senegal,6,0,-2.51514872097921,NA,3.492,34.12477
1198,nakapiripirit,lobulio,senegal,5,0,-2.76891146341499,NA,3.492,34.12477
1199,nakapiripirit,lobulio,senegal,7,0,-2.17670894521001,NA,3.492,34.12477
1200,nakapiripirit,lobulio,senegal,6,0,-2.20739078420144,NA,3.492,34.12477
1201,kampala,mutungo zone b,senegal,4,3,2.95069621238327,1,0.31591,32.64256
1202,kampala,mutungo zone b,senegal,1,0,2.18478317275329,NA,0.31591,32.64256
1203,kampala,mutungo zone b,senegal,1,1,2.20276413002957,0,0.31591,32.64256
1204,kampala,mutungo zone b,senegal,2,2,3.90879200336884,1,0.31591,32.64256
1205,kampala,mutungo zone b,senegal,1,0,4.22030317897768,1,0.31591,32.64256
1206,kampala,mutungo zone b,senegal,4,0,4.07724860545869,NA,0.31591,32.64256
1207,kampala,mutungo zone b,senegal,2,1,2.05676647691326,0,0.31591,32.64256
1208,kampala,mutungo zone b,senegal,1,1,3.9028474300561,0,0.31591,32.64256
1209,kampala,mutungo zone b,senegal,3,0,3.8456256006485,NA,0.31591,32.64256
1210,kampala,mutungo zone b,senegal,1,1,4.22030317897768,1,0.31591,32.64256
1211,kampala,kinawataka zone,senegal,4,0,1.6443611299149,NA,0.8651,33.60492
1212,kampala,kinawataka zone,senegal,2,0,-1.23936720715173,NA,0.8651,33.60492
1213,kampala,kinawataka zone,senegal,5,3,0.911967320025947,0,0.8651,33.60492
1214,kampala,kinawataka zone,senegal,9,3,-0.930927718776215,0,0.8651,33.60492
1215,kampala,kinawataka zone,senegal,2,2,2.14592429254104,1,0.8651,33.60492
1216,kampala,kinawataka zone,senegal,1,0,3.20415828498991,NA,0.8651,33.60492
1217,kampala,kinawataka zone,senegal,6,0,2.73207819237726,NA,0.8651,33.60492
1218,kampala,kinawataka zone,senegal,5,1,3.75143197249796,0,0.8651,33.60492
1219,kampala,kinawataka zone,senegal,6,0,1.44729361312125,NA,0.8651,33.60492
1220,kampala,kinawataka zone,senegal,3,0,0.614276262488451,NA,0.8651,33.60492
1221,kampala,kirombe zone b,senegal,2,0,4.16308134957009,NA,0.321906,32.65445
1222,kampala,kirombe zone b,senegal,1,1,2.74070488295202,0,0.321906,32.65445
1223,kampala,kirombe zone b,senegal,4,1,1.82769973567126,0,0.321906,32.65445
1224,kampala,kirombe zone b,senegal,2,1,2.96644178009586,0,0.321906,32.65445
1225,kampala,kirombe zone b,senegal,2,0,2.61195576678493,NA,0.321906,32.65445
1226,kampala,kirombe zone b,senegal,2,1,3.07540916882282,0,0.321906,32.65445
1227,kampala,kirombe zone b,senegal,1,0,4.22030317897768,NA,0.321906,32.65445
1228,kampala,kirombe zone b,senegal,2,1,3.276512845344,0,0.321906,32.65445
1229,kampala,kirombe zone b,senegal,2,0,3.276512845344,1,0.321906,32.65445
1230,kampala,kirombe zone b,senegal,2,0,2.51388848960927,NA,0.321906,32.65445
1231,kampala,kasenke zone b,senegal,4,1,3.10078986527777,0,0.3331595259,32.60719748
1232,kampala,kasenke zone b,senegal,3,1,2.22339615261328,0,0.3331595259,32.60719748
1233,kampala,kasenke zone b,senegal,4,0,-1.47069358211678,NA,0.3331595259,32.60719748
1234,kampala,kasenke zone b,senegal,4,1,0.845899267298641,0,0.3331595259,32.60719748
1235,kampala,kasenke zone b,senegal,1,1,1.90819075159095,1,0.3331595259,32.60719748
1236,kampala,kasenke zone b,senegal,5,1,1.41501202260314,1,0.3331595259,32.60719748
1238,kampala,kasenke zone b,senegal,2,0,1.28947179256899,NA,0.3331595259,32.60719748
1239,kampala,kasenke zone b,senegal,2,1,2.43438713483976,1,0.3331595259,32.60719748
1240,kampala,kasenke zone b,senegal,1,0,2.52021987895115,NA,0.3331595259,32.60719748
1241,kampala,kisaasi central,senegal,1,0,2.69778851089632,NA,0.37998,32.60071
1242,kampala,kisaasi central,senegal,2,1,2.43438713483976,0,0.37998,32.60071
1243,kampala,kisaasi central,senegal,3,1,3.51980896768777,0,0.37998,32.60071
1244,kampala,kisaasi central,senegal,2,1,2.26631252466898,0,0.37998,32.60071
1245,kampala,kisaasi central,senegal,1,0,4.16308134957009,NA,0.37998,32.60071
1246,kampala,kisaasi central,senegal,3,1,4.18453953559793,0,0.37998,32.60071
1247,kampala,kisaasi central,senegal,1,0,0.656423826595945,NA,0.37998,32.60071
1248,kampala,kisaasi central,senegal,2,1,4.19169226427388,0,0.37998,32.60071
1249,kampala,kisaasi central,senegal,1,1,2.90816072209618,0,0.37998,32.60071
1250,kampala,kisaasi central,senegal,2,0,1.53742974942835,NA,0.37998,32.60071
1251,mukono,nkoko a,senegal,4,2,2.303097986431,1,0.39765,32.92922
1252,mukono,nkoko a,senegal,1,1,0.618163770385587,0,0.39765,32.92922
1253,mukono,nkoko a,senegal,3,0,3.11832554087852,NA,0.39765,32.92922
1254,mukono,nkoko a,senegal,10,1,2.20909069526138,0,0.39765,32.92922
1255,mukono,nkoko a,senegal,5,1,2.98288349142504,0,0.39765,32.92922
1256,mukono,nkoko a,senegal,6,0,2.22339615261328,NA,0.39765,32.92922
1257,mukono,nkoko a,senegal,1,1,-1.21319534978261,0,0.39765,32.92922
1258,mukono,nkoko a,senegal,1,0,2.61810773251519,NA,0.39765,32.92922
1259,mukono,nkoko a,senegal,8,0,2.21481287820214,NA,0.39765,32.92922
1260,mukono,nkoko a,senegal,8,0,2.86486346827187,NA,0.39765,32.92922
1261,hoima,bujumbura,senegal,4,2,0.245543257472019,0,-0.5913,29.846
1262,hoima,bujumbura,senegal,5,1,-0.0235197995489068,1,-0.5913,29.846
1263,hoima,bujumbura,senegal,3,0,0.237922275328285,NA,-0.5913,29.846
1264,hoima,bujumbura,senegal,10,4,-0.0878943576324505,0,-0.5913,29.846
1266,hoima,bujumbura,senegal,3,3,2.83542527997348,0,-0.5913,29.846
1267,hoima,bujumbura,senegal,2,1,0.286401228777658,1,-0.5913,29.846
1268,hoima,bujumbura,senegal,3,0,-0.643083647504122,NA,-0.5913,29.846
1269,hoima,bujumbura,senegal,4,1,1.58642625402006,0,-0.5913,29.846
1270,hoima,bujumbura,senegal,3,3,3.3024850589494,1,-0.5913,29.846
1271,masindi,kinumi,senegal,2,1,-1.24752069877337,1,1.70249,31.86349
1272,masindi,kinumi,senegal,1,1,-1.4023240166728,1,1.70249,31.86349
1273,masindi,kinumi,senegal,5,1,-0.477066102748947,0,1.70249,31.86349
1274,masindi,kinumi,senegal,9,1,0.22608416253756,0,1.70249,31.86349
1275,masindi,kinumi,senegal,7,2,-0.707458205587666,1,1.70249,31.86349
1276,masindi,kinumi,senegal,3,0,-0.643083647504122,NA,1.70249,31.86349
1277,masindi,kinumi,senegal,1,0,-1.91921071287584,NA,1.70249,31.86349
1278,masindi,kinumi,senegal,2,1,-2.04795982904293,0,1.70249,31.86349
1279,masindi,kinumi,senegal,3,0,-0.686000019559818,NA,1.70249,31.86349
1280,masindi,kinumi,senegal,2,0,-1.37626981494046,NA,1.70249,31.86349
1281,kibaale,kirangwa,senegal,1,0,-1.22177087553995,NA,0.80527,31.09624
1282,kibaale,kirangwa,senegal,1,0,-1.89775252684799,NA,0.80527,31.09624
1283,kibaale,kirangwa,senegal,4,1,-1.37626981494046,1,0.80527,31.09624
1284,kibaale,kirangwa,senegal,2,0,-1.93351617022774,NA,0.80527,31.09624
1285,kibaale,kirangwa,senegal,4,1,-1.96212708493153,0,0.80527,31.09624
1286,kibaale,kirangwa,senegal,1,0,-2.02161044233871,NA,0.80527,31.09624
1287,kibaale,kirangwa,senegal,2,0,-2.42558048696943,NA,0.80527,31.09624
1288,kibaale,kirangwa,senegal,4,0,-1.34338457631039,NA,0.80527,31.09624
1289,kibaale,kirangwa,senegal,1,0,-1.90490525552394,NA,0.80527,31.09624
1290,kibaale,kirangwa,senegal,2,0,-1.93351617022774,NA,0.80527,31.09624
1291,kibaale,nyansoro,senegal,3,2,-0.823636788636975,1,0.78849,30.10394
1292,kibaale,nyansoro,senegal,1,0,-1.6363104519708,NA,0.78849,30.10394
1293,kibaale,nyansoro,senegal,5,1,-1.77534865889481,0,0.78849,30.10394
1294,kibaale,nyansoro,senegal,1,0,-0.989725836594058,NA,0.78849,30.10394
1295,kibaale,nyansoro,senegal,6,0,-0.20890483601903,NA,0.78849,30.10394
1296,kibaale,nyansoro,senegal,2,0,-1.299028093894,NA,0.78849,30.10394
1297,kibaale,nyansoro,senegal,6,0,-0.686000019559818,NA,0.78849,30.10394
1298,kibaale,nyansoro,senegal,4,2,-1.99073799963533,1,0.78849,30.10394
1299,kibaale,nyansoro,senegal,5,1,-2.19990205547198,0,0.78849,30.10394
1300,kibaale,nyansoro,senegal,4,1,-0.38879430130288,0,0.78849,30.10394
1302,gulu,bar-dege farm cell,senegal,4,0,-0.823340158791839,NA,2.797161,32.26934
1303,gulu,bar-dege farm cell,senegal,5,0,-1.88263958903404,NA,2.797161,32.26934
1304,gulu,bar-dege farm cell,senegal,5,0,-1.13628592609111,NA,2.797161,32.26934
1305,gulu,bar-dege farm cell,senegal,9,1,-1.59085167521894,1,2.797161,32.26934
1306,gulu,bar-dege farm cell,senegal,6,1,-1.46210255905185,1,2.797161,32.26934
1307,gulu,bar-dege farm cell,senegal,6,1,-1.54660405883429,0,2.797161,32.26934
1308,gulu,bar-dege farm cell,senegal,2,0,-1.00403129394596,NA,2.797161,32.26934
1309,gulu,bar-dege farm cell,senegal,12,1,-1.11748375444096,1,2.797161,32.26934
1310,gulu,bar-dege farm cell,senegal,6,0,-1.8252244771428,NA,2.797161,32.26934
1311,apac,owang central,senegal,6,0,-1.37493857061151,NA,2.01913,32.52614
1312,apac,owang central,senegal,5,0,-0.382849727990135,NA,2.01913,32.52614
1313,apac,owang central,senegal,5,0,-0.382849727990135,NA,2.01913,32.52614
1314,apac,owang central,senegal,4,0,-0.583126130916715,NA,2.01913,32.52614
1315,apac,owang central,senegal,2,1,-1.24752069877337,1,2.01913,32.52614
1316,apac,owang central,senegal,1,0,-1.96212708493153,NA,2.01913,32.52614
1317,apac,owang central,senegal,3,0,-2.13379257315432,NA,2.01913,32.52614
1318,apac,owang central,senegal,4,0,-1.43593070168273,NA,2.01913,32.52614
1319,apac,owang central,senegal,5,0,-2.76891146341499,NA,2.01913,32.52614
1320,apac,owang central,senegal,6,0,-2.13379257315432,NA,2.01913,32.52614
1321,apac,aduku township,senegal,5,0,-0.643083647504122,NA,2.001887,32.71701
1322,apac,aduku township,senegal,1,0,-1.6363104519708,NA,2.001887,32.71701
1323,apac,aduku township,senegal,2,0,-0.366514775940962,NA,2.001887,32.71701
1324,apac,aduku township,senegal,1,0,-0.426175662683232,NA,2.001887,32.71701
1325,apac,aduku township,senegal,4,0,-0.931249859957703,NA,2.001887,32.71701
1326,apac,aduku township,senegal,1,0,-1.67922682402649,NA,2.001887,32.71701
1327,apac,aduku township,senegal,5,1,-1.44352277777368,0,2.001887,32.71701
1328,apac,aduku township,senegal,4,1,0.943787120862677,0,2.001887,32.71701
1329,apac,aduku township,senegal,4,0,1.91986386912453,NA,2.001887,32.71701
1330,apac,aduku township,senegal,8,0,-0.931249859957703,NA,2.001887,32.71701
1331,kabale,rwakaraba b,senegal,4,0,2.79352946399603,NA,-1.24498,29.97316
1332,kabale,rwakaraba b,senegal,4,1,0.0265493011827383,1,-1.24498,29.97316
1333,kabale,rwakaraba b,senegal,3,0,0.302296833411829,NA,-1.24498,29.97316
1334,kabale,rwakaraba b,senegal,4,1,-0.00206161352105888,1,-1.24498,29.97316
1335,kabale,rwakaraba b,senegal,4,0,2.95069621238327,NA,-1.24498,29.97316
1336,kabale,rwakaraba b,senegal,7,1,-0.367862719040494,1,-1.24498,29.97316
1337,kabale,rwakaraba b,senegal,6,0,-1.35769003366229,1,-1.24498,29.97316
1338,kabale,rwakaraba b,senegal,4,3,2.95069621238327,0,-1.24498,29.97316
1339,kabale,rwakaraba b,senegal,9,1,1.84156584560816,0,-1.24498,29.97316
1340,kabale,rwakaraba b,senegal,4,0,2.96786276120554,NA,-1.24498,29.97316
