house,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion
486,yobe,diyi,nigeria,5,0,-3.515649094,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
487,yobe,diyi,nigeria,8,4,-2.525710478,1,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
488,yobe,diyi,nigeria,7,0,-3.314704303,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
489,yobe,diyi,nigeria,5,0,-3.553226289,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
490,yobe,diyi,nigeria,11,3,-4.049095605,1,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
491,yobe,diyi,nigeria,21,0,-3.24178313,1,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
492,yobe,diyi,nigeria,16,0,-3.21564447,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
493,yobe,diyi,nigeria,6,0,-3.988542639,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
494,yobe,diyi,nigeria,5,0,-3.496860496,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
495,yobe,diyi,nigeria,6,0,-4.017530761,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
496,yobe,diyi,nigeria,7,0,-2.706081987,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
497,yobe,diyi,nigeria,7,0,-2.178298966,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
498,yobe,diyi,nigeria,5,0,-3.897449112,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
499,yobe,diyi,nigeria,12,2,-3.474510416,0,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
500,yobe,diyi,nigeria,8,0,-3.492029143,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
501,yobe,diyi,nigeria,19,0,-3.988835448,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
502,yobe,diyi,nigeria,6,0,-2.955450602,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
503,yobe,diyi,nigeria,14,0,-4.247359235,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
504,yobe,diyi,nigeria,15,0,-3.102912884,1,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
505,yobe,diyi,nigeria,10,0,-4.062623396,1,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
506,yobe,diyi,nigeria,9,0,-3.086003146,1,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
507,yobe,diyi,nigeria,7,0,-4.161848605,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
508,yobe,diyi,nigeria,4,0,-2.841194514,1,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
509,yobe,diyi,nigeria,13,2,-4.015025615,1,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
510,yobe,diyi,nigeria,11,0,-3.75750227,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
511,yobe,diyi,nigeria,6,3,-4.004002971,1,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
512,yobe,diyi,nigeria,8,0,-2.773720939,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
513,yobe,diyi,nigeria,5,0,-2.728628304,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
514,yobe,diyi,nigeria,11,0,-4.032561639,1,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
515,yobe,diyi,nigeria,6,0,-3.937707431,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
516,yobe,diyi,nigeria,12,0,-2.835182163,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
517,yobe,diyi,nigeria,7,0,-4.013021498,1,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
518,yobe,diyi,nigeria,4,0,-3.620865241,,12.6833,11.0167,12.7,11,-1.500508845,-1.513848126,2,0.3333333333333333,-3.097124934,-0.333333333
519,lagos,durowoju,nigeria,3,1,0.9756100339884696,0,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
520,lagos,durowoju,nigeria,2,1,0.6287060871490869,1,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
521,lagos,durowoju,nigeria,6,2,0.3745393131553197,0,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
523,lagos,durowoju,nigeria,6,2,2.189989872213314,1,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
524,lagos,durowoju,nigeria,6,3,1.6686556487383748,1,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
526,lagos,durowoju,nigeria,4,1,0.8403321309363795,1,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
527,lagos,durowoju,nigeria,5,3,1.5885120947127338,1,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
528,lagos,durowoju,nigeria,2,2,0.4273127624800236,0,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
529,lagos,durowoju,nigeria,5,3,1.575970547719609,0,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
530,lagos,durowoju,nigeria,2,1,1.5985168648949577,0,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
532,lagos,durowoju,nigeria,4,2,2.981115649993957,0,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
533,lagos,durowoju,nigeria,6,1,1.4690287477147177,1,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
538,lagos,durowoju,nigeria,4,2,1.508331596193564,0,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
539,lagos,durowoju,nigeria,6,1,2.171860285896124,1,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
540,lagos,durowoju,nigeria,2,0,2.013632410198225,,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
542,lagos,durowoju,nigeria,5,0,1.4940615421213153,,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
543,lagos,durowoju,nigeria,7,0,2.459834366315369,,6.52167665,3.334772259,6.5,3.35,0,0,0,0,0,0
544,edo,efandion,nigeria,6,6,1.9354160415521169,0,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
545,edo,efandion,nigeria,7,4,1.582355781720551,0,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
546,edo,efandion,nigeria,6,2,1.2762782132690869,1,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
549,edo,efandion,nigeria,5,3,1.156576019520348,0,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
550,edo,efandion,nigeria,10,4,0.9245399511536604,1,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
551,edo,efandion,nigeria,10,2,0.6469162680346002,1,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
552,edo,efandion,nigeria,11,5,0.1396664299097073,0,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
553,edo,efandion,nigeria,5,1,2.3448430663948057,1,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
554,edo,efandion,nigeria,3,2,1.3168615841847138,1,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
555,edo,efandion,nigeria,5,3,0.7753318911468444,0,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
556,edo,efandion,nigeria,13,2,0.920245415,1,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
557,edo,efandion,nigeria,7,2,1.2650050546814129,1,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
558,edo,efandion,nigeria,7,0,1.463596130417057,,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
559,edo,efandion,nigeria,3,0,1.4264216185225176,,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
561,edo,efandion,nigeria,4,0,2.3410853468655817,,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
562,edo,efandion,nigeria,8,0,-1.287550058,,6.690256099,6.347366173,6.7,6.35,-1.623124441,-1.623124441,1,0.8333333333333334,-1.623124441,0.3666666666666665
563,akwa ibom,effiat offot,nigeria,4,0,1.4086863884963998,,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
564,akwa ibom,effiat offot,nigeria,5,6,1.6832187608805262,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
565,akwa ibom,effiat offot,nigeria,5,1,-0.171972966,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
566,akwa ibom,effiat offot,nigeria,3,4,1.064486793566236,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
567,akwa ibom,effiat offot,nigeria,5,1,1.3925152310639566,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
568,akwa ibom,effiat offot,nigeria,7,1,1.529540201,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
569,akwa ibom,effiat offot,nigeria,10,0,0.4611322382430459,,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
570,akwa ibom,effiat offot,nigeria,5,2,1.2710610743350776,0,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
571,akwa ibom,effiat offot,nigeria,6,1,1.1465885638959143,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
572,akwa ibom,effiat offot,nigeria,3,6,0.01468731,0,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
573,akwa ibom,effiat offot,nigeria,10,1,2.050774054,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
574,akwa ibom,effiat offot,nigeria,8,2,0.5857324308365538,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
575,akwa ibom,effiat offot,nigeria,6,0,-0.294737777,,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
576,akwa ibom,effiat offot,nigeria,7,1,0.1883099128319517,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
577,akwa ibom,effiat offot,nigeria,5,4,1.157314599969416,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
578,akwa ibom,effiat offot,nigeria,8,0,2.8559737191264003,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
579,akwa ibom,effiat offot,nigeria,7,0,2.3370086998278263,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
580,akwa ibom,effiat offot,nigeria,3,0,-0.233917627,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
581,akwa ibom,effiat offot,nigeria,5,0,0.1642362391569188,,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
582,akwa ibom,effiat offot,nigeria,5,4,1.8983751225654837,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
583,akwa ibom,effiat offot,nigeria,8,2,1.1404048620879048,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
584,akwa ibom,effiat offot,nigeria,2,6,2.0971550491582858,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
585,akwa ibom,effiat offot,nigeria,7,1,0.314661706,0,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
586,akwa ibom,effiat offot,nigeria,4,0,-0.151413173,,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
587,akwa ibom,effiat offot,nigeria,4,3,0.860974491,1,5.018928827,7.908680826,5,7.9,-1.416364133,-1.417115092,1.25,0.6666666666666666,-1.862621129,-0.666666667
588,ebonyi,egeburu,nigeria,6,0,0.6510870284088773,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
589,ebonyi,egeburu,nigeria,5,5,1.1693929841704955,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
590,ebonyi,egeburu,nigeria,2,3,0.2788524482776332,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
591,ebonyi,egeburu,nigeria,5,1,0.4949517140060685,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
592,ebonyi,egeburu,nigeria,14,1,0.3070657375448326,0,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
593,ebonyi,egeburu,nigeria,5,1,1.1479203011463543,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
594,ebonyi,egeburu,nigeria,4,3,0.2470861868226604,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
595,ebonyi,egeburu,nigeria,6,3,0.860974491,0,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
596,ebonyi,egeburu,nigeria,2,2,-0.56951239,0,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
597,ebonyi,egeburu,nigeria,9,4,0.44985908,0,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
598,ebonyi,egeburu,nigeria,6,3,-1.235092404,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
599,ebonyi,egeburu,nigeria,5,2,0.4611322382430459,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
600,ebonyi,egeburu,nigeria,3,2,1.5417796307965408,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
601,ebonyi,egeburu,nigeria,10,3,-1.464755363,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
602,ebonyi,egeburu,nigeria,8,2,-0.350205531,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
603,ebonyi,egeburu,nigeria,5,1,0.1704287084264762,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
604,ebonyi,egeburu,nigeria,9,5,0.5774561677334545,1,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
605,ebonyi,egeburu,nigeria,3,0,0.7187259799349223,,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
606,ebonyi,egeburu,nigeria,5,0,-0.144594371,,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
607,ebonyi,egeburu,nigeria,3,0,0.8835208080343574,,5.885960202,7.943136024,5.9,7.95,-1.341795504,-1.403671205,1.5,0.3333333333333333,-1.988694489,-0.333333333
608,akwa ibom,ekom iman,nigeria,7,1,0.4543683430904416,0,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
609,akwa ibom,ekom iman,nigeria,5,4,0.7714884535531656,1,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
610,akwa ibom,ekom iman,nigeria,6,0,-0.025153797,1,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
611,akwa ibom,ekom iman,nigeria,8,0,1.306250096211734,,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
612,akwa ibom,ekom iman,nigeria,5,3,-0.324102896,1,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
613,akwa ibom,ekom iman,nigeria,7,0,0.152091844,,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
614,akwa ibom,ekom iman,nigeria,10,0,1.725502709663357,,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
615,akwa ibom,ekom iman,nigeria,10,1,1.6894816267625674,1,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
616,akwa ibom,ekom iman,nigeria,5,2,-1.395255546,0,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
617,akwa ibom,ekom iman,nigeria,4,2,1.3413872138876015,1,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
618,akwa ibom,ekom iman,nigeria,5,1,1.160446032910437,1,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
619,akwa ibom,ekom iman,nigeria,19,5,2.3980114383556104,0,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
620,akwa ibom,ekom iman,nigeria,4,2,-2.699924702,0,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
621,akwa ibom,ekom iman,nigeria,12,1,1.8983751225654837,1,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
622,akwa ibom,ekom iman,nigeria,8,1,1.159730276809632,1,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
623,akwa ibom,ekom iman,nigeria,6,0,0.9743015248648424,,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
624,akwa ibom,ekom iman,nigeria,3,0,-2.653686897,,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
625,akwa ibom,ekom iman,nigeria,7,11,1.7588409174397683,0,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
626,akwa ibom,ekom iman,nigeria,6,3,-2.29355876,0,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
627,akwa ibom,ekom iman,nigeria,2,4,0.7441134827727902,1,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
628,akwa ibom,ekom iman,nigeria,3,8,1.728311395231223,1,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
629,akwa ibom,ekom iman,nigeria,5,2,0.775514582,1,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
630,akwa ibom,ekom iman,nigeria,3,3,-1.976371075,0,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
631,akwa ibom,ekom iman,nigeria,3,5,0.4554422928742937,1,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
632,akwa ibom,ekom iman,nigeria,3,0,0.6510870284088773,,4.844939628,7.855063554,4.85,7.85,-1.46831879,-1.515936822,1.75,0.6666666666666666,-2.667650342,-0.666666667
633,delta,emore rd 1,nigeria,5,3,2.2627095130574757,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
634,delta,emore rd 1,nigeria,7,8,3.162082607598588,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
635,delta,emore rd 1,nigeria,12,17,3.0630227737724787,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
636,delta,emore rd 1,nigeria,6,5,2.3935021749205414,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
638,delta,emore rd 1,nigeria,4,2,0.7043710793849011,0,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
639,delta,emore rd 1,nigeria,14,11,2.378471296803642,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
640,delta,emore rd 1,nigeria,9,4,-0.338643895,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
641,delta,emore rd 1,nigeria,6,6,2.4717185435666496,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
642,delta,emore rd 1,nigeria,7,3,3.0232113888600787,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
643,delta,emore rd 1,nigeria,9,0,-2.358175747,,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
644,delta,emore rd 1,nigeria,12,0,-1.847700691,,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
645,delta,emore rd 1,nigeria,20,6,1.8760147367088773,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
646,delta,emore rd 1,nigeria,2,15,0.1206671347152937,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
647,delta,emore rd 1,nigeria,6,4,2.909884354854245,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
648,delta,emore rd 1,nigeria,4,1,2.883580318149672,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
649,delta,emore rd 1,nigeria,20,2,0.6533886969203884,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
650,delta,emore rd 1,nigeria,3,3,2.291448299502381,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
651,delta,emore rd 1,nigeria,4,10,1.6353174409619635,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
652,delta,emore rd 2,nigeria,6,1,1.9292235722825597,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
653,delta,emore rd 2,nigeria,4,0,0.901993634,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
654,delta,emore rd 2,nigeria,6,0,2.9277438986476363,,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
655,delta,emore rd 2,nigeria,11,3,2.0519704295351224,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
656,delta,emore rd 2,nigeria,6,1,1.3809263007741133,0,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
657,delta,emore rd 2,nigeria,6,6,1.4485652523001584,1,5.3821,6.2142,5.4,6.2,-1.546358546,-1.588136991,1.3333333333333333,0.5,-2.008672674,-0.5
