house,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion
1236,niger,kissi ii,nigeria,7,0,1.5308779133689123,,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1237,niger,kissi ii,nigeria,5,0,0.8561401755829658,,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1238,niger,kissi ii,nigeria,6,1,0.7412722971102707,0,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1239,niger,kissi ii,nigeria,4,0,-0.727212989,,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1240,niger,kissi ii,nigeria,9,2,1.2959548026196583,1,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1241,niger,kissi ii,nigeria,6,0,2.3626795946420933,1,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1242,niger,kissi ii,nigeria,10,0,0.006699775,,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1243,niger,kissi ii,nigeria,6,3,1.5985168648949577,1,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1244,niger,kissi ii,nigeria,9,0,-1.00664336,,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1245,niger,kissi ii,nigeria,5,0,1.110343105854107,1,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1246,niger,kissi ii,nigeria,6,1,-0.381452175,1,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1247,niger,kissi ii,nigeria,7,1,-2.397251377,0,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1248,niger,kissi ii,nigeria,6,0,-1.337158275,1,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1249,niger,kissi ii,nigeria,3,2,-1.954308727,1,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1250,niger,kissi ii,nigeria,5,1,-0.749759306,1,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1251,niger,kissi ii,nigeria,4,0,-2.130371533,,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1252,niger,kissi ii,nigeria,5,0,1.6268529679421555,,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1253,niger,kissi ii,nigeria,5,0,-1.19659815,,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1254,niger,kissi ii,nigeria,3,0,1.621063182070306,,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1255,niger,kissi ii,nigeria,8,3,-3.920710574,1,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1256,niger,kissi ii,nigeria,9,4,1.2225066324175833,0,9.4381,6.6889,9.45,6.7,-1.388775742,-1.492039025,1.2,1,-1.724516404,-0.666666667
1257,yobe,kotorko,nigeria,8,0,-2.571630977,,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1258,yobe,kotorko,nigeria,12,2,-1.846555381,0,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1259,yobe,kotorko,nigeria,9,0,-3.1814435,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1260,yobe,kotorko,nigeria,4,3,-4.116755971,0,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1261,yobe,kotorko,nigeria,15,0,-1.865293492,,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1262,yobe,kotorko,nigeria,5,3,-2.507749745,0,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1263,yobe,kotorko,nigeria,5,0,-1.673865659,,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1264,yobe,kotorko,nigeria,6,1,-3.359796938,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1265,yobe,kotorko,nigeria,2,0,-2.496476586,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1266,yobe,kotorko,nigeria,4,1,-2.541569221,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1267,yobe,kotorko,nigeria,5,1,-2.901697358,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1268,yobe,kotorko,nigeria,5,0,-1.274028726,,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1269,yobe,kotorko,nigeria,5,0,-1.274028726,,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1270,yobe,kotorko,nigeria,13,0,-4.379630962,,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1271,yobe,kotorko,nigeria,13,0,-2.662724504,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1272,yobe,kotorko,nigeria,7,1,-2.556600099,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1273,yobe,kotorko,nigeria,10,1,-3.351136327,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1274,yobe,kotorko,nigeria,9,1,-0.493020287,0,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1275,yobe,kotorko,nigeria,2,0,-0.441915302,,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1276,yobe,kotorko,nigeria,8,1,-1.718958293,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1277,yobe,kotorko,nigeria,10,0,-0.021145563,,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1278,yobe,kotorko,nigeria,8,1,-0.865801779,0,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1279,yobe,kotorko,nigeria,13,0,-0.036176441,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1280,yobe,kotorko,nigeria,7,1,-2.530296062,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1281,yobe,kotorko,nigeria,8,1,-4.176879483,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1282,yobe,kotorko,nigeria,5,1,-2.526538343,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1283,yobe,kotorko,nigeria,7,1,-0.856783252,0,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1284,yobe,kotorko,nigeria,4,1,-0.838746198,0,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1285,yobe,kotorko,nigeria,10,2,-1.645092402,0,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1286,yobe,kotorko,nigeria,10,2,-0.155005517,0,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1287,yobe,kotorko,nigeria,8,0,-1.921830269,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1288,yobe,kotorko,nigeria,8,0,-3.310552956,,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1289,yobe,kotorko,nigeria,9,1,-0.011626007,0,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1290,yobe,kotorko,nigeria,3,0,0.5470016339525388,1,11.5893,8.08226,11.6,8.1,-1.62873735,-1.743395746,2.1666666666666665,0.6666666666666666,-3.553271691,-0.166666667
1292,niger,mamalue,nigeria,5,0,-0.376055714,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1293,niger,mamalue,nigeria,5,0,0.344730129,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1294,niger,mamalue,nigeria,7,0,1.1582617978053853,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1295,niger,mamalue,nigeria,4,0,-0.854810077,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1296,niger,mamalue,nigeria,4,0,-0.961550726,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1297,niger,mamalue,nigeria,4,0,-0.186810611,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1298,niger,mamalue,nigeria,6,0,-0.239584061,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1299,niger,mamalue,nigeria,15,2,1.6206604986725983,0,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1300,niger,mamalue,nigeria,5,0,-0.141717977,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1301,niger,mamalue,nigeria,2,1,0.4424308365160055,0,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1302,niger,mamalue,nigeria,16,3,-0.562418161,1,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1303,niger,mamalue,nigeria,6,0,0.7578276772089937,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1304,niger,mamalue,nigeria,3,0,0.8254666287350386,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1305,niger,mamalue,nigeria,2,0,-0.669158809,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1306,niger,mamalue,nigeria,6,0,0.7578276772089937,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1307,niger,mamalue,nigeria,6,0,2.853518561915874,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1308,niger,mamalue,nigeria,2,0,1.1674604426983228,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1309,niger,mamalue,nigeria,8,1,2.673504645782832,1,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1310,niger,mamalue,nigeria,13,1,1.5024846208623623,1,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1311,niger,mamalue,nigeria,7,1,0.7878894334427916,1,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1312,niger,mamalue,nigeria,3,0,1.5272855697552457,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1313,niger,mamalue,nigeria,7,0,-0.843536918,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1314,niger,mamalue,nigeria,6,0,-0.83226376,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1315,niger,mamalue,nigeria,11,0,-2.403434112,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1316,niger,mamalue,nigeria,10,0,-0.829257723,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1317,niger,mamalue,nigeria,6,1,1.125193865948208,0,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1318,niger,mamalue,nigeria,4,0,-1.230417626,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1319,niger,mamalue,nigeria,4,0,-1.833598175,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1320,niger,mamalue,nigeria,9,1,-0.739818679,1,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1321,niger,mamalue,nigeria,10,0,-0.736632385,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1322,niger,mamalue,nigeria,8,0,-1.035036652,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1323,niger,mamalue,nigeria,2,1,-0.854810077,1,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1324,niger,mamalue,nigeria,4,0,-1.010987247,,9.079502746,6.008479249,9.1,6,-1.488130677,-1.490860379,1.2,1,-1.791692841,-0.666666667
1325,kano,minjibir,nigeria,3,1,-1.838243092,1,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1326,kano,minjibir,nigeria,12,1,-1.93970152,0,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1327,kano,minjibir,nigeria,5,0,-2.666598797,1,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1328,kano,minjibir,nigeria,11,5,-1.081016484,0,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1329,kano,minjibir,nigeria,15,6,-1.346963633,1,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1330,kano,minjibir,nigeria,7,3,-1.782042675,0,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1331,kano,minjibir,nigeria,9,2,-0.613885955,1,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1332,kano,minjibir,nigeria,4,1,-0.538731564,0,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1333,kano,minjibir,nigeria,3,0,1.4038753013471692,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1334,kano,minjibir,nigeria,8,0,2.329060644372062,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1335,kano,minjibir,nigeria,2,1,0.1593296574534237,1,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1336,kano,minjibir,nigeria,10,2,0.7133295189146366,0,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1338,kano,minjibir,nigeria,5,0,-0.351390419,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1339,kano,minjibir,nigeria,20,2,-2.441300029,1,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1340,kano,minjibir,nigeria,8,0,-3.327167669,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1341,kano,minjibir,nigeria,7,0,-0.241714726,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1342,kano,minjibir,nigeria,4,0,-1.715927254,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1343,kano,minjibir,nigeria,6,0,-0.803131057,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1344,kano,minjibir,nigeria,8,0,-2.584094343,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1345,kano,minjibir,nigeria,22,4,2.126860184,0,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1346,kano,minjibir,nigeria,7,2,-1.79906061,1,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1347,kano,minjibir,nigeria,7,1,0.7509067142068836,1,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1348,kano,minjibir,nigeria,5,3,-3.619376895,0,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1349,kano,minjibir,nigeria,8,0,-1.894608885,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1350,kano,minjibir,nigeria,5,0,-0.493482906,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1351,kano,minjibir,nigeria,2,1,0.031732569,1,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1352,kano,minjibir,nigeria,7,1,-2.435095137,1,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1353,kano,minjibir,nigeria,2,0,-3.754060322,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1354,kano,minjibir,nigeria,9,2,-3.108522327,1,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1355,kano,minjibir,nigeria,4,2,-3.086838023,0,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1356,kano,minjibir,nigeria,3,0,-2.490902899,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1357,kano,minjibir,nigeria,5,0,-3.381133897,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1358,kano,minjibir,nigeria,17,0,-2.471361785,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1359,kano,minjibir,nigeria,3,0,-3.272608564,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1360,kano,minjibir,nigeria,8,1,0.6231442502132433,0,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1361,kano,minjibir,nigeria,5,0,-2.576578904,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1362,kano,minjibir,nigeria,5,0,0.7730503479845243,1,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1363,kano,minjibir,nigeria,4,0,-0.514682159,,12.18033282,8.65743486,12.2,8.65,-1.675240517,-1.779412597,1.75,0.6666666666666666,-2.87261644,-0.666666667
1364,osun,mojeed modakeke,nigeria,4,2,0.6157941870703515,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1365,osun,mojeed modakeke,nigeria,4,1,-0.610879918,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1366,osun,mojeed modakeke,nigeria,2,1,0.9756100339884696,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1367,osun,mojeed modakeke,nigeria,4,2,3.0570308646231013,0,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1368,osun,mojeed modakeke,nigeria,2,1,2.2751461790875074,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1369,osun,mojeed modakeke,nigeria,2,1,0.8996919654668006,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1371,osun,mojeed modakeke,nigeria,2,0,1.485375186913308,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1372,osun,mojeed modakeke,nigeria,4,0,0.4789917820364374,,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1373,osun,mojeed modakeke,nigeria,3,0,1.1340297023449997,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1374,osun,mojeed modakeke,nigeria,5,0,2.91173769,,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1375,osun,mojeed modakeke,nigeria,6,0,1.8303652706493825,,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1376,osun,mojeed modakeke,nigeria,5,0,1.7719674113683863,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1377,osun,mojeed modakeke,nigeria,5,2,1.73489778,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1378,osun,mojeed modakeke,nigeria,5,3,3.421365255115094,0,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1379,osun,mojeed modakeke,nigeria,5,5,0.1651194433252735,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1380,osun,mojeed modakeke,nigeria,5,2,-1.056967079,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1381,osun,mojeed modakeke,nigeria,5,1,2.408533053,0,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1382,osun,mojeed modakeke,nigeria,5,1,1.268762774210637,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1383,osun,mojeed modakeke,nigeria,5,4,1.3157342683259463,1,7.382114366,4.267703031,7.4,4.25,-1.504510045,-1.646485209,2.5,0.3333333333333333,-3.976845324,-0.333333333
1384,oyo,mr ajaigbe,nigeria,4,1,0.9305173996377728,1,7.843151918,3.936792628,7.85,3.95,-1.508481026,-1.602517664,2,0.3333333333333333,-3.101290703,-0.333333333
1385,oyo,mr ajaigbe,nigeria,3,1,2.7833797780724576,0,7.843151918,3.936792628,7.85,3.95,-1.508481026,-1.602517664,2,0.3333333333333333,-3.101290703,-0.333333333
1386,oyo,mr ajaigbe,nigeria,4,1,2.6557826899943744,0,7.843151918,3.936792628,7.85,3.95,-1.508481026,-1.602517664,2,0.3333333333333333,-3.101290703,-0.333333333
1387,oyo,mr ajaigbe,nigeria,5,1,0.7952394965856832,1,7.843151918,3.936792628,7.85,3.95,-1.508481026,-1.602517664,2,0.3333333333333333,-3.101290703,-0.333333333
1388,oyo,mr ajaigbe,nigeria,4,1,1.7769963731955865,1,7.843151918,3.936792628,7.85,3.95,-1.508481026,-1.602517664,2,0.3333333333333333,-3.101290703,-0.333333333
1389,oyo,mr ajaigbe,nigeria,5,1,2.588143738468329,1,7.843151918,3.936792628,7.85,3.95,-1.508481026,-1.602517664,2,0.3333333333333333,-3.101290703,-0.333333333
1390,oyo,mr ajaigbe,nigeria,3,1,0.5098172162074096,1,7.843151918,3.936792628,7.85,3.95,-1.508481026,-1.602517664,2,0.3333333333333333,-3.101290703,-0.333333333
1391,oyo,mr ajaigbe,nigeria,4,1,0.5549098505581062,1,7.843151918,3.936792628,7.85,3.95,-1.508481026,-1.602517664,2,0.3333333333333333,-3.101290703,-0.333333333
1392,oyo,mr ajaigbe,nigeria,5,0,3.2065797938201928,,7.843151918,3.936792628,7.85,3.95,-1.508481026,-1.602517664,2,0.3333333333333333,-3.101290703,-0.333333333
1393,oyo,mr ajaigbe,nigeria,4,0,3.229126110995541,,7.843151918,3.936792628,7.85,3.95,-1.508481026,-1.602517664,2,0.3333333333333333,-3.101290703,-0.333333333
1394,oyo,mr ajaigbe,nigeria,5,1,1.613547743011856,1,7.843151918,3.936792628,7.85,3.95,-1.508481026,-1.602517664,2,0.3333333333333333,-3.101290703,-0.333333333
