MP_CODE,MP_NAME,MN_CODE,MN_NAME,DC_MN_C,DC_NAME,PR_CODE,PR_NAME
23602,Cacadu,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23603,Coffee Bay,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23604,Ebotwe,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23605,Gcaleka-Ngchana,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23606,Hagebe,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23607,Hala,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23608,Jalamba,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23609,Jumba,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23610,Masizakhe,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23611,Matyengqina,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23612,Mhlanga,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23613,Mpeko,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23614,Mqanduli,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23615,Mqekezweni,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23616,Ngqubusini,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23617,Ngubezulu,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23618,Nqabe,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23619,Nqanda,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23620,Qiya,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23621,Qokolweni/Zimbane,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23622,Rarabe,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23623,Sithebe,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23624,Tshezi,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23625,Tshomane,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23626,Umtata Part 1,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23627,Upper Ncise-Kambi,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23628,Xesibe,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23629,Xongora,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23630,Umtata Part 2,236,King Sabata Dalindyebo,15,O.R.Tambo,2,EASTERN CAPE
23701,Bisi,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23702,Clydesdale,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23703,Dumakude,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23704,Fodo,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23705,Ibisi,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23706,Indawana,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23707,Jogilizwe,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23708,Jongilizwe,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23709,Ladamu,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23710,Mabandla,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23711,Malenge,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23712,Mvolozi,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23713,Nqozama,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23714,Rietvlei 1,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23715,Rietvlei 2,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23716,Rietvlei 3 Part 1,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23717,Sandile,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23718,Silahla,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23719,Singisi,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23720,Straalhoek,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23721,Straalhoek Forrest Station,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23722,Umzimkulu Part 1,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23723,Zwelethu,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23724,Rietvlei 3 Part 2,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23725,Umzimkulu Part 2,237,Umzimkhulu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23801,Amahlubi,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23802,Bakoena,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23803,Bhele,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23804,Fikeni,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23805,Hlubi,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23806,Ludidi,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23807,Lupindo,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23808,Lwandlolubomvu,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23809,Makaula,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23810,Malubelube,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23811,Maluti Part 1,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23812,Manguzela,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23813,Matandela,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23814,Maxesibeni,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23815,Mosesh,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23816,Mount Ayliff,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23817,Mount Frere,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23818,Mpoza,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23819,Mzongwana,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23820,Sibi,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23821,Umzimvubu Part 1,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23822,Xesibe,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23823,Maluti Part 2,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
23825,Umzimvubu Part 2,238,Umzimvubu,44,Alfred Nzo District Municipality,2,EASTERN CAPE
27501,Beachview,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27502,Bethelsdorp,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27503,Blue Horizon Bay,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27504,Cannonvale,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27505,Colchester,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27506,Despatch,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27507,Gqebera,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27508,Ibhayi,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27509,Kabah,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27510,Khaya Mnandi,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27511,Kwa Langa,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27512,Kwadwesi,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27513,Kwanobuhle,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27514,Motherwell,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27515,Nelson Mandela,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27516,Port Elizabeth,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27517,Seaview,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27518,Uitenhage,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27519,Woodridge,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
27520,Young Park,275,Nelson Mandela,275,Nelson Mandela,2,EASTERN CAPE
29101,Aberdeen Plain,291,Aberdeen Plain,10,Cacadu District Municipality,2,EASTERN CAPE
29102,Addo Elephant National Park,291,Aberdeen Plain,10,Cacadu District Municipality,2,EASTERN CAPE
29103,Petersburg,291,Aberdeen Plain,10,Cacadu District Municipality,2,EASTERN CAPE
29104,Rietbron,291,Aberdeen Plain,10,Cacadu District Municipality,2,EASTERN CAPE
29105,Tsitsikama National Park,291,Aberdeen Plain,10,Cacadu District Municipality,2,EASTERN CAPE
29201,Mountain Zebra National Park,292,Mountain Zebra National Park,13,Chris Hani District Municipality,2,EASTERN CAPE
29202,Tsitsikama National Park,292,Mountain Zebra National Park,13,Chris Hani District Municipality,2,EASTERN CAPE
29301,Oviston Nature Reserve,293,Oviston Nature Reserve,14,Ukhahlamba District Municipality,2,EASTERN CAPE
29401,O'Conners Camp,294,O'Conners Camp,44,Alfred Nzo District Municipality,2,EASTERN CAPE
30101,Alexander Bay,301,Richtersveld,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30102,Eksteenfontein,301,Richtersveld,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30103,Khubus,301,Richtersveld,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30104,Lekkersing,301,Richtersveld,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30105,McDougall's Bay,301,Richtersveld,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30106,Port Nolloth,301,Richtersveld,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30107,Richtersveld,301,Richtersveld,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30108,Sanddrif,301,Richtersveld,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30201,Buffelsrivier,302,Nama Khoi,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30202,Bulletrap,302,Nama Khoi,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30203,Carolusberg,302,Nama Khoi,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30204,Concordia,302,Nama Khoi,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30205,Kleinzee,302,Nama Khoi,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30206,Komaggas,302,Nama Khoi,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30207,Nababeep,302,Nama Khoi,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30208,Nama Khoi,302,Nama Khoi,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30209,Okiep,302,Nama Khoi,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30210,Springbok,302,Nama Khoi,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30211,Steinkopf,302,Nama Khoi,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30212,Vioolsdrif,302,Nama Khoi,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30301,Garies,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30302,Hondeklip Bay,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30303,Kamassies,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30304,Kamiesberg,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30305,Kamieskroon,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30306,Karkams,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30307,Kheis,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30308,Klipfontein,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30309,Koingnaas,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30310,Leliefontein,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30311,Nourivier,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30312,Paulshoek,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30313,Rooifontein Norap,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30314,Soebatsfontein,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30315,Spoegrivier,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30316,Tweerivier,303,Kamiesberg,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30401,Brandvlei,304,Hantam,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30402,Calvinia,304,Hantam,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30403,Hantam,304,Hantam,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30404,Loeriesfontein,304,Hantam,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30405,Nieuwoudtville,304,Hantam,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30501,Fraserburg,305,Karoo Hoogland,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30502,Karoo Hoogland,305,Karoo Hoogland,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30503,Sutherland,305,Karoo Hoogland,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30504,Williston,305,Karoo Hoogland,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30601,Aggeneys,306,Khâi-Ma,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30602,KhGi-Ma,306,Khâi-Ma,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30603,Onseepkans,306,Khâi-Ma,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30604,Pella,306,Khâi-Ma,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30605,Pofadder,306,Khâi-Ma,6,NAMAKWA District Municipality,3,NORTHERN CAPE
30701,Loxton,307,Ubuntu,7,KAROO District Municipality,3,NORTHERN CAPE
30702,Masinyausane,307,Ubuntu,7,KAROO District Municipality,3,NORTHERN CAPE
30703,Richmond,307,Ubuntu,7,KAROO District Municipality,3,NORTHERN CAPE
30704,Sabelo,307,Ubuntu,7,KAROO District Municipality,3,NORTHERN CAPE
30705,Ubuntu,307,Ubuntu,7,KAROO District Municipality,3,NORTHERN CAPE
30706,Victoria West,307,Ubuntu,7,KAROO District Municipality,3,NORTHERN CAPE
30801,Colesberg,308,Umsombomvu,7,KAROO District Municipality,3,NORTHERN CAPE
30802,Kuyasa,308,Umsombomvu,7,KAROO District Municipality,3,NORTHERN CAPE
30803,Kwazamwxolo,308,Umsombomvu,7,KAROO District Municipality,3,NORTHERN CAPE
30804,Norvalspont,308,Umsombomvu,7,KAROO District Municipality,3,NORTHERN CAPE
30805,Noupoort,308,Umsombomvu,7,KAROO District Municipality,3,NORTHERN CAPE
30806,Umsombomvu,308,Umsombomvu,7,KAROO District Municipality,3,NORTHERN CAPE
30901,Barcelona,309,Emthanjeni,7,KAROO District Municipality,3,NORTHERN CAPE
30902,Britstown,309,Emthanjeni,7,KAROO District Municipality,3,NORTHERN CAPE
30903,De Aar,309,Emthanjeni,7,KAROO District Municipality,3,NORTHERN CAPE
30904,Emthanjeni,309,Emthanjeni,7,KAROO District Municipality,3,NORTHERN CAPE
30905,Hanover,309,Emthanjeni,7,KAROO District Municipality,3,NORTHERN CAPE
30906,Mziwabantu,309,Emthanjeni,7,KAROO District Municipality,3,NORTHERN CAPE
30907,Nompumelelo,309,Emthanjeni,7,KAROO District Municipality,3,NORTHERN CAPE
30908,Nonzwakazi,309,Emthanjeni,7,KAROO District Municipality,3,NORTHERN CAPE
31001,Carnarvon,310,Kareeberg,7,KAROO District Municipality,3,NORTHERN CAPE
31002,Kareeberg,310,Kareeberg,7,KAROO District Municipality,3,NORTHERN CAPE
31003,Van Wyksvlei,310,Kareeberg,7,KAROO District Municipality,3,NORTHERN CAPE
31004,Vosburg,310,Kareeberg,7,KAROO District Municipality,3,NORTHERN CAPE
31101,Lukhanyisweni,311,Renosterberg,7,KAROO District Municipality,3,NORTHERN CAPE
31102,Petrusville,311,Renosterberg,7,KAROO District Municipality,3,NORTHERN CAPE
31103,Phillipstown,311,Renosterberg,7,KAROO District Municipality,3,NORTHERN CAPE
31104,Renosterberg,311,Renosterberg,7,KAROO District Municipality,3,NORTHERN CAPE
31105,Thembinkosi,311,Renosterberg,7,KAROO District Municipality,3,NORTHERN CAPE
31106,Vanderkloof,311,Renosterberg,7,KAROO District Municipality,3,NORTHERN CAPE
31201,Hopetown,312,Thembelihle,7,KAROO District Municipality,3,NORTHERN CAPE
31202,Orania,312,Thembelihle,7,KAROO District Municipality,3,NORTHERN CAPE
31203,Strydenburg,312,Thembelihle,7,KAROO District Municipality,3,NORTHERN CAPE
31204,Thembelihle,312,Thembelihle,7,KAROO District Municipality,3,NORTHERN CAPE
31301,E'Thembeni,313,Siyathemba,7,KAROO District Municipality,3,NORTHERN CAPE
31302,Marydale,313,Siyathemba,7,KAROO District Municipality,3,NORTHERN CAPE
31303,Niekerkshoop,313,Siyathemba,7,KAROO District Municipality,3,NORTHERN CAPE
31304,Prieska,313,Siyathemba,7,KAROO District Municipality,3,NORTHERN CAPE
31305,Siyathemba,313,Siyathemba,7,KAROO District Municipality,3,NORTHERN CAPE
31306,Westerberg,313,Siyathemba,7,KAROO District Municipality,3,NORTHERN CAPE
31401,Breipaal,314,Siyancuma,7,KAROO District Municipality,3,NORTHERN CAPE
31402,Campbell,314,Siyancuma,7,KAROO District Municipality,3,NORTHERN CAPE
31403,Douglas,314,Siyancuma,7,KAROO District Municipality,3,NORTHERN CAPE
31404,Griekwastad,314,Siyancuma,7,KAROO District Municipality,3,NORTHERN CAPE
31405,Mathlomola,314,Siyancuma,7,KAROO District Municipality,3,NORTHERN CAPE
31406,Ritchie,314,Siyancuma,7,KAROO District Municipality,3,NORTHERN CAPE
31407,Schmidtsdrift,314,Siyancuma,7,KAROO District Municipality,3,NORTHERN CAPE
31408,Siyancuma,314,Siyancuma,7,KAROO District Municipality,3,NORTHERN CAPE
31501,Groot Mier,315,Mier,8,SIYANDA District Municipality,3,NORTHERN CAPE
31502,Mier,315,Mier,8,SIYANDA District Municipality,3,NORTHERN CAPE
31503,Philandersbron,315,Mier,8,SIYANDA District Municipality,3,NORTHERN CAPE
31504,Rietfontein,315,Mier,8,SIYANDA District Municipality,3,NORTHERN CAPE
31601,Alheit,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31602,Augrabies,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31603,Augrabies Mission,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31604,Bloemsmond,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31605,Cillie,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31606,Kai !Garib,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31607,Kakamas,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31608,Kanoneiland,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31609,Keimoes,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31610,Kenhardt,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31611,Lennetsville,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31612,Louisvale,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31613,Loxtonberg,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31614,Lutzburg,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31615,Marchand,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31616,Raaswater,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31617,Riemvasmaak,316,Kai !Garib,8,SIYANDA District Municipality,3,NORTHERN CAPE
31701,||Khara Hais,317,||Khara Hais,8,SIYANDA District Municipality,3,NORTHERN CAPE
31702,Camp Informal,317,||Khara Hais,8,SIYANDA District Municipality,3,NORTHERN CAPE
31703,Group 23 Military Village,317,||Khara Hais,8,SIYANDA District Municipality,3,NORTHERN CAPE
31704,Karos,317,||Khara Hais,8,SIYANDA District Municipality,3,NORTHERN CAPE
31705,Klippunt,317,||Khara Hais,8,SIYANDA District Municipality,3,NORTHERN CAPE
31706,Lambrechtsdrif,317,||Khara Hais,8,SIYANDA District Municipality,3,NORTHERN CAPE
31707,Leerkrans,317,||Khara Hais,8,SIYANDA District Municipality,3,NORTHERN CAPE
31708,Paballelo,317,||Khara Hais,8,SIYANDA District Municipality,3,NORTHERN CAPE
31709,Straussburg,317,||Khara Hais,8,SIYANDA District Municipality,3,NORTHERN CAPE
31710,Swartkop,317,||Khara Hais,8,SIYANDA District Municipality,3,NORTHERN CAPE
31711,Upington,317,||Khara Hais,8,SIYANDA District Municipality,3,NORTHERN CAPE
31801,!Kheis,318,!Kheis,8,SIYANDA District Municipality,3,NORTHERN CAPE
31802,Boegoeberg,318,!Kheis,8,SIYANDA District Municipality,3,NORTHERN CAPE
31803,Gannaput,318,!Kheis,8,SIYANDA District Municipality,3,NORTHERN CAPE
31804,Groblershoop,318,!Kheis,8,SIYANDA District Municipality,3,NORTHERN CAPE
31805,Grootdrink,318,!Kheis,8,SIYANDA District Municipality,3,NORTHERN CAPE
31806,Stutterheim,318,!Kheis,8,SIYANDA District Municipality,3,NORTHERN CAPE
31807,Wegdraai,318,!Kheis,8,SIYANDA District Municipality,3,NORTHERN CAPE
31901,Beeshoek,319,Tsantsabane,8,SIYANDA District Municipality,3,NORTHERN CAPE
31902,Boitshoko,319,Tsantsabane,8,SIYANDA District Municipality,3,NORTHERN CAPE
31903,Ditloung,319,Tsantsabane,8,SIYANDA District Municipality,3,NORTHERN CAPE
31904,Glosam,319,Tsantsabane,8,SIYANDA District Municipality,3,NORTHERN CAPE
31905,Goedgedacht,319,Tsantsabane,8,SIYANDA District Municipality,3,NORTHERN CAPE
31906,Groenwater,319,Tsantsabane,8,SIYANDA District Municipality,3,NORTHERN CAPE
31907,Olifantshoek,319,Tsantsabane,8,SIYANDA District Municipality,3,NORTHERN CAPE
31908,Postmasburg,319,Tsantsabane,8,SIYANDA District Municipality,3,NORTHERN CAPE
31909,Tsantsabane,319,Tsantsabane,8,SIYANDA District Municipality,3,NORTHERN CAPE
31910,Vergenoeg,319,Tsantsabane,8,SIYANDA District Municipality,3,NORTHERN CAPE
32001,Danielskuil,320,Kgatelopele,8,SIYANDA District Municipality,3,NORTHERN CAPE
32002,Five Mission,320,Kgatelopele,8,SIYANDA District Municipality,3,NORTHERN CAPE
32003,Kgatelopele,320,Kgatelopele,8,SIYANDA District Municipality,3,NORTHERN CAPE
32004,Lime Acres,320,Kgatelopele,8,SIYANDA District Municipality,3,NORTHERN CAPE
32005,Tlhakalatlou,320,Kgatelopele,8,SIYANDA District Municipality,3,NORTHERN CAPE
32101,Galeshewe,321,Sol Plaatje,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32102,Kimberley,321,Sol Plaatje,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32103,Motswedimosa,321,Sol Plaatje,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32104,Ritchie,321,Sol Plaatje,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32105,Roodepan,321,Sol Plaatje,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32106,Sol Plaatje,321,Sol Plaatje,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32201,Barkly West,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32202,Corn's Village,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32203,Delportshoop,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32204,Dikgatlong,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32205,Holpan,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32206,Kutlwano,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32207,Longlands,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32208,Mataleng,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32209,Sydney on Vaal,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32210,Tidimalo,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32211,Ulco,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32212,Vaalbos National Park,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32213,Windsorton,322,Dikgatlong,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32301,Ikutseng,323,Magareng,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32302,Magareng,323,Magareng,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32303,Warrenton,323,Magareng,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
32401,Dibeng,324,Gamagara,81,KGALAGADI District Municipality,3,NORTHERN CAPE
32402,Dingleton,324,Gamagara,81,KGALAGADI District Municipality,3,NORTHERN CAPE
32403,Gamagara,324,Gamagara,81,KGALAGADI District Municipality,3,NORTHERN CAPE
32404,Kathu,324,Gamagara,81,KGALAGADI District Municipality,3,NORTHERN CAPE
38101,Ga Mohana,81,Ga-Segonyana,81,KGALAGADI District Municipality,3,NORTHERN CAPE
38102,Ga-Segonyana,81,Ga-Segonyana,81,KGALAGADI District Municipality,3,NORTHERN CAPE
38103,Gathlose,81,Ga-Segonyana,81,KGALAGADI District Municipality,3,NORTHERN CAPE
38104,Kuruman Part 2,81,Ga-Segonyana,81,KGALAGADI District Municipality,3,NORTHERN CAPE
38701,Andalusia Park,87,Phokwane,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
38702,Ganspan,87,Phokwane,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
38703,Hartswater,87,Phokwane,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
38704,Jan Kempdorp Part 2,87,Phokwane,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
38705,Phokwane,87,Phokwane,9,FRANCES BAARD District Municipality,3,NORTHERN CAPE
39101,Namaqualand,391,Namaqualand,6,NAMAKWA District Municipality,3,NORTHERN CAPE
