MP_CODE,MP_NAME,MN_CODE,MN_NAME,DC_MN_C,DC_NAME,PR_CODE,PR_NAME
10101,Doringbaai,101,Matzikama,1,West Coast District Municipality,1,WESTERN CAPE
10102,Ebenhaesar,101,Matzikama,1,West Coast District Municipality,1,WESTERN CAPE
10103,Klawer,101,Matzikama,1,West Coast District Municipality,1,WESTERN CAPE
10104,Koekenaap,101,Matzikama,1,West Coast District Municipality,1,WESTERN CAPE
10105,Lutzville,101,Matzikama,1,West Coast District Municipality,1,WESTERN CAPE
10106,Matzikama,101,Matzikama,1,West Coast District Municipality,1,WESTERN CAPE
10107,Strandfontein,101,Matzikama,1,West Coast District Municipality,1,WESTERN CAPE
10108,Vanrhynsdorp,101,Matzikama,1,West Coast District Municipality,1,WESTERN CAPE
10109,Vredendal Part 1,101,Matzikama,1,West Coast District Municipality,1,WESTERN CAPE
10110,Vredendal Part 2,101,Matzikama,1,West Coast District Municipality,1,WESTERN CAPE
10111,Vredendal Part 3,101,Matzikama,1,West Coast District Municipality,1,WESTERN CAPE
10201,Cederberg,102,Cederberg,1,West Coast District Municipality,1,WESTERN CAPE
10202,Citrusdal,102,Cederberg,1,West Coast District Municipality,1,WESTERN CAPE
10203,Clanwilliam,102,Cederberg,1,West Coast District Municipality,1,WESTERN CAPE
10204,Elandsbaai,102,Cederberg,1,West Coast District Municipality,1,WESTERN CAPE
10205,Graaffwater,102,Cederberg,1,West Coast District Municipality,1,WESTERN CAPE
10206,Lamberts Bay,102,Cederberg,1,West Coast District Municipality,1,WESTERN CAPE
10301,Aurora,103,Bergrivier,1,West Coast District Municipality,1,WESTERN CAPE
10302,Bergrivier,103,Bergrivier,1,West Coast District Municipality,1,WESTERN CAPE
10303,De Hoek,103,Bergrivier,1,West Coast District Municipality,1,WESTERN CAPE
10304,Dwarskersbos,103,Bergrivier,1,West Coast District Municipality,1,WESTERN CAPE
10305,Eendekuil,103,Bergrivier,1,West Coast District Municipality,1,WESTERN CAPE
10306,Goedverwacht,103,Bergrivier,1,West Coast District Municipality,1,WESTERN CAPE
10307,Piketberg,103,Bergrivier,1,West Coast District Municipality,1,WESTERN CAPE
10308,Porterville,103,Bergrivier,1,West Coast District Municipality,1,WESTERN CAPE
10309,Redelinghuys,103,Bergrivier,1,West Coast District Municipality,1,WESTERN CAPE
10310,Velddrift,103,Bergrivier,1,West Coast District Municipality,1,WESTERN CAPE
10401,Britannia Bay,104,Saldanha Bay,1,West Coast District Municipality,1,WESTERN CAPE
10402,Hopefield,104,Saldanha Bay,1,West Coast District Municipality,1,WESTERN CAPE
10403,Jacobsbaai,104,Saldanha Bay,1,West Coast District Municipality,1,WESTERN CAPE
10404,Langebaan,104,Saldanha Bay,1,West Coast District Municipality,1,WESTERN CAPE
10405,Oudekraalfontein,104,Saldanha Bay,1,West Coast District Municipality,1,WESTERN CAPE
10406,Paternoster,104,Saldanha Bay,1,West Coast District Municipality,1,WESTERN CAPE
10407,Saldanha,104,Saldanha Bay,1,West Coast District Municipality,1,WESTERN CAPE
10408,Saldanha Bay,104,Saldanha Bay,1,West Coast District Municipality,1,WESTERN CAPE
10409,St Helena Bay,104,Saldanha Bay,1,West Coast District Municipality,1,WESTERN CAPE
10410,Swartriet,104,Saldanha Bay,1,West Coast District Municipality,1,WESTERN CAPE
10411,Vredenburg,104,Saldanha Bay,1,West Coast District Municipality,1,WESTERN CAPE
10501,Abbotsdale,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10502,Chatsworth,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10503,Darling,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10504,Dassen Island,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10505,Greater Chatsworth,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10506,Ilinge Lethu,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10507,Kalbaskraal,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10508,Koringberg,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10509,Malmesbury,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10510,Moorreesburg,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10511,Riebeek-Kasteel,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10512,Riebeek-Wes,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10513,Swartland,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10514,The Grotto Bay,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10515,Yzerfontein,105,Swartland,1,West Coast District Municipality,1,WESTERN CAPE
10601,Bella Vista,106,Witzenberg,2,Boland District Municipality,1,WESTERN CAPE
10602,Ceres,106,Witzenberg,2,Boland District Municipality,1,WESTERN CAPE
10603,eNduli,106,Witzenberg,2,Boland District Municipality,1,WESTERN CAPE
10604,Meulstroom,106,Witzenberg,2,Boland District Municipality,1,WESTERN CAPE
10605,Op-die-Berg,106,Witzenberg,2,Boland District Municipality,1,WESTERN CAPE
10606,Paerde Kraal Bosreservaat,106,Witzenberg,2,Boland District Municipality,1,WESTERN CAPE
10607,Prince Alfred Hamlet,106,Witzenberg,2,Boland District Municipality,1,WESTERN CAPE
10608,Steinthal,106,Witzenberg,2,Boland District Municipality,1,WESTERN CAPE
10609,Tulbagh,106,Witzenberg,2,Boland District Municipality,1,WESTERN CAPE
10610,Witzenberg,106,Witzenberg,2,Boland District Municipality,1,WESTERN CAPE
10611,Wolseley,106,Witzenberg,2,Boland District Municipality,1,WESTERN CAPE
10701,Dal Josafat Forest Reserve,107,Drakenstein,2,Boland District Municipality,1,WESTERN CAPE
10702,Drakenstein,107,Drakenstein,2,Boland District Municipality,1,WESTERN CAPE
10703,Drommedaris,107,Drakenstein,2,Boland District Municipality,1,WESTERN CAPE
10704,Gouda,107,Drakenstein,2,Boland District Municipality,1,WESTERN CAPE
10705,Mbekweni,107,Drakenstein,2,Boland District Municipality,1,WESTERN CAPE
10706,Paarl,107,Drakenstein,2,Boland District Municipality,1,WESTERN CAPE
10707,Paarlberg Nature Reserve,107,Drakenstein,2,Boland District Municipality,1,WESTERN CAPE
10708,Saron,107,Drakenstein,2,Boland District Municipality,1,WESTERN CAPE
10709,Victor Verster,107,Drakenstein,2,Boland District Municipality,1,WESTERN CAPE
10710,Wellington,107,Drakenstein,2,Boland District Municipality,1,WESTERN CAPE
10801,Franschhoek,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10802,Groendal,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10803,Hottentotsholland Nature Reserve,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10804,Jamestown,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10805,Jonkershoek State Forest,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10806,Khayamandi,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10807,Klapmuts,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10808,Kylemore,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10809,Languedoc,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10810,Mountain Breeze Caravan Park,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10811,Pniel,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10812,Robertsvlei,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10813,Simonsberg Forest Reserve,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10814,Stellenbosch Part 1,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10815,Wemmershoek,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10816,Wemmershoek Forest Reserve,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10817,Stellenbosch Part 2,108,Stellenbosch,2,Boland District Municipality,1,WESTERN CAPE
10901,Brandvlei,109,Breede Valley,2,Boland District Municipality,1,WESTERN CAPE
10902,Breede Valley,109,Breede Valley,2,Boland District Municipality,1,WESTERN CAPE
10903,De Doorns,109,Breede Valley,2,Boland District Municipality,1,WESTERN CAPE
10904,Haweqwas State Forest,109,Breede Valley,2,Boland District Municipality,1,WESTERN CAPE
10905,Rawsonville,109,Breede Valley,2,Boland District Municipality,1,WESTERN CAPE
10906,Riviersonderend State Forest,109,Breede Valley,2,Boland District Municipality,1,WESTERN CAPE
10907,Touwsrivier,109,Breede Valley,2,Boland District Municipality,1,WESTERN CAPE
10908,Worcester,109,Breede Valley,2,Boland District Municipality,1,WESTERN CAPE
10909,Zweletemba,109,Breede Valley,2,Boland District Municipality,1,WESTERN CAPE
11001,Ashton,110,Breede River/Winelands,2,Boland District Municipality,1,WESTERN CAPE
11002,Bonnievale,110,Breede River/Winelands,2,Boland District Municipality,1,WESTERN CAPE
11003,Breede River/Winelands,110,Breede River/Winelands,2,Boland District Municipality,1,WESTERN CAPE
11004,McGregor,110,Breede River/Winelands,2,Boland District Municipality,1,WESTERN CAPE
11005,Montagu,110,Breede River/Winelands,2,Boland District Municipality,1,WESTERN CAPE
11006,Nkqubela,110,Breede River/Winelands,2,Boland District Municipality,1,WESTERN CAPE
11007,Robertson,110,Breede River/Winelands,2,Boland District Municipality,1,WESTERN CAPE
11008,Waterval Staatbos,110,Breede River/Winelands,2,Boland District Municipality,1,WESTERN CAPE
11101,Bosmanskloof,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11102,Botrivier,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11103,Caledon,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11104,Dennehof,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11105,Elgin Forest Reserve,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11106,Genadendal,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11107,Grabouw,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11108,Greyton,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11109,Hottentotsholland Nature Reserve,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11110,Lebanon State Forest,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11111,Middleton,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11112,Nuweberg State Forest,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11113,Riviersonderend,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11114,Riviersonderend State Forest,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11115,Theewaterskloof,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11116,Villiersdorp,111,Theewaterskloof,3,Overberg District Municipality,1,WESTERN CAPE
11201,Betty's Bay,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11202,Danger Point,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11203,Eluxolweni,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11204,Fernkloof Nature Reserve,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11205,Fisherhaven,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11206,Franskraalstrand,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11207,Gansbaai,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11208,Hawston,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11209,Hermanus,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11210,Highlands State Forest,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11211,Kleinbaai,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11212,Kleinmond,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11213,Kogelberg State Forest,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11214,Maanskynkop Nature Reserve,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11215,Masakhane,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11216,Onrusrivier,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11217,Overstrand,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11218,Paarde Poort Staatbos,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11219,Perly Beach,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11220,Pringle Bay,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11221,Rooi Els,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11222,Salmonsdam Nature Reserve,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11223,Sandbaai,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11224,Silver Sands,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11225,Stanford,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11226,Van Dyksbaai,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11227,Vogelgat Nature Reserve,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11228,Walkers Bay State Forest,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11229,Zwelihle,112,Overstrand,3,Overberg District Municipality,1,WESTERN CAPE
11301,Agulhas,113,Cape Agulhas,3,Overberg District Municipality,1,WESTERN CAPE
11302,Arniston,113,Cape Agulhas,3,Overberg District Municipality,1,WESTERN CAPE
11303,Bredasdorp,113,Cape Agulhas,3,Overberg District Municipality,1,WESTERN CAPE
11304,Cape Agulhas,113,Cape Agulhas,3,Overberg District Municipality,1,WESTERN CAPE
11305,De Mond State Forest,113,Cape Agulhas,3,Overberg District Municipality,1,WESTERN CAPE
11306,Elim,113,Cape Agulhas,3,Overberg District Municipality,1,WESTERN CAPE
11307,Napier,113,Cape Agulhas,3,Overberg District Municipality,1,WESTERN CAPE
11308,Struisbaai,113,Cape Agulhas,3,Overberg District Municipality,1,WESTERN CAPE
11401,Barrydale,114,Swellendam,3,Overberg District Municipality,1,WESTERN CAPE
11402,Bontebok National Park,114,Swellendam,3,Overberg District Municipality,1,WESTERN CAPE
11403,Grootvadersbos State Forest,114,Swellendam,3,Overberg District Municipality,1,WESTERN CAPE
11404,Infanta,114,Swellendam,3,Overberg District Municipality,1,WESTERN CAPE
11405,Marloth Nature reserve,114,Swellendam,3,Overberg District Municipality,1,WESTERN CAPE
11406,Suurbraak,114,Swellendam,3,Overberg District Municipality,1,WESTERN CAPE
11407,Swellendam Part 1,114,Swellendam,3,Overberg District Municipality,1,WESTERN CAPE
11408,Zuurbraak State Forest,114,Swellendam,3,Overberg District Municipality,1,WESTERN CAPE
11409,Swellendam Part 2,114,Swellendam,3,Overberg District Municipality,1,WESTERN CAPE
11501,Bleshoek,115,Kannaland,4,Eden District Municipality,1,WESTERN CAPE
11502,Calitzdorp,115,Kannaland,4,Eden District Municipality,1,WESTERN CAPE
11503,Kannaland,115,Kannaland,4,Eden District Municipality,1,WESTERN CAPE
11504,Ladismith,115,Kannaland,4,Eden District Municipality,1,WESTERN CAPE
11505,Swartberg State Forest,115,Kannaland,4,Eden District Municipality,1,WESTERN CAPE
11506,Towerkop State Forest,115,Kannaland,4,Eden District Municipality,1,WESTERN CAPE
11507,Zoar,115,Kannaland,4,Eden District Municipality,1,WESTERN CAPE
11601,Albertinia,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11602,Boesmansbos Wilderness,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11603,Garcia State Forest,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11604,Gouritsmond,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11605,Groot-Jongensfontein,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11606,Grootvadersbos State Forest,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11607,Heidelberg,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11608,KwaNokuthula,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11609,Langeberg,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11610,Paardeberg State Forest,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11611,Riversdale,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11612,Slangrivier,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11613,Spioenkop State Forest,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11614,Stilbaai,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11615,Tyger State Forest,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11616,Witsand,116,Langeberg,4,Eden District Municipality,1,WESTERN CAPE
11701,Bergsig,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11702,Bogomsbaai,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11703,Dana Baai,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11704,Friemersheim,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11705,Glentana,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11706,Gresham,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11707,Groot Brak Rivier,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11708,Hartenbos,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11709,Herbertsdale,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11710,Isazane,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11711,Isinyoka,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11712,Jonkersberg State Forest,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11713,Klein Brak Rivier,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11714,Kwanonqaba,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11715,Mossel Bay Part 1,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11716,Outeniqua Strand,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11717,Reebok,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11718,Ruitersbos State Forest,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11719,Southern Cross,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11720,Tergniet,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11721,Vyf Brakke Fonteinen,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11722,Wolwedans,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11723,Mossel Bay Part 2,117,Mossel Bay,4,Eden District Municipality,1,WESTERN CAPE
11801,Bergplaas State Parks,118,George,4,Eden District Municipality,1,WESTERN CAPE
11802,George Part 2,118,George,4,Eden District Municipality,1,WESTERN CAPE
11803,Herolds Bay,118,George,4,Eden District Municipality,1,WESTERN CAPE
11804,Jonkersberg State Forest,118,George,4,Eden District Municipality,1,WESTERN CAPE
11805,Langkloof State Forest,118,George,4,Eden District Municipality,1,WESTERN CAPE
11806,Lawaaikamp,118,George,4,Eden District Municipality,1,WESTERN CAPE
11807,Pacaltsdorp,118,George,4,Eden District Municipality,1,WESTERN CAPE
11808,Swartberg State Forest,118,George,4,Eden District Municipality,1,WESTERN CAPE
11809,Thembalethu,118,George,4,Eden District Municipality,1,WESTERN CAPE
11810,Wilderness,118,George,4,Eden District Municipality,1,WESTERN CAPE
11811,Wilderness East,118,George,4,Eden District Municipality,1,WESTERN CAPE
11812,Wilderness National Park,118,George,4,Eden District Municipality,1,WESTERN CAPE
11813,Witfontein State Forest,118,George,4,Eden District Municipality,1,WESTERN CAPE
11814,George Part 1,118,George,4,Eden District Municipality,1,WESTERN CAPE
11901,Bongelethu,119,Oudtshoorn,4,Eden District Municipality,1,WESTERN CAPE
11902,De Hoop,119,Oudtshoorn,4,Eden District Municipality,1,WESTERN CAPE
11903,De Rust,119,Oudtshoorn,4,Eden District Municipality,1,WESTERN CAPE
11904,Dysselsdorp,119,Oudtshoorn,4,Eden District Municipality,1,WESTERN CAPE
11905,Langkloof State Forest,119,Oudtshoorn,4,Eden District Municipality,1,WESTERN CAPE
11906,Oudtshoorn Part 1,119,Oudtshoorn,4,Eden District Municipality,1,WESTERN CAPE
11907,Swartberg State Forest,119,Oudtshoorn,4,Eden District Municipality,1,WESTERN CAPE
11908,Volmoed,119,Oudtshoorn,4,Eden District Municipality,1,WESTERN CAPE
11909,Wartberg State Forest,119,Oudtshoorn,4,Eden District Municipality,1,WESTERN CAPE
11910,Oudtshoorn Part 2,119,Oudtshoorn,4,Eden District Municipality,1,WESTERN CAPE
12001,Bloukrans State Forest,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12002,Harkerville State Forest,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12003,Keurboomsrivier,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12004,Keurboomstrand,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12005,Klien Palmietrivier State Forest,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12006,Kranshoek,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12007,Kurland Estate,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12008,Kwanokuthula,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12009,Natures Valley,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12010,New Horizons,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12011,Plettenberg Bay Part 1,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12012,Wittedrift,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12013,Plettenberg Bay Part 2,120,Plettenberg Bay,4,Eden District Municipality,1,WESTERN CAPE
12101,Bongani,121,Knysna,4,Eden District Municipality,1,WESTERN CAPE
12102,Brenton-on-Sea,121,Knysna,4,Eden District Municipality,1,WESTERN CAPE
12103,Buffelsbaai,121,Knysna,4,Eden District Municipality,1,WESTERN CAPE
12104,Khayalethu South,121,Knysna,4,Eden District Municipality,1,WESTERN CAPE
12105,Knysna Part 1,121,Knysna,4,Eden District Municipality,1,WESTERN CAPE
12106,Noetzie,121,Knysna,4,Eden District Municipality,1,WESTERN CAPE
12107,Old Place,121,Knysna,4,Eden District Municipality,1,WESTERN CAPE
12108,Rheenendal,121,Knysna,4,Eden District Municipality,1,WESTERN CAPE
12109,Sedgefield,121,Knysna,4,Eden District Municipality,1,WESTERN CAPE
12110,Swartvlei,121,Knysna,4,Eden District Municipality,1,WESTERN CAPE
12111,Xolweni,121,Knysna,4,Eden District Municipality,1,WESTERN CAPE
12112,Knysna Part 2,121,Knysna,4,Eden District Municipality,1,WESTERN CAPE
12201,Laingsburg,122,Laingsburg,5,Central Karoo District Municipality,1,WESTERN CAPE
12202,Laingsburg Municipality,122,Laingsburg,5,Central Karoo District Municipality,1,WESTERN CAPE
12203,Matjiesfontein,122,Laingsburg,5,Central Karoo District Municipality,1,WESTERN CAPE
12301,Leeu Gamka,123,Prince Albert,5,Central Karoo District Municipality,1,WESTERN CAPE
12302,Prince Albert Part 1,123,Prince Albert,5,Central Karoo District Municipality,1,WESTERN CAPE
12303,Prince Albert Part 2,123,Prince Albert,5,Central Karoo District Municipality,1,WESTERN CAPE
12401,Beaufort West Part 1,124,Beaufort West,5,Central Karoo District Municipality,1,WESTERN CAPE
12402,Kwa-Mandlenkosi,124,Beaufort West,5,Central Karoo District Municipality,1,WESTERN CAPE
12403,Merweville,124,Beaufort West,5,Central Karoo District Municipality,1,WESTERN CAPE
12404,Beaufort West Part 2,124,Beaufort West,5,Central Karoo District Municipality,1,WESTERN CAPE
17101,Atlantis,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17102,Bellville,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17103,Blue Downs,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17104,Brackenfell,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17105,Briza,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17106,Cape Town,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17107,City of Cape Town,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17108,Crossroads,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17109,Du Noon,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17110,Durbanville,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17111,Eersterivier,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17112,Elsiesrivier,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17113,Excelsior,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17114,Fisantkraal,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17115,Fish Hoek,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17116,Goodwood,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17117,Gordons Bay,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17118,Guguletu,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17119,Hottentotsholland Nature Reserve,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17120,Houtbaai,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17121,Imizamo Yethu,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17122,Joe Slovo Park,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17123,Khayelitsha,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17124,Kraaifontein,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17125,Kuilsriver,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17126,Langa,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17127,Lekkerwater,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17128,Lwandle,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17129,Mamre,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17130,Masiphumelele,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17131,Melkbosstrand,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17132,Mfuleni,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17133,Milnerton,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17134,Mitchell's Plain,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17135,Nomzano,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17136,Noordhoek,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17137,Nyanga,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17138,Parow,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17139,Pella,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17140,Robben Island,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17141,Scarborough,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17142,Simonstown,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17143,Sir Lowry's Pass,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17144,Somerset West,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
17145,Strand,171,City of Cape Town,171,City of Cape Town,1,WESTERN CAPE
